,BSU_28860
LBexp_1,16.4086
LBexp_2,16.2287
LBexp_3,15.9931
LBtran_1,14.7793
LBtran_2,15.1961
LBtran_3,15.2838
LBstat_1,14.3915
LBstat_2,14.2548
LBstat_3,13.9962
LBGexp_1,16.3503
LBGexp_2,16.3702
LBGexp_3,16.2916
LBGtran_2,15.5994
LBGtran_3,15.6355
LBGstat_1,16.3932
LBGstat_2,16.4473
LBGstat_3,15.019
S0_1,16.3372
S0_2,16.3274
S0_3,16.4514
S1_1,14.9483
S1_2,14.874600000000001
S1_3,14.9379
S2_1,14.5665
S2_2,14.4774
S2_3,14.604
S3_1,14.6752
S3_2,14.734
S4_1,14.8908
S4_2,14.5365
S4_3,14.5357
S5_1,14.2586
S5_2,14.7034
S5_3,14.5646
S6_1,14.4045
S6_2,11.0465
S6_3,14.7733
S6/t_1,14.3123
S6/t_2,10.42
S6_4,14.1084
S6_5,14.4031
S6_6,14.7032
S7_4,14.4189
S7_5,14.1293
S7_6,14.3058
S8_4,13.9632
S8_5,12.0265
G135_1,16.3136
G135_3,15.6123
G150_1,16.4089
G150_2,16.4461
G150_3,16.4081
G180_1,16.4096
G180_2,16.4639
G180_3,16.0948
C30_1,15.9881
C30_2,16.2996
C90_1,14.0217
C90_2,14.396
BI_1,15.147
BI_2,15.2038
BC_2,14.8574
BC/t_1,14.2137
BC/t_2,14.8334
BC_1,14.4337
Sw_1,14.2665
Sw_2,14.5812
BT_1,15.2362
BT_2,14.8585
B36_1,15.1016
B36_2,14.9057
B60_1,15.0727
B60_2,15.0927
M9exp_1,16.4002
M9exp_2,16.3066
M9exp_3,16.3232
M9tran_1,15.6543
M9tran_2,15.5863
M9tran_3,15.6548
M9stat_1,13.8432
M9stat_2,13.7205
M9stat_3,13.4972
M+G_1,15.7248
M+G_2,15.4462
M+G_3,15.4973
Glu_1,15.815
Glu_2,16.0479
Glu_3,15.9086
Fru_1,16.1746
Fru_2,15.8039
Fru_3,15.5764
Mal_1,15.3294
Mal_2,15.3184
Mal_3,15.6258
G+S_2,15.152
G+S_3,15.3256
Pyr_1,14.7605
Pyr_2,14.7858
Pyr_3,14.9138
Gly_1,14.7583
Gly_2,15.4623
Gly_3,13.7771
Glucon_1,14.9376
Glucon_2,15.5466
Glucon_3,14.116
aero_1,16.3813
aero_2,15.9177
aero_3,16.3683
nit_1,15.3157
nit_2,15.8095
nit_3,15.2183
ferm_1,15.3121
ferm_2,15.3734
