,SP5448_04210
SRX1726505,-0.1344421934
SRX1726506,0.0700034947
SRX1726507,0.0644386987
SRX1726508,1.7224727955999999
SRX1726509,1.6465943250000001
SRX1726510,1.0799252077000001
SRX1726511,1.0106879771
SRX1726512,1.0561691515
SRX1726513,1.5944524870999999
SRX1081650,0.34632030280000003
SRX1081651,0.1555385725
SRX1081652,-0.082360773
SRX1081653,0.1643009047
SRX1081654,-0.1093339257
SRX1081655,-0.4190474571
SRX1081656,-0.0953511913
SRX1081657,-0.4081041603
SRX1081658,-0.4674448311
SRX1081659,1.2037501302
SRX1081660,-0.14490696
SRX1081661,-0.030334267
SRX1081662,0.09421855550000001
SRX1081663,-0.4561652024
SRX1081664,0.055748413600000005
SRX1081665,0.6947689138
SRX1081666,0.161559044
SRX1081668,0.15036063400000002
SRX1081669,-0.0778416437
SRX1081670,-0.6224512375
SRX1081671,-0.11322382210000001
SRX1081672,2.2531226221000002
SRX1081673,2.0689740595
SRX1081674,2.2816635668
SRX1081675,2.3565520981
SRX1081676,2.3625072851
SRX1081677,2.5980131616
SRX1081678,1.7763028046
SRX1081679,2.2060022523
SRX1081680,2.046648094
SRX1081681,2.1226083173
SRX1081682,2.1832374827
SRX1081683,2.0733708976
SRX1081684,1.8843611533
SRX1081685,2.3064900797
SRX1081686,2.2525428777
SRX1081687,1.8419530116
SRX1081688,1.6814719567
SRX1081689,1.768306967
SRX1081690,2.1230190524
SRX1081691,2.1512994323
SRX1081692,1.9788663124
SRX1962715,-0.2281949856
SRX1962716,0.2099555179
SRX1962717,0.0182394677
SRX1962718,3.2307859176
SRX1962719,3.2933130462
SRX1962720,3.3789189793
SRX1962721,3.148138812
SRX4892146,-0.4065316692
SRX4892147,0.0430150548
SRX4892148,0.1384696211
SRX4892149,0.2250469933
SRX4892150,0.6090503808000001
SRX4892151,0.8583732108000001
SRX4892152,0.5998857164
SRX4892153,1.1951016416
SRX4892154,0.6116927952
SRX4892155,0.0113103369
SRX4892156,0.4603079738
SRX4892157,0.2615436761
SRX4892158,0.26998458740000003
SRX4892159,0.0818138794
SRX4892160,-0.1235609185
SRX4892161,0.0193242094
SRX7620814,0.4390253927
SRX7620815,0.2933660051
SRX7620816,0.2733106108
SRX7620817,1.5733115992
SRX7620818,1.4717332622
SRX7620819,1.5818424658999999
SRX7620856,-0.4425650031
SRX7620857,0.6959784036000001
SRX7620858,-0.3652909401
SRX7620859,0.5920730415000001
SRX7620860,-0.58226791
SRX7620861,0.5934348414
SRX7620862,-0.4596765068
SRX7620863,-0.1412241801
SRX7620864,-0.23914594260000002
SRX7620865,-0.6208559295
SRX7620866,-0.3068795592
SRX7620867,-0.0753073054
SRX2161502,-0.22035760810000002
SRX2161503,-0.37399263050000003
SRX2161504,0.5943502387
SRX2161505,-0.6053798191
SRX2161506,-0.553519182
SRX2161507,-0.545860929
SRX2161508,-0.2058990597
SRX2161509,-0.0984030033
SRX2161510,0.1119034889
SRX2161511,-0.4254948316
SRX2161512,-0.21522255410000002
SRX2161513,-0.7009225366
SRX2161514,2.6016648441
SRX2161515,2.6000888747
SRX2161516,2.7984479933
SRX2161517,1.7262367588
SRX2161518,1.5684527921
SRX2161519,1.1940766101
SRX2161520,3.0753018642
SRX2161521,3.2036633084
SRX2161522,3.078887437
SRX2161523,2.5358464345
SRX2161524,2.4907624453
SRX2161525,2.9244098033
