,-0.17233893559413493,-0.14936041084825027,-0.12638188610236561,-0.10340336135648096,-0.0804248366105963,-0.057446311864711636,-0.034467787118826976,-0.011489262372942316,0.011489262372942344,0.034467787118827004,0.05744631186471166,0.0804248366105963,0.10340336135648098,0.12638188610236567,0.1493604108482503,0.17233893559413493,0.19531746034001962,0.2182959850859043,0.24127450983178894,0.2642530345776736
thresh,-0.06893557423765397,0.06893557423765397,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,1,4,17,114,1077,936,102,22,8,9,0,2,0,3,0,0,0
unreg_genes,['SACI_RS11630'],[],[],['SACI_RS11590'],['Saci_1707' 'SACI_RS11580' 'SACI_RS03460' 'glpF'],[],[],[],[],[],[],"['Saci_1845' 'Saci_2065' 'COQ5_4' 'folE' 'Saci_2070' 'SACI_RS11760'
 'Saci_2099' 'Saci_2194']","['SACI_RS11845' 'Saci_0360' 'Saci_1933' 'Saci_1736' 'upsA' 'SACI_RS06010'
 'uvsE' 'Saci_2280' 'phrA']",[],['Saci_1735' 'SACI_RS09075'],[],['crtB' 'carA2' 'crtZ'],[],[],[]
