locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4559,0.560933291,ghoT,toxin of the GhoTS toxin-antitoxin system,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10472
b4011,0.09288674920000001,yjaA,stress response protein,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11206
b1555,0.0853488899,ydfR,Qin prophage%3B protein YdfR,Function unknown,,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6828
