,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,7.3337,0.11223693687908622,3.0,0.0,7.4281,1.0,7.3634,2.0,7.2096,,,,,,,,,,
1,M9__M9tran,7.4453,0.10146511715855863,3.0,3.0,7.4296,4.0,7.5537,5.0,7.3526,,,,,,,,,,
2,M9__M9stat,7.881233333333334,0.14248271240165747,3.0,6.0,7.9762,7.0,7.9501,8.0,7.7174,,,,,,,,,,
3,Carbon Transition__MG-0.1,6.9891,0.3097699307550685,3.0,9.0,7.0632,10.0,6.649,11.0,7.2551,,,,,,,,,,
4,Carbon Transition__MG-0.2,7.087,0.3706653746979879,2.0,12.0,6.8249,13.0,7.3491,,,,,,,,,,,,
5,Carbon Transition__MG+5,7.135300000000001,0.45180680605763374,3.0,14.0,7.2626,15.0,6.6335,16.0,7.5098,,,,,,,,,,
6,Carbon Transition__MG+10,7.191966666666667,0.23033517606595275,3.0,17.0,7.2357,18.0,6.9429,19.0,7.3973,,,,,,,,,,
7,Carbon Transition__MG+15,7.394733333333334,0.36977973623947175,3.0,20.0,7.1726,21.0,7.8216,22.0,7.19,,,,,,,,,,
8,Carbon Transition__MG+25,7.1746333333333325,0.10452522821469233,3.0,23.0,7.2383,24.0,7.0539999999999985,25.0,7.2316,,,,,,,,,,
9,Carbon Transition__MG+45,7.192666666666667,0.1731367186166279,3.0,26.0,7.2675,27.0,6.9947,28.0,7.3158,,,,,,,,,,
10,Carbon Transition__MG+60,7.32445,0.1525229327019383,2.0,29.0,7.2166,30.0,7.4323,,,,,,,,,,,,
11,Carbon Transition__MG+90,6.85175,0.2232336108205928,2.0,31.0,6.6939,32.0,7.0096,,,,,,,,,,,,
12,Carbon Transition__MG+120,7.2155,0.11035995650597183,3.0,33.0,7.3079,34.0,7.2453,35.0,7.0933,,,,,,,,,,
13,Carbon Transition__MG+150,7.29285,0.09454017664464151,2.0,36.0,7.3597,37.0,7.226,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,7.1290000000000004,0.2465114804628783,3.0,38.0,7.102,39.0,6.8971,40.0,7.3879,,,,,,,,,,
15,Carbon Transition__GM-0.2,7.372800000000001,0.447134577057065,3.0,41.0,7.6287,42.0,7.6332,43.0,6.8565,,,,,,,,,,
16,Carbon Transition__GM+5,6.978266666666667,0.172407724111576,3.0,44.0,7.0041,45.0,6.7944,46.0,7.1363,,,,,,,,,,
17,Carbon Transition__GM+10,6.82985,0.04405275246792287,2.0,47.0,6.7987,48.0,6.8610000000000015,,,,,,,,,,,,
18,Carbon Transition__GM+15,7.0691999999999995,0.0635115737484123,3.0,49.0,7.047999999999999,50.0,7.1406,51.0,7.019,,,,,,,,,,
19,Carbon Transition__GM+25,7.118333333333333,0.14245312679381,3.0,52.0,6.9844,53.0,7.1026,54.0,7.268,,,,,,,,,,
20,Carbon Transition__GM+45,7.167833333333333,0.5940661944037325,3.0,55.0,7.1814,56.0,6.5671,57.0,7.755,,,,,,,,,,
21,Carbon Transition__GM+60,7.144266666666667,0.25716582847130676,3.0,58.0,6.9783,59.0,7.0139999999999985,60.0,7.4405,,,,,,,,,,
22,Carbon Transition__GM+90,7.585133333333334,0.29191370871086836,3.0,61.0,7.2652,62.0,7.8370000000000015,63.0,7.6532,,,,,,,,,,
23,Carbon Transition__GM+120,7.928850000000001,0.44766930316920306,2.0,64.0,7.6123,65.0,8.2454,,,,,,,,,,,,
24,Carbon Transition__GM+150,7.2144,0.39009757753669777,3.0,66.0,7.5742,67.0,6.7998,68.0,7.2692,,,,,,,,,,
25,Life Cycle__BT,7.9643999999999995,0.2443761035780709,2.0,69.0,8.1372,70.0,7.7916,,,,,,,,,,,,
26,Life Cycle__B36,7.9327000000000005,0.003676955262169642,2.0,71.0,7.9301,72.0,7.9353,,,,,,,,,,,,
27,Life Cycle__B60,7.69835,0.11179358210559326,2.0,73.0,7.7774,74.0,7.6193,,,,,,,,,,,,
28,Life Cycle__S0,7.063833333333332,0.2399806728329039,3.0,75.0,6.8358,76.0,7.0415,77.0,7.3142,,,,,,,,,,
29,Life Cycle__S1,7.060133333333333,0.10335184242834412,3.0,78.0,7.0905,79.0,7.1449,80.0,6.945,,,,,,,,,,
30,Life Cycle__S2,7.157166666666668,0.2575944357577106,3.0,81.0,7.4519,82.0,7.0445,83.0,6.9751,,,,,,,,,,
31,Life Cycle__S3,8.69665,0.006717514421271619,2.0,84.0,8.6919,85.0,8.7014,,,,,,,,,,,,
32,Life Cycle__S4,10.123399999999998,0.484647077779285,3.0,86.0,10.6119,87.0,10.1156,88.0,9.6427,,,,,,,,,,
33,Life Cycle__S5,10.345466666666667,0.19618721500988096,3.0,89.0,10.4365,90.0,10.1203,91.0,10.4796,,,,,,,,,,
34,Life Cycle__S6,9.85775,0.3293869023330639,8.0,92.0,10.1327,93.0,9.8357,94.0,9.782,95.0,9.9671,96.0,9.2403,97.0,9.5783,98.0,10.0628,99.0,10.2631
35,Life Cycle__S7,10.034699999999999,0.25258232321364116,3.0,100.0,9.8996,101.0,9.8784,102.0,10.3261,,,,,,,,,,
36,Life Cycle__S8,9.569700000000001,0.2169403604680334,2.0,103.0,9.4163,104.0,9.7231,,,,,,,,,,,,
37,Life Cycle__G135,7.47605,0.07474118677141849,2.0,105.0,7.5289,106.0,7.4232,,,,,,,,,,,,
38,Life Cycle__G150,7.341733333333333,0.11707644226458784,3.0,107.0,7.371,108.0,7.2128,109.0,7.4414,,,,,,,,,,
39,Life Cycle__G180,7.2132000000000005,0.10747413642360629,3.0,110.0,7.3344,111.0,7.1757,112.0,7.1295,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,7.5055,,1.0,113.0,7.5055,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,7.4906,,1.0,114.0,7.4906,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,7.3445,,1.0,115.0,7.3445,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,7.322999999999999,,1.0,116.0,7.322999999999999,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,7.2507,,1.0,117.0,7.2507,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,7.1095,,1.0,118.0,7.1095,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,7.0134,,1.0,119.0,7.0134,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,7.0081,,1.0,120.0,7.0081,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,7.8047,,1.0,121.0,7.8047,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,7.5362,,1.0,122.0,7.5362,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,7.8213,,1.0,123.0,7.8213,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,7.9764,,1.0,124.0,7.9764,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,7.7767,,1.0,125.0,7.7767,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,7.5687,,1.0,126.0,7.5687,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,8.0558,,1.0,127.0,8.0558,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,8.024,,1.0,128.0,8.024,,,,,,,,,,,,,,
