,b4646_2
control__wt_glc__1,2.6306136352
control__wt_glc__2,2.0646163346
fur__wt_dpd__1,1.3315973203
fur__wt_dpd__2,1.6361069903
fur__wt_fe__1,1.9957592548
fur__wt_fe__2,2.1676647584
fur__delfur_dpd__1,1.8061455383
fur__delfur_dpd__2,1.2511018001
fur__delfur_fe2__1,2.6099004788
fur__delfur_fe2__2,1.8720850933
acid__wt_ph5__1,2.0445249562
acid__wt_ph5__2,1.0128314998
acid__delgadx_ph5__1,1.2447369221
acid__delgadx_ph5__2,1.1992942764
acid__delgadw_ph5__1,1.6046405307
acid__delgadw_ph5__2,1.5786177102
acid__delgade_ph5__1,1.3311610589
acid__delgade_ph5__2,1.0825304996
oxidative__wt_pq__1,0.7747735130000001
oxidative__wt_pq__2,0.770838326
oxidative__deloxyr_pq__1,0.7945621948
oxidative__deloxyr_pq__2,0.7003701830000001
oxidative__delsoxr_pq__1,0.9748042745000001
oxidative__delsoxr_pq__2,0.8724241036
oxidative__delsoxs_pq__1,0.0
oxidative__delsoxs_pq__2,1.0297329435
nac_ntrc__wt_csn__1,3.0452636512
nac_ntrc__wt_csn__2,2.5170436766
nac_ntrc__wt_cytd__1,4.7278556178999995
nac_ntrc__wt_cytd__2,4.2342035237
nac_ntrc__wt_gln__1,3.8716322109
nac_ntrc__wt_gln__2,4.5098301706
nac_ntrc__bw_delnac_csn__1,0.0
nac_ntrc__bw_delnac_csn__2,1.1806917027
nac_ntrc__bw_delnac_cytd__1,0.0
nac_ntrc__bw_delnac_cytd__2,0.0
nac_ntrc__bw_delnac_gln__1,0.0
nac_ntrc__bw_delnac_gln__2,0.0
nac_ntrc__bw_delnac_nh4__1,0.0
nac_ntrc__bw_delnac_nh4__2,0.0
misc__wt_no_te__1,1.6708677096
misc__wt_no_te__2,1.0869800596
misc__bw_delcbl__1,0.7840519255
misc__bw_delcbl__2,1.1417805418
misc__bw_delfabr__1,0.8964098299000001
misc__bw_delfabr__2,0.8967890464
misc__bw_delfadr__1,1.0733041795
misc__bw_delfadr__2,0.0
misc__nitr_031__1,0.8263278807000001
omics__wt_glu__1,1.6775775586
omics__wt_glu__2,0.0
omics__wt_gly__1,1.4843826657
omics__wt_gly__2,1.7635645621
omics__wt_thr__1,3.3697574382
omics__wt_thr__2,2.0049320878
omics__bw_ac__1,2.8441529631
omics__bw_ac__2,3.5706408152
omics__bw_fum__1,3.0236058634
omics__bw_fum__2,2.9410297612000003
omics__bw_glc__1,3.6442593166
omics__bw_glc__2,3.7258538003
omics__bw_pyr__1,2.6484608758
omics__bw_pyr__2,3.4230511645
ompr__wt_nacl__1,1.4184553167
ompr__wt_nacl__2,1.7001091065
ompr__bw_delompr_nacl__1,0.0
ompr__bw_delompr_nacl__2,1.8503388109
minspan__wt_ade__1,5.4089646905
minspan__wt_glc__1,3.4588605674
minspan__wt_glc__2,3.3133438945
minspan__wt_glc__3,4.1659004306
minspan__wt_glc__4,3.2836334022
minspan__wt_glc_anaero__1,4.9813913395
minspan__wt_glc_anaero__2,5.7118296377
minspan__wt_trp__1,4.1074562284
minspan__bw_delcra_glc__1,4.4791352421
minspan__bw_delcra_glc__2,4.7493957092
minspan__bw_delcra_trp__1,5.4392475062
minspan__bw_delmntr__1,4.8505729934
minspan__bw_delnac_ade__1,4.2033258797
minspan__bw_delnac_glc__1,3.9366935047
cra_crp__wt_ac__1,3.0014874788
cra_crp__wt_ac__2,1.4400528004
cra_crp__wt_fru__1,2.2101069006
cra_crp__wt_fru__2,2.344156564
cra_crp__delcra_ac__1,2.0836602862
cra_crp__delcra_ac__2,1.8258713731
cra_crp__delcra_fru__1,2.0679417076
cra_crp__delcra_fru__2,1.6208349268000002
cra_crp__delcra_glc__1,0.7166484831000001
cra_crp__delcra_glc__2,0.6649810471000001
rpoB__wt_031__1,1.8897065473999999
