,-0.08315321945000001,-0.07337048775,-0.06358775605,-0.053805024349999994,-0.04402229264999999,-0.034239560949999984,-0.02445682924999998,-0.014674097549999973,-0.004891365849999968,0.004891365850000037,0.014674097550000043,0.024456829250000048,0.03423956095000005,0.044022292650000044,0.053805024350000064,0.06358775605000008,0.07337048775000007,0.08315321945000007,0.09293595115000008,0.1027186828500001
thresh,-0.0489136585,0.0489136585,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,6,12,34,161,706,2229,1990,517,93,33,43,45,27,6,1,1,0
unreg_genes,['glpD'],[],['PSPTO_RS06455'],['PSPTO_RS15390' 'PSPTO_3569' 'glpK' 'PSPTO_2578' 'glpF' 'PSPTO_4525'],[],[],[],[],[],[],[],[],[],[],"['PSPTO_4334' 'PSPTO_RS22145' 'PSPTO_4324' 'PSPTO_4375' 'PSPTO_4325'
 'PSPTO_4340' 'PSPTO_4277' 'bglX' 'PSPTO_4320' 'PSPTO_4299' 'gorA'
 'PSPTO_4278' 'PSPTO_4279' 'PSPTO_4380' 'groES' 'PSPTO_4370' 'PSPTO_4344'
 'PSPTO_4352' 'PSPTO_RS22440' 'PSPTO_4323' 'sbcB' 'PSPTO_4333'
 'PSPTO_RS14755' 'PSPTO_4384' 'PSPTO_RS25640' 'PSPTO_4298' 'fxsA'
 'PSPTO_4296' 'PSPTO_4365' 'PSPTO_4369' 'PSPTO_4338' 'PSPTO_4301' 'yiaY'
 'PSPTO_4282' 'PSPTO_4335' 'PSPTO_4349' 'PSPTO_4317' 'PSPTO_4287'
 'PSPTO_RS22165' 'PSPTO_4300' 'PSPTO_4387' 'PSPTO_RS22405' 'PSPTO_4382'
 'PSPTO_RS22740' 'PSPTO_4351']","['PSPTO_3288' 'PSPTO_4293' 'PSPTO_4350' 'PSPTO_4368' 'colS' 'PSPTO_4319'
 'PSPTO_4360' 'PSPTO_4295' 'PSPTO_RS22150' 'PSPTO_4381' 'PSPTO_4339'
 'PSPTO_4348' 'PSPTO_4291' 'PSPTO_4289' 'pcaT' 'pyk' 'sodB' 'PSPTO_4367'
 'PSPTO_4318' 'colR' 'inaA' 'PSPTO_RS22160' 'PSPTO_4366' 'PSPTO_4383'
 'hscC' 'PSPTO_4267' 'PSPTO_4312']","['PSPTO_3289' 'PSPTO_RS22435' 'PSPTO_4372' 'PSPTO_4272' 'PSPTO_4353'
 'PSPTO_RS29950']",['PSPTO_4362'],['hopE1'],[]
