,-0.5309295912384987,-0.45508250677585604,-0.3792354223132134,-0.30338833785057073,-0.22754125338792808,-0.15169416892528542,-0.07584708446264277,-1.1102230246251565e-16,0.07584708446264254,0.1516941689252852,0.22754125338792786,0.3033883378505705,0.37923542231321317,0.4550825067758558,0.5309295912384985,0.6067766757011411,0.6826237601637838,0.7584708446264264,0.8343179290890691,0.9101650135517118
thresh,-0.56885313346982,0.56885313346982,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,0,4,1780,16,2,1,1,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['mgsA'],[]
