,A,NtrC,RpoS,ArgR,RpoN
ecoli_00282,-0.7833051811,-1.2010477695,-0.053842641000000004,-0.11690038750000001,-0.4320346105
ecoli_00283,-2.5043733676,-1.7723303515,0.030154189,0.09174871250000001,-0.2007496575
ecoli_00284,-2.3632938082,-1.9101751495000001,0.189315261,0.16370307850000002,-0.1041754705
ecoli_00285,-4.481674635,-1.3777559135000002,-0.9715555750000001,-0.2545399545,-0.6218984005
ecoli_00286,-4.0588932828,-1.3653660065,-0.9203768010000001,-0.3232651305,-0.5839646795
ecoli_00287,-0.097272256,-1.5279821755,0.746716032,0.4017462905,-0.45300003250000004
ecoli_00288,0.7283199395000001,-1.5795546135,0.640421412,0.5445647955,-0.5385766335000001
ecoli_00289,-5.313755442,-1.9886009815,-0.18854235400000002,0.1421501795,-0.3668799975
ecoli_00290,-5.7685891321,-2.1909195095,0.030013313000000003,0.1987295135,-0.3155679335
ecoli_00291,-2.2330204075,-1.6665392185,0.41317053200000003,-0.0509830505,-0.1009341795
ecoli_00292,-2.2242217034,-1.6980426675,0.44372140200000004,0.0206194825,-0.2546691535
ecoli_00293,-3.1078282805,-1.8765688165,0.9644070320000001,-0.3385608775,-0.40340550750000004
ecoli_00294,-2.7451296545,-1.6700450695,0.825257302,-0.2485148765,-0.3678198875
ecoli_00295,-2.9206949709,-2.4753954315,-0.490303827,-0.2590819575,-0.8875475355
ecoli_00296,-3.5696157813,-2.5830672255,-0.46322188700000005,-0.3261273725,-0.7537812915000001
ecoli_00297,-3.3476787754,-1.8224400115,0.630730562,-0.40986577350000003,-0.32932624050000003
ecoli_00298,-2.6958602797999998,-1.8526699205,0.697185532,-0.3894599345,-0.1580608585
ecoli_00299,-1.3178061405000001,-1.3319922395,-0.7608141740000001,0.2859299745,-0.6353274335
ecoli_00300,-1.1290768842,-1.2692121185,-0.7927318760000001,0.4218192915,-0.7252746255
ecoli_00301,-4.6144311378000005,-1.6710258525000001,-0.37281189800000003,-0.2261143165,-0.5979053565
ecoli_00302,-5.2375833396,-1.8579096394999999,-0.370992619,0.07992147250000001,-0.36403217250000003
ecoli_00303,-0.3518723769,-0.7548873605,0.04685425,0.3746453825,-0.1925102585
ecoli_00304,-0.3007454898,-0.7667089215,0.363218242,0.2706464985,-0.4212613405
ecoli_00305,-2.7446507263,-1.1963083165,0.414445702,0.1102987725,0.0905275655
ecoli_00306,-2.7871024843,-0.9735447385,0.635844992,0.12529144250000002,-0.028343522500000003
ecoli_00307,-3.0032657185,-1.2348248715,0.416631322,0.3515048745,-0.0886333495
ecoli_00308,-3.49099258,-1.2108073135,0.349855482,0.3006480495,0.0306147075
ecoli_00309,-3.3678891615,-1.4416075545,0.27863103300000003,0.4416137075,-0.0059721975
ecoli_00310,-3.1802038295,-1.5038081895,0.352076192,0.4093587655,0.0742940055
ecoli_00311,-3.7481850058,-1.8103971955,0.081373631,0.3159858725,-0.1555023795
ecoli_00312,-3.4292576298,-1.5506008525000001,0.289872226,0.3102392645,0.0782791145
ecoli_00313,-2.5982849348,-1.0945297635,0.434302342,0.20432859150000002,-0.2155050915
ecoli_00314,-2.6582955337,-1.2269381265,0.44545774200000005,0.14527523750000002,-0.2042967585
ecoli_00315,-4.49493518,-0.6184342495,-0.592986713,0.1915427905,-0.1498709755
ecoli_00316,-4.2038280878,-0.49830188350000004,-0.6825730510000001,0.21036545750000002,-0.1392940585
ecoli_00317,-4.29946439,-1.4931491365,-0.48291984600000004,0.4207030835,0.0115364335
ecoli_00318,-4.2934665298,-1.4805177715,-0.666881703,0.33602558050000003,0.0398572935
ecoli_00319,-3.0902375607,-0.9321465255,0.230084175,0.0243114785,-0.5764822375
ecoli_00320,-3.5310154787,-0.9785062495,0.23440550300000002,-0.0107156965,-0.4922614065
ecoli_00321,-4.0370192478,-1.7210769775,1.010209612,0.4298246625,-0.32117187350000004
ecoli_00322,-3.4727428927,-1.7596366885,0.9647885620000001,0.37131260850000003,-0.2823155285
ecoli_00323,-3.9100171103,-1.2252658815,0.378515502,0.048626023500000004,-0.6475323565000001
ecoli_00324,-2.4081777228,-1.1856625335,0.446818512,-0.0241346215,-0.5660511595000001
ecoli_00325,-3.0974345572,-1.2294362755,0.523289032,0.016515382500000002,-0.6317375725000001
ecoli_00326,-1.2262966732,-1.5030015445,1.140273702,-0.38479590350000004,-0.2562616105
ecoli_00327,-5.611805811,-1.9968296105,1.471336792,-0.2498027395,-0.2800959135
ecoli_00328,-5.1224071764,-2.2732417775,0.989478182,0.0767485935,-0.20979638350000002
ecoli_00329,-5.7158240864,-1.8858113585,1.105704232,0.059532191500000005,-0.1113272695
ecoli_00330,-5.4081577929,-1.9866160415,1.308540662,0.28086698250000003,-0.1168814145
ecoli_00331,-4.9925622502,-2.0557147545,0.864667662,-0.0368322995,-0.3211070615
ecoli_00332,-5.5472175174,-1.9054234735,1.044993532,-0.0864548285,-0.4334807255
ecoli_00333,-5.1045289838,-2.3098707995,0.8066634020000001,-0.40513853850000003,-0.32854685850000004
ecoli_00334,-3.8639388532,-1.6837129625,0.7939193720000001,-0.1317268875,-0.4067040685
ecoli_00335,-5.235196983,-1.2870051734999999,-0.18988374400000002,-0.1560422915,-0.7690475815000001
ecoli_00336,-4.9815944032,-1.4327811595,-0.012120128,-0.2726473235,-0.7896709075
ecoli_00337,-5.2601813354,-1.8822808925,0.380774492,-0.1307754895,-0.5079082875
ecoli_00338,-5.5358419551,-2.1079568555,0.425706862,-0.10338378250000001,-0.5136062095
ecoli_00339,-5.3908915312,-1.1534574585,-0.28424791600000004,-0.1883410885,-1.0488298425
ecoli_00340,-5.7438221392,-1.3038087535,-0.020286427000000003,-0.2990700905,-0.7677674225000001
ecoli_00341,-4.8066099184,-1.0291049325,-0.353377109,-0.24618854450000002,-1.0040422965
ecoli_00342,-4.6507469666,-1.1209731685,-0.353964906,-0.15021902650000002,-0.9743311685
ecoli_00343,-4.491160648,-0.6752323345,0.292686165,-0.0003651145,-0.7348181785
ecoli_00344,-5.2326064496,-0.8402004915,0.284491559,-0.2766907185,-0.7374540895
ecoli_00345,-5.1246267981,-1.5017417385,0.461398122,-0.1222268675,-0.5476945355
ecoli_00346,-5.0644027962,-1.5892592315,0.5234612820000001,0.0169130065,-0.5966921155
ecoli_00347,-1.1551237481,-0.6343253765,1.136906472,0.10216910550000001,-0.5030088485
ecoli_00348,-0.34418594280000003,-0.6909319035,1.106938532,0.1495279785,-0.47050639050000004
ecoli_00349,-3.2440609036,-1.0206124465,0.8895994620000001,0.2975297145,-0.6809120685000001
ecoli_00350,-2.6983073101,-1.1342508765,1.002864882,0.43240267250000003,-0.7789388945
ecoli_00351,-0.1391016549,-1.8355475275000002,1.666172602,-0.49169488450000004,-0.5732511435000001
ecoli_00352,-3.1879944229,-0.9875092935,0.761387542,0.2702838595,-0.7276872855000001
ecoli_00353,-3.9586900251,-1.0854278915,1.073754122,0.1131329155,-0.5727720955
ecoli_00354,-2.2790753701,-0.8588224135,0.9053895820000001,0.2869580325,-0.6420311575000001
ecoli_00355,0.8375278494,-1.6573236725,1.278137802,0.3431830475,-0.2539979485
ecoli_00356,0.884397867,-1.6015226215,1.205160902,0.2992234865,-0.2463934045
ecoli_00357,0.2048353366,-2.1133830875,1.469231752,0.1823794645,-0.2773780415
ecoli_00358,0.3718872393,-2.1766227345,1.445767052,0.2280804555,-0.2895602155
ecoli_00359,-1.5691621266,-1.6337313445000001,0.914250742,-0.1453725355,-0.15440206550000002
ecoli_00360,-1.9673447885000002,-1.8065546184999999,0.839892022,-0.0351780565,-0.1285630515
ecoli_00361,-2.503053873,-2.1128919365,0.6100121420000001,0.0704314355,-0.3563040015
ecoli_00362,-1.840095613,-1.8632336175000002,0.7799764520000001,0.1397386065,-0.2940268075
ecoli_00363,-1.2386005641,-2.0784604725,0.780609612,-0.8242623745000001,-0.19254825350000002
ecoli_00364,-1.6928423064,-1.9623952935000002,0.949769912,-0.7130371955,-0.0069729905
ecoli_00365,-6.1926670168,-3.1875251265,-2.40001744,-0.6990652015000001,-1.4277807655
ecoli_00366,-6.4145108824,-2.3940139555,-1.6442175950000002,-1.0640989855,-0.7138445255
ecoli_00367,-6.060907183,-4.5018166825,-2.412374072,-0.9372054115,-1.6206768645
ecoli_00368,-5.17744728,-4.5033990935,-2.437496206,-0.9975034065,-1.5540019985
ecoli_00369,-3.3238223679,-2.4472008125,0.113079119,-0.5540642525,-0.6042016265
ecoli_00370,-1.0671874276,-1.9273454165000001,0.5862508120000001,-0.7145196635000001,-0.32353194750000003
ecoli_00371,-5.3425384537,-2.9136616355,-2.431478613,-0.9192961265,-1.1787768155
ecoli_00372,-5.8607722147,-3.0105438395,-2.200063945,-0.8533536555000001,-1.2187590125
ecoli_00373,-4.0878803164,-5.0016790975,-2.479313904,-1.2146198875,-1.8631709255
ecoli_00374,-3.9899094312,-4.4959568965,-2.4048321599999998,-1.3683922175,-1.6599600125
ecoli_00375,4.0137262371,-1.9533122205,0.9038694920000001,-1.9669739045,0.2735606665
ecoli_00376,3.3495321784,-1.8286357705,1.065425372,-1.3553549665,0.2572504015
ecoli_00377,-5.5298382047,-3.6536961275,-0.970301579,-1.1539237275,-0.5835285005
ecoli_00378,-5.2489720619,-3.7655384285,-0.922598691,-1.3802503175,-0.5953394565
ecoli_00379,-5.3244089556,-3.6251847265,-1.479011908,-1.3929224205000001,-0.5203182055
ecoli_00380,-5.0156017351,-3.4506714885,-1.453408986,-1.2592729485,-0.5073662345000001
ecoli_00381,2.2112866272,-1.7330241755,0.855176342,-1.3237955205,0.0852633545
ecoli_00382,1.864941908,-1.4758157235,0.6537064220000001,-1.1815530115,0.1457137845
ecoli_00383,-5.5252116379,-3.1223044115,-1.312759304,-2.1021375005,-0.2890664925
ecoli_00384,-5.642462104,-3.2012313195,-1.226735445,-1.9202991575000001,-0.18241129250000002
ecoli_00385,-4.6251955598,-3.8464575225,-1.396097704,-1.4088204685,-0.5600824835
ecoli_00386,-4.656317106,-3.9804027745,-1.393840567,-1.3305186815,-0.6767745725000001
ecoli_00387,0.8978450583,-1.1385893275,0.6878804820000001,-1.9143974225,0.43428186150000003
ecoli_00388,1.1491163692,-1.2872353695,0.7698332320000001,-2.0113347175,0.4325959225
ecoli_00389,-4.9095677328,-2.9677054535,-1.842582587,-1.6064171975,-0.5331122905
ecoli_00390,-5.4608145818,-2.7984017245,-1.756150681,-1.2989035885,-0.6723085365
ecoli_00391,-5.3078267163,-3.4760837005000003,-1.8498726840000002,-1.6161754545,-0.8066460445
ecoli_00392,-5.4791780001,-3.4532807245,-1.789965745,-1.9026397154999999,-0.7385115715
ecoli_00393,-5.1773043998,-0.7131711845,-1.907963797,0.6756692395,-0.4863226565
ecoli_00394,-5.5045929355,-0.6992657495,-1.944972908,0.7478683145,-0.5547234925
ecoli_00395,-5.4167267671,-1.1999454785,-1.438491919,0.6425613615,-0.4694425855
ecoli_00396,-5.5857151358,-1.3876854215,-1.5778546850000001,0.6282843295,-0.44796744450000003
ecoli_00397,-4.5679326149,-1.1640068635,-0.44932950800000004,0.6867334335,-0.0295299795
ecoli_00398,-4.4102652489,-1.1857821605,-0.22272809400000002,0.7337459665,0.0063114185
ecoli_00399,-3.7523521657,-2.3804622725,-1.351382508,0.6240797615,-0.0866435655
ecoli_00400,-4.9087584546,-1.2437683655,-1.53105376,0.9063813445000001,-0.10088509450000001
ecoli_00401,-5.054271622,-1.9278163375,-2.061404382,0.6953335735,-0.5291750435
ecoli_00402,-5.8147916883,-1.8639040115,-1.997902988,0.5065219765,-0.8200618455
ecoli_00403,-5.8151955889,-1.2720879065,-0.378401614,0.7694234385000001,-0.5761194285
ecoli_00404,-4.7345836915,-1.9719491765,-1.5208829650000002,0.9433141215,-0.4985162905
ecoli_00405,-4.7881337534,-1.2575581755,-0.88529355,1.1046198985,-0.3221970535
ecoli_00406,-4.7475397466,-1.2714269135,-0.702621626,1.1845379894999999,-0.2184577975
ecoli_00407,-4.8763331522,-1.6192342045,-1.400893626,0.5671485655,-0.7110767065
ecoli_00408,-4.7072447555,-1.6115375415000002,-1.261976733,0.6631112055,-0.6720003175
ecoli_00409,-4.7098043377,-2.0692579985,-1.372628723,1.0773094035,-0.6911875015000001
ecoli_00410,-4.3465768019,-2.0029513995,-1.5608087030000002,1.0849325665,-0.5796304535
ecoli_00411,-5.4113891397,-0.7360083845000001,-1.931304048,0.6531998645,-0.6668791315
ecoli_00412,-5.1570830696,-0.6416609605,-1.859626883,0.6806747425,-0.5694105275
ecoli_00413,-5.0407714344,-0.9136657525,-1.888368872,0.6883428935,-0.7970919045
ecoli_00414,-5.0357241386,-0.9436402655,-1.830199923,0.5809462335000001,-0.8461084205
ecoli_00415,-4.9475429306,-1.6786742184999999,-1.3972837359999999,0.6404076695,-0.19908843750000002
ecoli_00416,-5.081660489,-1.6037383715,-1.338729662,1.0751803495,-0.4070465515
ecoli_00417,-4.8787461188000005,-0.8252574385,-1.9839582040000001,0.7784285775,-0.5594960895000001
ecoli_00418,-4.7893976144,-0.7256198135,-1.9168988690000002,0.9324845985,-0.5038592885000001
ecoli_00419,-5.054658541,-0.9100156835000001,-1.9041362620000002,0.6876402325000001,-0.6562123495000001
ecoli_00420,-4.7905053079,-0.9275813595,-1.896623705,0.7678410885,-0.6598558995
ecoli_00421,-4.1208177398,-1.5496114015,-1.426807011,1.2135475095000001,-0.0738277085
ecoli_00422,-3.8982934465,-1.6095175255,-1.401286403,1.1191931025,-0.12185689350000001
ecoli_00423,-5.4914301999,-1.2511606605,-1.486259717,0.5084372125000001,-0.4791588485
ecoli_00424,-5.3894757713,-1.0140954735,-1.602807011,0.5351048555,-0.4254981295
ecoli_00425,-5.2525510007000005,-0.5269920935,-1.7950013550000001,1.0600080055,-0.7666888895
ecoli_00426,-5.0534029532,-0.42670196250000003,-1.947474307,0.9595174955,-0.7144685355
ecoli_00427,-5.7106135708,-1.4029869295,-1.652567464,0.5970989435,-0.8098953175
ecoli_00428,-5.7494442087,-1.3927400945000001,-1.6748199380000002,0.7264353375,-0.7267048265
ecoli_00429,-5.4028883927999996,-1.0420478135,-1.497790775,0.6032071795,-0.8316562655
ecoli_00430,-5.0400381732,-1.0472863115,-1.530303604,0.6141555545,-0.7900438585
ecoli_00431,-4.8853917399,-1.4380736675,-1.164812891,0.8624450885,-0.15745627850000002
ecoli_00432,-4.7549183459,-1.0912850275000001,-0.989517818,1.0905862445,-0.1742302655
ecoli_00433,-3.8577844759,-1.6739495844999999,-0.86014164,0.9216029585000001,-0.3817692005
ecoli_00434,-4.6343638856,-1.6039963515,-0.837791747,0.9075580665,-0.4245381205
ecoli_00435,-5.3761115429,-0.9949603645,-1.386495954,0.9736685085000001,-0.40481923750000004
ecoli_00436,-5.4033985156,-1.0951214535,-1.402138782,0.9181712865,-0.3913237745
ecoli_00437,-5.6770882814,-1.5369532695,-1.471664917,0.5813599135,-0.8734479885
ecoli_00438,-5.8219873859,-1.4419532615000001,-1.549020217,0.6017090795000001,-0.8586481575
ecoli_00439,-2.8308016897,-1.7875086334999999,-0.9616132070000001,1.0677062305,-0.5614283555
ecoli_00440,-4.2673141644,-1.5882698175,-0.951745735,1.3209857465,-0.4530128035
ecoli_00441,-5.0704046024,-0.8404577065000001,-1.531300938,0.6245898365,-0.5154001985000001
ecoli_00442,-5.3573541752,-0.8678544685,-1.634359187,0.7297943195000001,-0.4354985195
ecoli_00443,-5.5413480323,-1.0524237355,-1.565068318,0.7572764145,-0.8158610125
ecoli_00444,-5.5181630313,-1.1609352685,-1.614135088,0.7579892735,-0.8157719835
ecoli_00445,-3.9739388129,-1.4236247835,-1.248922181,1.2418154095,-0.4651136655
ecoli_00446,-3.4057387049,-1.5850389995,-1.155512192,1.3668425965,-0.3570846035
ecoli_00447,-4.9706698884,-2.3448684465,0.545286652,-0.6023256015,-0.6523027445
ecoli_00448,-5.859842836,-2.1542983195,0.418927092,-0.44380105150000004,-0.6094151285
ecoli_00449,-2.4882967116,-2.2998611235,1.5375000920000002,-0.6789499155000001,-0.42264461950000004
ecoli_00450,-1.8980784153,-1.5782993025,1.406942552,-0.4874315775,-0.4752205505
ecoli_00451,-5.4959585112,-2.4619505655,0.550614182,-0.3142339055,-0.6224597265
ecoli_00452,-5.6753064862,-2.5650229085,0.5427596720000001,-0.32049676450000003,-0.5870771115
ecoli_00453,-5.5668843554,-2.4982814135,0.892385662,-0.5359146795,-0.5607076005
ecoli_00454,-4.9591043054,-2.3417838025,1.6646909220000001,-0.9314623885000001,-0.4169587135
ecoli_00455,-4.3420598136,-0.7393988545,0.14008757600000002,-0.39255889450000003,-0.1813430455
ecoli_00456,-4.112236605,-0.5599440815,0.317528992,-0.4340894545,-0.0386154645
ecoli_00457,-3.5716638688,-0.7239914205,0.572097892,-0.3837326455,0.022399969500000002
ecoli_00458,-3.710256036,-0.7057969685000001,0.664503352,-0.3723039185,0.1127247755
ecoli_00459,-4.2510603416,-1.1777435995,0.45651683200000004,-0.3203735515,-0.0561102235
ecoli_00460,-3.8722784589,-1.2071973355,0.48580563200000004,-0.32992606550000003,-0.0407660725
ecoli_00461,-7.297253127,-1.8425040625,-0.366068699,0.3999411705,-1.3070438615
ecoli_00462,-8.2737020573,-1.5294812745000002,-0.18654836400000002,0.2858484545,-0.9103765525
ecoli_00463,-3.273982894,-1.3577165195,1.7351000920000001,-0.7072437455,-0.07423724050000001
ecoli_00464,-3.2013868803,-1.4427110834999999,1.686986762,-0.7125101085000001,-0.1987189185
ecoli_00465,13.5776260519,-2.2809202575,1.4074916320000002,-1.0925509935,-0.4260438495
ecoli_00466,13.9773584567,-2.2626658125,1.352980122,-1.0291281665,-0.4191549785
ecoli_00467,-5.3762110414,-1.3325650065,-0.6825328420000001,-0.5848826015,0.1901894335
ecoli_00468,-5.9197562853,-1.3396231125,-0.726716694,-0.6461723445,0.1126508125
ecoli_00469,13.6064534204,-2.1957123575,1.308905382,-0.9465335875,-0.4017095755
ecoli_00470,13.7710328313,-2.1417357175,1.2243911920000001,-0.9933961495,-0.4281497185
ecoli_00471,-6.3143002926000005,-1.7627044105,-1.103766331,0.49509137750000004,-1.3940491065
ecoli_00472,-6.4820613653,-1.6234449535,-1.097200214,0.4857728455,-1.3759399465
ecoli_00473,-3.8146072108,-1.4889226235000002,1.589736432,-0.7374424485000001,-0.1651914605
ecoli_00474,-3.7080726112,-1.3553000265000001,1.709398122,-0.6937163585,-0.036922960500000004
ecoli_00475,-6.2413312071,-1.1195607215,1.261222212,-0.8407502475,0.2530436345
ecoli_00476,-5.1854747174,-1.1292334935000001,1.344198652,-0.8147623865,0.2711247095
ecoli_00477,-2.9126262558000002,-1.4866697575,-0.045943153,-1.0739883745,0.0610994165
ecoli_00478,-3.1842065249,-1.5367434415,-0.080519901,-1.0434190825,-0.028130071500000003
ecoli_00479,0.15744625850000002,-1.9576734075000002,2.143029202,-0.7304360345,-0.0036972305000000003
ecoli_00480,0.2840306588,-2.0687313765,2.130364142,-0.7265190075,0.015772499500000002
ecoli_00481,0.5381885365,-1.0798098765,1.9626137520000002,-0.6350421805,0.0158162155
ecoli_00482,0.2228658615,-1.0901191525,1.923137492,-0.6378788335000001,0.028188571500000002
ecoli_00483,-1.3153105232,-1.3644556835000001,1.017683462,-0.1602824555,-0.3004514575
ecoli_00484,-1.0418246537,-1.4071611725,0.9924556320000001,-0.2210982125,-0.2269969835
ecoli_00485,-4.0744862876,-2.6439248905,0.381978592,0.4947472245,-2.3662006385
ecoli_00486,-4.4067796669,-2.7517382855,0.378607332,0.5570272655,-2.3873792415
ecoli_00487,-6.5681462545,-1.2983974114999999,0.602795022,0.9665080725,-1.1646445325
ecoli_00488,-6.7744715084,-1.2371234925,0.6368650020000001,0.9071430985000001,-1.0726627075
ecoli_00489,-4.4286235198,-1.5792141055000002,1.367672302,-0.6317640975000001,-0.16685125650000002
ecoli_00490,-5.2473501455000005,-1.6333146365,1.439483182,-0.47787827250000003,-0.1528363975
ecoli_00491,0.9965390073,-1.4183823255,0.325799862,-0.5747294615,-0.2308365705
ecoli_00492,0.5912653468,-1.4355381665,0.39428292200000004,-0.6186828475,-0.2319223505
ecoli_00493,-3.1002198644,-1.3177027385,1.110020682,-0.5391810195,0.0125969325
ecoli_00494,-3.2240789183,-1.2015370165,1.140191742,-0.4024791655,0.060915250500000004
ecoli_00495,-0.5070143938,-2.3545958545,1.650929632,-0.5568752745000001,0.1228450845
ecoli_00496,-0.9860786796000001,-2.4206101975,1.5050050220000002,-0.6737584845,0.0687252155
ecoli_00497,13.7413213398,-2.2840641535,1.405993702,-0.9087417185000001,-0.3972351395
ecoli_00498,13.8984465739,-2.3612270715,1.369863552,-0.8394819065,-0.4348531185
ecoli_00499,0.0164894163,-1.2810299995,1.9654553520000002,-0.5381902955,-1.14035e-05
ecoli_00500,0.2767514312,-1.3582842495,1.955990402,-0.5048410655,-0.0027724815
ecoli_00501,-3.1160133243,-1.4570832075,0.9521508320000001,-1.0728022555,-0.1843097545
ecoli_00502,-3.5240436193,-1.3000913465,1.044374912,-1.1441001245,-0.12013272350000001
ecoli_00503,-6.7106004031,-1.4613308445,1.2274404620000001,0.3402555875,-0.8242077115
ecoli_00504,-6.2679809534,-1.3958575535,1.175064452,0.35350466550000004,-0.8636889035
ecoli_00505,-5.6729768115,-1.9604903015000001,0.8492971020000001,0.0852399065,-0.2947850685
ecoli_00506,-5.4737090623,-1.9483208484999999,0.8937301820000001,0.007503277500000001,-0.3596543125
ecoli_00507,-3.6953326815,-1.2145433535,0.47077431200000003,-0.4528997115,0.09347013950000001
ecoli_00508,-3.2019795838,-0.9911360685,0.35456234200000003,-0.23518468350000002,-0.2085698125
ecoli_00509,-3.6689115798,-1.6113782715,0.548405402,-0.4086086185,-0.1766728435
ecoli_00510,-3.0067040817,-1.4688063335,0.47028348200000003,-0.3170582965,-0.2238188015
ecoli_00511,-4.7909131725,-2.9010584025,0.09293588900000001,0.45698143950000003,-2.0496042975
ecoli_00512,-4.8100267054,-3.0205634635,0.06531996100000001,0.47393148150000003,-2.0621163545
ecoli_00513,14.6756499819,-1.8838514775,1.6245794120000001,-1.1004635835,-0.44156524350000004
ecoli_00514,14.607463408,-1.7781987535,1.586807102,-0.9850088545000001,-0.4725023485
ecoli_00515,-2.5242457066,-1.2506466445,0.5992908720000001,-0.6155392035,-0.1539710705
ecoli_00516,-2.3628446686,-1.3546085245000001,0.6067851120000001,-0.8941218425,-0.0834836115
ecoli_00517,-2.4570023798,-1.3535166455,0.385690382,-0.8813478545000001,-0.0394391575
ecoli_00518,-3.5448250627,-1.1664911115,0.395483542,-0.9800782305,0.1377660055
ecoli_00519,-3.7089773297,-1.1288017895,0.821033152,-0.9199974895,0.6510062555
ecoli_00520,-4.3695802596,-1.5814682505,0.48740582200000004,-0.7987115295,0.3599432515
ecoli_00521,-4.5685086447,-1.3811618965,0.6522788820000001,-0.9023529125,0.4836252525
ecoli_00522,-4.9443057332,-1.8755927805,0.698912572,-1.1401902225,0.3568816365
ecoli_00523,-4.6096319105,-1.1051663315,0.6330313320000001,-1.2148927215,0.5070291985000001
ecoli_00524,1.1223399749,-1.2187585164999999,1.730569362,0.1689086595,-0.5664110875
ecoli_00525,0.8166640476,-1.3122727695,1.731126742,0.2360723985,-0.5829658875
ecoli_00526,1.3392887536,-1.3823667165,1.682178662,0.32545548350000003,-0.4466793015
ecoli_00527,1.4427197146,-1.4263348205,1.717740542,0.30613800550000003,-0.4972754545
ecoli_00528,0.404844582,-1.5611612515000002,1.524751262,-0.9690817365000001,0.1719268205
ecoli_00529,-1.409335006,-1.2930311865,0.856116462,-1.6344013865,-0.2874407815
ecoli_00530,-3.3319721849,0.9886362595,0.655051432,-1.5184842244999999,-0.1191375105
ecoli_00531,-3.8594951658000003,-1.3456280685,0.485958512,-1.9290965465,-0.6057514295
ecoli_00532,-5.189329641,-1.8644849435,0.634709132,-1.4660928965,-0.1675098355
ecoli_00533,-5.2786410602,-1.7650484845,0.524656542,-1.0747225185,-0.1861682405
ecoli_00534,-4.9396119226,-1.5991644495,0.773720472,-1.5168322165,-0.1088473395
ecoli_00535,-4.8669574761,-1.5797039975,0.6472917020000001,-1.2869621165,-0.1782246505
ecoli_00536,-3.7563641767,-2.1455924355000002,0.605508142,-1.6820475305,0.2538954225
ecoli_00537,-2.2057901302,-2.1627615675,0.990139002,-1.4502343795,0.3837116365
ecoli_00538,-3.6412513602,-2.7216310145,0.408591482,-1.3125129185,0.28437785050000003
ecoli_00539,-3.2143469913000002,-2.6431714475,0.5977885820000001,-1.4621240515,0.3035489375
ecoli_00540,1.2478756505,-0.5189174155,1.730857472,-1.2412083945,0.16083152150000002
ecoli_00541,0.6642912084,-0.7425606705000001,1.7069542819999999,-1.2191754265,0.0763342045
ecoli_00542,0.9608858176,-1.7102453204999999,1.784431142,-1.3629732055,0.3966464375
ecoli_00543,1.4559145496,-1.2807627095,1.9958476520000001,-1.8537845935,0.5321519475
ecoli_00544,1.0604037906,0.1944433305,1.542874952,-1.2827214255000001,0.4522509105
ecoli_00545,0.8273115361000001,-0.36485540050000004,1.534533042,-1.6042477995,0.2981011925
ecoli_00546,-0.20139481280000002,-1.0198798695,0.786947932,-1.3191334985,0.2163305805
ecoli_00547,0.468700561,-1.0631794375,0.757394302,-1.1986630175,0.31488359650000003
ecoli_00548,0.6027971692,-1.0421828125,0.8782502320000001,-1.4270926655,0.3723993675
ecoli_00549,0.1720035955,-1.2269247485,0.9175091620000001,-1.5227274255,0.4228114235
ecoli_00550,0.7428728836,-0.8108449645,1.404979642,-1.3842210504999999,0.4767311185
ecoli_00551,0.6691375066,-0.8036806965000001,1.211564372,-1.3709117885,0.5364249265000001
ecoli_00552,-3.8365043656,-1.7023399005000002,-0.20712402400000002,-1.2944408675,-0.0925105925
ecoli_00553,-4.372758893,-1.7037927315,-0.193773294,-1.3069367815000001,-0.0768193545
ecoli_00554,-3.8807101179,-1.3198119035,0.08313350200000001,-1.2821979015,0.5406316015
ecoli_00555,-4.555052824,-1.9080349895,0.21432803700000003,-1.3306587225,0.6297644365
ecoli_00556,-4.2851434788,-2.5978345865,0.299810982,-1.2670774245,0.7798303665
ecoli_00557,-3.7518187937,-2.5706799385,0.283518739,-1.3075821355000001,0.7378888005
ecoli_00558,-2.8892708626,-0.8500379075000001,0.116283754,-1.1059067075,0.0032901385
ecoli_00559,-3.0020069053,-0.6853806915,0.15466231800000002,-0.9330247735,0.0410366655
ecoli_00560,-3.9594498002,-1.7675649175,0.752842482,-1.1463105575,0.9526409745000001
ecoli_00561,-3.6471939276,-1.6725641515,0.7440650520000001,-1.1943484805,1.0586750145
ecoli_00562,4.9022175504,-1.0194089245,2.678412222,-1.8385429935,0.8617293015
ecoli_00563,4.2408394012,-1.1395543765,2.670276142,-2.0681995395,0.6138417665
ecoli_00564,-2.8327441722,-0.5552288555,0.021450516000000003,0.5142332525000001,-0.48960456150000004
ecoli_00565,-2.4547121696,-0.32809242250000004,0.12467335300000001,0.4919487735,-0.5285945645
ecoli_00566,-4.4368544428,-2.3557853015,0.8053895320000001,-0.6271875085,0.21990180750000002
ecoli_00567,-5.0240341432,-2.0571872645,0.764711982,-0.9526936365,0.26753295450000003
ecoli_00568,-3.411191088,-1.3987530925,-0.16620885100000002,0.8459983725,-0.5482217625
ecoli_00569,-3.3343280443,-1.4581374395,-0.112423224,0.8767657285,-0.49869631750000004
ecoli_00570,-2.480870453,-2.2605586915,-0.14096666,0.6187442915,-0.22059296550000002
ecoli_00571,-2.3340392406,-1.8923564545,-0.07097354800000001,0.6424100415,-0.2032018405
ecoli_00572,-2.1678401588,-2.2161509345,0.31248612200000003,-0.6104858085,0.2606441745
ecoli_00573,-2.1528044413,-2.2396426725,0.691914182,-0.5442164355,0.42552955950000004
