,A,RbsR,Crp
abx_media__camhb_cef__2,1.2641483327,-0.8037536235,-0.903455694
abx_media__m9_cipro__1,0.4114572656,0.9726566495000001,-0.296102011
abx_media__m9_cipro__2,0.44843403930000003,0.8888221385,-0.23094071100000002
abx_media__rpmi_cipro__1,6.8222034512,1.2751063995,-0.708797459
abx_media__rpmi_cipro__2,6.2641766105,1.0584482065,-0.968107711
abx_media__camhb_cipro__1,3.7831210868,0.0197265795,-1.356589447
abx_media__camhb_cipro__2,3.5399643725,0.3599543425,-1.123683673
hot_tale__42c_ale3_30c__1,0.5586849632,0.0153977865,0.062207968
hot_tale__42c_ale3_30c__2,-0.0104887433,-0.1479760065,0.01735881
hot_tale__42c_ale3_37c__1,0.2466304581,-0.0762664825,0.43556652300000004
hot_tale__42c_ale3_37c__2,0.6875206968,0.0516668745,0.40063680300000004
hot_tale__42c_ale3_44c__1,-3.9158759776,0.0676241825,0.37188534300000003
hot_tale__42c_ale3_44c__2,-4.8001723642,-0.2950049095,0.35534419300000003
hot_tale__hot_ale3_mid_30c__1,-4.1753269037,-0.2163201335,0.739618883
hot_tale__hot_ale3_mid_30c__2,-1.8383304119,0.2397119425,0.562500333
hot_tale__hot_ale3_mid_37c__1,1.3921216025,0.1096129825,0.5847484430000001
hot_tale__hot_ale3_mid_37c__2,1.9554863846,0.09937868550000001,0.18943374300000002
hot_tale__hot_ale3_mid_44c__1,6.1892770345,0.9695473855000001,-0.071245341
hot_tale__hot_ale3_mid_44c__2,4.6333596628,1.0314692795,-0.002275453
hot_tale__hot_ale3_30c__1,-1.8067719910000002,-0.0026434905000000002,0.515020333
hot_tale__hot_ale3_30c__2,-1.6205993163999999,-0.2064943585,0.5286701730000001
hot_tale__hot_ale3_37c__1,1.6561718151,0.0022913385,0.349377103
hot_tale__hot_ale3_37c__2,1.3868615653,0.24891968650000001,0.396319383
hot_tale__hot_ale3_44c__1,5.9381672286,1.0920265625,0.286434483
hot_tale__hot_ale3_44c__2,5.0364367941,0.8724995945,0.302318703
hot_tale__hot_ale4_30c__1,0.33248588490000003,-0.2966186275,-0.059878781000000006
hot_tale__hot_ale4_30c__2,-0.055998349,-0.4751102855,0.027680622000000002
hot_tale__hot_ale4_37c__1,3.1790962168,0.3398105245,-0.154360834
hot_tale__hot_ale4_37c__2,2.63656165,0.0731094265,-0.04945323
hot_tale__hot_ale4_44c__1,5.0435522099,0.7997660475,0.164713793
hot_tale__hot_ale4_44c__2,5.0590999814,1.0141658295,0.075804102
hot_tale__hot_ale8_30c__1,-1.8208024064,0.25096606250000003,-0.056768665
hot_tale__hot_ale8_30c__2,-1.1918384132,-0.2483160455,-0.10699186200000001
hot_tale__hot_ale8_37c__1,1.280086096,0.14065125850000001,-0.007091699000000001
hot_tale__hot_ale8_37c__2,0.7375253463,0.1595717965,-0.044047578000000004
hot_tale__hot_ale8_44c__1,2.6395019137,1.1286585225,0.07381628
hot_tale__hot_ale8_44c__2,3.087351946,1.1734097675,0.140506256
hot_tale__hot_ale9_mid_30c__1,-1.5627680178999999,-0.1492616715,0.119931675
hot_tale__hot_ale9_mid_30c__2,-2.0079519671,-0.08965925350000001,0.10594186400000001
hot_tale__hot_ale9_30c__1,-0.6214313769,-0.3711010135,0.057352916000000004
hot_tale__hot_ale9_30c__2,-0.1316592862,-0.10207933450000001,0.174084083
hot_tale__hot_ale9_mid_37c__1,2.1018193951,-0.023203736500000002,-0.07088768
hot_tale__hot_ale9_mid_37c__2,2.3444668583,0.3236247165,0.028525377
hot_tale__hot_ale9_37c__1,2.0924220992,0.2358514855,0.032825572000000004
hot_tale__hot_ale9_37c__2,2.0541362215,0.08516762850000001,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,4.3568038356,1.2215424155,0.286125693
hot_tale__hot_ale9_mid_44c__2,2.020420236,0.5769317365000001,0.30561196300000004
hot_tale__hot_ale9_44c__1,4.3781108467,0.8793751775,-0.027297961000000003
hot_tale__hot_ale9_44c__2,4.3448127432,0.8950872765000001,-0.086313521
hot_tale__hot_ale10_30c__1,-1.7681598956,-0.0620547095,0.23749544300000003
hot_tale__hot_ale10_30c__2,-1.5755627267999999,-0.011200640500000001,0.42203483300000005
hot_tale__hot_ale10_37c__1,2.3630783761,0.1481404735,0.06875389400000001
hot_tale__hot_ale10_37c__2,2.1324112216,0.18259706750000002,0.12083432100000001
hot_tale__hot_ale10_44c__1,5.7070339375,1.2361523105,-0.035753444
hot_tale__hot_ale10_44c__2,4.6238541555,1.2348101985,0.110043497
hot_tale__hot_ale16_30c__1,-2.0470591891,-0.1453923425,0.129309161
hot_tale__hot_ale16_30c__2,-2.4155921159,-0.49310908350000004,0.251086443
hot_tale__hot_ale16_37c__1,1.9442387278000002,0.060807584500000005,-0.022647861000000002
hot_tale__hot_ale16_37c__2,1.9646294616,0.1493636065,-0.007290675000000001
hot_tale__hot_ale16_44c__1,4.7539013802,1.1045353485,0.039920518
hot_tale__hot_ale16_44c__2,4.9151429054,1.1871699255000001,0.206041613
pdhr_ale__pdhR-13_51__1,-1.6001485931000001,-0.5644582205,0.426042593
pdhr_ale__pdhR-13_51__2,-1.7898770922,-0.22417190350000002,0.345369843
pdhr_ale__pdhR-14_46__1,-3.2861112385,-0.053596502500000004,0.413744223
pdhr_ale__pdhR-14_46__2,-2.6165255884,-0.0057049765,0.374689043
pdhr_ale__pdhR-15_51__1,-2.4996962962,-0.3451415355,0.208151253
pdhr_ale__pdhR-15_51__2,-2.7875312037,-0.4792526985,0.291227723
pdhr_ale__pdhR-16_49__1,-4.1595263359,-0.06366382250000001,0.35863981300000003
pdhr_ale__pdhR-16_49__2,-3.3649173739,-0.1544624195,0.29102474300000003
tcs__del_atoC_LiAcet__1,1.5377218342,0.7437192325,0.372321163
tcs__del_atoC_LiAcet__2,1.3495297504,0.5084359685000001,0.554500683
tcs__del_atoC_LiCl__1,1.1282904884,0.4804118465,0.729717593
tcs__del_atoC_LiCl__2,0.6956951617,0.5542206235,0.8032040530000001
tcs__del_atoC_m9__1,2.1339809626,0.48800591050000003,0.699493633
tcs__del_atoC_m9__2,1.9568128733,0.6701834045,0.8078232030000001
tcs__del_baeR_etoh__1,2.1949877522,0.6989608805,0.7253874130000001
tcs__del_baeR_etoh__2,2.0838336911,0.8826213385,0.8432000030000001
tcs__del_baeR_lb__1,1.7858845275,0.1076174325,0.45295403300000003
tcs__del_baeR_lb__2,2.165169254,-0.1285969995,0.513648663
tcs__del_btsR_01xlb__1,3.2617056652,-0.6895845355,-1.00432669
tcs__del_btsR_01xlb__2,3.2067601277,-0.6904493015000001,-1.132510871
tcs__del_btsR_lb__1,4.5950904375,1.7517957575,0.905930643
tcs__del_btsR_lb__2,4.9905217632,1.9217299955,0.882795573
tcs__del_btsR_pyruvate__1,2.6080506535,-0.6047700705,-1.207481932
tcs__del_btsR_pyruvate__2,2.5224767746,-0.8148444905000001,-1.260247428
tcs__del_cpxR_etoh__1,1.0115595807,1.1079973675,1.209290043
tcs__del_cpxR_etoh__2,0.9561557546,1.1165703315,1.196778413
tcs__del_cpxR_lb__1,1.7761113823999999,0.028244421500000002,0.560846033
tcs__del_cpxR_lb__2,2.1213831999,-0.0067975635,0.640789563
tcs__del_cusR_CuSO4__1,-1.67659265,0.0371477255,1.046254113
tcs__del_cusR_CuSO4__2,-1.5643689299,0.1027515935,1.048489943
tcs__del_cusR_lb__1,3.5613331163,1.6346312635,0.995224693
tcs__del_cusR_lb__2,3.5977748136,1.6060361855,1.040602243
tcs__del_kdpE_01-kcl__1,-4.9058633327,-0.4685328375,0.088105161
tcs__del_kdpE_01-kcl__2,-4.6672916764,-0.3259527535,0.12273579200000001
tcs__del_kdpE_115-kcl__1,-5.3450470203,-0.4010509875,0.04519701
tcs__del_kdpE_115-kcl__2,-5.6428036721,-0.2783838745,-0.003365355
tcs__del_phoB_m9__1,0.42965437110000004,0.3862368155,0.731063943
tcs__del_phoB_m9__2,0.6555230141,0.3534531715,0.757859213
tcs__del_phoB_m9p__1,-4.6768926892,-1.3133093525000001,-0.51730162
tcs__del_phoB_m9p__2,-5.155423439,-1.7910156035,-0.48681598000000004
tcs__del_rcsB_etoh__1,1.6526439406,1.2147345055,0.858421713
tcs__del_rcsB_etoh__2,1.7217203056,1.1122090235,0.9214160130000001
tcs__del_rcsB_lb__1,1.9846333935,0.5019838265000001,0.6655188230000001
tcs__del_rcsB_lb__2,1.6321066572,0.5578841825,0.700550933
tcs__del_zraR_lb__1,7.5441209224,2.3008372805,0.536767573
tcs__del_zraR_lb__2,7.2790585504,2.3833824155,0.5696375730000001
tcs__del_zraR_zncl2__1,2.9725175077,1.4885594465,0.833890483
tcs__del_zraR_zncl2__2,3.2756115155,1.2869990545,0.8158754130000001
tcs__wt_01-kcl__1,-5.3079569012,-0.4638165165,-0.04219238
tcs__wt_01-kcl__2,-5.9893390242,-0.5252538605,-0.041591509000000006
tcs__wt_01xlb__1,2.5638874337,-0.4811123285,-1.18682151
tcs__wt_01xlb__2,2.5098769821999998,-0.5697626095,-1.187464975
tcs__wt_115-kcl__1,-6.2122032171,-0.3612428675,-0.09970663
tcs__wt_115-kcl__2,-6.030780906,-0.5428448915,-0.12142913200000001
tcs__wt_CuSO4__1,2.3183537925,1.0533199095,0.733850203
tcs__wt_CuSO4__2,2.137222171,0.7371891985,0.730520613
tcs__wt_etoh__1,-0.6418023258000001,1.4032913985,0.575463063
tcs__wt_etoh__2,-0.3622546974,1.4346968845,0.539484413
tcs__wt_lb__1,-0.3554776148,0.0731624285,0.9893765630000001
tcs__wt_lb__2,-0.5092177611,0.053204295500000005,1.092255943
tcs__wt_LiAcet__1,-0.3283718385,0.5109067755,0.649175273
tcs__wt_LiAcet__2,0.7997209436,0.31026261050000004,0.406217943
tcs__wt_LiCl__1,1.0473451264,0.5257869845,0.574315623
tcs__wt_LiCl__2,1.0455838294,0.41498905550000004,0.6016396030000001
tcs__wt_m9p__1,-4.9056654329,-1.5724638625,-0.395497808
tcs__wt_m9p__2,-4.774377588,-1.1957456415,-0.420119436
tcs__wt_pyr__1,3.6322804087,-0.7240562125000001,-1.287916309
tcs__wt_pyr__2,3.0842686356,-0.9233086755000001,-1.163147485
tcs__wt_zncl2__1,6.6307831173,1.8404625575,0.665530193
tcs__wt_zncl2__2,6.5118535415,1.8591913085,0.6831118230000001
ros_tale__1_112_0pq__1,4.9848234989,1.4740612485,0.040594261
ros_tale__1_112_0pq__2,4.8033524945,1.4036217575,0.219280403
ros_tale__1_112_250pq__1,0.6473539596,0.3906817855,1.110700303
ros_tale__1_112_250pq__2,1.7465524106,0.4492832235,0.843117993
ros_tale__1_112_750pq__1,1.2974800217,0.6103037995,0.9049245530000001
ros_tale__1_112_750pq__2,0.9761819756000001,0.2248470405,1.048487963
ros_tale__1_112_750pq__3,1.0266572015,0.6857457425,0.7018120830000001
ros_tale__3_76_0pq__1,2.5617503491,0.7546355415,0.40668794300000005
ros_tale__3_76_0pq__2,2.8673496834,0.7133030875,0.36532405300000004
ros_tale__3_76_0pq__3,2.8128197354,0.7003387015,0.389190503
ros_tale__3_76_0pq__4,2.4146140204,0.7250532715,0.43728822300000003
ros_tale__3_76_250pq__1,0.8571075354000001,0.3914786615,-0.610562742
ros_tale__3_76_250pq__2,2.8112671632,0.5027297185,-0.773419076
ros_tale__3_76_750pq__1,1.4556501340999999,0.8582362005,0.051653856000000005
ros_tale__3_76_750pq__2,-0.2157824083,0.26690054150000003,-0.9425002680000001
ros_tale__7_103_0pq__1,2.8622689226,1.0561373135,0.7026568830000001
ros_tale__7_103_0pq__2,3.1293842317,1.1278966315,0.947477173
ros_tale__7_103_0pq__3,2.9435338452,1.1120048085,0.7939082030000001
ros_tale__7_103_0pq__4,2.8946124111,1.0453937315,1.056964733
ros_tale__7_103_250pq__1,4.0477210832,0.3700086175,-0.24247490100000002
ros_tale__7_103_250pq__2,3.0742281302,0.6702048625,-0.20438087800000002
ros_tale__7_103_750pq__1,4.9942855048,0.2520583765,0.088597729
ros_tale__7_103_750pq__2,4.7843511623,0.33163957250000003,0.14973729300000002
ros_tale__9_77_0pq__1,5.0377494669,0.6566270025000001,-0.7757600000000001
ros_tale__9_77_0pq__2,4.763785802,0.6815844625,-0.573824628
ros_tale__9_77_250pq__1,3.9434476583,0.9041126785,-0.910153037
ros_tale__9_77_250pq__2,3.0972614117,1.1101091015,-0.9544832510000001
ros_tale__9_77_750pq__1,4.721167008,0.5964149585,-0.588176502
ros_tale__9_77_750pq__2,4.8248362711,0.47251809050000004,-0.8824148350000001
ros_tale__11_83_0pq__1,4.0205882277,1.7912084085000002,0.767703793
ros_tale__11_83_0pq__2,4.0148662624,1.6236332304999999,0.727341753
ros_tale__11_83_250pq__1,3.3983150936,1.3483107324999999,0.616797033
ros_tale__11_83_250pq__2,3.8173989784,1.2189618285,0.8796841830000001
ros_tale__11_83_750pq__1,3.9833491753,1.1343061155,0.9722065830000001
ros_tale__11_83_750pq__2,3.9428429713,0.9829928855000001,1.096863553
ros_tale__13_87_0pq__1,3.6587610485,0.6547521575,0.40261139300000004
ros_tale__13_87_0pq__2,4.3523523323,0.7613642675000001,0.201186783
ros_tale__13_87_250pq__1,2.9124442351,1.0270429875,0.613315693
ros_tale__13_87_250pq__2,2.9998629544,0.8014558665,0.806008833
ros_tale__13_87_750pq__1,2.9171816736,0.9447976355000001,1.099164733
ros_tale__13_87_750pq__2,2.3341980971,1.1616040505,1.124829123
ros_tale__14_27_0pq__1,1.9673488940000001,1.2198561325,-0.037079376000000004
ros_tale__14_27_0pq__2,2.1198417701,1.2159847745,-0.11367244900000001
ros_tale__14_27_250pq__1,2.4200038021,1.1023951705,0.407816973
ros_tale__14_27_250pq__2,2.2636709042,1.0009692295,0.321498873
ros_tale__14_27_750pq__1,-0.9808453010000001,0.8242063625,0.963881143
ros_tale__14_27_750pq__2,-0.43397786180000003,0.6712073425,1.226371643
ros_tale__16_28_250pq__1,2.1617169443,0.4969919555,0.654686623
ros_tale__16_28_250pq__2,1.9730368224000001,0.7097696015,0.625724853
ros_tale__16_32_0pq__1,4.3847915397,0.8706454165,1.494979073
ros_tale__16_32_0pq__2,3.6229478697,1.0230622755,1.442336843
ros_tale__16_32_0pq__3,4.7580632677,0.6490841785,0.607936503
ros_tale__16_32_0pq__4,4.7489954555,0.8623539715,0.622877623
ros_tale__16_32_250pq__1,3.0584859314,0.1012302315,0.496195963
ros_tale__16_32_250pq__2,3.3956820973,0.3323554455,0.602191523
ros_tale__16_32_750pq__1,4.9614709944,1.2688208635,0.625901413
ros_tale__16_32_750pq__2,4.1430166978,0.7690962995,1.045357503
ros_tale__17_104_0pq__1,3.2178112958,0.2884784125,1.6003325529999999
ros_tale__17_104_0pq__2,3.5067006393,0.21774692750000002,1.598090103
ros_tale__17_104_250pq__1,4.2815628736,0.6652348955,0.982030343
ros_tale__17_104_250pq__2,3.4051967244,0.4956745625,1.277154773
ros_tale__17_104_250pq__3,3.5506671465,0.34853672550000003,1.232406513
ros_tale__17_104_250pq__4,3.4979208658,0.1122932465,0.6953416530000001
ros_tale__17_104_750pq__1,5.4943675565,0.3060889015,1.004531303
ros_tale__17_104_750pq__2,3.8537256535,0.35828379250000003,0.830057743
ros_tale__18_24_250pq__1,-1.7639373732,-0.2252911195,0.46653734300000005
ros_tale__18_24_250pq__2,-0.0631070119,-0.1891885845,0.224964563
ros_tale__18_36_0pq__1,2.1334937182,0.6782302075000001,1.323272493
ros_tale__18_36_0pq__2,1.7767556326,0.5566933595,1.432955703
ros_tale__18_36_0pq__3,5.0006204443,0.1940724755,0.225153443
ros_tale__18_36_0pq__4,4.4837548198,0.2081592155,0.48006017300000003
ros_tale__18_36_250pq__1,2.6011183982,-0.1831870855,0.43674846300000003
ros_tale__18_36_250pq__2,2.4710520564,-0.2561667825,0.46680216300000005
ros_tale__18_36_750pq__1,-0.9507348228,0.6252562065,0.390658013
ros_tale__18_36_750pq__2,-1.1743045914,0.7165185965,0.545242793
ros_tale__19_91_0pq__1,1.6193989741,-0.7370109665,0.982287223
ros_tale__19_91_0pq__2,1.7079024483,-0.2915041675,0.887445543
ros_tale__19_91_250pq__1,0.7426516795,-0.2723386875,0.5704754430000001
ros_tale__19_91_250pq__2,1.2504499755,-0.6624600795000001,0.592155203
ros_tale__19_91_750pq__1,0.5151870508,-0.37533054050000003,0.307201803
ros_tale__19_91_750pq__2,2.9348856053,0.41485537250000004,0.42239436300000005
ros_tale__19_91_750pq__3,-0.41196275530000004,-0.5268906525,0.6522730330000001
ros_tale__19_91_750pq__4,1.2501512845,-0.19667391350000002,0.25258847300000004
ros_tale__21_97_0pq__1,0.7200368767,1.2703120755000001,-0.387833971
ros_tale__21_97_0pq__2,3.8215923448,1.7387180115,-0.184451325
ros_tale__21_97_250pq__1,2.7461880517,1.4964619175,0.006036631000000001
ros_tale__21_97_250pq__2,3.3481733264,1.3829085165000001,0.018638846
ros_tale__21_97_750pq__1,1.3047273933999999,1.3343815935,0.231216303
ros_tale__21_97_750pq__2,2.8354486206000002,1.2489875335,-0.144563632
ros_tale__25_111_0pq__1,5.2791595997,2.1321610565,0.079864026
ros_tale__25_111_0pq__2,2.3194586184,2.1022186905,0.7592634930000001
ros_tale__25_111_250pq__1,6.88206108,2.2259383755,0.17330999300000002
ros_tale__25_111_250pq__2,3.6853641036,2.3554979505,0.429255013
ros_tale__25_111_750pq__1,4.143181113,2.1695072065,0.557660793
ros_tale__25_111_750pq__2,2.7927335390000003,1.9736441245,0.305956793
ros_tale__29_119_0pq__1,4.325912439,2.9223086475,0.860010453
ros_tale__29_119_0pq__2,3.8873042398,2.3607272975,0.9657211630000001
ros_tale__29_119_250pq__1,4.1206224602,2.0336616205,0.8571940530000001
ros_tale__29_119_250pq__2,4.1893808585,2.5217236795,0.8164901330000001
ros_tale__29_119_750pq__1,3.0922805119,2.0470991455,1.026877023
ros_tale__29_119_750pq__2,3.3601849377,1.8585563415,0.8530044830000001
ros_tale__ALE4_0pq__1,2.2421724358,0.1282899255,0.329227253
ros_tale__ALE4_0pq__2,2.109947623,-0.1442628565,0.307710333
ros_tale__ALE4_250pq__1,-5.8485838395,0.1943098665,1.452259763
ros_tale__ALE4_250pq__2,-5.3377178235,0.3387712715,1.438498573
pcoli__atASMT_325G__1,0.4993522684,-0.0436053115,0.39244801300000004
pcoli__atASMT_325G__2,0.4014520552,-0.026606544500000003,0.38625268300000004
pcoli__bpTDC__1,2.413166872,0.2540829645,0.406975843
pcoli__bpTDC__2,2.5310679974,0.1362327025,0.42339976300000004
pcoli__BRCA__1,2.6418492918,-0.0741683345,0.19224848300000003
pcoli__BRCA__2,2.7001226553,-0.2928289275,0.130605479
pcoli__BRCActrl__1,3.7518376698,0.5777200875,0.529755863
pcoli__BRCActrl__2,4.2668663882,0.6472943365,0.603931893
pcoli__BRCAswap__1,1.032156118,0.0218553345,0.502758963
pcoli__BRCAswap__2,0.7426551828,0.0462495115,0.5975511530000001
pcoli__btAANAT__1,1.5281385570000001,0.33600627650000003,0.44156927300000004
pcoli__btAANAT__2,1.7403591739,0.2030231365,0.593116823
pcoli__btASMT__1,1.4963554493,0.40328480650000004,0.526768513
pcoli__btASMT__2,1.4292416059,0.4855924735,0.43985790300000005
pcoli__CC1__1,-0.1539207608,0.18106199850000002,0.525016043
pcoli__CC1__2,-0.3878946327,0.2721058645,0.7535511330000001
pcoli__ccCOMT__1,1.2442075798,0.0955657305,0.324298403
pcoli__ccCOMT__2,1.0766961127,0.41138702450000003,0.324672993
pcoli__ckDDC__1,0.6577058446,0.3627719265,0.44124815300000003
pcoli__ckDDC__2,1.1243563619,0.44055106250000003,0.327799773
pcoli__CNTF_belt__1,0.2320725985,0.2073334665,0.45389948300000005
pcoli__CNTF_belt__2,0.0061593816000000004,0.4025571825,0.769870103
pcoli__cobPNMT__1,0.8759491552,0.3005547195,0.319938133
pcoli__cobPNMT__2,0.8158051272,0.27925164750000003,0.31512674300000004
pcoli__cvPhhB__1,0.7345539304,0.07727078650000001,0.310797363
pcoli__cvPhhB__2,1.069576281,0.0413474475,0.447846893
pcoli__ggAANAT__1,1.6803747246,0.3509876025,0.307534513
pcoli__ggAANAT__2,1.7064273056,0.3257907055,0.222644383
pcoli__ggTPH__1,1.394415406,0.1122793145,0.341263333
pcoli__ggTPH__2,1.5468569025,0.1412564735,0.27857460300000003
pcoli__hsAANAT__1,-0.49866651500000003,0.3092128615,0.729185823
pcoli__hsAANAT__2,-1.2885390788,0.3675673695,0.851554463
pcoli__hsASMT__1,2.4276628203,0.20844176150000002,0.358384973
pcoli__hsASMT__2,2.1678013842,0.0785738425,0.436830013
pcoli__hsPNMT_mb__1,0.22188461650000002,0.0040169725,0.303904393
pcoli__hsPNMT_mb__2,0.0028792135,-0.0175756915,0.315796993
pcoli__hsTPH__1,1.9135255471,-0.0317924455,0.05462642
pcoli__hsTPH__2,2.6125298717,-0.017003788500000002,0.23617991300000002
pcoli__hsTPH_E2K__1,1.2314433518,0.31456219350000003,0.708976563
pcoli__hsTPH_E2K__2,1.235757527,0.23822561350000002,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,1.8702253464,0.19658785650000002,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,2.2644101852,0.0472099535,0.048706611000000004
pcoli__hsTPH_N158trunc__1,2.0836609365,0.2206826695,0.450496543
pcoli__hsTPH_N158trunc__2,2.2918759634,0.36467212450000003,0.38589769300000004
pcoli__hsTPH_N174trunc__1,0.9418619341000001,0.0898388125,0.383639033
pcoli__hsTPH_N174trunc__2,2.1990997092,0.3468535995,0.653379393
pcoli__hsTPH_Ntermtrunc__1,1.239313238,0.7583933115,0.507616873
pcoli__hsTPH_Ntermtrunc__2,-1.0971079792,-0.028162272500000002,0.580596903
pcoli__hsTPH1__1,0.9896538367000001,0.3386493595,0.525567793
pcoli__hsTPH1__2,0.8350847296,0.22415287150000002,0.541530923
pcoli__MBP__1,-0.8531664484,-0.7378194635,-0.3459771
pcoli__MBP__2,-0.3740018115,-0.0056261895,0.026489270000000002
pcoli__msCOMT__1,2.8992928732000003,0.3783389425,-0.10757295
pcoli__msCOMT__2,2.7508731827,0.5260908585,-0.092380891
pcoli__ocAANAT__1,1.430642684,0.19819449150000001,0.31963151300000003
pcoli__ocAANAT__2,1.6709447581,0.23157584150000002,0.29391968300000004
pcoli__osTDC_K374H__1,-2.1390553315,0.043051636500000004,0.686319663
pcoli__osTDC_K374H__2,-2.8755414713,0.0323688035,0.6933763230000001
pcoli__osTDC_K374L__1,2.0489940328,0.47102646950000004,-0.030107003
pcoli__osTDC_K374L__2,2.2543614747,0.4345128925,0.15281107300000002
pcoli__osTDC_K374Q__1,1.196256416,0.2642954415,0.448557103
pcoli__osTDC_K374Q__2,1.189976603,0.38124184850000004,0.464314863
pcoli__osTDC_L360V__1,1.8029419184000002,0.1501409655,0.296624173
pcoli__osTDC_L360V__2,2.0408467336,0.0499112835,0.38201686300000004
pcoli__pmTPH__1,3.1343441032,0.8849940435,-0.100263604
pcoli__pmTPH__2,3.1566386798,0.7822885695,0.082263955
pcoli__RFC__1,1.6101461109000001,-0.029808992500000003,0.068137152
pcoli__RFC__2,1.6517978372000002,-0.0429684615,0.008882816
pcoli__RFCctrl__1,-1.3530876797,-0.0397671095,0.452268993
pcoli__RFCctrl__2,-1.7511271335,0.0106469135,0.516558493
pcoli__RFCnopause__1,-0.3904395798,0.08039916350000001,0.670868723
pcoli__RFCnopause__2,-0.1272161558,0.1032906435,0.6748039730000001
pcoli__RFCpluspause__1,1.222956843,0.7188552345,0.764061093
pcoli__RFCpluspause__2,2.7752389442,1.0995219905,0.521421413
pcoli__rnCOMT_sol__1,-0.6560940207,0.0690023055,0.8270174130000001
pcoli__rnCOMT_sol__2,-0.7338076934000001,0.1120713205,0.6395325230000001
pcoli__rnPNMT__1,2.761007983,0.38608746650000003,0.16358693300000002
pcoli__rnPNMT__2,3.5820301855,0.5767545935,0.07451194300000001
pcoli__rnTDC__1,2.5087949481000003,0.0217363545,0.087983618
pcoli__rnTDC__2,2.2052535908,0.2825317245,0.171146073
pcoli__rnTDC_trunc__1,0.8406584698,0.2371122225,0.30755714300000003
pcoli__rnTDC_trunc__2,1.341630976,0.5944299855,0.43504015300000004
pcoli__saCOMT_T2A__1,0.6810237852000001,0.11469177650000001,0.333583893
pcoli__saCOMT_T2A__2,0.3602410431,0.1227311995,0.403870763
pcoli__sfCOMT__1,1.9287866209,0.5604961935,0.157244413
pcoli__sfCOMT__2,2.2023025733,0.29347520650000003,0.06503750800000001
pcoli__sgAANAT_D63G__1,2.0280517831,0.0786065325,0.18900217300000002
pcoli__sgAANAT_D63G__2,1.4851001009,0.2360982295,0.430522603
pcoli__ssDDC__1,2.2931155651,0.5770035315,0.20759201300000002
pcoli__ssDDC__2,2.7935753940000003,0.45079301450000003,0.325140303
pcoli__TP53B__1,1.1058362609,0.1581158055,0.423739103
pcoli__TP53B__2,0.9683314791000001,0.1088687695,0.44374538300000005
pcoli__WT__1,-1.4893949044,0.4129561305,0.547181673
pcoli__WT__2,-0.7633647482,0.7163042605000001,0.433431683
cck__glu_ale4__1,1.7712174539,-0.0969831195,0.10431546100000001
cck__glu_ale4__2,1.9961417565000001,0.1471958565,0.212229043
cck__cck_ale1__1,2.9206545337,-0.055430308500000004,0.14875797300000002
cck__cck_ale1__2,3.2049253957,0.40111786650000003,0.21173196300000002
cck__cck_ale2__1,3.0482233318,0.09015709150000001,0.24320085300000002
cck__cck_ale2__2,2.8577603755,0.0628212655,0.21966280300000002
cck_pgi__gmos_delpgi__1,1.675515194,0.1819835925,0.6099491930000001
cck_pgi__gmos_delpgi__2,1.7676313191,0.1853213815,0.5151660730000001
cck_pgi__pgi_ale1__1,-0.0560672304,0.1584495735,0.087196909
cck_pgi__pgi_ale1__2,-0.5696413730000001,0.0160585765,0.47036157300000003
cck_pgi__pgi_ale2__2,-1.5568181783,0.1601234835,0.645027843
cck_pgi__pgi_ale3__1,0.6012882364000001,0.0226229195,0.257702043
cck_pgi__pgi_ale3__2,0.4638716138,0.15519863750000001,0.527121343
cck_pgi__pgi_ale4__1,1.5471811205,-0.40967582150000004,0.02567041
cck_pgi__pgi_ale4__2,1.5352973665,-0.09176189650000001,0.149264913
cck_pgi__pgi_ale4__3,1.3768064104,-0.19479393250000002,0.23104943300000003
cck_pgi__pgi_ale5__1,0.7901747839000001,-0.3685767975,0.264446703
cck_pgi__pgi_ale5__2,0.9893816583,0.3201884445,0.491011093
cck_pgi__pgi_ale6__1,3.5773064881,0.1718919365,0.40659345300000005
cck_pgi__pgi_ale6__2,2.0056552868,0.5279197775,0.629358233
cck_pgi__pgi_ale7__1,4.5885094442,0.2968041575,0.41980537300000004
cck_pgi__pgi_ale7__2,4.2138145035,0.6840655695,0.725253033
cck_pgi__pgi_ale8__1,4.0381254107,-0.0367348395,0.29002768300000004
cck_pgi__pgi_ale8__2,3.6295760111,0.4845939685,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,-0.2746034458,0.4808667285,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,-0.3556180848,0.3291341215,0.829896053
cck_sdh__sdh_ale1__1,-0.5299687367,0.1508509835,0.544071473
cck_sdh__sdh_ale1__2,-0.4253137246,0.3269851795,0.5592394930000001
cck_sdh__sdh_ale2__1,0.5829536919,-0.1180237135,0.47991167300000004
cck_sdh__sdh_ale3__2,0.08879269000000001,0.20917161750000002,0.556417913
cck_sdh__sdh_ale3__1,1.1088122324,0.4169320845,0.493899293
cck_sdh__sdh_ale3__3,1.0886230212,-0.0184285335,0.485328093
cck_pts__gmos_delptsHIcrr__2,3.4771671141000002,0.6769379835,0.464496883
cck_pts__gmos_delptsHIcrr__1,2.2389093441,0.21174619150000001,0.649161093
