,A,SgrR,DksA
misc__wt_no_te__1,-0.10036908030000001,-0.040086571,0.22676976000000001
misc__wt_no_te__2,0.7199699740000001,0.09743805400000001,0.01174368
misc__bw_delcbl__1,1.6648949092,0.10004471300000001,-0.579710159
misc__bw_delcbl__2,1.0991668636,0.196483019,-0.579512294
misc__bw_delfabr__1,2.3979395083,0.061193620000000004,-0.5769577290000001
misc__bw_delfabr__2,2.2323936829,0.048757261,-0.515933084
misc__bw_delfadr__1,1.834238535,0.001257665,-0.52649937
misc__bw_delfadr__2,1.6551708914,-0.157399071,-0.11649165
misc__nitr_031__1,0.3138562318,0.223620697,0.20116575
omics__wt_glu__1,0.1869054855,0.40275102300000004,-0.927365069
omics__wt_glu__2,0.3624645502,0.458756706,-0.859675539
omics__wt_gly__1,0.3290139326,0.27838439800000003,-0.66965889
omics__wt_gly__2,0.4242636081,0.12167175100000001,-0.7331763170000001
omics__wt_thr__1,-1.8810803303,0.9592829420000001,-0.7451474140000001
omics__wt_thr__2,-2.2226904137,0.9660485990000001,-0.722367616
omics__bw_ac__1,-3.2626884666000002,-0.155397686,0.24265391
omics__bw_ac__2,-3.344587165,-0.347334134,0.33642459999999996
omics__bw_fum__1,-2.2662660397,-0.226064587,0.81940528
omics__bw_fum__2,-2.4643252775,-0.198974485,0.81544179
omics__bw_glc__1,-2.8975663687,-0.060691583,0.51843085
omics__bw_glc__2,-2.4083903632,0.032289016000000004,0.47961284
omics__bw_pyr__1,-3.0101081436,-0.121804593,0.38410257000000003
omics__bw_pyr__2,-3.0235436383,-0.212577118,0.54632513
ompr__wt_nacl__1,-1.9982237482,-0.11526004100000001,-0.22035073800000002
ompr__wt_nacl__2,-1.8506568317,0.060797758,-0.06804128
ompr__bw_delompr_nacl__1,-0.8285891527,-0.12488375300000001,-0.307879921
ompr__bw_delompr_nacl__2,-0.71074148,-0.18972175300000002,-0.301591897
minspan__wt_ade__1,1.0325408997,-0.52174339,-0.573101647
minspan__wt_glc__1,0.16815556750000002,-0.575547908,-0.6758749860000001
minspan__wt_glc__2,-0.18769662010000002,-0.7234786740000001,-0.684057307
minspan__wt_glc__3,-0.0503618035,-0.5760724190000001,-0.768996231
minspan__wt_glc_anaero__1,-0.535805357,0.32034908,-0.977973288
minspan__wt_glc_anaero__2,-0.3294416644,0.629863375,-0.925424553
minspan__wt_trp__1,-3.7231200766,-0.281912773,-0.528967481
minspan__bw_delcra_glc__1,-2.9465098004,-0.203389425,-0.53298709
minspan__bw_delcra_trp__1,-3.1264684618,-0.33340246900000003,-0.439841802
minspan__bw_delmntr__1,-2.0712970596,-0.164014463,-0.545179661
minspan__bw_delnac_ade__1,-0.35800989650000004,-0.8870327960000001,-1.524378076
minspan__bw_delnac_glc__1,0.1460738872,-0.716230879,-0.6186027230000001
cra_crp__wt_ac__1,0.4673602385,0.006813428000000001,-0.680290248
cra_crp__wt_ac__2,0.5466409973,-0.08982049,-0.571856241
cra_crp__wt_fru__1,0.8184380112,0.272904919,-0.757664345
cra_crp__wt_fru__2,0.7523910635000001,0.134696865,-0.7738378300000001
cra_crp__delcra_ac__1,1.1904039056,-0.34661739700000005,-0.02586324
cra_crp__delcra_ac__2,0.977115735,-0.221061998,-0.12348669999999999
cra_crp__delcra_fru__1,1.3465937536,-0.04068756,-0.328874351
cra_crp__delcra_fru__2,1.5492661384000002,-0.02362549,-0.20984411500000003
cra_crp__delcra_glc__1,0.5818408728000001,-0.027915221,-0.207245369
cra_crp__delcra_glc__2,0.2654273876,-0.09699892800000001,-0.27524339600000003
rpoB__wt_031__1,-0.10783830800000001,0.101818851,-0.13868805
rpoB__wt_044__1,0.2809949376,0.09972151500000001,-0.414536185
rpoB__wt_lb__1,-1.6283350957,-0.34744213700000004,0.6879565999999999
rpoB__wt_lb__2,-1.9788428379,-0.35621019800000003,0.65971029
rpoB__rpoBE546V_031__1,-0.6046169611000001,-0.079708975,-0.27315246800000004
rpoB__rpoBE546V_044__1,-0.9320406699,0.068861322,-0.04207885
rpoB__rpoBE546V_lb__1,-0.9748838859000001,0.098430134,0.5296409
rpoB__rpoBE546V_lb__2,-1.0516078081,0.10258555100000001,0.55044571
rpoB__rpoBE546V_glc__1,0.7274964788,0.070112848,-0.397366875
rpoB__rpoBE672K_glc__1,0.459486783,-0.558695857,-0.470008917
rpoB__rpoBE672K_glc__2,0.2463707343,-0.50443006,-0.407050935
rpoB__rpoBE672K_lb__1,0.10050938670000001,-0.241825531,0.47435553
rpoB__rpoBE672K_lb__2,-0.0355776451,-0.23852082600000002,0.50582989
crp__wt_fru__1,0.9760324092,-0.698966493,-0.30013831300000005
crp__wt_glyc__1,1.4656764345,-0.7346617510000001,-0.179779182
crp__wt_glyc__2,1.150804048,-0.6626638880000001,-0.024128260000000002
crp__delar1_glyc__1,-1.3859601413,0.265870015,0.32903378
crp__delar1_glyc__2,-2.4688610812,0.418883691,0.49795986000000003
crp__delar1ar2_glyc__1,1.9909855799,-0.061902001000000005,-0.09511618000000001
crp__delar1ar2_glyc__2,2.1053403607,0.093391901,-0.035580890000000004
crp__delar1ar2_glyc__3,1.9064554756,0.107380205,-0.06588304
crp__delar2_glyc__1,-1.2643803378,0.154080971,1.12181965
crp__delar2_glyc__2,-1.299159839,0.18873304,1.01382799
crp__delar2_glyc__3,-1.2277560737,0.45889812500000005,1.07215336
crp__delcrp_fru__1,0.5847087264,0.024874557000000002,-0.04168799
crp__delcrp_fru__2,0.7833095298,-0.189071604,-0.03881209
crp__delcrp_fru__3,0.6867063063000001,0.008176212,-0.10680271000000001
crp__delcrp_glc__1,1.0941228315,0.015600866000000001,-0.11335106
crp__delcrp_glc__2,1.4470281892,-0.18910290700000001,0.06653907
crp__delcrp_glc__3,1.2968005166,-0.145177575,-0.06492534
crp__delcrp_glyc__1,2.0986336592,-0.266794882,0.17189781
crp__delcrp_glyc__2,2.6034068948,0.024596233000000002,0.12579949
crp__delcrp_glyc__3,1.7006003330000001,-0.16027661,0.10954363
glu__glu_ale3__1,-2.7315416446,0.612970703,0.41133657
glu__glu_ale4__1,2.0170126474,0.284369488,0.01234005
glu__glu_ale5__1,2.248725156,0.13723200200000002,0.12408467000000001
glu__glu_ale6__1,1.2685102401,0.07007864100000001,-0.33897280700000004
glu__glu_ale8__1,-2.2714738012,0.592280542,0.49035334
glu__glu_ale9__1,-0.8933507885,0.63619285,-0.07780256
glu__glu_ale10__1,-1.1070827989,0.53166606,-0.06919279
42c__wt_42c__1,1.3756576404,0.213401428,-0.364880509
42c__42c_ale1__1,-1.8127531869,-0.20468799999999998,-0.6934834400000001
42c__42c_ale2__1,1.507120642,0.185033193,0.00287001
42c__42c_ale3__1,2.2618850646,0.19619978500000002,-0.015213260000000001
42c__42c_ale4__1,0.9478618440000001,0.441218989,0.19083244
42c__42c_ale5__1,1.7812380146,-0.032986722,0.14059042
42c__42c_ale6__1,-1.834011676,0.121873538,-0.797912206
42c__42c_ale8__1,-1.5147017630000001,0.332999626,-0.05609239
42c__42c_ale9__1,2.0119164089,0.09468918200000001,-0.05595956
42c__42c_ale10__1,-1.3726102682,0.507916147,0.06308283
ssw__wt_ac__1,-0.2656931211,-0.6758203970000001,0.20091538
ssw__wt_glc__1,0.8351074925,-0.093237411,-0.8337788370000001
ssw__wt_glyc__1,-1.8951502707999999,-0.523209809,-0.21843325
ssw__wt_xyl__1,-1.2875941964,-0.257000287,-0.9874056600000001
ssw__glc_ale1__1,0.5380680016,-0.39782188,0.29996376
ssw__glc_ale2__1,-2.0111374688,0.07109466,-0.03132131
ssw__glc_ale3__1,-2.1870502735,-0.350808269,-0.676234226
ssw__glyc_ale1__1,0.8175480347,-0.306409715,0.22953171
ssw__glyc_ale2__1,-2.1736564449,-0.420867019,-0.916904594
ssw__xyl_ale1__1,-0.7849841437,0.036984905000000005,-0.024869330000000002
ssw__xyl_ale2__1,-0.2738611649,-0.270123208,0.33775046000000003
ssw__xyl_ale3__1,1.2203910352,-0.27904514,-0.10332375
ssw__glc_ac_ac2__1,-3.3176964038,-0.730831714,-0.458395245
ssw__glc_ac_glc1__1,-0.9698385219000001,-0.9750927220000001,-0.24427425100000003
ssw__glc_glyc_glc__1,-2.1827680312,-0.029215007,0.26400935000000003
ssw__glc_glyc_glyc__1,0.4734180505,-0.260456872,0.21788839000000002
ssw__glc_xyl_glc__1,0.16042852370000002,-0.630063472,-0.361840523
ssw__glc_xyl_xyl__1,0.8516412875,-0.655843646,-0.15550833
ica__wt_glc__1,1.6994883719,-0.6364068850000001,-0.716652402
ica__wt_glc__2,1.7636674874,-0.831979455,-0.7525902080000001
ica__wt_glc__3,1.0761623794,-0.46069143300000004,-0.203331059
ica__wt_glc__4,0.552431011,-0.701860221,-0.10960708
ica__arg_sbt__1,0.7536057376,-0.9533075310000001,-0.815241576
ica__arg_sbt__2,1.3608743206,-1.119200983,-0.624411169
ica__cytd_rib__1,-2.7688717964,-0.79928385,0.23897931
ica__cytd_rib__2,-2.5727763571,-0.7286762830000001,0.0449397
ica__gth__1,-1.3149935644,-1.106511275,0.26706604
ica__gth__2,-1.1647818783,-1.111840736,-0.0047363100000000005
ica__leu_glcr__1,0.6872177552000001,-0.967425123,-0.7817565070000001
ica__leu_glcr__2,0.6277456994,-1.045045003,-0.8516662450000001
ica__met_glc__1,0.8578699629000001,-1.037639962,-0.6008746460000001
ica__met_glc__2,1.0955732493,-1.176453017,-0.639947159
ica__no3_anaero__1,-0.017972810500000002,-0.43031515400000003,-0.567567726
ica__no3_anaero__2,-0.2102231721,-0.614117424,-0.387592775
ica__phe_acgam__1,1.7825802371,-0.826652818,-0.397775725
ica__phe_acgam__2,2.1039081732,-0.819675675,-0.396935278
ica__thm_gal__1,-3.306763294,-0.7657869140000001,-0.378336757
ica__thm_gal__2,-2.8265257584,-0.731799941,-0.28534771800000003
ica__tyr_glcn__1,1.2403650052,-0.714989901,-0.40231238
ica__tyr_glcn__2,1.3207042053,-0.641616723,-0.44510409500000003
ica__ura_pyr__1,0.9654592919,-0.7793378910000001,-0.49415354300000003
ica__ura_pyr__2,0.0108764571,-1.068800482,-0.509027208
ica__wt_glc__5,0.7048486457,-0.420530163,-0.292448178
ica__wt_glc__6,0.5308662398,-0.558472743,-0.33406270400000004
ica__bw_delpurR_cytd__1,2.1034886165,-0.43905739800000004,0.0694075
ica__bw_delpurR_cytd__2,0.1963301147,-0.908931404,0.17753222
ica__ade_glc__1,0.4459548776,-0.956289916,0.10219061
ica__ade_glc__2,2.1688610905,-0.436371017,0.058735550000000004
ytf__wt_glc__1,-0.2955587832,-0.604374163,-0.43870516600000004
ytf__wt_glc__2,-0.9009729094000001,-0.43936225900000003,-0.475945653
ytf__delyafC__1,-3.1517729503,-0.32854430300000004,-0.027085150000000002
ytf__delyafC__2,-2.9476331757,-0.41566237,-0.00565807
ytf__delyeiE__1,1.0419412742,-0.338885147,-0.45171516800000006
ytf__delyeiE__2,0.40040610330000004,-0.6555782880000001,-0.74327943
ytf__delyiaJ__1,-2.3369487194,-0.335326408,-0.371234023
ytf__delyiaJ__2,-2.118983684,-0.547211617,-0.273036849
ytf__delyieP__1,-3.088557473,-0.05772777900000001,-0.17200119500000002
ytf__delyieP__2,-2.7531938416,-0.10330523700000001,-0.10136069
ytf__wt_ph5__1,0.2677491097,-0.26512699,-0.621250959
ytf__wt_ph5__2,-0.0478894448,-0.404316333,-0.49944787
ytf__wt_ph8__1,0.10536235960000001,-0.695717562,-0.217682176
ytf__wt_ph8__2,0.0726038165,-0.460923485,-0.18786597900000002
ytf__delybaO__1,-3.196284221,-0.322424227,-0.221613782
ytf__delybaO__2,-3.3578784412,-0.267351571,-0.08342972
ytf__delybaQ__1,-0.5521917602,-0.42229807300000005,-0.41075289
ytf__delybaQ__2,-0.4646514383,-0.347468007,-0.325551539
ytf__delybiH__1,-1.3477699249000001,-0.559481844,-0.25815840900000003
ytf__delybiH__2,-3.2057958304,-0.168608916,-0.15819713
ytf__delydcI_ph5__1,0.6914582504,-0.43507702800000003,-0.640234951
ytf__delydcI_ph5__2,0.3225500236,-0.610794311,-0.680382652
ytf__delydcI_ph8__1,0.4206588928,-0.7234095060000001,-0.297059259
ytf__delydcI_ph8__2,0.4826368018,-0.652490766,-0.24407362800000001
ytf__delyddM__1,-0.5646586674,-0.318253057,-0.34753654300000003
ytf__delyddM__2,-0.6459021878,-0.33869771200000004,-0.348150189
ytf__delyheO__1,-3.1469579926,-0.551360382,-0.22398156400000002
ytf__delyheO__2,-3.7917993712999998,-0.21480021400000002,-0.05056598
fps__bw_glc__1,-0.3201668421,-0.8290106890000001,-0.6316230580000001
fps__bw_glc__2,-0.3350645385,-1.044098277,-0.530795333
fps__fps_thrA_ale1__1,-0.6242776056,-0.9889166570000001,-0.499496798
fps__fps_thrA_ale1__2,-0.17864024850000002,-0.6736240010000001,-0.546484709
fps__fps_thrA_ale2__1,0.0150074921,-1.033438166,-0.576848938
fps__fps_thrA_ale2__2,0.09770957990000001,-0.717823674,-0.5561642920000001
fps__fps_serB_ale1__1,-0.5094119684,-1.0398760870000001,-0.8939095560000001
fps__fps_serB_ale1__2,0.08628513880000001,-0.7600688680000001,-1.12491848
fps__fps_serB_ale4__1,-0.6940110599,-1.119682364,-0.833433144
fps__fps_serB_ale4__2,-0.8051603462,-0.901789237,-1.1003709210000001
fps__fps_ptsI_ale1__1,-0.835464716,-1.143642203,-0.00754794
fps__fps_ptsI_ale1__2,-0.44573886770000004,-1.021100946,-0.09723271
fps__fps_ptsI_ale3__1,-0.2849476772,-1.117742182,-0.11823324
fps__fps_ptsI_ale3__2,-0.11825584160000001,-1.060744203,-0.08089368
pal__lyx_ale2_f6__1,0.0538894748,-0.56994114,0.12716825
pal__lyx_ale2__1,0.1606667618,-0.170801625,0.2282178
pal__lyx_ale2__2,-0.0229314699,-0.048104234,0.38792184
pal__lyx_ale4__1,1.8099526921,-0.829283996,0.58415851
pal__lyx_ale4__2,2.4345351861,-0.8496102390000001,0.5556892
pal__5drib_ale10_f18__1,-1.2999442469,-1.02470636,-0.0003006
pal__5drib_ale10_f18__2,-0.9042362565000001,-0.6902214510000001,0.11683728
pal__5drib_ale10__1,-1.3572547356,-0.6497227710000001,0.14772839999999998
pal__arab_ale14_f9__1,-0.0485699536,-0.416290093,-0.09257354
pal__arab_ale14_f9__2,0.0514470229,-0.42088552,-0.19532259300000002
pal__arab_ale14__1,0.3588286382,-0.515814493,-0.11235024
pal__arab_ale14__2,0.43963177270000003,-0.729164833,-0.250753793
pal__arab_ale16__1,0.4924453687,-0.34335473800000005,-0.11894923
pal__arab_ale16__2,-0.1542381343,-0.32172209500000004,-0.01857392
pal__tartr_ale26_f10__1,0.8248554755,-0.900372256,0.02474219
pal__tartr_ale26_f10__2,0.8229081638,-0.770861549,-0.00245833
pal__tartr_ale26__1,0.7701594922,-0.818975176,-0.19206146500000001
pal__tartr_ale26__2,1.0337587994,-0.9328512990000001,-0.30754464800000003
pal__tartr_ale28_f10__1,-0.3150205575,-0.602962279,0.34698808000000003
pal__tartr_ale28_f10__2,-0.1720190532,-0.615563525,0.37367118
pal__tartr_ale28__1,1.1812358291,-0.558789979,0.1366987
pal__tartr_ale28__2,0.6029439944,-0.933973245,0.60166266
efeU__delmenFentC_citr__1,-0.0307250589,-0.5172165280000001,-0.534901507
efeU__delmenFentC_citr__2,-0.09333943600000001,-0.6700824590000001,-0.603519482
efeU__delmenFentC__1,0.28866568200000003,-0.6641600630000001,-0.7964653580000001
efeU__delmenFentC__2,0.38897320220000003,-0.6697360640000001,-0.908130077
efeU__menFentC_ale39__1,-2.3950370164,-0.35551868200000003,-0.09145999
efeU__menFentC_ale39__2,-2.7930936432999998,-0.366704521,-0.13179099
efeU__menFentC_ale29__1,-3.5743789667,-0.632748877,-0.5994816740000001
efeU__menFentC_ale29__2,-3.5700234409,-0.392066685,-0.538618608
efeU__menFentC_ale30__1,0.0207902743,-0.25265711,-0.600696717
efeU__menFentC_ale30__2,-0.4329866962,-0.347697955,-0.438101106
efeU__menFentCubiC_ale36__1,0.6425163872,-0.44617885700000004,-0.48090030800000005
efeU__menFentCubiC_ale36__2,0.6686713603000001,-0.63145404,-0.45271494
efeU__menFentCubiC_ale37__1,1.1259102904,-0.6495298110000001,-0.670840219
efeU__menFentCubiC_ale37__2,0.9780107971,-0.5680613870000001,-0.594873506
efeU__menFentCubiC_ale38__1,-0.5644287907000001,-0.493694279,-0.616235756
efeU__menFentCubiC_ale38__2,-0.6640955963,-0.395977293,-0.5785718990000001
misc2__salc_glc__1,-0.7939010648,-0.663228515,-0.833017879
misc2__salc_glc__2,-0.9560415473,-0.44426790200000005,-0.596445972
misc2__dbcn_glc__1,3.4587797515,-1.110968722,-0.6600855800000001
misc2__dbcn_glc__2,2.8672254304,-0.7759658660000001,-0.357978826
misc2__tyr_glc__1,1.5178605862999999,-0.301265371,-0.298971465
misc2__tyr_glc__2,1.0815906898,-0.45924574300000004,-0.19549719000000002
misc2__arg_cytd__1,1.3864037336,-0.5977254350000001,-0.11291058
misc2__arg_cytd__2,1.1895588626,-0.37925026,0.01091234
misc2__delyheO_pyr__1,-0.5923083609,-0.730817903,-0.329367156
misc2__delyheO_pyr__2,-0.056147575000000005,-0.6505776010000001,-0.265798513
nquinone__delubiC__1,1.1856205881,-0.5708340590000001,-0.512474302
nquinone__delubiC__2,1.5377969269,-0.410835714,-0.5854467950000001
nquinone__ubiC_ale1__1,0.6158627261,-0.382963282,-0.316787639
nquinone__ubiC_ale1__2,0.8113208239,-0.5161166500000001,-0.7056606820000001
nquinone__ubiC_ale2__1,-0.0912475598,-0.642128558,-0.49513021700000004
nquinone__ubiC_ale2__2,0.0840802376,-0.512654378,-0.54066217
nquinone__ubiC_ale3__1,1.6910328359,-0.5859770320000001,-0.718789314
nquinone__ubiC_ale3__2,1.7709157351,-0.658407874,-0.7206711370000001
nquinone__ubiC_ale4__1,-0.1623734447,-0.532761339,-0.7132597260000001
nquinone__ubiC_ale4__2,-0.290501718,-0.517528026,-0.832615891
nquinone__delpdhR__1,0.5210757895,-0.594899598,-0.61021454
nquinone__delpdhR__2,0.8016074681,-0.814927342,-0.690636969
quinone__glu_ale4__1,1.0245981579,-0.40158552200000003,-0.5858226350000001
quinone__glu_ale4__2,0.7685349739,-0.09179359999999999,-0.459633292
quinone__delmenF__1,0.1843002084,-0.49246893300000005,-0.543314407
quinone__delmenF__2,-0.39266337760000003,-0.619288491,-0.55697934
quinone__menF_ale5__1,-2.5572922385,-0.103011051,-0.11873736
quinone__menF_ale5__2,-2.1948603923,-0.15881682500000002,-0.271896629
quinone__menF_ale6__1,-2.6340704358,-0.387477385,-0.251213265
quinone__menF_ale6__2,-2.6375447005,-0.330270249,-0.28022359
quinone__menF_ale7__1,-3.2509015185,-0.28460127500000004,-0.239088283
quinone__menF_ale7__2,-3.4401822426,-0.353885098,-0.24007878800000002
quinone__menF_ale8__1,-4.3461344124,-0.34405087300000003,-0.293070416
quinone__menF_ale8__2,-3.8519138121000003,-0.153868064,-0.15643021000000001
quinone__delmenFubiC__1,1.0335993173,-0.230429356,-0.591474595
quinone__delmenFubiC__2,0.8017887981,-0.20070907300000002,-0.530994328
quinone__menFubiC_ale1__1,-1.8162489526,-0.608838725,-0.772017441
quinone__menFubiC_ale1__2,-1.6727692361000002,-0.5009670110000001,-0.8959659860000001
quinone__menFubiC_ale2__1,-1.7626577023,-0.513825792,-0.74807274
quinone__menFubiC_ale2__2,-2.3324717614,-0.49098205,-0.8256734120000001
quinone__menFubiC_ale3__1,1.3200413292,-0.47562330100000005,-0.595460538
quinone__menFubiC_ale3__2,0.7505037296,-0.46854874500000004,-0.5125096
quinone__menFubiC_ale4__1,-2.9451860433,-0.028740425000000003,-0.05161478
quinone__menFubiC_ale4__2,-2.5800026102,-0.179102438,-0.07263012
oxyR__wt_glc__1,1.7653752529000002,-0.6967567330000001,-0.33352794900000005
oxyR__wt_glc__2,1.5050157462,-0.513556961,-0.39227363200000004
oxyR__wt_h2o2__1,1.0549719733,-0.6933902740000001,-0.361841295
oxyR__wt_h2o2__2,0.09192632270000001,-0.39955465100000004,-0.182218122
oxyR__glu_ale4__1,0.5339608324,-0.179762162,-0.198099154
oxyR__glu_ale4__2,0.44592916790000003,-0.22928988700000003,-0.33317734800000004
oxyR__glu_ale4_h2o2__1,-0.2529756814,0.012574788,-0.320259817
oxyR__glu_ale4_h2o2__2,-0.2816241226,-0.14673950500000002,-0.594564721
oxyR__oxyR_ale17__1,-0.7121974322,-0.306279692,-1.044904058
oxyR__oxyR_ale17__2,-0.1500632299,-0.359728918,-1.306451327
oxyR__oxyR_ale17_h2o2__1,-0.6281710344,-0.29697391100000003,-0.7764279900000001
oxyR__oxyR_ale17_h2o2__2,-0.0979304716,-0.40054792300000003,-0.8313491260000001
oxyR__oxyR_ale18__1,1.7983225925,-0.9224873560000001,-0.686656367
oxyR__oxyR_ale18__2,1.4474006628,-0.6734202920000001,-0.627897188
oxyR__oxyR_ale18_h2o2__1,0.6227281096,-0.571278889,-1.099327293
oxyR__oxyR_ale18_h2o2__2,0.0574508585,-0.5231458130000001,-1.061329247
oxyR__oxyR_ale19__1,2.1982864674,-0.951878215,-0.5646842320000001
oxyR__oxyR_ale19__2,1.6739982871999999,-0.495359213,-0.551117815
oxyR__oxyR_ale19_h2o2__1,2.3014188539,-0.8861619040000001,-0.672482958
oxyR__oxyR_ale19_h2o2__2,2.1502700405,-0.865286148,-0.6106520550000001
oxyR__oxyR_ale20__1,1.1976431943999999,-0.961585562,-1.6387177099999999
oxyR__oxyR_ale20__2,1.5032990055000002,-0.858577005,-1.66419519
oxyR__oxyR_ale20_h2o2__1,1.0347996055,-0.7786150540000001,-1.285907972
oxyR__oxyR_ale20_h2o2__2,0.7017137054,-0.6781086860000001,-1.30374052
svns_pgi__BmePgi24_15__1,0.9310510785,-0.664021186,-0.5522230490000001
svns_pgi__BmePgi24_15__2,1.1015736242,-0.666941341,-0.465293249
svns_pgi__BmePgi24_26__1,0.7525812126,-0.587667763,-0.38273847
svns_pgi__BmePgi24_26__2,0.5696003416000001,-0.602929602,-0.22991904200000002
svns_pgi__BmePgi24_41__1,-0.1438447062,-0.099606677,0.13985545
svns_pgi__BmePgi24_41__2,0.8352058763,-0.379633368,-0.35321191500000004
svns_pgi__BmePgi24_52__1,0.7514963894000001,-0.38221765,-0.65436418
svns_pgi__BmePgi24_52__2,0.8746973027,-0.5053872660000001,-0.512426213
svns_pgi__PaePgi2_34__1,1.1348961538,-0.520415802,-0.203319792
svns_pgi__PaePgi2_34__2,1.2394535101,-0.5403130460000001,-0.188660249
svns_pgi__PaePgi2_63__1,0.7543888065000001,-0.21477902000000001,-0.39849138300000003
svns_pgi__PaePgi2_63__2,0.906893465,-0.29099053,-0.371527153
svns_pgi__PaePgi24_54__1,1.3744315239,-0.48431488600000006,-0.544282715
svns_pgi__PaePgi24_54__2,1.7083090182,-0.38601140500000003,-0.442246464
svns_pgi__PaePgi24_90__1,0.717862269,-0.431995177,-0.497580556
svns_pgi__PaePgi24_90__2,0.48044672110000003,-0.566616187,-0.258708353
abx_media__m9_ctrl__1,0.24945874240000002,-1.485802363,-0.37417387500000004
abx_media__m9_ctrl__2,0.8142330152,-1.7576505980000001,-0.12623517
abx_media__rpmi_ctrl__1,-4.2899542234,-2.077525549,-0.35661470300000003
abx_media__rpmi_ctrl__2,-2.617175944,-0.851698386,-0.671837758
abx_media__camhb_ctrl__1,-1.5090475826,-1.569407843,-1.26582222
abx_media__camhb_ctrl__2,-1.0657164629,-1.608528411,-1.24608274
abx_media__m9_mero__1,0.8826166496000001,-2.936797985,-0.42951079600000003
abx_media__m9_mero__2,0.7728965668000001,-1.715883448,-0.7076635280000001
abx_media__rpmi_mero__1,-2.5115445485,-1.351291644,-1.369813513
abx_media__rpmi_mero__2,-3.0213966273,-1.616227043,-1.003024202
abx_media__camhb_mero__1,-1.1367188647,-2.235142073,-2.024460382
abx_media__camhb_mero__2,-0.8915256968,-1.769762444,-2.102466215
abx_media__m9_trisulf__1,-0.3348405671,-1.4303128470000002,-1.1510036590000001
abx_media__m9_trisulf__2,-0.0048318482,-1.087978807,-1.14110746
abx_media__rpmi_trisulf__1,-2.3781400435,-1.305229444,-1.548819377
abx_media__rpmi_trisulf__2,-2.175905487,-1.307586209,-1.640190636
abx_media__camhb_trisulf__1,-0.8328758652,-1.146298086,-1.601520266
abx_media__camhb_trisulf__2,-0.3045398896,-1.278782733,-1.6466810230000002
abx_media__m9_cef__1,-0.0010084496,-0.992012282,-0.700302598
abx_media__m9_cef__2,-0.014640949700000001,-1.119565635,-0.7375415590000001
abx_media__rpmi_cef__1,-1.3681010799,-0.8785591150000001,-2.298123142
abx_media__rpmi_cef__2,-1.1323119319,-1.127314423,-2.291802374
abx_media__camhb_cef__1,0.6131346566,-0.47729631800000005,-1.6032851030000002
abx_media__camhb_cef__2,0.5867298437,-0.661358112,-1.668433162
abx_media__m9_cipro__1,0.8104670258000001,-1.378038425,-0.548736022
abx_media__m9_cipro__2,0.7154283853000001,-1.4969091350000001,-0.448751805
abx_media__rpmi_cipro__1,-1.6848582217999999,-1.534039731,-2.438067425
abx_media__rpmi_cipro__2,-2.1126475741,-1.690676393,-1.949130647
abx_media__camhb_cipro__1,-0.1560473382,-1.958933192,-1.759419408
abx_media__camhb_cipro__2,-0.36106322350000003,-2.007418446,-1.832295124
hot_tale__42c_ale3_30c__1,1.4925158612,-0.9143249950000001,-0.16828395100000001
hot_tale__42c_ale3_30c__2,0.8393343395,-0.7768844420000001,-0.15808277
hot_tale__42c_ale3_37c__1,1.7829841001000002,-0.52325502,-0.174052737
hot_tale__42c_ale3_37c__2,2.4326013178,-0.8691709240000001,-0.300134351
hot_tale__42c_ale3_44c__1,0.1312047166,0.025821921,-0.35372308700000005
hot_tale__42c_ale3_44c__2,0.3567721198,0.055959896,-0.41834804600000003
hot_tale__hot_ale3_mid_30c__1,2.3348344756,-1.058753527,-0.41948003300000003
hot_tale__hot_ale3_mid_30c__2,1.7743380022,-0.71332445,-0.341984428
hot_tale__hot_ale3_mid_37c__1,2.4282131961,-1.31853404,-0.625350668
hot_tale__hot_ale3_mid_37c__2,1.7150606891,-0.9733163850000001,-0.39104282500000004
hot_tale__hot_ale3_mid_44c__1,-0.5462765365,-0.20794141200000002,-0.6706296860000001
hot_tale__hot_ale3_mid_44c__2,0.21585921260000002,-0.074570879,-0.37252681
hot_tale__hot_ale3_30c__1,1.32411223,-1.096106751,-0.6673598620000001
hot_tale__hot_ale3_30c__2,1.1461293123,-0.860422059,-0.56107188
hot_tale__hot_ale3_37c__1,1.0900851967,-0.8579186740000001,-0.5495812760000001
hot_tale__hot_ale3_37c__2,0.8043567473000001,-0.8561164170000001,-0.518447031
hot_tale__hot_ale3_44c__1,-0.8819567581000001,-0.43180959100000005,-0.535002082
hot_tale__hot_ale3_44c__2,0.1591626199,-0.286093143,-0.652296745
hot_tale__hot_ale4_30c__1,-3.3352964499,-1.004031286,-0.00211112
hot_tale__hot_ale4_30c__2,-2.7189506843,-0.7957695730000001,-0.07023604
hot_tale__hot_ale4_37c__1,-2.8017378549,-0.966836797,0.06492154
hot_tale__hot_ale4_37c__2,-2.2807048765999998,-0.7485801999999999,-0.02175881
hot_tale__hot_ale4_44c__1,-1.9226682012,0.31122120400000003,-0.38030602100000005
hot_tale__hot_ale4_44c__2,-2.5890479322,0.172645436,-0.335214181
hot_tale__hot_ale8_30c__1,1.5994974605999999,-0.853895084,-0.235860745
hot_tale__hot_ale8_30c__2,1.6380891203,-0.7283028300000001,-0.23975657900000003
hot_tale__hot_ale8_37c__1,1.3609893833,-0.839624239,-0.212132966
hot_tale__hot_ale8_37c__2,1.2961748474,-0.668043369,-0.168522109
