,-0.039237094985002524,0.039237094985002524,0.11771128495500757,0.19618547492501262,0.2746596648950177,0.3531338548650227,0.4316080448350278,0.5100822348050329,0.5885564247750379,0.6670306147450429,0.745504804715048,0.8239789946850531,0.9024531846550581,0.9809273746250631,1.0594015645950683,1.1378757545650733,1.2163499445350783,1.2948241345050833,1.3732983244750883,1.4517725144450935
thresh,-0.07847418997000505,0.07847418997000505,1,,,,,,,,,,,,,,,,,
unreg,2173,2036,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],['yicR'],[],[],[],[],[],[],[],['ybgU'],[],[],[],[],[],[],[],[],[]
