locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4735,0.7118560070000001,ybgU,protein YbgU,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b3638,0.0877906522,yicR,RadC-like JAB domain-containing protein YicR,Amino acid transport and metabolism,yicR-rpmBG-mutM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11312
