,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-4.625929269271485e-18,0.18007397506858497,3.0,0.0,0.2073663993,2.0,-0.0904159909,4.0,-0.11695040840000001,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.3269891073,0.3387140583145224,3.0,1.0,0.6983621932,3.0,0.2475510307,5.0,0.035054098,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,1.068444285425,0.40211393151558583,4.0,6.0,1.4169701319,20.0,1.1600427917,40.0,1.2078063478,63.0,0.48895787030000004,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.07103188510000001,0.04547130277537308,4.0,7.0,0.040503805500000004,33.0,0.0542505068,81.0,0.13867665510000002,82.0,0.050696573,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,1.1719523999249999,0.8957826003574588,4.0,8.0,0.5960507179,51.0,2.3073059337,65.0,1.4535177621,76.0,0.33093518600000005,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,0.8904164665666667,1.4109870045139905,3.0,9.0,0.0670801406,22.0,0.0845164394,49.0,2.5196528197,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.73337873185,0.05104858220908089,2.0,10.0,0.7694755305000001,26.0,0.6972819332,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,0.5165657979,0.3991241864237534,3.0,11.0,0.2875509999,54.0,0.2847145924,83.0,0.9774318014000001,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,1.3396660889499998,0.7243399174458107,4.0,12.0,0.6347354761,48.0,2.3329845548,64.0,1.3516970446,78.0,1.0392472803,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.542366524675,0.162797438989811,4.0,13.0,0.4867092617,38.0,0.7496950473,67.0,0.36183112,72.0,0.5712306697,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.8985783672000002,0.2966865873864102,3.0,14.0,0.9767961484000001,41.0,1.148319637,85.0,0.5706193162000001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,1.2617390558000001,0.20089684454855583,4.0,15.0,1.2905824559,52.0,1.401204856,71.0,0.969459515,80.0,1.3857093963,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,1.6628142698000001,0.7390019693484994,3.0,16.0,1.1552049903000001,53.0,2.5106504956,77.0,1.3225873235,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,1.8440001199666665,0.8638661548552915,3.0,17.0,1.0384567185,50.0,2.7562711875,66.0,1.7372724539000002,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,1.7161485039000002,0.6027056573713081,3.0,18.0,1.0265299739,25.0,2.1420368768,62.0,1.979878661,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.457888831075,0.21046459884481858,4.0,19.0,0.5376279945,28.0,0.6269957066,56.0,0.1504789309,73.0,0.5164526923,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,2.0523932699,0.17469665651006858,4.0,21.0,1.7968362246,34.0,2.1392033638,45.0,2.0894719109,58.0,2.1840615803,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,0.9554570356000001,0.12177321707860962,4.0,23.0,0.8653351333,42.0,0.9471545864,70.0,0.8792666899,79.0,1.1300717328,,,,,,,,,,,,,,,,,,,,
