,Value,list
TF,ComK,
reg_genes,74,"['S368' 'S124' 'csrA' 'noc' 'mreC' 'ssbA' 'S1353' 'mreB' 'S605' 'sbcC'
 'rpsF' 'flgM' 'maf' 'yvrO' 'sbcD' 'mreD' 'addB' 'yviE' 'recA' 'thdF'
 'yvyG' 'S1578' 'bdbD' 'yvrP' 'flgL' 'yvyF' 'gidA' 'yhjC' 'S378' 'addA'
 'radC' 'bdbC' 'minC' 'yvrN' 'S1575' 'minD' 'gidB' 'kre' 'rpsR' 'fliW'
 'yhjB' 'hlpB' 'S1577' 'flgK']"
comp_genes,49,"['yckA' 'S1579' 'S1583' 'sacY' 'sacX' 'S1458' 'S413' 'S962' 'coiA' 'S1354'
 'S1175' 'S125' 'S1398' 'S98' 'yckB' 'ycbP' 'S1' 'hxlR' 'dprA']"
both_genes,30,"['comGE' 'yyaF' 'phrH' 'S925' 'S367' 'comGA' 'nucA' 'S122' 'comEB' 'comFA'
 'comGB' 'comGD' 'comGF' 'ssbB' 'comGG' 'comEC' 'ybdK' 'comEA' 'comK'
 'S245' 'spoIIIL' 'S963' 'comC' 'comGC' 'rapH' 'S366' 'comFC' 'nin'
 'S1399' 'comFB']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,27,
comp_ops,19,
both_ops,13,
