,A,LsrR,RpoS,Crp
SRX5204057,1.3858948202999999,0.8067438728,0.31144163620000004,0.13476163600000002
SRX5204058,1.336905125,0.8416175091,0.3127912652,0.1271931801
SRX5204059,0.6231718802,0.7500683847,0.1760007295,0.3101981754
SRX5204060,1.0278362096,0.64857273,0.454210979,0.16749059400000002
SRX5204061,0.0007389784000000001,0.29830325950000003,0.6235460537,0.2033144985
SRX5204062,0.0258410084,0.5398016446,0.1208037019,0.0350800225
SRX5204063,0.39479299560000003,0.3625257223,0.4877615953,-0.018607714600000002
SRX5204064,0.0878379672,0.3839857607,0.5163905927,0.0177745832
SRX5204065,1.6639870906,1.1966567918,0.6884772919000001,0.1296212176
SRX5204066,2.2966461211,1.1980524903,0.7122389416,0.0410003929
SRX5204067,2.6980708927,1.2168085564,0.6396841639,0.1329939336
SRX5204068,0.3217111254,0.49147159830000003,-0.1261035513,-0.0046637408
SRX5204069,-0.1089757761,0.2945291568,0.38388275310000003,-0.0345939636
SRX5204070,0.8003895270000001,0.4868612168,0.2827863503,-0.0639964626
SRX5204071,0.7640517719000001,0.08205900990000001,0.7819781372,0.2637505564
SRX5204072,0.4671517898,-0.0102341887,0.6750482209,0.1366857256
SRX5204073,1.31995056,0.1411296621,0.8001322815,0.12908140170000001
SRX5204074,2.2304928947000002,0.2925171345,0.787458333,-0.0130459532
SRX5204075,0.06388289330000001,0.5026477253,0.2597792446,-0.051017588700000005
SRX5204076,0.3814079479,0.0460362282,0.8436964682,-0.0771750924
SRX5204077,0.5740934219,0.3831449055,0.5144514775,0.0070308263
SRX5204078,1.0493408309,0.41891070760000004,0.6103281862000001,-0.0562055273
SRX5204079,0.2825009961,0.2640415144,0.5001794788,-0.019864096300000002
SRX5204080,1.326737241,0.6158199015,1.2035249776999999,0.1456210242
SRX5204081,1.6058263564000002,0.2674905358,1.2661395327,0.0296414633
SRX5204082,0.5840914198,0.13363358890000002,1.16465461,0.1012229557
SRX5204083,-0.8801028442000001,0.38132444730000004,0.3070321777,0.0599384649
SRX5204084,-0.6720125025,0.15013310800000002,0.3451877582,0.1659899168
SRX5204085,-0.42544529550000004,0.3254102544,0.3989484895,0.13117654180000002
SRX5204086,-0.9320499515,0.1387809684,-0.3712610376,-0.45115989980000004
SRX5204087,-0.5993350934,-0.2390206828,0.0945027819,-0.042227577700000005
SRX5204088,-0.5038458104,0.0412470688,-0.3559708344,-0.3036384238
SRX5204089,0.0907653129,0.2883549603,0.1728373939,0.0831416516
SRX5204090,-0.1555933261,-0.3317080289,0.3912909238,0.1639234027
SRX5204091,0.332755269,0.36763279200000004,0.2723628656,-0.0031211273
SRX5204092,-0.4205310821,0.5872218479,0.0722377781,-0.0810982225
SRX5204093,-0.3163337197,0.5841835396,0.1366100778,-0.1099524013
SRX5204094,-0.1526005008,0.2530405204,0.46169277950000004,0.0403956206
SRX5204095,0.10449198230000001,0.1805540158,0.17100117450000002,0.2016413779
SRX5204096,-0.3568122271,-0.5250382130000001,-0.3040600283,-0.2203103585
SRX5204097,0.2523202448,0.3444841972,0.13305885380000002,0.0186689805
SRX683459,-0.402731214,-0.0989963554,-0.1036135371,-0.0666339028
SRX683460,0.4501718422,0.2180104924,1.8095372007,0.503766096
SRX683461,0.0628522644,-0.1485015465,-0.3329100937,-0.1321270107
SRX683462,-0.8977426046,0.5972574284000001,1.576321233,0.4881845549
SRX683463,0.33987894960000004,0.2474979019,0.4365236308,0.1987609135
SRX683464,1.5078560463000001,0.4097743486,1.7365836246000002,0.5070739993
SRX683465,-0.5498810458,-0.1699594079,-0.7739175568000001,-0.8734644257
SRX683466,0.4412843904,0.22817436530000001,0.5272466452,0.0105121308
SRX683467,0.1004615178,0.037825,-0.7396419659,-0.3758395962
SRX683468,0.3926186721,0.0732920926,0.5665940065,-0.080117849
SRX683469,0.2955040162,-0.1416248418,-0.27680535,-0.5751663553
SRX683470,1.180802677,0.08337143450000001,0.6392348118,-0.1688967908
SRX322077,1.2147184063,-0.1307867779,0.1685960022,-0.0693545751
SRX322078,1.2677361986,0.0154481237,-0.1299500352,-0.33321683020000004
SRX322079,0.0759752492,0.23728243910000002,-0.1740936811,-0.0393089613
SRX322080,0.9708774749,-0.0298538734,0.016899559,-0.099687806
SRX322081,1.0302156556,0.4857987563,-0.023671544500000002,0.25691065290000004
SRX322082,1.3044331542,0.2868395911,0.050678763,0.162327729
SRX322083,0.4858730251,0.1256916399,-0.1300246802,0.2204930321
SRX322084,0.0239427478,0.0543408539,0.1115131822,-0.4360373755
SRX322085,-0.5098157729,-0.1800324938,0.018511498,0.2155443434
SRX2708592,-3.29817315,-0.3291997149,-0.7990890634000001,-1.2995977401
SRX2708593,-1.5795472715,0.2715682354,-0.5456499056,-1.3858488461
SRX2708594,-2.1272060469,0.0505196716,0.1931737134,-1.1551255076
SRX2708595,0.38073281940000003,-0.027703826600000002,-0.062391286000000004,-0.0264047357
SRX2708596,0.2209887493,-0.1517810015,0.09866804700000001,0.1464903964
SRX2708597,-0.6017215688,0.1794848281,-0.036276761000000005,-0.1200856607
SRX2708598,1.3378028328,0.30237845150000003,-1.1324579805,-0.2522707463
SRX2708600,0.488112378,-0.17122640120000002,-0.5716598474,-0.2711134562
SRX2708601,1.8762358797,-0.2797553754,-0.5384028595,-0.0595239595
SRX2708602,2.0221762765,-0.5948056230000001,-0.0165785062,0.5050291552
SRX2708603,2.5315245058,-0.1944601872,-0.0691198381,0.0660056332
SRX3073814,-0.722543499,-0.7601771354,0.3844655105,-0.13018558560000001
SRX3073815,2.3998034681,-1.8310491212,-0.8757333977,-1.1339696385
SRX3073816,3.874983448,-2.1149619286,-0.5311502529000001,-2.4550083112
SRX3073817,4.3970774127,-2.9042692234,-0.5721218595,-4.1870252178
SRX3073818,3.7164663572,-2.6224054582000003,-1.2941337247,-3.2111292318
SRX3073819,0.9478215166,0.21412716310000002,-0.06365320990000001,0.3613869819
SRX3073820,5.3944898649,-1.2980799426,0.1795351437,-0.6674396287000001
SRX3073821,4.6900533456,-1.8723297274,1.0981206411,-2.2221447579
SRX3073822,2.5367202621000002,-2.9363777737000003,0.3371587079,-3.4198734015
SRX3073823,1.8880907742000002,-2.5811845999000003,0.1848873779,-3.2339359789
SRX3073824,0.722543499,0.7601771354,-0.3844655105,0.13018558560000001
SRX3073825,4.781053194,-0.7758956696,0.3142790124,-1.2511893155
SRX3073826,5.1098380187,-1.9252779837,0.44154563750000003,-2.3292575708
SRX3073827,5.6205685687999996,-2.2228577297,0.2787898697,-4.1135135934000004
SRX3073828,4.8220996908,-2.1156609268,-0.8792811828,-3.434645459
SRX3073829,-0.24625813800000002,-0.5632713299000001,-0.24691737160000002,0.1876233269
SRX3073830,4.6650791746,-1.0332713563,0.7670260286,-1.1638283926
SRX3073831,3.2907245163,-2.9487705648,0.2563131363,-2.0312934097
SRX3073832,2.6951112715,-3.1516905585,0.59706098,-3.5341055024
SRX3073833,1.5152335666,-1.386643138,0.3531091729,-3.0369515843
SRX2391456,-0.0710359547,0.1657959894,0.213414118,0.1036371583
SRX2391457,-0.4990291828,-0.2629800177,-0.22549421890000002,-0.2296760947
SRX2391458,-0.7656238336000001,-0.2113814671,-0.058439903700000004,0.0383571309
SRX2391459,-0.7837120265,-0.2786765444,-0.16247405180000002,0.0360981407
SRX2391460,-0.5974954560000001,-0.2423947217,-0.1317305358,0.0112518975
SRX2391461,-0.6708321447000001,0.0010355735,-0.028977580200000002,0.0065400067
SRX2391462,-0.42874340790000004,0.0495206175,-0.0269183526,0.0613117897
SRX2391463,0.4738746808,0.24656411900000003,0.0030864833,0.0752505852
SRX2391464,0.3503251097,0.1641153387,-0.1260736549,0.0646232551
SRX2391465,-0.7864235638,-0.2411308419,-0.0071009044,0.0745769649
SRX2391466,-0.7768077348,-0.1265635582,-0.07065822220000001,0.0132959954
SRX2391467,-0.1119026496,-0.0691281749,-0.0439860596,0.0309166155
SRX2391468,-0.3589460443,-0.20638504130000002,0.0331372216,0.050854043200000004
SRX2391469,-0.1338125302,0.1426968669,-0.0420898373,0.0781229599
SRX2391470,0.0296808878,0.1345455104,0.6090305182,0.269221989
SRX2391471,-0.0415690978,-0.2423714469,0.16230046850000002,0.0489485095
SRX2391472,-0.2079137324,-0.213999728,0.2343889959,0.2725286431
SRX2391473,-0.7297044665,-0.46246888280000004,0.0016003146,0.079938994
SRX2391474,-0.7825175914,-0.2976457776,-0.10262556490000001,-0.0319597258
SRX2391475,-0.082309035,-0.2794419563,0.263338674,0.2169729199
SRX2391476,0.414045765,-0.0405977178,0.3080094476,0.3349589161
SRX2391477,-0.8600944751,-0.16278752770000002,-0.053261284000000006,0.1103821889
SRX2391478,-0.6570485794,-0.0678170785,-0.0478062818,0.3563764866
SRX2391479,0.6258114918000001,0.1469796787,0.24986148560000002,0.3086663712
SRX2391480,-0.9155865316,-0.48333442730000004,0.2597858686,0.48358926430000004
SRX2391481,-0.5129958172,-0.0919101647,0.1956587998,0.3481544716
SRX2391482,-0.5192333554,-0.0995950825,0.3444429299,0.48077671120000004
SRX2391483,-0.7014555145,0.0220753528,-0.0919173263,0.2107291755
SRX2391484,-0.21962658540000002,-0.24084959860000002,-0.1559284193,-0.0935369191
SRX2391485,-0.8940215015,-0.49954755370000004,-0.3117323329,-0.24873146470000002
SRX2391486,-0.6373665754,-0.5721716697,-0.3549788984,-0.2016487162
SRX2391487,-0.3547890601,-0.22733008770000002,-0.2191486229,-0.14117476780000002
SRX2391488,-0.5987295486,-0.2592068852,-0.2554337699,-0.126103141
SRX2391489,-0.7304039275,-0.2657730337,-0.15975841840000002,-0.1334760396
SRX2391490,-0.7440156201,-0.3144294096,-0.15243856690000002,-0.0672349899
SRX2391491,-0.4354887785,-0.1534144837,-0.14854090690000002,0.0576004129
SRX2391492,-0.6865120374,-0.06353285360000001,0.0533523106,0.2009926933
SRX2391493,-0.9193406107000001,-0.1590573587,-0.0942249879,0.1707298308
SRX2391494,-0.2488889021,-0.0241724453,-0.06799396270000001,0.0692396961
SRX2391495,0.1119026496,0.0691281749,0.0439860596,-0.0309166155
SRX2391496,-0.4137018765,-0.1734360026,-0.0276449604,-0.0359995768
SRX2391497,-0.0810660762,0.0340930491,-0.1012084702,0.058544858000000005
SRX2391498,0.5264731656,-0.0678090948,0.30589295710000003,-0.048752147
SRX2391499,0.0985157396,-0.0979405975,0.0795924583,0.0814724538
SRX2391500,-0.6527402348,-0.2169261506,0.0206000678,0.14086945920000002
SRX2391501,-0.9197150507,-0.3245112714,-0.3247070877,-0.0582763844
SRX2391502,-0.9656231592000001,-0.5057337905,-0.39807763690000003,-0.2331385879
SRX2391503,-0.8054669417,-8.47918e-05,0.045134451900000004,0.0354719414
SRX2391505,-0.334545292,-0.3499394179,0.1301877645,0.305318221
SRX2391506,-0.7979551679,-0.2582434509,-0.13219797960000002,0.0945138693
SRX2391507,-0.7536612300000001,-0.2004362706,-0.2535108333,-0.0124149267
SRX2391508,-0.2335222659,-0.08962444,0.48425317040000004,0.3356911857
SRX2391510,-0.3073151588,-0.18045474290000002,0.2794221789,0.41076687230000003
SRX2391512,-0.5601445385,-0.3859547904,0.3854533687,0.3983587121
SRX2391513,-0.5292122477,-0.26927675500000003,0.1738750254,0.2226821065
SRX2391514,-0.8426805473000001,-0.0274728248,0.019325781900000002,0.03072544
SRX5632598,2.3346076489,1.8540597227000002,0.9622415594,0.9297661229
SRX5632599,1.5446068423,0.5740649875,0.7550729143,0.5458194559
SRX5632600,5.1926773163,2.3110576596,1.8153011222000002,0.8896791535
SRX5632601,6.07087406,2.9507083612000002,1.6305390598,0.7544298497
SRX5632602,5.5270149146000005,2.8447737397,2.66022843,0.9083268103000001
SRX5632603,5.6751365342,3.3481140435,2.0770640183,0.8378540299
SRX5632604,5.3153124279,3.2695635427,2.5665020116,1.2087494064
SRX5632605,5.2460046619,2.4922248725,2.8456212339,1.1494446188
SRX5632606,2.7399944861,1.7104963742,1.1736554388,0.7221774194
SRX5632607,1.5991203405999999,1.1675825971,0.2661366081,0.3322589038
SRX5632608,0.319157589,-0.7129767066,-0.0111502136,-0.0405799602
SRX5632609,-0.3388083146,0.7075685461,0.2054542597,0.0211711041
SRX5632610,0.5630199676000001,-0.8431102587,0.7391266073,0.32684287360000003
SRX5632611,0.019650725600000002,0.0054081605,-0.19430404610000002,0.019408856000000002
SRX5632612,0.9674745217,-0.1721295427,0.7199340907,0.3689308805
SRX5632613,0.3753400993,0.5641044540000001,1.2277820302,0.221949515
SRX5632614,1.2272001499,-0.6837219784,0.0215407991,0.1618995187
SRX5632615,-0.026169912400000002,1.0676135777,-0.0150692206,0.2420582473
ERX2874132,-1.3636159571,0.2638674408,0.0663741888,0.4265026615
ERX2874133,-2.0990607793,-0.0134998488,0.4506381236,0.7271404589
ERX2874134,-29.246122681,-6.4640216678,0.28768228490000003,0.8519065269
ERX2874135,-26.9365056549,-5.4713027481,0.1535386401,0.5921076495
ERX2874136,-30.3343924562,-6.5610466716,0.15565523180000002,1.0354136519
ERX2874137,-29.7347040361,-5.7189581416,0.131350726,0.7451035267
ERX2874138,-12.1860476012,-2.2849839772,0.7917607625,0.8182462086000001
ERX2874139,-9.8016412257,-1.4721774225,0.6527340802,0.7045028161
ERX2874140,-0.19654162700000002,-0.0060846447,-0.0220604303,-0.139956359
ERX2874141,0.19654162700000002,0.0060846447,0.0220604303,0.139956359
ERX2874142,-25.6814009947,-5.5888887151999995,1.0835072224,0.5908025523
ERX2874143,-27.1885263698,-5.6758677674,0.9596565713,0.9994652368
ERX2874144,-10.8165685812,-2.1680469847,0.5855899905,0.7827099169
ERX2874145,-11.9831087173,-2.3290270128,0.5974975256,0.7206732189
ERX2874146,-4.164624036,-0.5108505345000001,0.3973549986,0.5565290979
ERX2874147,-4.5482827289,-0.7360670496,0.3463440169,0.5652993358
SRX1300292,-0.8446002915,0.0131897969,0.0319115236,-0.2183604482
SRX1300293,0.8446002915,-0.0131897969,-0.0319115236,0.2183604482
SRX1300299,-0.7323930408,0.28890011930000004,0.1755425277,0.0496916416
SRX1300300,-0.2703391612,-0.9344185577,0.024489941100000003,0.2503393265
SRX1300304,-0.5348531345,-0.13594016650000001,-0.2854373702,0.39555321730000004
SRX1300305,-0.6954157315,-0.4196970507,0.3764522019,0.11605645020000001
SRX1300306,-0.5737443834,-0.0429673553,0.2949215998,0.2931170004
SRX1300310,0.1591534101,-0.1768588261,-0.0268914219,0.3087574011
SRX1300311,0.7205667525,0.028665344800000003,0.056630553900000005,0.0756466625
SRX7291195,1.7472435831,1.2683556884,0.8425441532,0.2997067975
SRX7291196,1.6347999875,1.1394852704,0.6879051231000001,0.2171652813
SRX7291197,1.5349226005,0.9260821745000001,0.6686345142,0.20048826090000002
SRX7291198,0.0628932054,0.12913199590000002,-0.5242501190000001,0.0055111309
SRX7291199,-0.22486264800000003,0.0453649167,0.3029605819,0.0383910612
SRX7291200,0.1619694427,-0.1744969126,0.22128953710000002,-0.0439021921
SRX7291201,1.9888593321,1.0121439685,0.5729494946,0.2526018277
SRX7291202,1.8067552155,1.2716180819,0.8031390428,0.270288277
SRX7291203,1.6899414972,1.2221253739,0.5992687779,0.2825423364
SRX7291204,-0.09865536400000001,0.2173636223,-0.2291631891,0.1877512114
SRX7291205,-0.1036119218,0.3078042852,-0.18907728040000002,0.1650360705
SRX7291206,0.051418945300000005,0.4585562523,-0.1244349435,0.1449864971
SRX2436955,0.336465159,0.3899501381,1.097039597,0.45212262210000004
SRX2436956,-3.8629338535,-0.5014200771,-0.9273947829,0.0515482653
SRX2436957,-4.7935832803,-1.0587066869,-1.0439189205,0.1563578091
SRX2436958,-3.5649914773,-0.5986272094,-0.8374599219000001,0.2851965476
SRX2436959,-0.4166146911,-0.1899983513,-0.0241568321,0.1360930215
SRX2436960,0.3471127902,0.989730458,-0.0860494442,0.1526137479
SRX2436961,-1.0020202055,0.3002282486,-0.2103483814,0.7470542054
SRX2436962,-1.6264536043,0.019055489300000002,-0.7525754931,-0.0330759678
SRX2436963,-1.24941191,-0.1352211869,-0.0423046222,0.0921125297
SRX2436964,-0.36069208890000004,0.6365635590000001,-2.0566938058,0.0459686345
SRX2436965,-6.7341883969000005,-2.2167074022,-0.9828317065000001,-1.7381250601
SRX2436966,-2.0880848908,0.0723851999,-0.5097708088,0.1060124781
SRX2436967,-0.7255794136,0.3248779878,-0.2337895701,0.7565786075
SRX2436969,-1.7249866632000002,0.08742880430000001,0.5081283672,-0.0206086192
SRX2436970,-1.8329605597,0.0926219769,-0.47408949180000004,0.2191212157
SRX2436971,-0.35720692600000004,0.3892251601,-0.6043009345,0.701250519
SRX2437029,-1.1635005253,0.4788002128,-0.6240025128000001,0.0061447768000000005
SRX2437030,-0.3082305971,-0.3039244686,0.9201684831,0.5616911087
SRX2437031,-2.0982571922,-0.8930338859,0.4262621594,0.2075206627
SRX2437032,-1.3495364374,-0.3681324479,-0.0907873793,0.07605606050000001
SRX2437033,3.4981952368,0.8610196709,-0.6271696783,-0.0229880917
SRX2437034,-6.4507009859,-2.1312810001,-0.9878038137,-1.7211272316000001
SRX2437035,-3.2156832433,-0.5119973212,0.1061579939,0.33539129840000004
SRX2437036,-3.4400919791,-0.7449447484,0.0811030881,0.37333806010000004
SRX2437037,0.46887759040000004,1.2132557391,-1.4706241186,0.1027974094
SRX2437038,-1.6362944906,0.1448437179,-0.4671100716,0.2542201101
SRX2437039,-1.2500550408,-0.49012275390000004,0.291305217,0.1532453091
SRX2437040,-3.3713498790000003,-0.729470806,0.0806200884,0.3624937381
SRX2437041,0.3375637555,0.2117509319,1.2349298928,0.5062765036
SRX2437042,1.3667519691,0.0475328865,-0.5168503485,-0.3269025847
SRX2437043,0.9464013785000001,0.9639149497,-1.5198680512,0.09219357800000001
SRX2437044,3.2239147287,1.0805272641,0.0755731168,-0.2945282879
SRX4705203,0.7960016767,-0.2276924723,0.6045900864,-0.385355987
SRX4705204,3.0278975883,0.2994293445,0.6665521292000001,-0.6930073795
SRX4705205,3.1044534652,0.1119758502,0.5463657323000001,-0.7755713976
SRX4705206,3.0277995091,-0.1736729262,0.6278999625,-0.6576656106000001
SRX4705207,3.7395244744,0.8344416785000001,1.5070312818,-0.1341736427
SRX4705208,-0.9227440353,-1.4683104902,0.8280153045,-0.5635110724
SRX4705209,3.9418404072,0.7998214626,1.5406839391,-0.1045202598
SRX4705210,2.5974573905,0.3135814433,2.2125833362,-0.5514972085000001
SRX4705211,2.6443603085,0.244676779,1.7876219128000002,-0.5907591781
SRX4705212,2.5001133543,0.22268966,1.9715246501,-0.5379723588
SRX4705213,0.280334454,-0.1490791874,-0.2027626566,0.5884298837
SRX4705214,-0.8845066337,-0.6499847216,-0.1722772558,0.5233414408
SRX4705215,0.6755026758,0.24830535450000002,-0.0238262804,-0.4463507494
SRX4705216,-0.7196230711,-0.36471604690000003,-0.3323414589,0.4678437997
SRX4705217,0.30796520920000003,0.6237488225000001,0.09276473390000001,-0.7475887920000001
SRX4705218,0.3403273657,0.2917257789,0.6384429179000001,-0.38567558290000004
SRX4705219,2.1343468359,-0.334278625,1.0306032465,-0.31419254
SRX4705220,1.3258514336,-1.0043933021,1.0620790756,-0.1236678575
SRX4705221,4.5596388454,0.9652301504,1.1761166277,-0.7518707576
SRX4705222,2.8078132209,-0.3873377712,1.0781661632,-0.10341932470000001
SRX4705223,0.4752694905,-0.2940467453,0.5970242542,-0.31786441590000003
SRX4705224,-0.0431072678,-0.5983740032,0.41313108940000004,-0.5855978821
SRX4705225,2.1309729314,0.028762257700000002,0.6560503050000001,-0.9927383484000001
SRX4705226,2.7755977646,0.3920247806,0.5163063446,-1.0770436531
SRX4705227,3.3012595564,0.28724237150000004,0.5921911449,-0.9319843065000001
SRX4705228,3.4854629385,0.33009381590000003,0.4145018807,-0.3099510565
SRX4705229,3.5215768155,0.21186414110000001,0.3385546109,-0.5033890871
SRX4705230,1.5210040061,-0.3275856391,0.6707933292,-0.43552663960000004
SRX4705231,4.3914059692,0.9822873583,1.0105470486,-0.9039885132000001
SRX4705232,3.1266065221,0.4037243057,1.2598023969,-0.882397812
SRX4705233,10.067840808,2.2222245129,1.8700815334,-0.1968594431
SRX4705234,2.0708881499,-0.1969197024,1.2053437335,-0.0757624216
SRX4705235,-0.4785086102,-0.3532814549,0.8512096507,-1.1352115054
SRX4705236,3.0749460149,0.6616669001000001,1.0336142905,-0.1630694594
SRX4705237,-0.6123583037,-0.5987592212,0.8297124726,-1.1430905682
SRX4705238,-0.4883634336,-0.28208207350000003,0.9577840338,-1.1479592129
SRX2038319,0.7185533363000001,0.1145110728,0.6428626927000001,0.0216952277
SRX2038320,0.8003808445,0.2553188791,0.5569332490000001,0.0089552738
SRX2038321,1.05644795,0.5837667073,0.45583812900000004,-0.029136735400000002
SRX2038322,-0.2300131856,-0.0040185876,-0.0059625017,-0.22346250180000002
SRX2038323,-1.1062941252,-0.4809166984,-0.7958093834000001,-0.5950074874
SRX2038324,-1.4211793801,-0.44553166990000004,-0.9913625079,-0.2819178846
SRX2038325,0.3939843215,0.1641768308,0.8636873724,-0.2129587413
SRX2038326,-0.0151442937,-0.3569641905,0.9692145481000001,-0.6664505470000001
SRX2038327,1.2337384931,0.028374655300000003,0.5484635499,-0.2899666271
SRX2038328,0.9329631904000001,0.0538431677,0.47975582850000004,-0.0956451908
SRX2038329,0.09979348610000001,-0.3484032427,0.0560243226,-0.534902734
SRX2038330,-1.9015028986,-0.2449487515,-0.4189636936,-0.09387450950000001
SRX2038331,-0.7485152355,-0.3053013087,-0.9782229419,-0.4795015226
SRX2038332,0.4262580687,0.4932510161,0.5822594640000001,0.3381492062
SRX2038334,-0.8692939935,-0.8331875291,-1.0677223828,-0.2479411708
SRX2038335,-1.7554690715999999,-0.6710072185,-0.6452112251000001,0.1803691418
SRX2038336,-0.8505479944000001,-0.0824961154,0.1060509201,0.5647813138000001
SRX2038337,-0.1588563484,-0.30107944540000003,-0.601614632,-0.0535453575
SRX2038338,0.0417750079,-0.1610473264,-0.7106380433,0.0598112988
SRX2038339,0.6803368949,0.5889172153000001,0.48744292520000004,0.1188856227
SRX2038340,-0.0421469967,0.2566795052,-0.1201034834,0.34647646330000004
SRX2038341,0.6696810405,0.5178492959000001,-0.49547265960000003,-0.08200134910000001
SRX2038342,0.7254842827,0.35795297130000003,-0.7485561418000001,-0.1543697162
SRX2038343,-0.4342520595,0.39738659400000004,-0.1073952073,0.5010526678
SRX2038344,-0.1934753679,0.4855922456,-0.5009317645,0.033069829700000004
SRX2038345,-0.5346814851,0.0341719395,-0.8764053693,-0.1021128979
SRX2038346,-0.0939425025,0.4064876853,0.2653966235,-0.5275545316
SRX2038347,-0.1215222965,0.7938392124,0.8576571565000001,-0.8740408744
SRX2038348,0.3150095927,0.8962352571000001,0.5060509845,-0.6052099843000001
SRX2038349,-0.0286862992,-0.0577068198,-0.7526508004,-0.520378201
SRX2038350,-0.3253757373,-0.42189446300000005,-0.6745435179,-0.1808186141
SRX2038351,-0.0642370984,-0.14461626300000002,-0.2096922728,-0.2481074814
SRX2038352,-0.9931335137,-0.1488556458,-0.5210191926000001,-0.1007067708
SRX2038353,-0.6309204885,-0.4777668526,-0.9885591913,-0.2493838519
SRX2038354,-0.7470935876,-0.21647701600000002,-0.5335854546000001,0.0934857714
SRX2038355,-0.22404196210000002,0.1239358918,-0.6650077532,0.0258529291
SRX2038356,-0.3619738431,-0.2005049321,-0.6734272628,-0.7092992376
SRX2038357,-0.7603283442000001,0.0465362536,0.0677753505,-0.08150652650000001
SRX2038358,-0.2316240756,0.0840757268,-0.6635944368000001,-0.38365261440000004
SRX2038359,-0.0262366116,0.4300762885,0.24001536340000001,0.30292598800000003
SRX2038360,-0.12108003900000001,0.37823979550000003,-0.39957036030000004,-0.5695966895
SRX2038361,-0.3325427696,-0.0960913447,0.13779702600000002,-0.5088220601
SRX2038362,-0.5816472991,0.360867121,-0.2892728428,-0.5568547845
SRX2038363,0.16823998340000001,0.4913647202,0.063880307,-0.1075832786
SRX2038364,-0.1691352409,0.2565695622,-0.0446195849,-0.2548516616
SRX2038365,0.0599534866,0.4295922923,0.6790029578,-0.5224634022
SRX2038366,0.21545176100000002,0.5269230405,0.5657041852,-0.6997337682
SRX2038367,-0.0603117335,0.5395744447,0.7180691943,-0.164303206
SRX2038368,-0.4533043959,-0.023698522700000002,-0.4285660378,-0.2838038458
SRX2038369,-0.728069089,-0.2183847609,-0.37244374420000004,-0.14120318680000002
SRX2038370,-0.4654089098,-0.036301924,-0.5556808697,-0.2275315786
SRX2038371,-0.9135851865,-0.0354311682,-0.1552247884,-0.1971165942
SRX2038372,-0.4753946083,0.25212817600000004,-0.6178347536000001,-0.7030767083
SRX2038373,-2.0039765425,-0.5395290063,-0.1980209816,-0.3391076354
SRX2038374,-0.8873762341,0.057718268700000006,-0.2259185498,-0.8919006833
SRX2038375,0.2945994557,0.6051351309,-0.7817842324000001,-0.8480468999
ERX530520,-0.32150703820000004,0.0664272503,-0.0242983062,-0.0552460372
ERX530521,2.7583878886,1.1738917317,0.7349939390000001,0.2379487723
ERX530522,2.0105112513,1.3066172683000001,0.42723498790000003,0.1666261772
ERX530523,2.3817565677,1.4537397721,0.2324750193,0.3038599931
ERX530524,0.32150703820000004,-0.0664272503,0.0242983062,0.0552460372
ERX530525,3.1754815576,1.6801192087999999,0.6642612716,0.2803346536
ERX530526,1.0136000152,0.2903772504,0.43708541440000004,-0.038816530200000005
ERX530527,3.1267358433,1.59272185,0.7065415546,0.21736006800000002
ERX3212443,3.4969939063,0.1033739354,0.9454235623,0.02870798
ERX3212444,2.8308738472,0.0753095309,0.7759384872,0.0422419746
ERX3212445,3.2613397029,0.1329972223,0.5711733054,-0.0473495293
ERX3212446,4.0447763294,0.8142376021000001,0.9374318935,-0.1275263066
ERX3212447,2.5687185676,0.6617194596,0.910492182,-0.1188682696
ERX3212448,3.0462544261,0.7482145450000001,0.8612305479,-0.0775782685
ERX3212449,0.09067495440000001,-0.036527933900000004,-0.037221874200000005,-0.0172228206
ERX3212450,-0.0318443594,-0.0108828625,0.0013268786,-0.0153227698
ERX3212451,-0.058830595000000006,0.0474107964,0.0358949956,0.032545590400000005
ERX3212452,-4.2358680055,-0.6651266013,-0.0877083962,0.1223491476
ERX3212453,-4.1195580973,-0.5435703775,-0.044082464,0.1974911759
ERX3212454,-6.439593138,-1.2240989548,0.0040361203,0.2034264775
SRX7478973,-0.1468409656,0.1533803879,-0.3611764005,-0.060392566700000004
SRX7478974,0.050929847,0.1708342699,0.0771642025,0.0044704471
SRX7478975,0.0959111185,-0.32421465780000003,0.2840121979,0.0559221196
SRX7478976,-0.5292969549000001,-0.2985255052,0.1505303285,-0.0294229657
SRX7478977,-0.8288139075000001,-0.312028882,0.1160648475,-0.10860318570000001
SRX7478978,-0.37810472900000003,-0.5076244704,0.3506432363,-0.1133642725
SRX7478979,-0.16876803440000002,-0.6001099479,1.0733189414,0.029688543100000003
SRX7478980,-0.4003783354,-0.7109072951000001,0.9355091798,0.0276315887
SRX7478981,0.10912946870000001,-0.5582417486,0.6864147749,-0.0099621376
SRX7478982,-0.42844112160000003,-0.3674722105,1.4027260516,0.0895954796
SRX7478983,-0.23161413020000002,-0.5673209303,1.1597094079999999,0.10367688060000001
SRX7478984,-0.3466296826,-0.7270380804000001,1.2837350512,0.0034602426000000003
ERX1521038,-0.2862362376,0.5152393359,-0.5141281642000001,0.2075117463
ERX1521039,-0.2321137093,0.49684322500000005,0.4709148805,0.009730694
ERX1521040,-0.1534106733,0.7661737187000001,-0.4309899782,0.2850669433
ERX1521041,1.0119238605,0.8375088974,0.5072233562,0.1631970502
ERX1521042,-0.4939255376,-0.5277169485000001,0.0010033149,0.1392690724
ERX1521043,2.2347810688,1.5344941582,0.1241556788,0.5908241112
