,A,PaaX,SlyA,ihfB,Crp
pal__lyx_ale2__2,4.02343676707436,0.2298149675000003,0.18924935949999802,0.31857179499999866,0.3071416530000004
pal__lyx_ale4__1,1.8308243778858364,-0.2065438485,-0.2728815275000009,-0.18964956500000166,-0.057655872999999865
pal__lyx_ale4__2,2.5484073778501397,-0.2974367754999996,-0.41509283250000173,-0.25435758500000105,-0.07060586499999921
pal__5drib_ale10_f18__1,3.234234352857972,0.4510189135000005,-0.4409146735000009,-0.2652826550000018,-0.06913953699999986
pal__5drib_ale10_f18__2,2.4873839315635884,0.3394125844999998,-0.2410273285000013,-0.279414645000001,-0.022394786999999642
pal__5drib_ale10__1,-0.9591209933443188,-3.5206762605,0.09468818149999868,-0.027787695000000667,0.4018362730000007
pal__arab_ale14_f9__1,-0.0104906312473949,-0.22665172449999996,0.3571381864999985,0.35386881499999845,0.24554710299999985
pal__arab_ale14_f9__2,0.5289623459002591,-0.5959804535000002,0.35673035749999826,0.4197409349999983,0.4127220729999994
pal__arab_ale14__1,1.0390608925372518,-0.9305504925,-0.023232076500001145,-0.07372504500000154,0.3767839330000005
pal__arab_ale14__2,-0.2777923608778564,-1.0225925384999996,-0.1384411965000023,-0.2081712850000006,0.3756092130000006
pal__arab_ale16__1,1.632957111680548,-0.6848679114999996,-0.07950282350000037,-0.6507081960000018,0.02985453700000029
pal__arab_ale16__2,1.3314991304697812,-0.07900102749999949,-0.12874973150000102,-0.4782767980000013,0.10976642500000013
pal__tartr_ale26_f10__1,2.785058332811196,0.09634798150000012,-0.5599226195000009,0.1868565149999988,0.3119472930000011
pal__tartr_ale26_f10__2,2.8902165401272173,0.15203167050000044,-0.5709984615000012,0.2504594549999997,0.19927317299999991
pal__tartr_ale26__1,4.349152255243462,-0.2527358494999996,-0.5761689825000014,0.13564000499999904,0.3850793330000002
pal__tartr_ale26__2,3.785692524137245,-0.11326170249999913,-0.903550515500001,-0.011190665000000877,0.334463263
pal__tartr_ale28_f10__1,3.526604474154061,0.3238888114999998,-0.0499097035000009,0.4280308849999983,-0.003712276999999986
pal__tartr_ale28_f10__2,2.8510942158148525,0.11690775449999967,-0.035323118500000916,0.20570409499999973,-0.0986905509999989
pal__tartr_ale28__1,1.2740023000096568,-0.3931320124999997,0.24199841549999945,-0.16646052500000152,0.27296854300000106
pal__tartr_ale28__2,0.0801769811807273,-0.6789602295000003,0.2961169754999986,-0.06146080500000117,0.2684948929999997
efeU__delmenFentC_citr__1,2.1671150640928887,-0.20342193449999968,0.36629594249999897,-0.14562678500000106,0.4221979430000005
efeU__delmenFentC_citr__2,1.54324320734565,-0.04078211349999972,0.34318853849999803,-0.11630271500000156,0.5677252629999998
efeU__delmenFentC__1,0.7621216177876511,-0.6214775415,0.6185970134999987,0.5495783949999993,0.6961985229999996
efeU__delmenFentC__2,0.8708612311580711,-0.4134237565000003,0.6239232644999984,0.4305821349999999,0.7362106530000005
efeU__menFentC_ale39__1,0.9586215516280572,-0.5106838145000001,0.22178350149999915,0.19065538499999946,0.5420487930000011
efeU__menFentC_ale39__2,0.944986850310692,-0.5167947455000004,0.2509919064999995,0.2521241949999986,0.5730386230000004
efeU__menFentC_ale29__1,-0.0508232297620992,-0.4956860875000002,-0.36652871150000266,0.5006850849999989,0.9115027730000004
efeU__menFentC_ale29__2,1.0227695706015374,-0.3343904794999997,-0.2417906115000008,0.5216775849999991,0.9432762930000004
efeU__menFentC_ale30__1,3.865172064806863,-0.6308064225000001,-0.24660176450000115,-0.1897157650000008,0.10668520800000003
efeU__menFentC_ale30__2,2.1767599334208936,-0.6484456495000002,-0.5791587185000004,-0.22000278500000012,0.06397155600000026
efeU__menFentCubiC_ale36__1,0.4059162202395663,-0.6258487475000001,0.14812750149999945,0.2871915549999997,0.8218575829999999
efeU__menFentCubiC_ale36__2,1.1332080553017707,-0.6453741905000001,0.1514141304999992,0.25688472499999904,0.6481697730000011
efeU__menFentCubiC_ale37__1,0.0330709381315319,-0.7708618324999996,0.9166198324999986,0.3463923049999984,0.8430776529999999
efeU__menFentCubiC_ale37__2,0.1826882656720394,-0.6494317765000002,0.9208627414999988,0.4903697649999987,0.8884085729999995
efeU__menFentCubiC_ale38__1,1.993231515167605,-0.5008111534999999,0.7826337044999985,-0.3222252850000018,0.3484389429999997
efeU__menFentCubiC_ale38__2,1.7666799317425304,-0.5915520675000003,0.6257877054999987,-0.26249254500000063,0.30990829299999945
misc2__salc_glc__1,0.4073180491843783,-0.23974611950000035,0.6703463634999984,-0.24330995500000085,-0.03094168600000025
misc2__salc_glc__2,-0.0255951353600714,-0.5612456594999999,0.4480067464999991,-0.07304562500000067,-0.041858421999998896
misc2__dbcn_glc__1,0.4482071828933607,-1.8880656195,-0.7391279735000005,-1.2718927590000018,-0.41418928399999894
misc2__dbcn_glc__2,2.095778154152093,-1.5712734155000003,-0.5188379885000005,-0.6345241590000015,-0.32218037899999885
misc2__tyr_glc__1,1.3579105733103225,-0.4698867914999996,0.3469736334999993,0.2544356249999993,0.4823384130000008
misc2__tyr_glc__2,1.1833604720540034,-0.4585907994999996,0.4864019565,0.4108888149999999,0.5197261330000007
misc2__arg_cytd__1,0.1478814444298129,-0.9714942764999996,0.014573942499998438,-0.4898077300000008,0.10509646700000096
misc2__arg_cytd__2,0.1152267100030096,-1.0528553475000004,-0.08082648950000149,-0.5114058730000011,0.09710128400000073
misc2__delyheO_pyr__1,1.6447572235552477,-0.2674739544999998,0.7221628394999993,0.11592525499999873,1.0004127829999998
misc2__delyheO_pyr__2,0.845518839401874,-0.3520821234999998,0.6620851774999981,0.0593419949999987,1.0134814930000005
misc2__dellon_glc__1,1.7425800290847382,0.3662975515000016,1.4720853774999991,0.25172330499999873,0.4872481129999997
misc2__dellon_glc__2,2.066639699712516,1.0479839894999996,1.774832224499999,0.6127397649999988,0.2154419530000009
nquinone__delubiC__1,0.114024059317244,-0.8989859405000002,0.3772151884999992,-0.3165028550000013,0.4464799330000009
nquinone__delubiC__2,0.2593352888118949,-0.7494482055000002,0.6599749034999984,-0.02727430500000061,0.6182852329999999
nquinone__ubiC_ale1__1,1.2224413669092349,-0.5041865704999999,0.5357296414999997,0.21852216499999955,0.4621411030000005
nquinone__ubiC_ale1__2,1.1852009180365617,-0.2705488835000001,0.6478762904999993,0.08954444499999957,0.5186398529999998
nquinone__ubiC_ale2__1,0.7245613986735107,-0.3120302434999997,0.5233835154999991,0.2511572449999981,0.4747234030000005
nquinone__ubiC_ale2__2,0.9962213299646564,-0.3625722334999999,0.4004393984999979,0.2315929149999985,0.4297995330000006
nquinone__ubiC_ale3__1,1.8530742875240005,-1.1238487135000002,0.8203667654999993,-0.3982712850000016,0.026469302000000642
nquinone__ubiC_ale3__2,1.4784752134672887,-1.1162031414999998,0.9800494014999988,-0.3618970550000018,0.09906102300000086
nquinone__ubiC_ale4__1,0.0288019857039651,-0.4222212794999996,0.5161306034999988,0.2344778549999997,0.493212583
nquinone__ubiC_ale4__2,1.561495535029642,-0.04752435350000006,0.6737186765000001,0.15228342499999847,0.5086079229999996
nquinone__delpdhR__1,1.0200568166094797,-1.1693603264999997,0.3697632984999988,-0.06809953500000178,0.3856681930000008
nquinone__delpdhR__2,1.5294683678711465,-1.0259684455000002,0.3768742834999994,-0.036035855000001504,0.36299017299999997
quinone__glu_ale4__1,1.7803111397218814,-0.5568948655000003,-0.25676868750000104,-0.18176504500000054,0.3684261329999998
quinone__glu_ale4__2,1.2594391205229776,-0.37519192049999983,0.1351332974999977,0.2692058249999985,0.7361257729999995
quinone__delmenF__1,0.9104947439819244,-0.5151069325000002,0.6376303734999986,0.14804228499999894,0.5532796730000005
quinone__delmenF__2,1.1526864892777884,-0.5783005245000004,0.5302682654999984,-0.2509082750000005,0.4243016730000004
quinone__menF_ale5__1,1.4864630086303523,0.05273133649999995,0.7233451804999991,0.4851317649999984,0.9045305230000018
quinone__menF_ale5__2,1.715378557549672,-0.17516254950000046,0.5184071484999979,0.2662817649999987,0.9292543930000008
quinone__menF_ale6__1,1.8045901320187727,-0.21709356549999992,0.5781612624999983,0.3820239249999986,0.928937233000001
quinone__menF_ale6__2,0.9527607895268352,-0.2252934565000002,0.6568008044999996,0.4210743349999984,0.9358953230000004
quinone__menF_ale7__1,1.8705368769169652,-0.3645894035000001,0.6665534265000002,0.6367400649999997,0.8647486830000002
quinone__menF_ale7__2,2.4534026724416,-0.3476695474999998,0.6405222974999987,0.6910517749999983,0.8297670830000001
quinone__menF_ale8__1,2.128344907928574,-0.23145658749999945,0.8052365774999988,0.695164694999999,1.0002332430000005
quinone__menF_ale8__2,2.6170592188746657,-0.07470324650000038,0.9702805744999984,0.9719048149999984,0.9954071830000012
quinone__delmenFubiC__1,0.1008582131752629,-0.6330285714999997,0.3174916544999995,0.04541585499999812,0.5032428030000009
quinone__delmenFubiC__2,0.1345523927585792,-0.3682955815000009,0.4694075514999998,0.1522571149999994,0.5733612729999997
quinone__menFubiC_ale1__1,0.5470838038008401,-0.5816381384999998,0.4928867214999997,0.5501011249999994,0.6889852029999997
quinone__menFubiC_ale1__2,-0.1254454725979907,-0.6533401534999994,0.5408195184999993,0.5323446749999992,0.6891632330000004
quinone__menFubiC_ale2__1,-0.4395979556587633,-0.5938332934999995,0.5131920794999996,0.6266830349999992,0.5664049030000005
quinone__menFubiC_ale2__2,-0.7313991864720103,-0.7098335505,0.5545925094999989,0.5967368449999988,0.587592463
quinone__menFubiC_ale3__1,1.5877021285040018,-1.0417855134999998,0.09080411249999898,-0.15358316500000058,0.1084791789999997
quinone__menFubiC_ale3__2,2.182756403840864,-1.0975080455000006,0.0704059484999977,-0.03658966500000105,0.1436014399999994
quinone__menFubiC_ale4__1,0.8166812837734941,-0.18312784650000055,0.4960088354999996,0.7750295049999991,1.042582673
quinone__menFubiC_ale4__2,0.8008674914790723,-0.09385648850000017,0.5702402474999975,0.8413603549999991,1.0279896629999996
oxyR__wt_glc__1,0.6265389866992755,-0.6767603775,0.08476590949999796,-0.4855698300000011,0.09382866099999987
oxyR__wt_glc__2,1.3951823161696542,-0.6357412704999996,0.21906444949999934,-0.46299467600000105,0.13043923000000035
oxyR__wt_h2o2__1,0.5409785012290232,-0.7302363974999997,0.354744467499998,-0.5230424000000014,0.05757602200000101
oxyR__wt_h2o2__2,0.607112756022663,-0.24831121049999985,0.4511719264999989,0.050135134999999664,0.4618741830000008
oxyR__glu_ale4__1,0.6671783575264801,-0.20622251249999926,0.4256761504999993,0.5308955750000006,0.7723290729999999
oxyR__glu_ale4__2,1.365520426871134,-0.35793298550000063,0.3772154364999985,0.2399631049999993,0.49579595299999996
oxyR__glu_ale4_h2o2__1,0.6475513162593184,-0.33104845949999984,0.5869231624999979,0.32139321499999873,0.6213283730000008
oxyR__glu_ale4_h2o2__2,0.4459122160320034,-0.2256800634999996,0.7495136414999983,0.1753315449999988,0.4863484329999999
oxyR__oxyR_ale17__1,-0.0633106124807156,-0.3801434374999992,0.5093814254999991,-0.012998075000000496,0.13801763000000022
oxyR__oxyR_ale17__2,-0.1114803104788193,-0.5983077014999996,0.1303166204999986,-0.17918820500000088,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.1217967406968493,-0.4772467994999996,0.4874611144999985,0.11520936499999836,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,0.2685674013109416,-0.7152425805,0.38474882449999903,-0.10849309500000183,0.156206473000001
oxyR__oxyR_ale18__1,0.8705090646568869,-0.8513947174999998,-0.6101856285000009,-0.7126828950000004,-0.2332659079999999
oxyR__oxyR_ale18__2,0.6469116381525801,-0.8377428954999999,-0.16189514950000114,-0.4551578200000002,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-0.5976680149690323,-0.6345996764999997,0.4114365164999985,-0.19995716500000071,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-0.4996871707072399,-0.5003139435000001,0.2608315464999986,-0.057134725000000934,0.09512536300000107
oxyR__oxyR_ale19__1,0.9354539559055972,-0.9232735655000006,-0.24468895950000125,-0.6934130190000012,-0.1866830670000006
oxyR__oxyR_ale19__2,0.5348209631975889,-0.7633001595000001,-0.14967276850000033,-0.6157795100000012,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,1.0060117300121127,-0.9850029845000003,-0.35461033850000057,-0.8395102720000018,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,0.7788590175550237,-0.9158511655000005,-0.2926178995000015,-0.7059307200000013,-0.22926116100000016
oxyR__oxyR_ale20__1,-0.7594878379250021,-0.8013140695000001,0.0771721964999994,-0.6174351720000004,-0.29073972199999965
oxyR__oxyR_ale20__2,-0.7944330489881124,-0.8774342324999997,-0.006223792500001935,-0.7454431260000014,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-0.5757277883394109,-0.5655950164999997,0.2482041724999977,-0.5537788040000002,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.7170714784358464,-0.7789113714999996,0.25059096449999885,-0.3934294450000007,-0.05797147799999891
svns_pgi__BmePgi24_15__1,1.3618628749528094,-0.19598604550000154,0.492308689499998,-0.24206837500000056,0.20789728299999946
svns_pgi__BmePgi24_15__2,1.7691742511829118,-0.20304596849999967,0.4176962984999992,-0.145811075000001,0.2882144130000004
svns_pgi__BmePgi24_26__1,1.3308440103708703,-0.4926970424999997,0.3484673154999989,-0.22252184500000105,0.16856253300000112
svns_pgi__BmePgi24_26__2,2.0528396894302947,-0.4370547855,0.3775675004999997,-0.29012591500000084,0.14498237199999942
svns_pgi__BmePgi24_41__1,2.2218362109401384,0.0227232475000001,0.642170694499999,0.8187271749999994,0.4958493130000008
svns_pgi__BmePgi24_41__2,2.706982948501357,-0.5601184474999998,0.3032186984999985,-0.4369876700000006,0.08223337899999983
svns_pgi__BmePgi24_52__1,2.4606356101481968,-0.4294415244999996,0.2035702904999983,-0.2328075750000007,0.2600776430000007
svns_pgi__BmePgi24_52__2,2.945726679976315,-0.5810606705000003,0.12730980349999932,-0.44035611500000016,0.11009234900000033
svns_pgi__PaePgi2_34__1,1.795178044217847,0.2935661215000005,0.6448703744999982,0.4863356349999997,0.9464174330000006
svns_pgi__PaePgi2_34__2,1.5582444493474787,0.3368929344999998,0.7693928644999986,0.4692240849999987,0.980365153000001
svns_pgi__PaePgi2_63__1,2.803696651633623,0.3154277065000004,0.8110475174999987,0.3104227549999994,0.998691483
svns_pgi__PaePgi2_63__2,2.49173328526322,0.2460046094999999,0.7482301584999984,0.4064369049999996,0.974959343
svns_pgi__PaePgi24_54__1,1.443493103008165,-0.30623234749999995,0.7831033804999983,0.1076003649999997,0.8303385730000006
svns_pgi__PaePgi24_54__2,0.3086100342382535,-0.3538177155,0.8372291714999989,0.14424013499999866,0.9265034130000008
svns_pgi__PaePgi24_90__1,2.099943270740489,-0.3036140015000006,0.7736880674999984,0.21443858499999813,0.809689723
svns_pgi__PaePgi24_90__2,1.2255854196627491,-0.2970945995000003,1.004659671499999,0.2561814749999982,0.9991721830000008
abx_media__m9_ctrl__1,-0.0633683421779326,-0.7662632824999998,0.1899120244999981,-0.7748466310000008,-0.21908725299999965
abx_media__m9_ctrl__2,-0.56422545281365,-1.0189013774999998,0.6179040864999994,-0.6426665800000002,0.06872792999999966
abx_media__rpmi_ctrl__1,-1.5338298126251706,-2.0198843095,0.1926545414999996,-1.9395773050000005,0.1818832429999997
abx_media__rpmi_ctrl__2,-2.3322572955018206,-1.9845525365,0.15177250949999888,-2.2417902950000013,0.4604582229999998
abx_media__camhb_ctrl__1,-2.315853307881684,-3.2353272835,-0.5727238655000013,-1.209246395000001,-1.4667156490000008
abx_media__camhb_ctrl__2,-2.8557768620081,-2.7181162815,-0.8490148745000008,-1.4088831260000008,-1.5642143070000003
abx_media__m9_mero__1,-1.822569709168487,-1.8620801265,0.8386095634999986,-0.6924105510000018,0.10006032100000084
abx_media__m9_mero__2,-0.3992830039186043,-1.4538574534999995,0.4249695284999984,-0.7606332670000011,-0.24440689100000054
abx_media__rpmi_mero__1,-1.9738990712268203,-2.4346563175,0.08542995949999899,-2.122024952000002,-0.15585906599999966
abx_media__rpmi_mero__2,-2.3849140016633057,-2.0628433255000003,0.07420248849999922,-1.9855761210000007,0.12222331400000107
abx_media__camhb_mero__1,-3.13820197052583,-3.0889723325,-0.5346471185000006,-1.8093093730000012,-2.568928611
abx_media__camhb_mero__2,-2.983599498066854,-3.0930606545,-0.6677800635000004,-1.769452582000001,-2.3720532899999998
abx_media__m9_trisulf__1,-3.375577442683638,-0.8662632295000003,-0.3342322505000013,-0.6541391340000011,-0.13952741599999996
abx_media__m9_trisulf__2,-2.3946338327661367,-1.1317967864999998,-0.1442648145000014,-0.6735024630000002,-0.12156318199999915
abx_media__rpmi_trisulf__1,-2.2145265211636933,-1.9885353875,-0.4070696415000015,-1.4955450310000007,-1.1385435739999998
abx_media__rpmi_trisulf__2,-2.007899420634646,-1.8775323675,-0.4829763055000012,-1.372559379,-1.1257448149999991
abx_media__camhb_trisulf__1,-5.085232254614,-2.0983751285,-0.3256564465000018,-1.6427038780000007,-0.6163487490000001
abx_media__camhb_trisulf__2,-4.936227182963191,-2.3982107375,-0.3765227625000014,-1.6088839750000012,-0.6510849729999997
abx_media__m9_cef__1,-1.5266600986039065,-0.9411293294999998,-0.10929732550000182,-0.7174840370000002,-0.4245596339999995
abx_media__m9_cef__2,-0.809546785817476,-1.1410468575,-0.0545839215000008,-0.7950130220000009,-0.35219075799999894
abx_media__rpmi_cef__1,-3.808863236239572,-1.5985600924999996,-0.44172415150000255,-2.3858350260000005,0.17718560299999986
abx_media__rpmi_cef__2,-3.526222546104438,-1.7488958925000002,-0.2276372395000017,-2.3775118020000012,0.25364192300000177
abx_media__camhb_cef__1,-4.249278627753579,-2.3118007075,-0.8937792365000012,-1.4990258550000009,-0.8382274849999991
abx_media__camhb_cef__2,-3.8215164690733463,-2.2382065025,-0.8206795345000009,-1.4296273730000006,-0.9034556939999998
abx_media__m9_cipro__1,-0.8392581542499373,-1.0414789405000002,-0.5028316915000026,-0.7975387430000005,-0.29610201100000033
abx_media__m9_cipro__2,-0.810244606425143,-1.0996452285,-0.3572747565000016,-0.7153731150000002,-0.23094071100000055
abx_media__rpmi_cipro__1,-3.680295706223968,-1.9764538705,-0.6304936095000011,-1.9697559320000015,-0.7087974589999995
abx_media__rpmi_cipro__2,-3.3564279676740063,-1.6669143884999995,-0.17546662050000172,-1.8929784500000009,-0.9681077109999999
abx_media__camhb_cipro__1,-3.097380468200052,-2.1831864175,-1.1733803515000014,-1.2859188550000002,-1.3565894469999993
abx_media__camhb_cipro__2,-3.391981444972848,-2.0824882905,-0.9558309865000014,-1.3209167520000005,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-0.5251151857191817,-1.3277589625,0.10930325150000007,-0.31172612500000163,0.06220796800000095
hot_tale__42c_ale3_30c__2,0.6713862355254053,-1.295424430500001,0.17906240749999824,-0.3136982150000005,0.017358810000001057
hot_tale__42c_ale3_37c__1,-0.5273822146217987,-1.3167442175,0.6394108894999988,-0.3565505050000013,0.4355665230000003
hot_tale__42c_ale3_37c__2,-0.4840918514139553,-1.1697097334999995,0.5088564765000001,-0.28684450500000125,0.4006368030000012
hot_tale__42c_ale3_44c__1,0.1722364019854405,-0.3695159414999996,1.3088104884999991,0.8838351349999982,0.3718853430000007
hot_tale__42c_ale3_44c__2,-0.0469212503795762,-0.4571213624999997,1.3007708874999988,0.9156934849999984,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,0.91266389618787,-1.1568806875000002,0.5843720074999991,0.005993264999998971,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,0.0156127518411486,-1.3782085034999998,0.5485915194999986,-0.007385775000001259,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-0.2608316006864554,-1.2811324634999997,0.5848846624999986,-0.5016858060000011,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,0.0053350382023123,-0.9843622605000002,0.2278829624999989,-0.5289926170000019,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,-0.808926163517034,-0.5397871714999996,0.7868462404999992,0.11469567499999833,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,0.5527770806317485,-0.8136225315000001,0.8881583534999979,0.2311697149999983,-0.002275452999999317
hot_tale__hot_ale3_30c__1,0.1559658131495476,-1.5763033144999996,0.4231713464999984,-0.4534518090000006,0.5150203330000007
hot_tale__hot_ale3_30c__2,-0.6491668174667431,-1.5252522485000002,0.3429380844999983,-0.32907377500000123,0.5286701730000001
hot_tale__hot_ale3_37c__1,-0.6240681788525537,-1.2755742395,-0.1936757195000016,-0.4036383050000012,0.3493771030000001
hot_tale__hot_ale3_37c__2,-0.33132527810358,-1.4532055484999995,-0.17830458650000125,-0.27703634500000085,0.3963193829999998
hot_tale__hot_ale3_44c__1,-0.1758251967788084,-0.8676214264999995,0.4688089574999985,0.2275033649999987,0.28643448300000074
hot_tale__hot_ale3_44c__2,0.9626980681601696,-1.1682957675,0.5742476084999986,0.2383969849999996,0.30231870300000097
hot_tale__hot_ale4_30c__1,-1.4408983450898771,-1.4089441684999997,0.32890292549999955,-0.5464939170000012,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-0.5586684806619352,-1.5149658964999997,0.2886307594999984,-0.4072694250000009,0.0276806220000001
hot_tale__hot_ale4_37c__1,-0.7271751750060325,-1.0413315125000002,0.20935445649999984,-0.4599738540000011,-0.15436083400000022
hot_tale__hot_ale4_37c__2,-0.4770414187296034,-1.1082807375000003,-0.004524322500001786,-0.4451768880000007,-0.04945322999999924
hot_tale__hot_ale4_44c__1,0.0007408631104965,-0.6058810875000002,0.8572974184999982,0.08278536499999943,0.16471379300000066
hot_tale__hot_ale4_44c__2,0.2759388857332848,-0.5667693245000001,0.7441060374999982,0.2592138049999981,0.0758041020000011
hot_tale__hot_ale8_30c__1,0.9149494059025426,-1.4066349965000002,-0.08530169550000187,-0.9095089900000008,-0.056768664999999885
hot_tale__hot_ale8_30c__2,0.8456843681185598,-1.6287228975000003,-0.09352210950000027,-0.7777570690000015,-0.10699186199999923
hot_tale__hot_ale8_37c__1,0.6488336179861838,-0.9758271724999998,-0.06532840850000099,-0.7274897240000016,-0.007091699000000062
hot_tale__hot_ale8_37c__2,0.5472521062396926,-1.1799197574999996,0.03447789249999822,-0.7036689320000011,-0.04404757799999892
hot_tale__hot_ale8_44c__1,0.4340898253944094,-0.4481618244999997,0.5584571134999994,0.012718264999998395,0.07381628000000083
hot_tale__hot_ale8_44c__2,1.0370610262711877,-0.5106461304999996,0.5720476314999985,-0.09703083500000176,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-0.9144484323104431,-1.4398469635,0.2429173884999987,-0.04958338500000181,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-0.91509679684196,-1.7291524735,0.08344281649999985,0.13507165499999907,0.10594186400000004
hot_tale__hot_ale9_30c__1,-0.8084609133468443,-1.6448378664999996,-0.15181303250000155,-0.5928422380000011,0.057352916000001024
hot_tale__hot_ale9_30c__2,-0.0953888062747552,-1.6273244605000006,-0.0696666255000018,-0.5899957500000017,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,0.0689763191412998,-1.1909032684999996,-0.06117028850000139,-0.3676396550000014,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-0.4758718903960467,-1.1511711775000002,0.06671667749999878,-0.2984976250000013,0.028525377000001132
hot_tale__hot_ale9_37c__1,-0.1959174290453696,-1.0478137424999998,-0.13016021250000165,-0.38001561500000136,0.032825572000000136
hot_tale__hot_ale9_37c__2,-0.2221554499928645,-1.0631220435,-0.0519122015000022,-0.3762937550000007,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-0.0202897840893302,-0.6141632555000003,0.6409787224999981,0.19238305499999875,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-0.1659156363746123,-0.4586500444999997,0.9160933474999986,0.5108909249999982,0.3056119630000005
hot_tale__hot_ale9_44c__1,-0.0751701803158512,-0.5133658524999998,0.469418126499999,0.24630422499999935,-0.02729796100000037
hot_tale__hot_ale9_44c__2,0.3689647836671907,-0.5184231895,0.5492135214999987,0.3875115949999994,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-0.5414554404575929,-1.4970093225000003,0.20059809349999824,-0.4586983730000007,0.23749544300000025
hot_tale__hot_ale10_30c__2,-1.1256117660462297,-1.5971632094999997,0.2539868144999993,-0.3554030950000016,0.4220348329999997
hot_tale__hot_ale10_37c__1,-0.3608112997660012,-1.0546713235,-0.18077713350000124,-0.4472314330000007,0.06875389400000033
hot_tale__hot_ale10_37c__2,-0.3192812453783851,-1.2547972365,0.014433800499999094,-0.37138930500000106,0.12083432100000024
hot_tale__hot_ale10_44c__1,2.596603539836318,-0.7788741554999996,0.8208078284999996,0.17887464499999872,-0.03575344399999913
hot_tale__hot_ale10_44c__2,0.8530454221083591,-0.3674097964999996,1.0742930934999997,0.3118577949999999,0.11004349699999948
hot_tale__hot_ale16_30c__1,-0.9966798472466556,-1.5493071195,0.10756563249999827,-0.4670126030000006,0.12930916100000012
hot_tale__hot_ale16_30c__2,-0.6562185180525879,-1.2410491424999996,0.15170929049999948,-0.37262998500000144,0.25108644300000016
hot_tale__hot_ale16_37c__1,-0.86261259219078,-1.4660570604999998,-0.2118025735,-0.4319210530000017,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-0.4735141028828385,-1.1498611964999998,-0.1353733005000013,-0.4244327150000018,-0.007290675000000134
hot_tale__hot_ale16_44c__1,1.2022689340244286,-0.4324924975000002,0.788783304499999,0.14055384499999946,0.039920518000000633
hot_tale__hot_ale16_44c__2,0.030472163256898,-0.5304813995000002,0.8318789974999987,0.24958026499999875,0.206041613
pdhr_ale__pdhR-13_51__1,-0.0471666759864603,-0.6162851955000006,0.8434762114999987,0.6700591549999988,0.42604259299999997
pdhr_ale__pdhR-13_51__2,-0.7634846300119402,-0.8155341245000001,0.8798172164999993,0.5846834149999989,0.3453698430000003
pdhr_ale__pdhR-14_46__1,1.3662979127449375,-0.2296937994999997,1.145814460499999,1.1272351649999983,0.4137442230000001
pdhr_ale__pdhR-14_46__2,1.201393057048982,-0.16080360749999922,0.9845332304999984,1.086679904999999,0.3746890430000001
pdhr_ale__pdhR-15_51__1,-0.0838017900529845,-0.8808037224999996,1.1699008834999989,0.4198660549999982,0.20815125300000048
pdhr_ale__pdhR-15_51__2,-0.0909371396833334,-0.9705529984999997,1.2802815884999994,0.6336586649999987,0.29122772299999866
pdhr_ale__pdhR-16_49__1,0.6906843517666149,-0.3655004115000002,1.293514318499998,0.9927493249999984,0.3586398129999999
pdhr_ale__pdhR-16_49__2,0.3591602886766003,-0.5032364305000003,1.181333219499999,0.9785652549999996,0.2910247429999995
tcs__del_atoC_LiAcet__1,-1.2956982596909006,-1.1750832605,0.4333359484999981,0.07488206499999883,0.3723211630000005
tcs__del_atoC_LiAcet__2,-1.551378523475838,-1.2248346434999997,0.6076069604999983,0.07669799499999819,0.5545006830000005
tcs__del_atoC_LiCl__1,-0.6460356655223757,-0.9783882344999996,0.7757913094999989,0.35601839499999954,0.7297175930000002
tcs__del_atoC_LiCl__2,-0.4648409577883615,-0.8010998134999996,0.907492281499998,-0.0036651750000018532,0.803204053
tcs__del_atoC_m9__1,-0.94144819548611,-0.7341734314999995,0.7241520354999995,0.3904161849999994,0.6994936329999994
tcs__del_atoC_m9__2,-1.0782944878918783,-0.6474434334999994,0.7492518574999991,0.4528970749999992,0.8078232029999999
tcs__del_baeR_etoh__1,2.5097001764213918,0.03506123150000029,-0.24978037850000054,-1.0046969490000013,0.725387413
tcs__del_baeR_etoh__2,3.043343898377236,0.12408100649999998,-0.04056355950000068,-1.0394935290000014,0.8432000029999998
