,-0.07868838939374918,-0.05620599242410656,-0.033723595454463934,-0.011241198484821316,0.011241198484821316,0.03372359545446395,0.05620599242410655,0.07868838939374918,0.10117078636339182,0.12365318333303445,0.1461355803026771,0.1686179772723197,0.1911003742419623,0.21358277121160496,0.23606516818124756,0.2585475651508902,0.28102996212053283,0.30351235909017543,0.3259947560598181,0.3484771530294607
thresh,-0.0899295878785705,0.0899295878785705,9,,,,,,,,,,,,,,,,,
unreg,1,9,104,1756,1573,95,6,1,1,0,0,0,0,0,0,0,0,0,0,0
SlyA,0,0,2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,2,19,203,196,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,1,3,73,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PaaX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SlyA and Crp,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and IHF,0,0,2,36,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SlyA, Crp, IHF, and PaaX",0,0,0,0,0,2,1,1,0,1,1,1,0,3,0,0,1,0,0,0
"Crp, IHF, and PaaX",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['metE'],[],[],[],[],[],[],[],[],[],[],[]
SlyA_genes,[],[],['fecR' 'fecI'],['gspG' 'gspH' 'gspD' 'rsd' 'gspM' 'gspL' 'gspI' 'pagP' 'gspO' 'gspF'],['gspK' 'leuO' 'gspC' 'mdtM' 'elfA' 'gspE' 'slyA' 'yjiN' 'gspJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
