,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-0.4397203794114287,1.392180365944723,2.0,0.0,-1.4241405568057115,1.0,0.5446997979828541,,
1,Chrom__sac_sta,0.9659287556298621,0.7355302640669333,2.0,2.0,0.4458303181402016,3.0,1.4860271931195226,,
2,Chrom__sac_MW001,4.191959279697954e-15,0.012041342473539805,2.0,4.0,-0.0085145149176254,5.0,0.008514514917633784,,
3,Chrom__sac_fadR,4.402944105301115,0.015506007634183213,2.0,6.0,4.413908508448376,7.0,4.391979702153853,,
4,FadR__wt_p,8.881784197001252e-16,5.520890194514912,2.0,8.0,3.903858894727813,9.0,-3.903858894727811,,
5,FadR__ko_p,-11.982719773300001,0.7046490888272728,2.0,10.0,-11.484457624233315,11.0,-12.480981922366688,,
6,GDGT__75_2.4_log,-1.3207028063770092e-15,0.6650418802789955,3.0,12.0,-0.6517964242046715,27.0,0.6775397462966407,50.0,-0.02574332209197313
7,GDGT__80_3.5_stat,1.6642479777677224,0.6142873200883262,3.0,13.0,1.0995754064196956,20.0,1.5748214667598948,42.0,2.318347060123576
8,GDGT__80_2.4_log,1.5261070964356023,0.22531996993067369,3.0,14.0,1.2666431698992238,37.0,1.6725106513885477,41.0,1.6391674680190358
9,GDGT__75_3.5_stat,1.0884568110370285,0.5097658171466508,3.0,15.0,0.6808742864199236,24.0,0.9244593397616756,28.0,1.6600368069294864
10,GDGT__80_1.6_stat,1.5222072456614981,0.08312531974987046,3.0,16.0,1.5301622676664035,17.0,1.4353903901288383,33.0,1.601069079189252
11,GDGT__75_2.4_stat,0.421192714639911,0.05560295159257506,3.0,18.0,0.4837437771720666,26.0,0.3773787760634923,31.0,0.4024555906841739
12,GDGT__80_2.4_stat,0.5208949672536513,0.632117690107064,3.0,19.0,1.2289549864868792,29.0,0.3203609869631112,30.0,0.01336892831096345
13,GDGT__80_1.6_log,1.4765523257882227,1.1406626669675142,2.0,21.0,2.2831226326472844,39.0,0.669982018929161,,
14,GDGT__65_3.5_stat,0.6977133139073346,0.9941433096322351,3.0,22.0,-0.3846764347924185,23.0,1.5700354206299019,34.0,0.9077809558845203
15,GDGT__75_1.6_stat,0.9488188125673392,0.34165014758099993,3.0,25.0,1.1299868556809725,32.0,0.5547410868618178,38.0,1.1617284951592275
16,GDGT__75_1.6_log,0.7369135973400417,0.9295508733665454,2.0,35.0,0.07962187132467978,36.0,1.3942053233554037,,
17,GDGT__65_2.4_stat,-0.6381819385921771,0.7422543433987209,3.0,40.0,0.15694676181769546,46.0,-0.7586736040505894,49.0,-1.3128189735436373
18,GDGT__65_2.4_log,0.9198545875957116,0.45859857191656045,3.0,43.0,0.9506648006002886,44.0,1.3622711693573892,47.0,0.4466277928294572
19,GDGT__80_3.5_log,1.1682753754597222,0.50274758911493,3.0,45.0,1.1529249195626166,51.0,1.6785224002579269,52.0,0.6733788065586231
20,GDGT__65_1.6_log,0.5341900819090913,1.1386039036873037,3.0,48.0,-0.05929826123000439,53.0,1.8469300897941603,54.0,-0.18506158283688207
21,NutLim__t0,8.604228440844963e-16,0.5854550418424694,2.0,55.0,0.41397923016666494,56.0,-0.4139792301666632,,
22,NutLim__t05,0.7714803386457897,0.48142260034391743,3.0,57.0,0.2426728126643593,58.0,1.1843417402777965,59.0,0.8874264629952135
23,NutLim__t1,1.4537248348308422,0.2936542912164892,3.0,60.0,1.1304594932601022,61.0,1.7039999444038676,62.0,1.526715066828557
24,NutLim__t15,1.3255158374736837,0.3261370868280789,3.0,63.0,0.9534492693691816,64.0,1.461148217973426,65.0,1.5619500250784435
25,NutLim__t2,1.6799648654681114,0.3516299019849911,3.0,66.0,1.6477861477474474,67.0,2.0465780973590326,68.0,1.3455303512978536
26,NutLim__t4,1.3057243728317647,0.09934628044437877,2.0,69.0,1.235475944243884,70.0,1.3759728014196455,,
27,UV_irr__wt0,9.168013570537425e-16,0.08822620653487633,3.0,71.0,0.08989112982489171,72.0,-0.08646124994398557,73.0,-0.003429879880903386
28,UV_irr__wt1,-1.1312825420573043,0.4168277161271867,3.0,74.0,-1.5544235440853371,75.0,-1.1183552242483523,76.0,-0.7210688578382235
29,UV_irr__wt2,-0.530925934036037,0.2658939968873546,3.0,77.0,-0.2410459956505201,78.0,-0.5882483617662595,79.0,-0.7634834446913316
30,UV_irr__mut0,-0.48123733530384794,0.1833391353653001,3.0,80.0,-0.6000610873815877,81.0,-0.27008909080599025,82.0,-0.5735618277239659
31,UV_irr__mut1,-1.429309072109269,0.34221185300598983,3.0,83.0,-1.1911961845167955,84.0,-1.275261795847404,85.0,-1.8214692359636069
32,UV_irr__mut2,-1.3036989560859606,0.2053009488061261,3.0,86.0,-1.53964048121284,87.0,-1.1657988904414482,88.0,-1.2056574966035938
33,YtrA__overexpr,-0.17808936650300775,0.44113306281203896,3.0,89.0,-0.6511468741581866,90.0,-0.10514797448626577,91.0,0.22202674913542916
34,YtrA__wt,-6.106226635438361e-16,0.31353984355392767,3.0,92.0,0.2096982580042194,93.0,-0.3604410184241307,94.0,0.15074276041990944
