,A,Nac
quinone__menFubiC_ale4__2,-1.1687390533715336,-1.2274473479999999
oxyR__wt_glc__1,-1.6186461898477371,-1.4175155999999998
oxyR__wt_glc__2,-1.5220877781597977,-1.5348472910000002
oxyR__wt_h2o2__1,-1.4493510123312925,-1.7137382019999998
oxyR__wt_h2o2__2,-1.429514962027877,-1.284468236
oxyR__glu_ale4__1,-2.9597058049153,-2.024386201
oxyR__glu_ale4__2,-2.498739178504013,-1.970096307
oxyR__glu_ale4_h2o2__1,-2.956155963996096,-1.7201331990000002
oxyR__glu_ale4_h2o2__2,-2.639754998653767,-1.4480919290000005
oxyR__oxyR_ale17__1,-1.3369383053165051,-1.401006304
oxyR__oxyR_ale17__2,-2.0404069361171784,-1.6137084860000002
oxyR__oxyR_ale17_h2o2__1,-1.257537000519414,-1.3813742080000002
oxyR__oxyR_ale17_h2o2__2,-1.0298133764115571,-1.3985739680000002
oxyR__oxyR_ale18__1,-2.7910518817071357,-2.413176006
oxyR__oxyR_ale18__2,-2.718673332932608,-2.084699996
oxyR__oxyR_ale18_h2o2__1,-2.821978270481191,-1.9869886030000001
oxyR__oxyR_ale18_h2o2__2,-2.574294778404429,-1.725412034
oxyR__oxyR_ale19__1,-2.293142544306575,-2.0215100880000003
oxyR__oxyR_ale19__2,-2.675745895084185,-1.7762034719999995
oxyR__oxyR_ale19_h2o2__1,-2.2511430224223847,-1.8256086619999998
oxyR__oxyR_ale19_h2o2__2,-2.384748488338561,-1.84632772
oxyR__oxyR_ale20__1,-1.056582447068489,-1.2407106270000001
oxyR__oxyR_ale20__2,-1.124548834452566,-1.4651696719999998
oxyR__oxyR_ale20_h2o2__1,-1.887664425376542,-1.6000836859999998
oxyR__oxyR_ale20_h2o2__2,-1.5702853493014433,-1.5383975360000002
svns_pgi__BmePgi24_15__1,0.2736080441952714,-0.03827609100000018
svns_pgi__BmePgi24_15__2,0.7892751418753104,0.169640609
svns_pgi__BmePgi24_26__1,0.0682009621331284,-1.0433671430000002
svns_pgi__BmePgi24_26__2,0.1863406956856818,-0.990154541
svns_pgi__BmePgi24_41__1,0.2525208975147252,-0.2770844749999997
svns_pgi__BmePgi24_41__2,-0.2538058669801853,-0.5285061019999997
svns_pgi__BmePgi24_52__1,0.1378084704689632,-0.9507165560000002
svns_pgi__BmePgi24_52__2,0.2998766750402595,-0.512665621
svns_pgi__PaePgi2_34__1,-0.4427208972673018,-1.586117605
svns_pgi__PaePgi2_34__2,-0.3917489946859111,-1.5147966669999997
svns_pgi__PaePgi2_63__1,0.1171529852987523,-1.203738435
svns_pgi__PaePgi2_63__2,0.4784977600779206,-1.065470334
svns_pgi__PaePgi24_54__1,-2.638279890444232,-1.835310553
svns_pgi__PaePgi24_54__2,-2.241327643994389,-1.658484993
svns_pgi__PaePgi24_90__1,-2.2921530242084653,-1.588570194
svns_pgi__PaePgi24_90__2,-1.933799730234797,-1.4224765770000003
abx_media__m9_ctrl__1,1.93208077464366,-0.6578084549999996
abx_media__m9_ctrl__2,1.7916793532723645,-1.1316147610000002
abx_media__rpmi_ctrl__1,0.2163983370856498,-3.598907109
abx_media__rpmi_ctrl__2,-0.0865718724973026,-3.440138096
abx_media__camhb_ctrl__1,0.0634827174990822,-3.0445932210000004
abx_media__camhb_ctrl__2,0.3256978124779955,-3.4384152300000004
abx_media__m9_mero__1,1.9666288311466509,-0.9565940270000001
abx_media__m9_mero__2,1.693293766264523,-1.06957716
abx_media__rpmi_mero__1,0.2924829616688699,-3.3365132139999996
abx_media__rpmi_mero__2,0.0965346226981398,-4.003030846000001
abx_media__camhb_mero__1,1.2734635263256309,-2.81151666
abx_media__camhb_mero__2,1.116643529770186,-3.207312052
abx_media__m9_trisulf__1,0.6843588986712799,-1.2927049179999999
abx_media__m9_trisulf__2,0.2302590583774098,-0.9868490630000002
abx_media__rpmi_trisulf__1,-2.119935152068817,-2.73106236
abx_media__rpmi_trisulf__2,-2.351388534877125,-3.055437771
abx_media__camhb_trisulf__1,-0.3233130900718359,-2.7232952310000003
abx_media__camhb_trisulf__2,-0.5205833877031112,-2.59023387
abx_media__m9_cef__1,1.5215868523929643,0.07948228299999993
abx_media__m9_cef__2,1.2966343405412175,-0.17382527499999956
abx_media__rpmi_cef__1,-0.6319470363494585,-3.087214477
abx_media__rpmi_cef__2,-0.227853366066849,-2.8537234189999996
abx_media__camhb_cef__1,-0.8536727148658315,-2.700986069
abx_media__camhb_cef__2,-0.4242414704308314,-2.679645087
abx_media__m9_cipro__1,0.7242673802317025,-0.9634334360000004
abx_media__m9_cipro__2,0.5498689022903531,-1.2660583540000006
abx_media__rpmi_cipro__1,0.0316561501410169,-2.713785296
abx_media__rpmi_cipro__2,-0.7385405421560886,-2.930085909
abx_media__camhb_cipro__1,-2.7135241983657683,-3.843229678
abx_media__camhb_cipro__2,-2.7040078413702746,-3.3194838439999996
hot_tale__42c_ale3_30c__1,-1.0806824052510604,-1.172067267
hot_tale__42c_ale3_30c__2,-0.41905522300552,-0.8003002160000001
hot_tale__42c_ale3_37c__1,-1.7677638681201455,-1.4675311169999998
hot_tale__42c_ale3_37c__2,-1.7279973379821822,-1.7860981490000003
hot_tale__42c_ale3_44c__1,-1.4789113628125734,-0.8666244139999999
hot_tale__42c_ale3_44c__2,-1.849721943778397,-0.6779199060000005
hot_tale__hot_ale3_mid_30c__1,-2.046342424639954,-1.698867554
hot_tale__hot_ale3_mid_30c__2,-1.7712311203920386,-1.3117744999999998
hot_tale__hot_ale3_mid_37c__1,-2.6773349632449293,-2.099983317
hot_tale__hot_ale3_mid_37c__2,-3.1667456948010835,-2.503323088
hot_tale__hot_ale3_mid_44c__1,-3.62819705003241,-2.7128197839999997
hot_tale__hot_ale3_mid_44c__2,-2.6809294270758066,-1.441163494
hot_tale__hot_ale3_30c__1,-1.3952913670977378,-1.1574613059999999
hot_tale__hot_ale3_30c__2,-1.777256531272826,-1.6301674659999998
hot_tale__hot_ale3_37c__1,-3.0190046754655486,-2.270766988
hot_tale__hot_ale3_37c__2,-3.128185609836972,-2.294426896
hot_tale__hot_ale3_44c__1,-2.872887457282366,-2.029498701
hot_tale__hot_ale3_44c__2,-3.012821168200205,-1.9546913990000008
hot_tale__hot_ale4_30c__1,-1.820074710206956,-0.6733416720000003
hot_tale__hot_ale4_30c__2,-1.9142674272560387,-0.912971324
hot_tale__hot_ale4_37c__1,-2.5987686917086035,-1.8923696490000002
hot_tale__hot_ale4_37c__2,-2.375087223910458,-2.0355681960000003
hot_tale__hot_ale4_44c__1,-2.7585146553048365,-1.4139670310000003
hot_tale__hot_ale4_44c__2,-2.8216635001726558,-1.5795134990000002
hot_tale__hot_ale8_30c__1,-1.7552823063865657,-0.6871950739999999
hot_tale__hot_ale8_30c__2,-2.3115999603915345,-0.8855234210000003
hot_tale__hot_ale8_37c__1,-2.760330397035732,-1.6546642169999997
hot_tale__hot_ale8_37c__2,-2.9034540228263137,-2.060972838
hot_tale__hot_ale8_44c__1,-2.043206560415983,-1.3088297709999999
hot_tale__hot_ale8_44c__2,-2.2690507454696656,-1.5180469250000002
hot_tale__hot_ale9_mid_30c__1,-0.7120461402316566,-1.2770057599999998
hot_tale__hot_ale9_mid_30c__2,-0.6941696795729722,-1.2521573140000002
hot_tale__hot_ale9_30c__1,-1.1926258888563352,-0.5507054399999998
hot_tale__hot_ale9_30c__2,-1.02675187124487,-0.3846425739999999
hot_tale__hot_ale9_mid_37c__1,-1.6297011252497695,-2.35547837
hot_tale__hot_ale9_mid_37c__2,-1.2811905754654354,-1.803982754
hot_tale__hot_ale9_37c__1,-2.278196452272621,-1.910014387
hot_tale__hot_ale9_37c__2,-2.4088819902940117,-2.113326044
hot_tale__hot_ale9_mid_44c__1,-1.082096772043585,-1.0234917159999999
hot_tale__hot_ale9_mid_44c__2,-1.483478340446572,-1.097068381
hot_tale__hot_ale9_44c__1,-2.666792260438577,-1.6373162719999999
hot_tale__hot_ale9_44c__2,-2.6659441766823435,-1.381040606
hot_tale__hot_ale10_30c__1,-2.556931707133645,-1.7655075299999998
hot_tale__hot_ale10_30c__2,-2.390887853545776,-1.8155221960000003
hot_tale__hot_ale10_37c__1,-3.0307635666585697,-2.1115480140000003
