,new_3728379_3728510_c
M9exp_1,12.4972
M9exp_2,12.1367
M9exp_3,11.917
M9tran_1,11.9735
M9tran_2,12.458
M9tran_3,12.4299
M9stat_1,9.6687
M9stat_2,9.2539
M9stat_3,9.0233
MG-0.1_1,11.5089
MG-0.1_2,10.4297
MG-0.1_3,11.7336
MG-0.2_2,11.0549
MG-0.2_3,11.2966
MG+5_1,11.3497
MG+5_2,11.0582
MG+5_3,11.0632
MG+10_1,11.7925
MG+10_2,11.5808
MG+10_3,11.0675
MG+15_1,10.987
MG+15_2,12.048
MG+15_3,11.8549
MG+25_1,11.6471
MG+25_2,11.2533
MG+25_3,11.3893
MG+45_1,11.3185
MG+45_2,10.7281
MG+45_3,11.8308
MG+60_2,11.5567
MG+60_3,11.3395
MG+90_2,11.19
MG+90_3,11.4873
MG+120_1,10.8766
MG+120_2,11.9415
MG+120_3,11.675
MG+150_1,12.3341
MG+150_3,11.9131
GM-0.1_1,11.4346
GM-0.1_2,11.5517
GM-0.1_3,11.5099
GM-0.2_1,11.2317
GM-0.2_2,11.683
GM-0.2_3,11.9661
GM+5_1,11.3721
GM+5_2,11.3159
GM+5_3,12.0849
GM+10_2,11.2231
GM+10_3,10.9191
GM+15_1,11.6516
GM+15_2,11.1276
GM+15_3,11.7286
GM+25_1,11.7622
GM+25_2,11.3701
GM+25_3,11.8175
GM+45_1,12.1669
GM+45_2,10.6397
GM+45_3,11.3008
GM+60_1,12.0501
GM+60_2,10.5706
GM+60_3,11.1729
GM+90_1,12.1211
GM+90_2,11.9472
GM+90_3,11.6352
GM+120_1,11.2909
GM+120_3,11.4505
GM+150_1,11.9132
GM+150_2,11.0723
GM+150_3,12.1799
BT_1,11.4901
BT_2,11.1394
B36_1,11.1702
B36_2,10.7944
B60_1,10.2645
B60_2,10.2224
S0_1,10.8685
S0_2,11.0398
S0_3,11.5333
S1_1,12.4712
S1_2,12.1705
S1_3,12.4455
S2_1,11.5683
S2_2,11.4839
S2_3,12.0288
S3_1,11.6783
S3_2,11.7104
S4_1,11.5516
S4_2,11.7017
S4_3,11.6491
S5_1,11.4217
S5_2,12.1258
S5_3,11.841
S6_1,10.672
S6_2,8.2374
S6_3,11.2496
S6/t_1,10.282
S6/t_2,7.9053
S6_4,10.3948
S6_5,10.8988
S6_6,11.2463
S7_4,10.2023
S7_5,9.9429
S7_6,10.1784
S8_4,9.7088
S8_5,9.4608
G135_1,10.2282
G135_3,8.7106
G150_1,10.5027
G150_2,10.9093
G150_3,10.5061
G180_1,10.4248
G180_2,10.6186
G180_3,9.4456
T-5.40H_1,12.5693
T-4.40H_1,12.4333
T-3.40H_1,12.4418
T-2.40H_1,12.4736
T-1.40H_1,11.9829
T-1.10H_1,11.9157
T-0.40H_1,11.9395
T0.0H_1,11.8387
T0.30H_1,9.7417
T1.0H_1,9.9851
T1.30H_1,10.0887
T2.0H_1,10.0617
T2.30H_1,11.1407
T3.0H_1,10.9843
T3.30H_1,11.0404
T4.0H_1,11.3693
T5.0H_1,10.7884
LBexp_1,11.5004
LBexp_2,11.1095
LBexp_3,10.75
LBtran_1,10.0805
LBtran_2,10.3119
LBtran_3,10.758
LBstat_1,9.9344
LBstat_2,9.8981
LBstat_3,9.7944
LBGexp_1,10.5657
LBGexp_2,11.4392
LBGexp_3,11.0747
LBGtran_2,10.1886
LBGtran_3,11.3505
LBGstat_1,10.3646
LBGstat_2,9.9828
LBGstat_3,9.3609
Mt0_1,11.9876
Mt0_3,11.7446
M0t45_1,11.9644
M0t45_2,11.6385
M0t45_3,11.9395
M0t90_1,9.6221
M0t90_2,10.5505
M0t90_3,9.9815
M40t45_1,11.4312
M40t45_2,10.9839
M40t45_3,12.2852
M40t90_1,10.0812
M40t90_2,10.0012
M40t90_3,10.3606
dia0_1,11.1432
dia0_2,11.4194
dia0_3,11.9688
dia5_1,10.0363
dia5_2,10.7904
dia5_3,10.9656
dia15_1,11.5393
dia15_2,12.239
dia15_3,10.6986
C30_1,10.6676
C30_2,11.0229
C90_1,11.2811
C90_2,11.7595
SMM_1,11.9546
SMM_2,11.8451
SMM_3,11.6975
Salt_1,11.3397
Salt_2,10.9639
Salt_3,11.2677
M+G_1,10.9913
M+G_2,11.74
M+G_3,11.6642
Glu_1,11.9791
Glu_2,11.8074
Glu_3,12.0909
Fru_1,10.7646
Fru_2,12.291
Fru_3,11.5412
Mal_1,11.4667
Mal_2,11.562
Mal_3,11.2817
G+S_2,11.3285
G+S_3,11.9756
Pyr_1,10.8398
Pyr_2,11.5155
Pyr_3,11.1598
Gly_1,10.2596
Gly_2,11.0612
Gly_3,9.4837
Glucon_1,10.5244
Glucon_2,10.8105
Glucon_3,9.9857
BI_1,12.4776
BI_2,12.5996
BC_2,11.8269
BC/t_1,11.4821
BC/t_2,11.4677
BC_1,11.5879
Sw_1,11.7154
Sw_2,11.9616
BMM_1,11.8554
BMM_2,11.4484
BMM_3,11.3065
Heat_1,11.7194
Heat_2,11.3371
Heat_3,11.1692
Cold_1,10.6784
Cold_2,10.0689
Cold_3,9.3927
Etha_1,9.5496
Etha_2,9.1463
Etha_3,9.2893
SMMPr_1,11.8309
SMMPr_2,11.9002
SMMPr_3,11.7968
HiTm_1,11.2225
HiTm_2,11.164
HiTm_3,11.3727
LoTm_1,10.6178
LoTm_2,10.5905
LoTm_3,10.7202
HiOs_1,12.6348
HiOs_2,12.2033
HiOs_3,12.5012
Oxctl_1,10.8182
Oxctl_2,10.9509
Oxctl_3,11.7453
Diami_1,10.7058
Diami_2,11.2478
Diami_3,11.4492
Paraq_1,11.4078
Paraq_2,11.6882
Paraq_3,9.8772
H2O2_1,11.3681
H2O2_2,12.3358
H2O2_3,12.3056
HPh_1,11.4205
HPh_2,11.2312
HPh_3,11.4924
LPh_1,11.5476
LPh_2,11.7276
LPh_3,11.4793
LPhT_1,10.805
LPhT_2,10.5876
LPhT_3,11.093
aero_1,12.3866
aero_2,11.1567
aero_3,12.1779
nit_1,11.4091
nit_2,11.9382
nit_3,11.4509
ferm_1,11.3244
ferm_2,10.8451
ferm_3,11.3931
