,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,13.237566666666666,0.2978305950256518,3.0,0.0,13.5713,1.0,12.9988,2.0,13.1426,,,,,,,,,,
1,M9__M9tran,12.792700000000002,0.07319146125061328,3.0,3.0,12.713,4.0,12.8082,5.0,12.8569,,,,,,,,,,
2,M9__M9stat,11.196599999999998,0.489845557293317,3.0,6.0,11.7559,7.0,10.99,8.0,10.8439,,,,,,,,,,
3,Carbon Transition__MG-0.1,13.991333333333335,0.7379727456575439,3.0,9.0,14.1498,10.0,13.187,11.0,14.6372,,,,,,,,,,
4,Carbon Transition__MG-0.2,14.09675,0.057346359954228494,2.0,12.0,14.0562,13.0,14.1373,,,,,,,,,,,,
5,Carbon Transition__MG+5,13.812933333333334,0.15538392237723123,3.0,14.0,13.9159,15.0,13.6342,16.0,13.8887,,,,,,,,,,
6,Carbon Transition__MG+10,14.0188,0.5793399088618011,3.0,17.0,14.4219,18.0,14.2796,19.0,13.3549,,,,,,,,,,
7,Carbon Transition__MG+15,13.866866666666667,0.251633311255353,3.0,20.0,13.7732,21.0,13.6755,22.0,14.1519,,,,,,,,,,
8,Carbon Transition__MG+25,14.089599999999999,0.8548739614703448,3.0,23.0,14.7399,24.0,13.1213,25.0,14.4076,,,,,,,,,,
9,Carbon Transition__MG+45,14.351733333333334,1.0614803169787628,3.0,26.0,15.2123,27.0,13.1656,28.0,14.6773,,,,,,,,,,
10,Carbon Transition__MG+60,14.004750000000001,0.16242242763854953,2.0,29.0,13.8899,30.0,14.1196,,,,,,,,,,,,
11,Carbon Transition__MG+90,13.822849999999999,0.3812012657376674,2.0,31.0,13.5533,32.0,14.0924,,,,,,,,,,,,
12,Carbon Transition__MG+120,13.441933333333333,0.19752491825927557,3.0,33.0,13.5356,34.0,13.5752,35.0,13.215,,,,,,,,,,
13,Carbon Transition__MG+150,13.3616,0.4365677267045744,2.0,36.0,13.0529,37.0,13.6703,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,13.804866666666667,0.5386649824643639,3.0,38.0,13.3268,39.0,14.3885,40.0,13.6993,,,,,,,,,,
15,Carbon Transition__GM-0.2,13.288833333333335,0.530899635838388,3.0,41.0,12.8582,42.0,13.1263,43.0,13.882,,,,,,,,,,
16,Carbon Transition__GM+5,13.827433333333332,0.34243319543136197,3.0,44.0,13.4651,45.0,13.8715,46.0,14.1457,,,,,,,,,,
17,Carbon Transition__GM+10,13.459700000000002,0.047941839764447984,2.0,47.0,13.4936,48.0,13.4258,,,,,,,,,,,,
18,Carbon Transition__GM+15,13.597499999999998,0.09057830866162148,3.0,49.0,13.5016,50.0,13.6816,51.0,13.6093,,,,,,,,,,
19,Carbon Transition__GM+25,14.139733333333332,0.46252343003715285,3.0,52.0,14.6551,53.0,13.7607,54.0,14.0034,,,,,,,,,,
20,Carbon Transition__GM+45,13.512266666666667,0.5085733214919294,3.0,55.0,14.0596,56.0,13.4229,57.0,13.0543,,,,,,,,,,
21,Carbon Transition__GM+60,13.6849,0.47186965361209654,3.0,58.0,14.2032,59.0,13.5713,60.0,13.2802,,,,,,,,,,
22,Carbon Transition__GM+90,13.8132,0.6087836150883172,3.0,61.0,13.8477,62.0,14.404000000000002,63.0,13.1879,,,,,,,,,,
23,Carbon Transition__GM+120,13.33165,0.5429872972731505,2.0,64.0,12.9477,65.0,13.7156,,,,,,,,,,,,
24,Carbon Transition__GM+150,13.530499999999998,0.3134752302814369,3.0,66.0,13.8773,67.0,13.2673,68.0,13.4469,,,,,,,,,,
25,Life Cycle__BT,13.262699999999999,0.885580532758032,2.0,69.0,13.8889,70.0,12.6365,,,,,,,,,,,,
26,Life Cycle__B36,12.3572,0.2629023012451586,2.0,71.0,12.5431,72.0,12.1713,,,,,,,,,,,,
27,Life Cycle__B60,12.918299999999999,0.24720453070281742,2.0,73.0,12.7435,74.0,13.0931,,,,,,,,,,,,
28,Life Cycle__S0,14.231366666666666,0.9562090897566982,3.0,75.0,13.1287,76.0,14.7334,77.0,14.832,,,,,,,,,,
29,Life Cycle__S1,14.597133333333334,0.284551231473936,3.0,78.0,14.8812,79.0,14.5981,80.0,14.3121,,,,,,,,,,
