,-0.09597258325225276,-0.07197943743918957,-0.04798629162612637,-0.02399314581306318,1.3877787807814457e-17,0.023993145813063207,0.0479862916261264,0.0719794374391896,0.09597258325225279,0.11996572906531598,0.14395887487837916,0.16795202069144233,0.19194516650450555,0.21593831231756877,0.23993145813063194,0.2639246039436951,0.2879177497567583,0.31191089556982154,0.3359040413828847,0.3598971871959479
thresh,-0.10796915615878436,0.10796915615878436,2,,,,,,,,,,,,,,,,,
unreg,0,0,25,601,3328,525,22,7,2,1,0,0,0,0,0,0,0,0,0,0
FruR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['PN96_RS20685'],[],[],[],[],[],[],[],[],[],[]
FruR_genes,[],[],[],[],[],[],[],[],[],['FruR'],[],[],[],[],['fruA'],[],['fruK' 'fruB'],[],[],[]
