,A,FruR
Carbons__M9Na_ethanol_Mid__2,0.6953807310742025,-2.177539721
Carbons__M9Na_fructose_Mid__1,15.005710264511013,1.4907205780000004
Carbons__M9Na_fructose_Mid__2,10.618192515926085,0.4568355500000001
Carbons__M9Na_fumarate_Mid__1,11.221204160743076,1.541945019
Carbons__M9Na_fumarate_Mid__2,11.392052473323004,2.248698891
Carbons__M9Na_glucoseGrowth_Late__1,-0.8123851545464538,-0.1461107469999998
Carbons__M9Na_glucoseGrowth_Late__2,-3.945095638352565,-0.0285750259999995
Carbons__M9Na_glucoseGrowth_Mid__1,-1.1882582237602186,0.0112739480000003
Carbons__M9Na_glucoseGrowth_Mid__2,1.1882582237602135,-0.0112739479999994
Carbons__M9Na_glucoseGrowth_Stat__1,2.0179905141259944,-0.0732624619999997
Carbons__M9Na_glucoseGrowth_Stat__2,0.6899050598740282,-0.6155699319999997
Carbons__M9Na_ribose_Mid__1,-0.390228206429637,-0.8568269690000001
Carbons__M9Na_ribose_Mid__2,5.143676799836054,-0.0656027669999996
Carbons__M9Na_succinate_Mid__1,8.56122752042346,0.7856801999999998
Carbons__M9Na_succinate_Mid__2,-1.2215875066787674,-0.1739612679999993
Carbons__M9Na_sucrose_Mid__1,1.6255708687173984,-0.5724827009999993
Carbons__M9Na_sucrose_Mid__2,0.3956010212267986,-0.4340737460000001
Rich_TF_over_stress__LBv2_HapROver_Late__1,5.164464214695467,1.2850846680000003
Rich_TF_over_stress__LBv2_HapROver_Late__2,6.7521175607491,1.3758306300000005
Rich_TF_over_stress__LBv2_HapROver_Mid__1,2.980564280058605,1.3639042889999995
Rich_TF_over_stress__LBv2_HapROver_Mid__2,5.786970664794862,1.676482707
Rich_TF_over_stress__LBv2_HapROver_Stat__1,0.3972253293632891,0.3399935220000003
Rich_TF_over_stress__LBv2_HapROver_Stat__2,1.0149297604963576,0.1823258199999999
Rich_TF_over_stress__LBv2_LuxOOver_Late__1,6.017169520366922,-0.1403062299999997
Rich_TF_over_stress__LBv2_LuxOOver_Late__2,6.685194770803086,0.0780910229999998
Rich_TF_over_stress__LBv2_LuxOOver_Mid__1,2.8062628371365723,0.6951586370000005
Rich_TF_over_stress__LBv2_LuxOOver_Mid__2,3.087838237641728,1.4180153530000004
Rich_TF_over_stress__LBv2_LuxOOver_Stat__1,0.7724666114765064,0.1296463480000005
Rich_TF_over_stress__LBv2_LuxOOver_Stat__2,2.1336751263845786,-0.1046948499999995
Rich_TF_over_stress__LBv2_QstROver_Late__1,1.796642385203187,-0.2470324449999998
Rich_TF_over_stress__LBv2_QstROver_Late__2,1.898980239798197,-0.1774186049999997
Rich_TF_over_stress__LBv2_QstROver_Mid__1,3.548895956245596,0.4987390390000001
Rich_TF_over_stress__LBv2_QstROver_Mid__2,2.803459412200356,0.8050079300000004
Rich_TF_over_stress__LBv2_QstROver_Stat__1,5.033143666659735,0.5859650849999998
Rich_TF_over_stress__LBv2_QstROver_Stat__2,5.118422641341616,0.8197511620000002
Rich_TF_over_stress__LBv2_TfoXOver_Late__1,3.6628524507830367,-1.0572986269999998
Rich_TF_over_stress__LBv2_TfoXOver_Late__2,4.389176786070346,-0.2704311479999997
Rich_TF_over_stress__LBv2_TfoXOver_Mid__1,1.943956826378746,1.029029875
Rich_TF_over_stress__LBv2_TfoXOver_Mid__2,2.478257755545116,0.8929533259999998
Rich_TF_over_stress__LBv2_TfoXOver_Stat__1,5.818762840219286,0.0805373390000001
Rich_TF_over_stress__LBv2_TfoXOver_Stat__2,6.256876067782986,0.1607360460000002
Salinity and Temperature Variations__20-300-T1__1,-0.2856335401297563,-0.5924440595000002
Salinity and Temperature Variations__20-300-T1__2,5.144196512291289,-0.0792400584999999
Salinity and Temperature Variations__20-300-T2__1,0.2856335401297554,0.5924440595
Salinity and Temperature Variations__20-300-T2__2,4.394804707832213,1.1866562345
Rich_TF_over_stress__LBv2_LowpH_Mid__1,5.030909716156973,0.0536337150000001
Rich_TF_over_stress__LBv2_LowpH_Mid__2,3.861127806432705,-0.1272093710000001
Rich_TF_over_stress__LBv2_highSalt_Mid__1,1.5892070606575226,-0.7871266800000001
Rich_TF_over_stress__LBv2_highSalt_Mid__2,1.3182338817646166,-0.6051189669999997
Carbons__M9Na_glucoseKanamycin_Mid__1,6.232458269978733,1.870259873
Carbons__M9Na_glucoseKanamycin_Mid__2,4.4581764865377895,1.2743762080000005
microgravity__R_wt__1,-0.1170002287431401,-0.0374924235000007
microgravity__R_wt__2,0.1170002287431378,0.0374924234999998
microgravity__R_s__1,-0.710692149433832,-0.0964994555
microgravity__R_s__2,-0.6146518233871238,0.1678832244999997
Competence_condition__OSS_TfoXOver_Stat__1,-5.533813256320025,-1.6356224880000003
Competence_condition__OSS_TfoXOver_Stat__2,-2.8814319573675333,-0.3138953880000001
Competence_condition__OSS_VectorOnly_Stat__1,-0.4991551546558914,0.1954717209999996
Competence_condition__OSS_VectorOnly_Stat__2,0.4991551546558975,-0.1954717210000005
Competence_Recovery__LBv2_TfoXOver_Recov__1,9.314630224203311,0.4373881024999999
Competence_Recovery__LBv2_TfoXOver_Recov__2,6.715811638832928,-0.1790349815
Competence_Recovery__LBv2_VectorOnly_Recov__1,-0.6408831747490126,0.0866527014999998
Competence_Recovery__LBv2_VectorOnly_Recov__2,0.6408831747490131,-0.0866527014999998
