,A,FruR
R2,,0.4370105795466461
xmin,,-2.177539721
xmid,,0.022130168414192943
xmax,,4.012677909000001
ystart,,1.380343741838425
yend,,19.643040108785453
Rich_TF_over_stress__BHIN_Growth_Late__1,7.112256494613056,0.4057270630000005
Rich_TF_over_stress__BHIN_Growth_Late__2,18.152362229171548,4.012677909000001
Rich_TF_over_stress__BHIN_Growth_Mid__1,2.557406614361588,0.6212410440000005
Rich_TF_over_stress__BHIN_Growth_Mid__2,6.565824115395077,0.8589200039999998
Rich_TF_over_stress__BHIN_Growth_Stat__1,9.999090819549588,1.441090527
Rich_TF_over_stress__BHIN_Growth_Stat__2,11.880646421858678,1.626027402
Rich_TF_over_stress__LBv2_Growth_Late__1,-1.3259469592566229,0.4076906569999998
Rich_TF_over_stress__LBv2_Growth_Late__2,-1.4865302073599014,0.310922594
Rich_TF_over_stress__LBv2_Growth_Mid__1,-0.7300182921869975,0.0349063899999997
Rich_TF_over_stress__LBv2_Growth_Mid__2,0.7300182921870012,-0.0349063899999997
Rich_TF_over_stress__LBv2_Growth_Stat__1,5.2112130659886375,-0.5601204499999999
Rich_TF_over_stress__LBv2_Growth_Stat__2,6.460804543396685,-0.419772687
Rich_TF_over_stress__MHB_Rich_Mid__1,7.1821501852661775,1.023456124
Rich_TF_over_stress__MHB_Rich_Mid__2,8.861113503838338,0.9719404530000002
Rich_TF_over_stress__NBO_Rich_Mid__1,-0.1280783716920989,0.8886719259999998
Rich_TF_over_stress__NBO_Rich_Mid__2,1.3405432581430277,0.9793806510000004
Carbons__M9Na_Arabinose_Mid__1,7.843088086236768,1.684654676
Carbons__M9Na_Arabinose_Mid__2,-6.2533060279886685,-0.3602832469999999
Carbons__M9Na_Galactose_Mid__1,-0.1799342853820988,0.1735758870000001
Carbons__M9Na_Galactose_Mid__2,0.2419659824773245,-0.048161619
Carbons__M9Na_GlcNAcGrowth_Late__1,2.746698730923669,0.3201019690000004
Carbons__M9Na_GlcNAcGrowth_Late__2,1.166714070536048,-0.1760751529999993
Carbons__M9Na_GlcNAcGrowth_Mid__1,1.5986722607421695,0.1215545970000002
Carbons__M9Na_GlcNAcGrowth_Mid__2,1.7778155877820976,-0.0342799829999993
Carbons__M9Na_GlcNAcGrowth_Stat__1,4.075555595341006,-2.054268861
Carbons__M9Na_GlcNAcGrowth_Stat__2,3.728509366543707,-2.115420834
Carbons__M9Na_GlcNAc_Mid__1,-0.8254160090578953,-0.0828351009999996
Carbons__M9Na_GlcNAc_Mid__2,1.571833062342766,0.5092088640000005
Carbons__M9Na_Gluconate_Mid__1,8.937044298804892,1.3022164410000006
Carbons__M9Na_Gluconate_Mid__2,8.637105322873202,-0.1852531959999996
Carbons__M9Na_Glucosamine_Mid__1,18.36825724854712,1.7662011380000004
Carbons__M9Na_Glucosamine_Mid__2,16.865072794067714,1.162431358
Carbons__M9Na_Glycerol_Mid__1,6.264325858154908,0.5994532560000003
Carbons__M9Na_Glycerol_Mid__2,3.880721586022953,0.6444465140000002
Carbons__M9Na_Maltose_Mid__1,4.994512849788209,0.3451999849999998
Carbons__M9Na_Maltose_Mid__2,-0.1740386640449478,0.3279739630000007
Carbons__M9Na_Mannitol_Mid__1,1.2985527439264049,0.094692041
Carbons__M9Na_Mannitol_Mid__2,-1.993431237063256,-0.0862621329999999
Carbons__M9Na_Trehalose_Mid__1,1.1375651600942929,-0.3981507769999997
Carbons__M9Na_Trehalose_Mid__2,4.00763617244107,-0.1723305619999999
Carbons__M9Na_ethanol_Mid__1,-0.3246505976654386,-0.7495204529999997
