k,name,in_iM,gene_weight,regulator,function,category
10,Copper,False,0.022424607556313283,,,
6,Iron,False,-0.021899462193250657,,,
14,UC-7,False,-0.018030214477330445,,,
11,Chromium,False,0.016036203764379024,,,
5,Lead,False,0.01052277659997344,,,
13,UC-6,False,0.009235713705420494,,,
3,Cadmium,False,-0.006795774502679704,,,
12,Zinc - Intermediate,False,-0.004643922744610582,,,
2,UC-3,False,0.0033541215816512704,,,
0,UC-1,False,-0.0016987849213182925,,,
8,Zinc - Fast,False,-0.0015446263772901148,,,
1,UC-2,False,0.001114418312208727,,,
7,Zinc - Steady,False,-0.0010766648208300467,,,
9,UC-5,False,0.0007941368448334824,,,
4,UC-4,False,9.558220881444868e-05,,,
