,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,-1.1102230246251565e-16,0.0018592587922771453,2.0,0.0,0.001314694499999769,1.0,-0.001314694499999991,,,,,,,,
1,fur__wt_dpd,-1.0769396330000003,0.9245602317700381,2.0,2.0,-1.7307024425000002,3.0,-0.4231768235000002,,,,,,,,
2,fur__wt_fe,-1.4263813455000003,0.4303750226936582,2.0,4.0,-1.7307024425000002,5.0,-1.1220602485000002,,,,,,,,
3,fur__delfur_dpd,-0.6721307070000002,0.22763994743466373,2.0,6.0,-0.5111649565000003,7.0,-0.8330964575000002,,,,,,,,
4,fur__delfur_fe2,-1.0736296420000002,0.9292412659335711,2.0,8.0,-1.7307024425000002,9.0,-0.4165568415000001,,,,,,,,
5,acid__wt_ph5,-1.2774928705000002,0.6409351233197057,2.0,10.0,-1.7307024425000002,11.0,-0.8242832985000001,,,,,,,,
6,acid__delgadx_ph5,-1.7307024425000002,,1.0,12.0,-1.7307024425000002,,,,,,,,,,
7,acid__delgadw_ph5,-1.4675157890000001,0.37220213481528863,2.0,13.0,-1.2043291354999999,14.0,-1.7307024425000002,,,,,,,,
8,acid__delgade_ph5,-1.4456481605000002,0.4031276316169246,2.0,15.0,-1.7307024425000002,16.0,-1.1605938785000005,,,,,,,,
9,oxidative__wt_pq,-0.846113578,0.32071916368762765,2.0,17.0,-0.6193308825000001,18.0,-1.0728962734999998,,,,,,,,
10,oxidative__deloxyr_pq,-1.4223806605000002,0.43603284567944073,2.0,19.0,-1.7307024425000002,20.0,-1.1140588785000003,,,,,,,,
11,oxidative__delsoxr_pq,-1.3596509150000002,0.5247461025297534,2.0,21.0,-1.7307024425000002,22.0,-0.9885993875000002,,,,,,,,
12,oxidative__delsoxs_pq,-1.3888016965,0.4835206719786789,2.0,23.0,-1.0469009505,24.0,-1.7307024425000002,,,,,,,,
13,nac_ntrc__wt_csn,-1.7307024425000002,0.0,2.0,25.0,-1.7307024425000002,26.0,-1.7307024425000002,,,,,,,,
14,nac_ntrc__wt_cytd,-1.3290457245000002,0.5680283780138656,2.0,27.0,-0.9273890065000002,28.0,-1.7307024425000002,,,,,,,,
15,nac_ntrc__wt_gln,-1.7307024425000002,0.0,2.0,29.0,-1.7307024425000002,30.0,-1.7307024425000002,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-1.1484050735000002,0.8234928365739705,2.0,31.0,-0.5661077045000003,32.0,-1.7307024425000002,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-1.2431043535000001,0.6895678304510034,2.0,33.0,-0.7555062645000001,34.0,-1.7307024425000002,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-1.1215294095000004,0.8615007651005528,2.0,35.0,-1.7307024425000002,36.0,-0.5123563765000003,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-1.7307024425000002,0.0,2.0,37.0,-1.7307024425000002,38.0,-1.7307024425000002,,,,,,,,
20,misc__wt_no_te,-1.2925265605000003,0.619674275029193,2.0,39.0,-1.7307024425000002,40.0,-0.8543506785000001,,,,,,,,
21,misc__bw_delcbl,-0.7309189195000002,0.4419724478890992,2.0,41.0,-1.0434406345000002,42.0,-0.4183972045000002,,,,,,,,
22,misc__bw_delfabr,-0.5311651655,0.6087239925456802,2.0,43.0,-0.1007323025000002,44.0,-0.9615980285,,,,,,,,
23,misc__bw_delfadr,-1.2651626605000001,0.6583726735286141,2.0,45.0,-0.7996228785000001,46.0,-1.7307024425000002,,,,,,,,
24,misc__nitr_031,-1.7307024425000002,,1.0,47.0,-1.7307024425000002,,,,,,,,,,
25,omics__wt_glu,-1.4272277420000001,0.4291780372842131,2.0,48.0,-1.7307024425000002,49.0,-1.1237530415,,,,,,,,
26,omics__wt_gly,-1.1188985755000005,0.0063703264059231605,2.0,50.0,-1.1143940745000005,51.0,-1.1234030765000005,,,,,,,,
27,omics__wt_thr,0.49500740499999984,0.5830716088002406,2.0,52.0,0.9073012934999998,53.0,0.08271351649999993,,,,,,,,
28,omics__bw_ac,-1.0442201450000002,0.9708325754535418,2.0,54.0,-0.3577378475000001,55.0,-1.7307024425000002,,,,,,,,
29,omics__bw_fum,-1.469420044,0.3695091115680718,2.0,56.0,-1.2081376455,57.0,-1.7307024425000002,,,,,,,,
30,omics__bw_glc,-1.4159919310000002,0.44506787358467387,2.0,58.0,-1.7307024425000002,59.0,-1.1012814195000002,,,,,,,,
31,omics__bw_pyr,-1.7307024425000002,0.0,2.0,60.0,-1.7307024425000002,61.0,-1.7307024425000002,,,,,,,,
32,ompr__wt_nacl,-1.7307024425000002,0.0,2.0,62.0,-1.7307024425000002,63.0,-1.7307024425000002,,,,,,,,
33,ompr__bw_delompr_nacl,-1.347473064,0.5419681845745121,2.0,64.0,-0.9642436855000002,65.0,-1.7307024425000002,,,,,,,,
34,minspan__wt_ade,-1.7307024425000002,,1.0,66.0,-1.7307024425000002,,,,,,,,,,
35,minspan__wt_glc,-1.3472194758333336,0.6642119821039089,3.0,67.0,-0.5802535425000002,68.0,-1.7307024425000002,69.0,-1.7307024425000002,,,,,,
36,minspan__wt_glc_anaero,-0.6640673570000002,1.5084498040170857,2.0,70.0,-1.7307024425000002,71.0,0.4025677284999998,,,,,,,,
37,minspan__wt_trp,-1.7307024425000002,,1.0,72.0,-1.7307024425000002,,,,,,,,,,
38,minspan__bw_delcra_glc,-0.1178643075000001,,1.0,73.0,-0.1178643075000001,,,,,,,,,,
39,minspan__bw_delcra_trp,-0.8663032435000001,,1.0,74.0,-0.8663032435000001,,,,,,,,,,
40,minspan__bw_delmntr,-0.7934655195000001,,1.0,75.0,-0.7934655195000001,,,,,,,,,,
41,minspan__bw_delnac_ade,-1.7307024425000002,,1.0,76.0,-1.7307024425000002,,,,,,,,,,
42,minspan__bw_delnac_glc,0.03930648749999977,,1.0,77.0,0.03930648749999977,,,,,,,,,,
43,cra_crp__wt_ac,-0.9262835455,0.3225396588861604,2.0,78.0,-0.6982135655000001,79.0,-1.1543535255,,,,,,,,
44,cra_crp__wt_fru,-1.0572244595000002,0.9524416975182767,2.0,80.0,-0.38374647650000027,81.0,-1.7307024425000002,,,,,,,,
45,cra_crp__delcra_ac,-0.6933938700000002,0.3931051983882295,2.0,82.0,-0.9713612215000004,83.0,-0.4154265185000001,,,,,,,,
46,cra_crp__delcra_fru,-1.0252330635000002,0.041757195356624,2.0,84.0,-0.9957062675,85.0,-1.0547598595000005,,,,,,,,
47,cra_crp__delcra_glc,-1.418109709,0.4420728832149786,2.0,86.0,-1.1055169755,87.0,-1.7307024425000002,,,,,,,,
48,rpoB__wt_031,-0.9298062015000004,,1.0,88.0,-0.9298062015000004,,,,,,,,,,
49,rpoB__wt_044,-1.7307024425000002,,1.0,89.0,-1.7307024425000002,,,,,,,,,,
