,BSU_22650
SRX8138083,0.0
SRX8138084,0.0
SRX8138085,0.0
SRX8138086,0.0
SRX8138087,0.0
SRX8138088,0.0
ERX4111143,0.23243180927513865
ERX4111144,-0.3940746733276673
ERX4111145,-0.3940746733276673
ERX4111146,-0.2202042920813725
ERX4111148,-0.20179080935184965
ERX4111149,-0.2469449672166572
ERX4111150,-0.3940746733276673
ERX4111151,-0.23243180927513865
ERX4111152,-0.3940746733276673
ERX4111153,-0.20117448112724012
ERX4111154,-0.08559810548825525
ERX4111156,-0.3940746733276673
ERX4111157,-0.11080899913855302
ERX4111158,-0.2360486688484019
SRX5577041,-0.1985076368004144
SRX5577042,0.13030377515352853
SRX5577043,0.06766962690281897
SRX5577044,0.0005342347440686623
SRX5577045,0.2706422884679487
SRX5577046,0.4671212228443479
SRX5577047,0.21663023402471812
SRX5577048,0.376061135484834
SRX5577049,0.4944697555838635
SRX5577050,-0.012941937925944558
SRX5577051,0.11629019557524245
SRX5577052,0.471036785314312
SRX5577053,0.32011073208900864
SRX5577054,0.11436147324565925
SRX5577055,0.4447467003213133
SRX5577056,-0.1414322980919014
SRX5577057,-0.09332511354888773
SRX5577058,0.4885075831146288
SRX5577059,-0.28412085494982803
SRX5577060,0.3178226096367496
SRX5577061,1.0282677110205551
SRX5577062,0.9940990287591962
SRX5577063,0.6572812920637894
SRX5577064,0.8642518052189363
SRX5577065,0.03657809255646871
SRX5577066,0.2405354894299085
SRX5577067,0.643419885941193
SRX5577068,0.6244116643826105
SRX533166,0.37423792157297786
SRX533171,-0.3742379215729774
SRX533786,1.6122820367336992
SRX533787,0.8435340128369511
SRX533789,2.4821198032820044
SRX533791,1.277503837618239
SRX533792,1.3725083082059095
SRX533793,0.8721221934453256
SRX533794,0.5986707822298993
SRX533795,0.7389046547945113
SRX4703435,-0.2544306300653363
SRX4703436,0.06415518253347853
SRX4703437,0.1902754475318582
SRX4703438,4.98850258098297
SRX4703439,5.163217102460372
SRX4703440,5.161255929119709
SRX6902408,-0.52463792496913
SRX6902409,-0.5842794212742035
SRX6902410,0.13544912221601102
SRX6902411,-0.029907382905574487
SRX6902412,-0.2899344186275625
SRX6902413,-0.0509178649175146
SRX6902414,-0.031781875571428315
SRX6902415,0.031781875571428315
SRX5278698,0.4387114928043889
SRX5278699,0.032087164956212
SRX5278700,-0.4707986577606014
SRX5278701,-1.324277592717845
SRX5278702,-0.8552636331125258
SRX5278703,-1.060400787035852
SRX5278704,2.2161685105084885
SRX5278705,1.8933066753736805
SRX5278707,-0.21414265674109825
SRX5278708,0.7454284679541305
SRX5278709,-0.7856833575431414
SRX5278710,1.4076955020561617
SRX5278711,0.7264272514869758
SRX5278713,0.6212657631663223
SRX5278714,-0.2942692678836334
SRX5278715,-0.5399691514732234
SRX5278716,-0.5231183878829015
SRX5278717,-0.4805213809565734
SRX5278718,-1.9016694405311645
SRX5278719,-0.5867221742134089
SRX5278720,-0.4551958148634361
SRX5278721,-1.853900069164544
SRX1254783,3.1964813333340216
SRX1254784,2.8421349830903937
SRX1254785,3.56605148375402
SRX1254786,2.7841448784592537
SRX1473807,-0.06334726632527712
SRX1473808,-0.07950866185422563
SRX1473809,0.1428559281795027
SRX7520944,0.7313468575481155
SRX7520945,0.1608581403110838
SRX7520946,-0.44800103038462735
SRX7520947,-0.4442039674745706
SRX7520948,-0.42948178753784827
SRX7520949,-0.3195426944455453
SRX7520950,-0.3424886800124973
SRX7520951,-0.00476770940762794
SRX959206,1.0811076393315524
SRX959207,1.972111392835061
SRX959208,1.4562169109028251
SRX959209,0.7527242017844049
SRX959210,0.8790853847478517
SRX959211,0.6449364825855146
SRX959212,-0.6161306637767322
SRX959213,-0.2626716879158848
SRX959214,0.3980323342733037
SRX959215,-0.503980283392776
SRX959216,0.9003255616703201
SRX959217,0.08442473914177008
SRX3269802,0.4433019180620237
SRX3269803,-0.44330191806202346
SRX3269804,-1.177072177623272
SRX3269805,-0.9925703609082304
SRX3269806,-1.2723897429029067
SRX3269807,0.9847897036230212
SRX3269808,0.9024526685534546
SRX3269809,-0.009005286904123722
SRX3269810,-0.3472704718963535
SRX3269811,-0.5710918887931071
SRX2529102,1.1536074841780355
SRX2529103,-1.1536074841780353
SRX2529104,2.9302566014690044
SRX2529105,3.28872101014658
ERX1981712,-0.8008604630802807
ERX1981713,-0.5784170915015157
ERX1981714,-0.4063061627299476
ERX1981715,-0.013300013866609062
ERX1981716,-0.4389405026606836
ERX1981717,0.4522405165272931
