,ABUW_1218
SRX3737100,1.7935248194
SRX3737101,1.3909459009
SRX3737103,1.4341410904
SRX3737104,0.058512580200000004
SRX3737105,-0.026321936
SRX3737106,0.034689009
SRX3737107,-0.06687965330000001
SRX3737108,0.0167874485
SRX3737109,-0.0503886141
SRX3737110,0.2852676277
SRX3737111,0.1312707746
Abaum_0017,0.0473896487
Abaum_0018,0.5339325166000001
Abaum_0019,0.5729931049
Abaum_0020,-0.2248858305
Abaum_0021,-0.1837870967
Abaum_0022,0.008771139800000001
Abaum_0023,-0.0473896487
Abaum_0024,-0.3892453652
Abaum_0025,-0.12922555530000002
Abaum_0026,5.85082e-05
SRX3141471,-0.4032067601
SRX3141472,-0.41739794820000004
SRX3141473,0.1704849132
SRX3141474,0.246913035
SRX3141475,-0.164810118
SRX3141476,-0.2267516884
SRX3141477,-0.0791007013
SRX3141478,-0.10842859090000001
SRX3141479,-0.3784576364
SRX8944518,0.0328022195
SRX8944519,0.1236854287
SRX8944520,0.0287909522
SRX8944521,-0.07748573830000001
SRX8944522,-0.0615931716
SRX8944523,0.17654486460000002
SRX5930997,0.3027639868
SRX5930998,-0.7819454936
SRX5930999,0.4791815068
SRX5931001,0.20942125150000002
SRX5931002,0.0943533443
SRX4488546,0.9810309228
SRX4488547,-0.45315886240000003
SRX4488548,1.1708686008
SRX4488549,-0.5278720603
SRX4488550,0.5562202055000001
SRX4488551,1.0965039346
SRX4488552,1.4439266984
SRX4488553,1.2767789236
SRX4488554,0.47490004620000004
SRX4488555,2.2422152799
SRX4488556,0.2805200042
SRX4488557,0.6672297013
SRX2568047,-0.8506565711
SRX2568048,-0.8894982908
SRX2568049,-0.6645190068
SRX2568050,-1.0362149347
SRX2568051,-1.0341424129
SRX2568052,-1.2781823857
SRX2568053,-0.4466317389
SRX2568054,-0.7423183647
SRX2568055,-0.9781789961
SRX2568056,-1.4036057504000001
SRX2568057,-0.8774884666
SRX2568058,-1.3380394278
SRX2568059,-0.1283888801
SRX2568060,-0.1673065902
SRX2568061,-0.20868352340000001
SRX2568062,-0.1333182997
SRX2568063,-0.224220888
SRX2568064,0.35753918760000003
Abaum_0001,0.3241942632
Abaum_0002,0.9279428918
Abaum_0003,0.48006306860000003
Abaum_0004,0.5620168899
Abaum_0005,0.5316483305
Abaum_0006,0.4464526076
Abaum_0007,0.22205581600000002
Abaum_0008,0.4852490454
Abaum_0009,0.5248006151
Abaum_0010,0.3130294353
Abaum_0011,-0.0332490646
Abaum_0012,0.0332490646
Abaum_0013,0.2225143916
Abaum_0014,0.5665876744
Abaum_0015,0.3533536953
Abaum_0016,0.5874505917
ERX1221046,0.0902431933
ERX1221048,-0.1490035917
ERX1221049,0.058760398400000004
ERX1221050,0.6344761606
ERX1221052,0.4208659361
ERX1221053,0.2531983217
ABNM035,0.1502662975
ABNM036,-0.1502662975
ABNM037,0.3443665005
ABNM038,0.2382669115
ABNM041,0.6840740385
ABNM042,0.1137291275
ABNM019,-0.0075046601
ABNM020,0.0075046601
ABNM021,-0.3408264957
ABNM022,-0.0609410385
ABNM023,-0.4563919215
ABNM024,-0.7696270355
ABNM025,-0.2613854685
ABNM026,-0.3928086404
ABNM027,0.2394912087
ABNM028,-0.2394912087
ABNM029,0.2321665386
ABNM030,-0.4091007097
ABNM031,-0.2613501816
ABNM032,-0.3883533984
ABNM033,-0.1565250886
ABNM034,0.0696554045
ABNM001,-0.3482123487
ABNM002,0.3482123487
ABNM003,-1.2039096652
ABNM004,-0.4507535227
ABNM005,-2.120711484
ABNM006,-1.1013372943
ABNM007,-1.5205977016
ABNM008,-1.7162502693000001
ABNM009,-0.9407962094000001
ABNM010,-0.5794835507
ABNM043,-0.1173630955
ABNM044,0.1173630955
ABNM045,-0.3551819195
ABNM046,-0.4124137735
ABNM047,-0.0371519635
ABNM048,0.0739685145
ABNM011,-0.0227016896
ABNM012,0.0227016896
ABNM013,-0.07833299910000001
ABNM014,-0.15726918950000002
ABNM015,-0.4998003863
ABNM016,-0.5225354929
ABNM017,-0.2826862001
ABNM018,-0.1482002822
