,new_2104902_2106408
M9exp_1,7.0653
M9exp_2,7.1235
M9exp_3,6.9018
M9tran_1,7.3733
M9tran_2,7.3917
M9tran_3,7.1604
M9stat_1,8.9565
M9stat_2,8.4803
M9stat_3,8.2007
MG-0.1_1,6.6217
MG-0.1_2,6.3318
MG-0.1_3,6.8477
MG-0.2_2,6.5787
MG-0.2_3,7.2409
MG+5_1,7.2429
MG+5_2,6.3197
MG+5_3,7.3995
MG+10_1,6.8486
MG+10_2,6.6512
MG+10_3,7.1835
MG+15_1,7.0162
MG+15_2,7.4607
MG+15_3,7.0081
MG+25_1,6.9787
MG+25_2,6.8664
MG+25_3,6.9223
MG+45_1,7.1335
MG+45_2,6.7491
MG+45_3,6.9157
MG+60_2,6.976
MG+60_3,7.2433
MG+90_2,6.4081
MG+90_3,6.7526
MG+120_1,7.2864
MG+120_2,6.9463
MG+120_3,6.8554
MG+150_1,7.2458
MG+150_3,7.0816
GM-0.1_1,6.8677
GM-0.1_2,6.9302
GM-0.1_3,7.225
GM-0.2_1,7.5324
GM-0.2_2,7.4963
GM-0.2_3,6.5872
GM+5_1,6.7574
GM+5_2,6.3388
GM+5_3,6.9060000000000015
GM+10_2,6.4419
GM+10_3,6.7424
GM+15_1,6.6676
GM+15_2,7.0927
GM+15_3,6.8236
GM+25_1,6.7774
GM+25_2,6.9371
GM+25_3,7.1481
GM+45_1,6.7496
GM+45_2,6.39
GM+45_3,7.6406
GM+60_1,6.5803
GM+60_2,6.7846
GM+60_3,7.3283
GM+90_1,6.9138
GM+90_2,7.6604
GM+90_3,7.5387
GM+120_1,7.7388
GM+120_3,8.1002
GM+150_1,7.4657
GM+150_2,6.7393
GM+150_3,7.2761
BT_1,9.6837
BT_2,9.3999
B36_1,10.0475
B36_2,10.1054
B60_1,9.1213
B60_2,9.6829
S0_1,6.6207
S0_2,6.919
S0_3,7.194
S1_1,6.9967
S1_2,7.0775
S1_3,6.7396
S2_1,7.8332
S2_2,7.2815
S2_3,7.217
S3_1,10.7369
S3_2,10.7929
S4_1,12.0597
S4_2,12.0237
S4_3,11.6198
S5_1,12.4053
S5_2,12.3948
S5_3,12.6708
S6_1,12.0137
S6_2,10.2061
S6_3,12.2456
S6/t_1,11.8195
S6/t_2,9.3527
S6_4,10.9
S6_5,11.6059
S6_6,11.5005
S7_4,10.6796
S7_5,10.9057
S7_6,10.8637
S8_4,10.6036
S8_5,10.1384
G135_1,7.5291
G135_3,7.5045
G150_1,7.3727
G150_2,6.9763
G150_3,7.7227
G180_1,7.3789
G180_2,6.95
G180_3,7.0947
T-5.40H_1,7.686
T-4.40H_1,7.6265
T-3.40H_1,7.1771
T-2.40H_1,7.1169
T-1.40H_1,7.0319
T-1.10H_1,6.739
T-0.40H_1,6.6624
T0.0H_1,6.694
T0.30H_1,7.6576
T1.0H_1,7.3213
T1.30H_1,7.8373
T2.0H_1,8.1521
T2.30H_1,8.1365
T3.0H_1,8.4798
T3.30H_1,9.2817
T4.0H_1,9.4705
T5.0H_1,9.7221
LBexp_1,6.8789
LBexp_2,6.7668
LBexp_3,7.0951
LBtran_1,7.0785
LBtran_2,6.9164
LBtran_3,7.1817
LBstat_1,7.1336
LBstat_2,7.4127
LBstat_3,7.4964
LBGexp_1,6.876
LBGexp_2,6.8831
LBGexp_3,7.0391
LBGtran_2,7.3939
LBGtran_3,7.3633
LBGstat_1,7.1446
LBGstat_2,7.2429
LBGstat_3,7.6508
Mt0_1,7.03
Mt0_3,6.5267
M0t45_1,7.0234
M0t45_2,6.8299
M0t45_3,6.6956
M0t90_1,7.3514
M0t90_2,6.9049
M0t90_3,7.0317
M40t45_1,7.2645
M40t45_2,7.0802
M40t45_3,6.5233
M40t90_1,7.0657
M40t90_2,6.9164
M40t90_3,6.9256
dia0_1,6.8854
dia0_2,6.9397
dia0_3,6.4672
dia5_1,7.0796
dia5_2,7.2336
dia5_3,6.6484
dia15_1,7.1022
dia15_2,7.1473
dia15_3,7.1708
C30_1,9.0498
C30_2,8.8217
C90_1,7.8995
C90_2,6.7198
SMM_1,7.1732
SMM_2,7.0408
SMM_3,7.0081
Salt_1,7.2772
Salt_2,7.1823
Salt_3,7.1181
M+G_1,8.4463
M+G_2,7.172999999999999
M+G_3,7.2146
Glu_1,7.6715
Glu_2,7.2084
Glu_3,7.2839
Fru_1,7.4158
Fru_2,7.6981
Fru_3,7.3511
Mal_1,7.0166
Mal_2,7.5025
Mal_3,7.117000000000001
G+S_2,9.0982
G+S_3,9.6521
Pyr_1,9.3883
Pyr_2,9.4883
Pyr_3,9.3243
Gly_1,7.5817
Gly_2,7.6671
Gly_3,8.0234
Glucon_1,8.5024
Glucon_2,8.1238
Glucon_3,8.1587
BI_1,6.9689
BI_2,6.7939
BC_2,7.9124
BC/t_1,7.8227
BC/t_2,8.8302
BC_1,7.6269
Sw_1,6.9437
Sw_2,7.0491
BMM_1,6.7348
BMM_2,6.8046
BMM_3,7.0809
Heat_1,7.2191
Heat_2,6.7005
Heat_3,7.4071
Cold_1,6.9585
Cold_2,7.2035
Cold_3,7.3039999999999985
Etha_1,7.5125
Etha_2,7.7021
Etha_3,7.3742
SMMPr_1,7.7186
SMMPr_2,7.6583
SMMPr_3,7.5966
HiTm_1,7.2664
HiTm_2,6.9569
HiTm_3,7.2184
LoTm_1,9.8169
LoTm_2,9.7417
LoTm_3,10.0806
HiOs_1,7.5987
HiOs_2,7.8664
HiOs_3,7.5732
Oxctl_1,7.6936
Oxctl_2,7.6606
Oxctl_3,7.0988
Diami_1,7.4688
Diami_2,7.0112
Diami_3,7.65
Paraq_1,7.5598
Paraq_2,6.9971
Paraq_3,7.072
H2O2_1,7.3039
H2O2_2,7.3919
H2O2_3,7.6672
HPh_1,7.5003
HPh_2,7.0466
HPh_3,7.6244
LPh_1,7.3098
LPh_2,7.0764
LPh_3,7.5826
LPhT_1,7.5462
LPhT_2,7.1118
LPhT_3,7.3112
aero_1,7.1086
aero_2,7.1728
aero_3,6.9466
nit_1,9.4659
nit_2,7.9021
nit_3,9.1367
ferm_1,9.1774
ferm_2,7.8497
ferm_3,9.2925
