,PA1552.1
ERX2300168,0.31578565200000003
ERX2300169,0.5422128820000001
ERX2300170,-0.11729961200000001
SRX6747256,-0.062338836
SRX6747257,0.025405312000000003
SRX6747258,0.019260711
SRX6747259,0.008903985000000001
SRX6747260,0.008768828000000001
SRX6747265,1.62528692
SRX6747266,1.658528486
SRX6747268,0.148144517
SRX6747269,0.367967996
ERX2456848,0.153897489
ERX2456849,-0.24300949200000002
ERX2456850,-0.242924934
ERX2456851,-0.196756109
ERX2456852,-0.342100936
ERX2456853,-0.6097675570000001
ERX2456854,0.098960244
ERX2456855,0.11822963700000001
ERX2456856,0.08908687
ERX2456857,0.031852008
ERX2456858,0.11443678
ERX2456859,-0.45256553800000004
SRX1156127,0.111063564
SRX1156135,-0.111063564
SRX1156136,-0.42520931900000003
SRX1156137,-0.6515896090000001
SRX1156138,-0.386283721
SRX1156140,-0.277985188
ERX3558798,0.8942326180000001
ERX3558799,0.8847289530000001
ERX3558800,0.85679167
ERX3558801,0.6288451180000001
ERX3558802,-0.0057784410000000005
ERX3558803,0.161041299
ERX3558804,0.053042511
ERX3558805,-0.20830536900000002
ERX3593017,-0.8111042070000001
ERX3593018,-0.8962760270000001
ERX3593020,-0.09542014700000001
ERX3593021,0.099470577
ERX3593022,-0.00405043
SRX2520351,0.081024461
SRX2520352,0.061875997
SRX2520353,0.195331379
SRX2520354,0.690766465
SRX2520355,0.137430079
SRX2520356,-0.153263543
SRX2520357,-0.12706699300000002
SRX2520358,-0.349884476
SRX2520359,-0.7262901780000001
SRX2520360,-0.566446126
SRX3169722,0.091618742
SRX3169723,0.283153619
SRX3169725,-0.019186104000000002
SRX3169726,-0.10493883700000001
SRX3169728,0.124124941
SRX8143226,-0.008888192000000001
SRX8143227,0.008888192000000001
SRX8143228,-0.29485569100000003
SRX8143229,-0.261625945
SRX6853212,-0.0887743
SRX6853213,0.0887743
SRX6853214,-0.140196338
SRX6853215,-0.10656911100000001
SRX7747527,-0.6808657760000001
SRX7747528,-0.749526315
SRX7747537,-0.472161504
SRX7747538,0.065869643
SRX7747540,-0.065869643
Paeru_0017,-0.58209001
Paeru_0018,-0.024514895000000002
Paeru_0019,-0.285928444
Paeru_0020,0.28132780900000004
Paeru_0033,-0.49873258000000004
Paeru_0034,-0.09997890300000001
Paeru_0035,0.058545729000000005
Paeru_0036,-0.201733557
Paeru_0037,0.28844788200000004
Paeru_0038,0.017871709
Paeru_0039,0.005284932
Paeru_0041,0.328702735
Paeru_0040,0.023241333000000003
Paeru_0042,0.152256204
Paeru_0043,0.077603562
Paeru_0044,1.258179545
Paeru_0045,1.219753372
Paeru_0046,-0.201937473
Paeru_0047,0.201937473
Paeru_0048,0.63564065
Paeru_0049,1.267428495
Paeru_0050,0.253518372
Paeru_0051,0.11786848600000001
Paeru_0052,1.5798895
Paeru_0053,1.888579572
Paeru_0056,0.5551265160000001
Paeru_0057,0.507168299
Paeru_0058,0.8660367440000001
Paeru_0059,0.605194548
Paeru_0060,-0.18738489600000002
Paeru_0061,0.048676672000000004
Paeru_0062,0.527893271
Paeru_0063,0.039261348
Paeru_0064,0.097035218
Paeru_0065,-0.541357988
Paeru_0066,-0.647641945
Paeru_0068,0.9877482350000001
Paeru_0069,0.5472656690000001
Paeru_0070,-0.929649139
Paeru_0071,-1.4997094
Paeru_0072,0.153250825
Paeru_0073,1.090654621
Paeru_0074,0.8723967850000001
Paeru_0075,0.906367471
Paeru_0077,1.21888748
Paeru_0106,-0.917485062
Paeru_0107,-0.602016593
Paeru_0111,-0.767871822
Paeru_0112,-0.395662871
Paeru_0131,-1.4946411080000002
Paeru_0132,-1.6839415450000002
Paeru_0133,-0.097580861
Paeru_0134,-0.30685547100000005
Paeru_0135,-0.14224940600000002
Paeru_0136,-0.41660337000000003
Paeru_0137,0.25676614000000003
Paeru_0138,0.016554693000000002
Paeru_0161,0.938942181
Paeru_0162,0.8086065090000001
Paeru_0166,0.836055819
Paeru_0167,0.92652659
Paeru_0220,-0.16334943300000002
Paeru_0221,0.29520053500000004
Paeru_0258,-0.042972559
Paeru_0259,0.82498309
Paeru_0260,-0.610059813
Paeru_0261,-6.948829089
Paeru_0262,-2.739701262
Paeru_0263,-1.3443681170000001
Paeru_0264,-1.172495223
Paeru_0265,-2.322386966
Paeru_0266,-3.17645772
Paeru_0267,-0.249541909
Paeru_0268,-2.403298239
Paeru_0269,-1.514363849
Paeru_0270,-0.9598431420000001
Paeru_0271,-1.098497248
Paeru_0282,-0.7840431880000001
Paeru_0283,-1.448935154
Paeru_0284,-0.070095614
Paeru_0285,0.461644838
Paeru_0286,-0.42151300700000005
Paeru_0287,-0.35738761500000005
Paeru_0001,-0.071717613
Paeru_0002,0.363586092
Paeru_0005,-1.214115963
Paeru_0006,-1.078602372
Paeru_0007,-0.39537893900000004
Paeru_0009,-0.5562459750000001
Paeru_0011,0.706978501
Paeru_0012,-0.40287078600000004
Paeru_0013,1.1799999999999999e-05
Paeru_0014,-0.484647455
Paeru_0021,1.088369749
Paeru_0022,1.292538463
Paeru_0023,-0.5255360210000001
Paeru_0024,-0.170031961
Paeru_0025,-0.083311225
Paeru_0026,-0.025453092
Paeru_0031,0.211569219
Paeru_0032,-0.156087591
Paeru_0102,-0.37149469
Paeru_0103,-0.839586727
Paeru_0104,-1.482786857
Paeru_0105,-1.591742275
Paeru_0108,-0.500140432
Paeru_0109,-0.1721464
Paeru_0110,-0.165018136
Paeru_0121,0.631025743
Paeru_0122,0.48804161700000004
Paeru_0123,0.7319933590000001
Paeru_0124,1.070784766
Paeru_0125,-0.075052223
Paeru_0126,0.267421903
Paeru_0127,0.650794355
Paeru_0128,-1.065379554
Paeru_0129,-0.676498264
Paeru_0139,1.047212458
Paeru_0140,0.9624268650000001
Paeru_0157,0.26103201200000004
Paeru_0158,0.231976912
Paeru_0159,-0.105622819
Paeru_0160,-1.94e-05
Paeru_0163,1.212316005
Paeru_0165,1.483320402
Paeru_0218,0.034933355
Paeru_0219,-0.186173
Paeru_0254,0.571823532
Paeru_0256,-0.21782667300000003
Paeru_0257,0.07315943700000001
SRX591667,0.214993962
SRX591668,-0.38886488300000005
SRX591669,0.33087923
SRX591670,-0.8765310180000001
SRX591671,0.037237569000000005
SRX591675,-0.214993962
SRX591676,-0.35105746600000004
SRX591677,-0.343662032
SRX591678,-1.388206276
SRX591679,0.464756938
ERX541575,-1.216388871
ERX541576,-0.939015586
ERX541577,-1.990934786
ERX541578,-3.004022403
ERX541585,-0.43796177700000005
ERX541586,-0.39663209
ERX541587,-0.24591705900000002
ERX541588,0.24591705900000002
ERX541593,0.10642713100000001
ERX541594,-0.350248946
ERX541595,-1.25101192
ERX541596,-2.770670056
SRX3763712,0.04343472
SRX3763714,-0.04343472
SRX3763715,0.943966544
SRX3763716,1.093332623
SRX3763717,1.18865244
ERX2259197,-0.41861328600000003
ERX2259198,0.356002033
ERX2259199,-0.523556632
ERX2259200,0.523556632
SRX1516139,0.11543603200000001
SRX1516140,-0.11543603200000001
SRX1516141,-0.025785852
SRX1516142,0.24692191
ERX2068556,-0.20243992700000002
ERX2068557,0.07356504600000001
ERX2068558,-0.059960275
ERX2068559,0.25977177700000004
ERX2068560,0.113283269
ERX2068561,-0.37305504700000003
SRX2652927,-0.5995351480000001
SRX2652931,-0.577653678
SRX2652933,-0.047035616
SRX2652935,-0.071005804
SRX2652937,0.11804142000000001
SRX3324112,-0.100516778
SRX3324113,0.100516778
SRX3324116,-0.025904448
SRX3324117,-0.00481209
SRX6747953,-0.37811114
SRX6747954,0.318670915
SRX6747955,0.059440225000000006
SRX6747957,0.42306505200000005
SRX6747958,0.050191025
SRX7058493,-0.389158184
SRX7058498,-0.49070748700000005
SRX7058499,-0.5025194550000001
SRX7058500,-0.355428487
SRX7058501,-0.19331471
SRX7058502,-0.13306508
SRX7058503,-0.226577207
SRX7058504,0.313685637
SRX7058505,-0.622495824
SRX7058506,-0.803328075
SRX7058508,-0.637273164
SRX7058510,0.009647373
SRX7058511,0.065825175
SRX7058512,-0.924382016
SRX7058513,-0.905935412
SRX7058514,-1.377396322
SRX7058515,-1.213276051
SRX7058492,-0.421551481
SRX7058494,-0.708093842
SRX7058495,-0.76019695
SRX7058509,0.29151899800000003
SRX6923929,-1.408130844
SRX6923930,-2.06763074
SRX6923932,-1.798971561
SRX6923933,0.23314901700000001
SRX6923934,0.025456851000000003
SRX6923935,-0.258605868
SRX7940213,0.088082412
SRX7940214,0.191491238
SRX7940215,-0.27957365
SRX7940216,-0.15034007600000002
SRX7940217,-0.078825162
SRX6874325,-0.07314487900000001
SRX6874326,0.021981712
SRX6874327,-0.164422806
SRX6874328,0.042584517
SRX6874329,0.173001456
SRX6874330,-0.787965849
SRX6874331,-0.9269414730000001
SRX6874332,-0.90650776
SRX6874333,-0.47186188100000004
SRX6874334,-0.517395895
SRX2255950,-0.6072548440000001
SRX2255951,-0.362346584
SRX2255954,-0.029333088
SRX2255955,0.029333088
ERX2813653,-0.061313893
ERX2813654,0.061313893
ERX2813656,-0.8570350240000001
ERX2813657,-0.9940427780000001
ERX2813658,-0.8612815880000001
SRX2711962,0.260576531
SRX2711963,-0.260576531
SRX2711964,-0.23864996800000002
SRX2711965,-0.6157507170000001
SRX2711966,-0.097592646
SRX2711967,-0.57486881
