,PA1552.1
SRX7442752,-0.020708611000000002
SRX7442753,0.020708611000000002
SRX7442754,-1.005122607
SRX7442755,-1.068442332
SRX7442756,-1.6628138140000002
SRX7442757,-1.7273339010000002
SRX7442758,-1.486901162
SRX7442759,-2.001166891
SRX7442761,-2.361661345
SRX7874204,-0.008374493
SRX7874205,0.008374493
SRX7874206,-0.5725275360000001
SRX7874207,-0.543222826
SRX8639787,0.034513626000000006
SRX8639788,-0.034513626000000006
SRX8639789,-0.257966138
SRX8639790,-0.444185896
SRX8639791,-0.35966061200000005
SRX8639792,-0.414515829
SRX8639793,-1.673852556
SRX8639794,-1.808525157
SRX8639795,-1.84913149
SRX8639796,-1.822188025
SRX8639797,-0.682468866
SRX8639798,-0.472011797
SRX8639800,-0.9437591810000001
SRX2940624,0.488992258
SRX2940626,0.43172138600000004
SRX2940627,0.362710792
SRX2940628,-0.242302172
SRX2940629,-0.12040861900000001
ERX2195929,-0.096774522
ERX2195930,0.096774522
ERX2195931,-0.258175778
ERX2195932,-0.280412849
ERX2195933,-0.297255987
ERX2195934,-0.550018302
SRX4579961,0.07904506800000001
SRX4579962,-0.061559884
SRX4579963,-0.017485183
SRX4579964,2.007283632
SRX4579965,0.987061375
SRX4579966,1.5226267999999998
SRX540108,0.38685275300000005
SRX540109,-0.38685275300000005
SRX540110,-1.3837581650000002
SRX540111,-1.994876204
SRX540112,-4.434796197
SRX540113,-4.342411431
SRX540114,-0.199903093
SRX540115,0.070073889
SRX1737662,-0.9962757230000001
SRX1737664,-0.851278127
SRX1737665,-0.598220034
SRX1737667,-0.19982649800000002
SRX1737668,0.19539019600000002
SRX1737670,0.004436301
SRX6976948,-0.047000386000000005
SRX6976949,0.113677047
SRX6976950,-0.066676662
SRX6976951,0.257955614
SRX6976952,0.013993884000000002
SRX6976953,0.31036672600000004
SRX5630349,-0.105147894
SRX5630350,0.105147894
SRX5630351,-0.057054635000000006
SRX5630352,0.085618759
SRX4342817,-0.22966180200000003
SRX4342818,-0.7260169200000001
SRX4342819,0.08282855800000001
SRX4342820,0.38288362200000003
SRX4342821,0.5727951
SRX4342822,-0.095929706
SRX1411278,0.07043342200000001
SRX1411287,0.016689765000000002
SRX1411289,-0.19680387
SRX1411279,-0.36477195900000003
SRX1411280,0.294338537
SRX1411281,0.130562331
SRX1411282,-0.008884678
SRX1411283,-0.064698976
SRX1411284,0.629419869
SRX1411285,0.143292479
SRX1411286,0.13115458900000002
SRX1411288,0.505632473
SRX2662717,-0.54884667
SRX2662718,0.338404111
SRX2662721,-0.015521325
SRX2662722,0.015521325
ERX2300159,0.365190094
ERX2300160,-0.365190094
ERX2300161,0.317234051
ERX2300162,-0.344604638
ERX2300163,-0.255498016
ERX2300164,-0.665309852
ERX2300165,0.365995108
ERX2300166,-0.209938216
ERX2300167,0.26841263
