,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-0.5087988479333333,0.7333744728181405,3.0,0.0,-0.3900724215,1.0,0.1579688803,2.0,-1.2942930026,,
1,AB0057_PGcoculture__AB ,-2.4999998599062323e-11,0.26001739627844817,4.0,3.0,-0.3371563911,4.0,0.176075855,5.0,0.23083419800000002,6.0,-0.06975366200000001
2,AB0057_PGcoculture__ABPG,0.49598375100000003,0.31292502651289095,4.0,7.0,0.4897438578,8.0,0.8346155619000001,9.0,0.0809770372,10.0,0.5785985471
3,AB5075_AZI__AZI_000,0.0,0.22540556170674195,2.0,11.0,-0.1593858012,17.0,0.1593858012,,,,
4,AB5075_AZI__preculture,0.14971590185,0.07477365350856557,2.0,12.0,0.2025888593,13.0,0.0968429444,,,,
5,AB5075_AZI__AZI_040,2.7046276711,0.20019291677907777,2.0,14.0,2.5630699021,18.0,2.8461854401,,,,
6,AB5075_AZI__AZI_028,0.71880002555,0.04029302165960054,2.0,15.0,0.6903085567,19.0,0.7472914944,,,,
7,AB5075_AZI__AZI_003,0.187912864,0.1743417788938966,2.0,16.0,0.3111911181,20.0,0.0646346099,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.6088949881333333,0.3422837339332872,3.0,21.0,0.2973054624,28.0,0.9752654621,29.0,0.5541140399,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-3.333335459506278e-11,0.49166120185645057,3.0,22.0,0.4865962512,23.0,0.0099780154,24.0,-0.49657426670000004,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.46738957680000004,0.5042954675750646,3.0,25.0,1.0496998247,26.0,0.1762375727,27.0,0.17623133300000002,,
11,AB5075_VIR-O_LSO__VIR-O,2.3129646346357427e-18,0.06605277373395689,3.0,30.0,-0.0706955958,32.0,0.0601382894,34.0,0.0105573064,,
12,AB5075_VIR-O_LSO__LSO,-0.10999673630000001,0.5819139185272587,3.0,31.0,0.3842241765,33.0,0.037142823900000004,35.0,-0.7513572093,,
13,AB5075_Zinc__Control,-1.850371707708594e-17,0.7808998619240715,3.0,36.0,-0.4310185848,37.0,0.9014187828,38.0,-0.47040019800000005,,
14,AB5075_Zinc__Zinc,2.97012249275,0.14150417972530072,2.0,39.0,2.8700639277,40.0,3.0701810578,,,,
15,AB5075_biofilm+abx__planktonic,-1.850371707708594e-17,0.47836885091084197,3.0,41.0,0.5453863242,42.0,-0.34853560110000004,44.0,-0.1968507231,,
16,AB5075_biofilm+abx__biofilm,2.5461870657666665,0.4325547611951839,3.0,43.0,2.0551899658,45.0,2.7123445337,46.0,2.8710266978,,
17,AB5075_biofilm+abx__cip_biofilm,1.1614502363666668,0.6344198821414319,3.0,47.0,0.4323636689,48.0,1.5877443882,50.0,1.464242652,,
18,AB5075_biofilm+abx__tet_biofilm,2.8909169265666663,0.5498711539961588,3.0,49.0,2.9495253979,51.0,3.4091362715,52.0,2.3140891103,,
19,AB5075_gigAB__kan_gigB,-4.4296521909,0.7564103595255071,3.0,53.0,-5.2564538253,54.0,-3.7724155169999998,55.0,-4.2600872304,,
20,AB5075_gigAB__gigB,-4.548234950566666,0.44769998889469564,3.0,56.0,-5.0119669731,57.0,-4.5142318678999995,58.0,-4.1185060107,,
21,AB5075_gigAB__kan_gigA,10.849586645666667,0.6334940998975261,3.0,59.0,10.9065039849,60.0,10.1895544752,61.0,11.4527014769,,
22,AB5075_gigAB__gigA,11.801309758933334,0.6815504384470383,3.0,62.0,12.5088845975,63.0,11.1491695518,64.0,11.7458751275,,
23,AB5075_gigAB__kan_WT,-1.127986468,0.28424016683032993,3.0,65.0,-0.8978658129,66.0,-1.4457185388,67.0,-1.0403750523,,
24,AB5075_gigAB__WT,7.401486830834377e-17,1.0827755890305966,3.0,68.0,-0.9639249659,69.0,-0.2076312172,70.0,1.1715561831,,
25,AB5075_med__CA-MHB,0.37320554995,0.06939924570890764,2.0,71.0,0.4222782272,72.0,0.3241328727,,,,
26,AB5075_med__CA-MHB_pH6,0.5047501826,0.09014984878667537,2.0,73.0,0.568495752,74.0,0.4410046132,,,,
27,AB5075_med__RPMI+_pH7,0.47746875935,0.07800083243077982,2.0,75.0,0.5326236769,76.0,0.42231384180000003,,,,
28,AB5075_med__RPMI+_pH6,0.4041981299,0.9219689604815273,2.0,77.0,1.0561286339,78.0,-0.2477323741,,,,
29,AB5075_med__RPMI+_-HCO3,-0.29184805705000005,0.15812606048322142,2.0,79.0,-0.1800360474,80.0,-0.40366006670000004,,,,
30,AB5075_med__LB,0.0,0.004789152204589869,2.0,81.0,-0.0033864420000000004,82.0,0.0033864420000000004,,,,
31,AB5075_med__M9+AA,-0.1083951142,0.03181856036261703,2.0,83.0,-0.130894234,84.0,-0.08589599440000001,,,,
32,AB5075_med__M9-AA,-0.1011266676,0.12581891316430296,2.0,85.0,-0.1900940743,86.0,-0.0121592609,,,,
33,AYE_adeB__WT,3.333333146541643e-11,0.06894578619241455,3.0,87.0,-0.027835105800000003,88.0,0.0785118762,89.0,-0.0506767703,,
34,AYE_adeB__adeB,-0.5093961112000001,0.038576463045988635,3.0,90.0,-0.5023761365,91.0,-0.4748116965,92.0,-0.5510005006,,
35,COL__0ug/ml,0.0,0.8431529895662419,2.0,93.0,0.5961991965,94.0,-0.5961991965,,,,
36,COL__0.25ug/ml,0.7890410090000001,1.3536965459357848,2.0,95.0,-0.1681669983,96.0,1.7462490163000002,,,,
