,A,RpoH
rpoB__rpoBE672K_lb__2,2.720495649249973,0.2566309464999996
crp__wt_fru__1,-3.6828281694002976,-0.2294068884999998
crp__wt_glyc__1,-3.7448659754038327,-0.35233792649999884
crp__wt_glyc__2,-4.581718921953603,-0.34428078950000085
crp__delar1_glyc__1,3.0190512245410424,0.7111657395000002
crp__delar1_glyc__2,4.5195076306549495,0.9175130214999996
crp__delar1ar2_glyc__1,2.0829880891000254,0.03748492149999905
crp__delar1ar2_glyc__2,2.303582774386629,0.007649694500001303
crp__delar1ar2_glyc__3,2.231853721186963,-0.0790218954999986
crp__delar2_glyc__1,2.275953540648544,-0.03443674350000059
crp__delar2_glyc__2,2.1464749579111597,-0.03752240549999897
crp__delar2_glyc__3,1.832424329982744,-0.08851411250000041
crp__delcrp_fru__1,3.6710708770124576,0.6161261225000008
crp__delcrp_fru__2,3.350606472135775,0.5875629305000007
crp__delcrp_fru__3,3.536333270079796,0.5785308674999996
crp__delcrp_glc__1,3.241049590569314,0.6834815625000008
crp__delcrp_glc__2,3.047798676475272,0.5490799805000002
crp__delcrp_glc__3,3.0176097686501144,0.5154435675000002
crp__delcrp_glyc__1,3.328535178526699,0.2965239855000004
crp__delcrp_glyc__2,2.8660065611456638,0.4193187715000004
crp__delcrp_glyc__3,2.5591699291398253,0.39707155149999984
glu__glu_ale3__1,3.7854174236281777,1.3997430395000006
glu__glu_ale4__1,7.751833137213791,0.01045888850000054
glu__glu_ale5__1,7.420408304360661,-0.3500366934999999
glu__glu_ale6__1,2.1565561230132677,-0.6457246695000007
glu__glu_ale8__1,2.873296093268292,0.9089740974999998
glu__glu_ale9__1,-0.132231687724446,0.4581052314999994
glu__glu_ale10__1,4.53561127910817,1.0753171585000008
42c__wt_42c__1,4.203489708373306,0.2202389374999996
42c__42c_ale1__1,-4.03383860289371,0.16670711949999986
42c__42c_ale2__1,6.80796799666025,0.5734081974999992
42c__42c_ale3__1,2.4470721369682336,0.2475685925000004
42c__42c_ale4__1,4.619765941932746,1.1085452124999993
42c__42c_ale5__1,0.5562994093370311,-0.2478266404999996
42c__42c_ale6__1,-3.3973572287395006,0.6028873855000008
42c__42c_ale8__1,3.474430926220326,1.4043876015
42c__42c_ale9__1,2.679578677902806,-0.15832678850000015
42c__42c_ale10__1,0.5852225556787304,1.3246792114999997
ssw__wt_ac__1,2.7313097622612035,0.6814079725000006
ssw__wt_glc__1,-3.6132892281254927,-0.4122422075000003
ssw__wt_glyc__1,0.8268074380859189,0.1915209274999992
ssw__wt_xyl__1,1.424548966473926,0.21644628850000025
ssw__glc_ale1__1,10.022772842260848,0.4299451945000001
ssw__glc_ale2__1,0.6006574676773202,0.1497704604999992
ssw__glc_ale3__1,-2.7398947610917337,-0.28414932349999944
ssw__glyc_ale1__1,9.684957647633984,-0.08584852949999977
ssw__glyc_ale2__1,-2.939918071937461,-0.22874607650000026
ssw__xyl_ale1__1,-2.146571266642147,0.3266436304999996
ssw__xyl_ale2__1,1.232388924932299,0.5253024995000004
ssw__xyl_ale3__1,1.6862188703153922,-0.3186755115000004
ssw__glc_ac_ac2__1,-2.9488176810863536,-0.9509524925
ssw__glc_ac_glc1__1,-2.703731763750805,-0.3079252954999987
ssw__glc_glyc_glc__1,0.5331442589646141,0.6274494254999999
ssw__glc_glyc_glyc__1,3.881880929948555,0.34226794449999964
ssw__glc_xyl_glc__1,2.467848251789008,0.3337790035000001
ssw__glc_xyl_xyl__1,5.245527566661852,-0.7243945945000005
ica__wt_glc__1,2.1689777316836647,-1.1448341925000003
ica__wt_glc__2,2.3025521247666685,-1.1951906814999995
ica__wt_glc__3,3.003605825824828,-0.5187241554999993
ica__wt_glc__4,3.37927126352938,-0.5721339634999998
ica__arg_sbt__1,-2.4517636021562628,-0.5761741015000004
ica__arg_sbt__2,-2.694321557303912,-0.5873045574999995
ica__cytd_rib__1,3.2302947816762804,0.22427797449999964
ica__cytd_rib__2,0.478117547284956,0.12760663249999915
ica__gth__1,0.8119396427727764,0.6780507905000004
ica__gth__2,0.7270359473209119,0.6610818445000001
ica__leu_glcr__1,-2.499362313278161,-1.0476407515000004
ica__leu_glcr__2,-3.544864374303553,-1.1170701024999996
ica__met_glc__1,2.495222580257926,-1.0971552114999996
ica__met_glc__2,2.1895330771768284,-1.1991852355
ica__no3_anaero__1,2.7363947528319312,-0.2452488395000003
ica__no3_anaero__2,2.073186016929759,-0.32349660350000065
ica__phe_acgam__1,2.322588839734892,-0.6682372664999985
ica__phe_acgam__2,1.0884079772691808,-0.7379192615000001
ica__thm_gal__1,1.5339796397091892,-0.4516317225000002
ica__thm_gal__2,1.1071176838185317,-0.3829641795000001
ica__tyr_glcn__1,1.4315945696239456,-0.7744721334999998
ica__tyr_glcn__2,1.1042909860336287,-0.7154407825
ica__ura_pyr__1,0.596143161809265,-0.6706693985000003
ica__ura_pyr__2,-1.0059985700055356,-0.3480525754999988
ica__wt_glc__5,2.772979913699001,-0.5603702635000003
ica__wt_glc__6,3.1833447016091823,-0.4081213914999999
ica__bw_delpurR_cytd__1,3.896708402736706,-0.7229277925000002
ica__bw_delpurR_cytd__2,1.342003702758252,-0.050028463500000335
ica__ade_glc__1,1.676875795162358,-0.10802515650000012
ica__ade_glc__2,3.9462700624442433,-0.7658928224999997
ytf__wt_glc__1,1.9323353944861024,-0.20927914349999988
ytf__wt_glc__2,4.159410343753009,0.07539102650000018
ytf__delyafC__1,0.2246181418300843,0.15219791250000014
ytf__delyafC__2,0.1237073977967257,0.12675511449999988
ytf__delyeiE__1,-0.5327268049087018,-0.4431865575000007
ytf__delyeiE__2,-0.1097559490095555,-0.6048669295000009
ytf__delyiaJ__1,0.0617040226614229,-0.2560117935000008
ytf__delyiaJ__2,0.7768189375245523,0.03858243850000065
ytf__delyieP__1,2.9814794338337567,0.3090155975000002
ytf__delyieP__2,2.699833513330427,0.6916859365000008
ytf__wt_ph5__1,1.670836716172579,-0.5429303695000014
ytf__wt_ph5__2,1.014446878412194,-0.39573673049999947
ytf__wt_ph8__1,2.075636499658469,-0.19940039749999985
ytf__wt_ph8__2,2.6306466779288264,-0.03218011450000091
ytf__delybaO__1,0.8626039556741253,0.005131264500001009
ytf__delybaO__2,1.9299648848695288,0.06863674549999921
ytf__delybaQ__1,2.2896686146655973,-0.35936751950000106
ytf__delybaQ__2,2.19417921073087,-0.22417048550000016
ytf__delybiH__1,0.0543727845201998,0.6223138395000003
ytf__delybiH__2,1.5807953797194163,0.8691073184999993
ytf__delydcI_ph5__1,-0.0114453036294457,-0.7436486064999999
ytf__delydcI_ph5__2,0.2079405536365705,-0.6829473915000001
ytf__delydcI_ph8__1,2.2888122287670125,-0.05025724849999946
ytf__delydcI_ph8__2,2.8212898280810124,-0.22507874949999973
ytf__delyddM__1,-0.394470224865021,-0.0058948145000012895
ytf__delyddM__2,-0.2062788962006024,-0.011260001500000172
ytf__delyheO__1,0.7674766414554697,0.16536277350000006
ytf__delyheO__2,1.5416451934147009,0.24700942850000016
fps__bw_glc__1,1.9033948106847625,-0.5405613864999985
fps__bw_glc__2,1.824764432866667,-0.3429133454999995
fps__fps_thrA_ale1__1,0.1954426209002556,-0.14726994249999947
fps__fps_thrA_ale1__2,0.508369255912718,-0.3424955535000009
fps__fps_thrA_ale2__1,1.4495247159328082,-0.6185592895000003
fps__fps_thrA_ale2__2,1.7846328725117886,-0.5940167504999998
fps__fps_serB_ale1__1,1.047261814777766,-0.3518656804999996
fps__fps_serB_ale1__2,1.014197608903228,-0.4648394754999998
fps__fps_serB_ale4__1,-0.9273844356013266,-0.3926770074999997
fps__fps_serB_ale4__2,-0.328064539044535,-0.5053868184999999
fps__fps_ptsI_ale1__1,1.664415582663263,-0.35002181249999964
fps__fps_ptsI_ale1__2,1.5739012404855706,-0.41393576049999936
fps__fps_ptsI_ale3__1,2.2305902431026343,-0.5294469074999997
fps__fps_ptsI_ale3__2,2.336529004006144,-0.4680353615000002
pal__lyx_ale2_f6__1,-0.2372702891823703,0.0514695585000009
pal__lyx_ale2__1,3.233454301559295,0.06744524149999975
pal__lyx_ale2__2,1.8494085013744463,0.08714155750000074
pal__lyx_ale4__1,3.275537407309999,-0.4784504424999998
pal__lyx_ale4__2,2.9399459503572043,-0.4380573615000003
pal__5drib_ale10_f18__1,-1.1279151720766687,-0.23163834750000056
pal__5drib_ale10_f18__2,-1.7669482063121815,-0.2773723024999999
pal__5drib_ale10__1,1.330270622257664,-0.21896875950000091
pal__arab_ale14_f9__1,2.35627371843403,0.1961410155000003
pal__arab_ale14_f9__2,2.2809016369422976,0.06515782449999996
pal__arab_ale14__1,-0.4649582580926201,-0.8013487014999985
pal__arab_ale14__2,-0.6649251115265415,-0.6563447274999996
pal__arab_ale16__1,-2.4012782628779408,-0.3425629145000002
pal__arab_ale16__2,1.1889628372334151,0.10865968849999952
pal__tartr_ale26_f10__1,-0.4409180701999541,-0.06680971950000014
pal__tartr_ale26_f10__2,-0.1454900082048862,0.0563631485000009
pal__tartr_ale26__1,5.292260704191421,-0.33605818649999897
pal__tartr_ale26__2,3.7974286110213193,-0.25453952650000033
pal__tartr_ale28_f10__1,4.732631332469675,0.8141447865000001
pal__tartr_ale28_f10__2,3.585980238581655,0.8269981385000005
pal__tartr_ale28__1,1.9229265374642783,-0.2812334545000006
pal__tartr_ale28__2,0.0468299677082317,0.017018661499999862
efeU__delmenFentC_citr__1,1.6293468623989,-0.3682632914999999
efeU__delmenFentC_citr__2,2.0550047150505555,0.05809567950000094
efeU__delmenFentC__1,0.6484064317459999,-0.12570652049999964
efeU__delmenFentC__2,0.1338829441635378,-0.13272035449999994
efeU__menFentC_ale39__1,0.3738425880181881,0.5973421875000007
efeU__menFentC_ale39__2,-0.2783972279063697,0.3828632795000004
efeU__menFentC_ale29__1,-1.1243196228147294,0.49220537450000107
efeU__menFentC_ale29__2,-1.825621612637781,0.33722322350000056
efeU__menFentC_ale30__1,3.833203226841779,-0.33177023950000084
efeU__menFentC_ale30__2,4.212425143858678,-0.21213932150000048
efeU__menFentCubiC_ale36__1,1.770144968964869,0.02581627950000076
efeU__menFentCubiC_ale36__2,1.5864880649876043,-0.09247789550000007
efeU__menFentCubiC_ale37__1,1.245074820609605,-0.3630987354999995
efeU__menFentCubiC_ale37__2,1.1848666028366812,-0.3033655634999999
efeU__menFentCubiC_ale38__1,3.078592514222528,-0.5602763285000014
efeU__menFentCubiC_ale38__2,2.3892733714953103,-0.3607347045000005
misc2__salc_glc__1,3.817330919487665,0.41281228350000104
misc2__salc_glc__2,3.4394695287208803,0.9787452195000004
misc2__dbcn_glc__1,1.92561211943816,-0.19296729450000072
misc2__dbcn_glc__2,4.568491844184671,-0.005656790499999786
misc2__tyr_glc__1,0.7934467756241536,-0.2603373695000002
misc2__tyr_glc__2,0.5007612004282675,-0.2302756425000005
misc2__arg_cytd__1,2.6937510411455547,-0.5453135375000002
misc2__arg_cytd__2,2.968685440788248,-0.5060487435000001
misc2__delyheO_pyr__1,0.2303406877550232,0.029286407500000774
misc2__delyheO_pyr__2,0.7328884303744192,0.014512673500000515
misc2__dellon_glc__1,3.625646886020208,-0.19436488950000094
misc2__dellon_glc__2,2.728076827551939,-0.4008282965000003
nquinone__delubiC__1,2.764677674964056,-0.4704500325000005
nquinone__delubiC__2,2.027080606405182,-0.5350459245000003
nquinone__ubiC_ale1__1,1.255584774534552,-0.3403180935000005
nquinone__ubiC_ale1__2,1.5829707797094104,-0.5809037865000004
nquinone__ubiC_ale2__1,1.2223408626846228,-0.2485338094999996
nquinone__ubiC_ale2__2,1.5357657530272095,-0.10779143049999897
nquinone__ubiC_ale3__1,1.651673752432377,-0.7498959495000008
nquinone__ubiC_ale3__2,1.4468644753353563,-0.7121240775000004
nquinone__ubiC_ale4__1,1.068000778898788,-0.2811750135000004
nquinone__ubiC_ale4__2,1.0248903570669083,-0.4321075575000002
nquinone__delpdhR__1,3.5434192786510077,-0.7334631534999998
nquinone__delpdhR__2,3.3175066599272607,-0.9317624274999998
quinone__glu_ale4__1,3.210210651293459,-0.7460329464999997
quinone__glu_ale4__2,3.24667290156204,-0.10195844049999893
quinone__delmenF__1,2.296701566345257,-0.2664916675000004
quinone__delmenF__2,2.23381998828925,-0.20514674050000006
quinone__menF_ale5__1,1.1868918159529729,0.4471072454999998
quinone__menF_ale5__2,1.26393090364012,0.5678297165000004
quinone__menF_ale6__1,0.2346273001942798,0.2311532575000008
quinone__menF_ale6__2,0.3568560622188972,0.2112794994999998
quinone__menF_ale7__1,-1.6805682071740722,0.04755287749999937
quinone__menF_ale7__2,-1.510033481930941,0.02596537950000055
quinone__menF_ale8__1,-4.283197826762433,0.05869613149999964
quinone__menF_ale8__2,-4.119044874148288,0.27463666150000066
quinone__delmenFubiC__1,1.225860170199429,-0.28623691049999955
quinone__delmenFubiC__2,1.710837821063259,-0.2858282445000011
quinone__menFubiC_ale1__1,0.165359911283839,-0.4769478834999994
quinone__menFubiC_ale1__2,0.4191041792095246,-0.6616936704999992
quinone__menFubiC_ale2__1,0.4043416752710161,-0.6049460155000004
quinone__menFubiC_ale2__2,0.5183136469880288,-0.5433035485000001
quinone__menFubiC_ale3__1,3.465414643447333,-0.5234052325
quinone__menFubiC_ale3__2,3.128160153671564,-0.5427756675
quinone__menFubiC_ale4__1,-0.5332994123131138,0.7188081084999993
quinone__menFubiC_ale4__2,-0.8286444693787628,0.9977936594999992
oxyR__wt_glc__1,3.665536176689842,-0.7512837785000004
oxyR__wt_glc__2,3.795425016232228,-0.7101771304999991
oxyR__wt_h2o2__1,2.935483624039524,-0.5683435604999998
oxyR__wt_h2o2__2,2.7373169217555704,-0.28272244049999884
oxyR__glu_ale4__1,1.1851961646020772,-0.036672246500000234
oxyR__glu_ale4__2,0.289144101433316,-0.3519155654999988
oxyR__glu_ale4_h2o2__1,1.6381324314399024,-0.007179712499999269
oxyR__glu_ale4_h2o2__2,0.4812347760679584,-0.21612942650000025
oxyR__oxyR_ale17__1,-0.2301547828958276,-0.43486851950000016
oxyR__oxyR_ale17__2,0.7952446286645558,-0.3440240165000006
oxyR__oxyR_ale17_h2o2__1,-1.3510131481773089,-0.2369801425000002
oxyR__oxyR_ale17_h2o2__2,-1.3863229410071365,-0.34459408649999895
oxyR__oxyR_ale18__1,3.965425084922744,-0.8938607674999997
oxyR__oxyR_ale18__2,3.541699521134104,-0.8668922714999985
oxyR__oxyR_ale18_h2o2__1,1.0163353792507603,-0.8557770815000003
oxyR__oxyR_ale18_h2o2__2,0.2261677619495067,-0.6929525495000002
oxyR__oxyR_ale19__1,3.908680801924044,-0.7931730185000001
oxyR__oxyR_ale19__2,3.6628070008824976,-0.6889610565000002
oxyR__oxyR_ale19_h2o2__1,3.6611978664121274,-0.9750368925000004
oxyR__oxyR_ale19_h2o2__2,3.783751563668252,-0.9088275445000004
oxyR__oxyR_ale20__1,0.7116012607445302,-1.0455794474999998
oxyR__oxyR_ale20__2,1.9080590935148405,-1.0104877495000002
oxyR__oxyR_ale20_h2o2__1,0.3356510296809115,-0.7813307304999997
oxyR__oxyR_ale20_h2o2__2,-0.2029007821027857,-0.7838995525000003
svns_pgi__BmePgi24_15__1,2.117161808451262,-0.4750295235
svns_pgi__BmePgi24_15__2,2.0090256026906648,-0.4906664374999998
svns_pgi__BmePgi24_26__1,2.853423080569217,-0.4512936634999996
svns_pgi__BmePgi24_26__2,3.0284630551116827,-0.33195390950000103
svns_pgi__BmePgi24_41__1,-0.4928733090248509,0.33080006750000024
svns_pgi__BmePgi24_41__2,3.407427338009331,-0.3494936195000005
svns_pgi__BmePgi24_52__1,2.996807187333297,-0.3703171175000009
svns_pgi__BmePgi24_52__2,3.5688528640325967,-0.4479818345000002
svns_pgi__PaePgi2_34__1,0.991303732247074,-0.4318009334999999
svns_pgi__PaePgi2_34__2,0.4911921862108195,-0.4806968454999989
svns_pgi__PaePgi2_63__1,0.8549538402780203,-0.3098935075
svns_pgi__PaePgi2_63__2,0.7989532263945135,-0.22635163850000065
svns_pgi__PaePgi24_54__1,1.3229251005649902,-0.4056025895000008
svns_pgi__PaePgi24_54__2,1.019857793203189,-0.3546399045000008
svns_pgi__PaePgi24_90__1,1.0183862295076824,-0.23318138850000025
svns_pgi__PaePgi24_90__2,0.4897267371914737,-0.10970409449999964
abx_media__m9_ctrl__1,-3.744726677127154,0.2848135904999989
abx_media__m9_ctrl__2,-3.65791233372808,0.3887707364999997
abx_media__rpmi_ctrl__1,1.0312772708470308,0.06318568850000084
abx_media__rpmi_ctrl__2,3.3943368712003728,0.17561619650000004
abx_media__camhb_ctrl__1,-7.380395768885357,-0.5410990225000001
abx_media__camhb_ctrl__2,-6.7592963525985965,-0.7753339874999998
abx_media__m9_mero__1,-5.856802209972512,0.5738074115000007
abx_media__m9_mero__2,-4.486621266650856,0.07362158349999959
abx_media__rpmi_mero__1,0.6501654425967551,0.0737419035000002
abx_media__rpmi_mero__2,1.4023752212951226,0.1078803035
abx_media__camhb_mero__1,-8.358594721498523,-0.9930330725000004
abx_media__camhb_mero__2,-7.76937008420872,-0.8797283374999996
abx_media__m9_trisulf__1,-3.538315115412014,0.6593674474999993
abx_media__m9_trisulf__2,-1.832184353970426,0.5512718084999992
abx_media__rpmi_trisulf__1,3.014460480930268,0.6723811835000006
abx_media__rpmi_trisulf__2,2.617603946522453,0.6744679705000003
abx_media__camhb_trisulf__1,-2.3548635478743667,1.1603164305
abx_media__camhb_trisulf__2,-2.160770647449657,1.0455507604999994
abx_media__m9_cef__1,-1.7077679508552503,0.5502543785
abx_media__m9_cef__2,-0.9031056477607176,0.4557828675
abx_media__rpmi_cef__1,2.4411289540311167,1.686767637500001
abx_media__rpmi_cef__2,2.5678393220159577,1.7932651775000004
abx_media__camhb_cef__1,-3.0105017025884893,0.08030211250000008
abx_media__camhb_cef__2,-4.25407301810535,0.03722462350000022
abx_media__m9_cipro__1,-1.4809694125329815,1.1022813394999993
abx_media__m9_cipro__2,-1.5024874504768453,1.3646881764999996
abx_media__rpmi_cipro__1,3.4526664657026225,1.5996977075000007
abx_media__rpmi_cipro__2,3.0734595928236814,1.9360822375000009
abx_media__camhb_cipro__1,-0.6200254831028955,0.18611992249999965
abx_media__camhb_cipro__2,-1.1758471163601243,0.4250108484999995
hot_tale__42c_ale3_30c__1,1.6150729001972477,-0.9253251304999992
hot_tale__42c_ale3_30c__2,-0.103740653062756,-0.9381797835
hot_tale__42c_ale3_37c__1,4.818771829170915,-0.9572127435000004
hot_tale__42c_ale3_37c__2,5.424205004773677,-0.8799391354999999
hot_tale__42c_ale3_44c__1,9.00650994925316,1.6183332074999992
hot_tale__42c_ale3_44c__2,8.333776980958664,1.7373481574999996
hot_tale__hot_ale3_mid_30c__1,-0.8562076980690658,-1.1310384134999998
hot_tale__hot_ale3_mid_30c__2,-0.1362276765449472,-1.0590336935
hot_tale__hot_ale3_mid_37c__1,5.32784809187251,-1.0274100185000004
hot_tale__hot_ale3_mid_37c__2,5.371675490378803,-0.6749308454999996
hot_tale__hot_ale3_mid_44c__1,8.680853514616121,0.5997391555
hot_tale__hot_ale3_mid_44c__2,9.980764781845403,0.9685934125000006
hot_tale__hot_ale3_30c__1,-0.6834298244385535,-1.2132297245000006
hot_tale__hot_ale3_30c__2,0.2768137027721878,-1.1372315935
hot_tale__hot_ale3_37c__1,5.654427207867311,-0.6882437415
hot_tale__hot_ale3_37c__2,5.968371444996434,-0.5833441904999992
hot_tale__hot_ale3_44c__1,11.99139547520893,0.9841707144999994
hot_tale__hot_ale3_44c__2,13.229206751648332,0.9396353284999996
hot_tale__hot_ale4_30c__1,3.944402350575733,-1.0966008595000014
hot_tale__hot_ale4_30c__2,3.6556624074189488,-0.9967830904999992
hot_tale__hot_ale4_37c__1,6.760594554563437,-0.5972070635
hot_tale__hot_ale4_37c__2,6.966610305544142,-0.4969261515000003
hot_tale__hot_ale4_44c__1,8.538313202923423,0.4209851024999995
hot_tale__hot_ale4_44c__2,11.94878319284386,0.8722934834999999
hot_tale__hot_ale8_30c__1,1.6716318183649503,-0.8498550074999995
hot_tale__hot_ale8_30c__2,2.41524377343714,-0.7203092875000001
hot_tale__hot_ale8_37c__1,6.230670769730847,-0.3711020454999989
hot_tale__hot_ale8_37c__2,6.138976160435874,-0.2858735525000018
hot_tale__hot_ale8_44c__1,12.468846893765338,1.2274293125
hot_tale__hot_ale8_44c__2,10.95247693905298,0.8898423945000005
hot_tale__hot_ale9_mid_30c__1,0.6118726622466188,-1.2667098014999985
hot_tale__hot_ale9_mid_30c__2,1.2526516897637152,-1.1445094955000004
hot_tale__hot_ale9_30c__1,3.9670371332889567,-1.0497338264999998
hot_tale__hot_ale9_30c__2,4.139188566049093,-1.1532032085
hot_tale__hot_ale9_mid_37c__1,5.044738359115969,-0.7406188545000001
hot_tale__hot_ale9_mid_37c__2,4.788847889905816,-0.7191632324999997
hot_tale__hot_ale9_37c__1,5.314250654318015,-0.7491845785000013
hot_tale__hot_ale9_37c__2,5.431032737961487,-0.7769771195000006
hot_tale__hot_ale9_mid_44c__1,7.895550041825426,0.5888609374999998
hot_tale__hot_ale9_mid_44c__2,12.04809241503508,1.4499708315000002
hot_tale__hot_ale9_44c__1,10.177673157366067,0.4047864674999993
