,A,RpoH
R2,,0.012512255004722306
xmin,,-2.2754640246549105
xmid,,
xmax,,4.1537368575
ystart,,0.5479597026827885
yend,,5.484671963884425
control__wt_glc__1,-0.1639920060533519,-0.0025814054999990788
control__wt_glc__2,0.1639920060533653,0.0025814054999990788
fur__wt_dpd__1,2.428981893908819,0.9163972805
fur__wt_dpd__2,2.151274200946458,1.0405267244999994
fur__wt_fe__1,-0.0446271256149121,-0.5084434435
fur__wt_fe__2,0.3187605750858955,-0.4936273025000002
fur__delfur_dpd__1,1.116574931097056,0.8341778645000009
fur__delfur_dpd__2,1.1265532927346964,0.8030110295000004
fur__delfur_fe2__1,4.260275626990911,0.03565388450000029
fur__delfur_fe2__2,4.34195452237996,0.09435808450000137
acid__wt_ph5__1,2.945969801191372,0.07921763950000127
acid__wt_ph5__2,3.1114661886523822,-0.06043581650000007
acid__delgadx_ph5__2,2.49529219387019,-0.009707057500000005
acid__delgadw_ph5__1,3.876678230964121,-0.06125435450000082
acid__delgadw_ph5__2,3.8386737518286473,-0.02605829549999861
acid__delgade_ph5__1,3.25003066998784,-0.05203859849999937
acid__delgade_ph5__2,3.5174414292547898,-0.07779101350000063
oxidative__wt_pq__1,-0.3816381946972441,1.3085100935000007
oxidative__wt_pq__2,-0.2318571468906322,1.4555448124999997
oxidative__deloxyr_pq__1,1.0094358184444947,1.1684874925000006
oxidative__deloxyr_pq__2,1.3833151994549595,1.2458497014999992
oxidative__delsoxr_pq__1,-2.5930992768957166,1.0304058984999998
oxidative__delsoxr_pq__2,-2.5776729553970266,0.9661748224999992
oxidative__delsoxs_pq__1,0.5316088610333797,1.2611123714999994
oxidative__delsoxs_pq__2,1.221847834253307,1.3326696855000009
nac_ntrc__wt_csn__1,1.4400097723980738,0.6784466145000003
nac_ntrc__wt_csn__2,1.3573612900680856,0.5890524184999997
nac_ntrc__wt_cytd__1,-0.5829340025662197,0.4424593715
nac_ntrc__wt_cytd__2,-0.4481348769501038,0.4587771765
nac_ntrc__wt_gln__1,0.926812558618704,0.7322602264999993
nac_ntrc__wt_gln__2,0.9353360607749626,0.8357734754999999
nac_ntrc__bw_delnac_csn__1,0.9856649230975286,1.0486154195000008
nac_ntrc__bw_delnac_csn__2,1.872475242124556,1.252946532499999
nac_ntrc__bw_delnac_cytd__1,2.189147851236809,0.7635658774999996
nac_ntrc__bw_delnac_cytd__2,2.3391940422011444,0.6051893165000006
nac_ntrc__bw_delnac_gln__1,-0.6880708289820315,0.7816900234999995
nac_ntrc__bw_delnac_gln__2,-0.8779361499245408,0.8072109704999999
nac_ntrc__bw_delnac_nh4__1,4.5140390754096655,0.0326799814999994
nac_ntrc__bw_delnac_nh4__2,4.555232866654487,0.1080009645000004
misc__wt_no_te__1,1.6945125827957872,0.3735531025000007
misc__wt_no_te__2,1.9390503385785296,0.25350458750000016
misc__bw_delcbl__1,5.746854470857268,-0.1553616524999999
misc__bw_delcbl__2,5.599016418070651,-0.18380863950000048
misc__bw_delfabr__1,6.568119668444149,-0.3290080354999993
misc__bw_delfabr__2,6.5605196460503485,-0.4380904855000001
misc__bw_delfadr__1,4.864747358681653,-0.004573237500000715
misc__bw_delfadr__2,4.426965952453691,0.05570263649999952
misc__nitr_031__1,2.951402957002162,0.3085846735000004
omics__wt_glu__1,3.541477356053605,-0.331541786499999
omics__wt_glu__2,3.688156678005756,-0.1262882955000002
omics__wt_gly__1,4.465095075092696,-0.07149421149999924
omics__wt_gly__2,4.187623439231269,0.07240529749999958
omics__wt_thr__1,-0.4447466389711768,0.6585219304999992
omics__wt_thr__2,0.1352408941891663,0.5023839604999996
omics__bw_ac__1,-0.2877729806909936,0.20878069549999975
omics__bw_ac__2,-0.1430183229692698,0.15072031749999934
omics__bw_fum__1,2.449683979661084,0.45021888750000016
omics__bw_fum__2,2.543112652149092,0.5176238215000009
omics__bw_glc__1,1.853347033689621,0.5301341495000003
omics__bw_glc__2,1.7982326021352135,0.6470471245000002
omics__bw_pyr__1,1.7232724441593554,0.4583157804999996
omics__bw_pyr__2,1.1590787183362286,0.5045712004999992
ompr__wt_nacl__1,2.048985958640871,1.1369315204999992
ompr__wt_nacl__2,1.527117026215846,1.3021742325000003
ompr__bw_delompr_nacl__1,10.697349191331847,1.5058905075000002
ompr__bw_delompr_nacl__2,10.85597955177261,1.4984535275000006
minspan__wt_ade__1,-1.2476805382445015,-0.5370177135
minspan__wt_glc__2,1.684321009684088,-0.2858121575000005
minspan__wt_glc__3,0.5512922724878268,-0.2473157325000006
minspan__wt_glc__4,0.3397383954039688,-0.2302732264999996
minspan__wt_glc_anaero__1,1.796249203276662,-0.3388484154999993
minspan__wt_glc_anaero__2,1.0774157856311688,-0.3819653525
minspan__wt_trp__1,-1.798470310852022,-0.05781596649999976
minspan__bw_delcra_glc__2,0.8608637972305353,0.3706424434999995
minspan__bw_delcra_trp__1,-2.5265194646152214,0.03732716649999901
minspan__bw_delmntr__1,-0.6865815208426777,0.1918218945000003
minspan__bw_delnac_ade__1,-2.306781117866549,-0.3118562375000007
minspan__bw_delnac_glc__1,-3.167982435887686,-0.30485545149999993
cra_crp__wt_ac__1,-2.281499287557854,-0.04627907949999965
cra_crp__wt_ac__2,-2.3609930957138325,-0.11424740650000055
cra_crp__wt_fru__1,2.156727110014377,-0.10351950649999964
cra_crp__wt_fru__2,2.16673736723197,-0.09260605549999924
cra_crp__delcra_ac__1,-1.9190227913378552,0.3835022405000004
cra_crp__delcra_ac__2,-2.171537519701628,0.42588087850000106
cra_crp__delcra_fru__1,2.936526825265567,0.02051426749999941
cra_crp__delcra_fru__2,3.131036546326259,0.09670512549999977
cra_crp__delcra_glc__1,3.4294074993664303,0.013785870499999577
cra_crp__delcra_glc__2,3.590517417239275,0.0069680625000003715
rpoB__wt_031__1,3.13932188585056,0.1215050454999993
rpoB__wt_044__1,3.139351260449889,-0.08964959149999885
rpoB__wt_lb__1,1.7065744038402662,0.5375923535000009
rpoB__wt_lb__2,1.8571815663749376,0.5501618045000001
rpoB__rpoBE546V_031__1,2.4154074966063703,0.6412325775000003
rpoB__rpoBE546V_044__1,3.1802054365955907,0.7212500424999995
rpoB__rpoBE546V_lb__1,1.545964569241549,0.9229984975
rpoB__rpoBE546V_lb__2,1.1999037462252506,0.8778519535000004
rpoB__rpoBE546V_glc__1,3.3893218044630595,-0.3322137675000008
rpoB__rpoBE672K_glc__1,2.89076632357094,-0.4067095224999999
rpoB__rpoBE672K_glc__2,3.037538949459469,-0.42209742250000026
rpoB__rpoBE672K_lb__1,2.4422487757573603,0.21765698649999976
