,SACI_RS00160
SRX5495523,0.4886389987329771
SRX5495524,-0.5454658197559707
SRX5495525,0.3173349466434532
SRX5495526,0.27929450734034234
SRX6762909,-0.09741071039461956
SRX6762910,0.09741071039462046
SRX6762911,-0.3383740991717943
SRX6762912,-0.11819090324938752
SRX3467357,-0.06921879241028606
SRX3467358,0.06921879241028517
SRX3467359,-0.01994954812035754
SRX3467360,0.4770946541877219
SRX3565164,0.054874264994754895
SRX3565165,-0.7910877668897571
SRX3565166,0.12945000715836394
SRX3565167,-0.3394419857379649
SRX3565168,-0.4730603853117614
SRX3565169,-0.4190609157375178
SRX3565170,-0.2558438215444161
SRX3565171,-0.7758505785163763
SRX3565172,-0.7494720241867041
SRX3565173,-0.11598868177587285
SRX3565174,0.6487046978820254
SRX3565176,0.7338144831519635
SRX3565177,-0.7244948236300788
SRX3565178,-0.1374497273669224
SRX3565179,-0.32220604811162623
SRX3565180,-0.07925491288479147
SRX3565181,-0.5662171560777836
SRX3565182,-0.5790371262452236
SRX3565183,-0.3864393065694305
SRX3565184,-0.15540662854150167
SRX3565185,-0.11187573308976796
SRX3565186,-0.3453060445082281
SRX3565187,-0.4121051359646275
SRX3565188,-0.15174222047509822
SRX3565191,-0.2947645950858462
SRX3565192,0.08682168123911005
SRX3565193,0.019195882019168664
SRX3565194,-0.015447723844609131
SRX3565195,0.8273212094157723
SRX3565197,0.3306287341218859
SRX3565198,-0.6628215757864737
SRX3565199,0.1009545719005045
SRX3565200,0.4223595155454243
SRX3565201,-0.33644639943115084
SRX3565202,1.2109758008048672
SRX3565203,0.12832194798138907
SRX3565204,0.919282743163656
SRX3565205,1.006487526172771
SRX3565206,0.0243806478900348
SRX3565208,-0.5104596432742845
SRX3565209,-0.3773509474256285
SRX3565210,0.5652062292341338
SRX3565211,0.6635530444343027
SRX4001511,-0.4844810654123339
SRX4001513,0.4844810654123339
SRX4001514,-0.8968766398273456
SRX4001515,-1.1532968915325448
SRX4001516,-1.1767994610322772
SRX4001517,-1.0814868000603264
SRX4001518,-1.1994963052040424
SRX4001519,-1.5655456604225568
SRX4001520,-1.6311598208829832
SRX4001521,-1.5208578713830183
SRX4001522,-1.7273903782404316
SRX4001523,-1.77469870641899
SRX4001524,-1.5672442239261848
SRX4001525,-1.6232024618047165
SRX4001526,-1.7685651184889093
SRX4001528,-1.3147727507453206
SRX3823521,0.10376460060079484
SRX3823522,-0.14781800985827864
SRX3823523,0.04405340925748291
SRX3823524,-0.6322272450515802
SRX3823525,-0.4634198449748759
SRX3823526,-0.975793497602746
SRX3823527,-0.7084978993651028
SRX3823528,-0.6206967887180621
SRX3823529,-1.0090927896040125
SRX3823530,0.21660147810248095
SRX3823531,0.1778109603447513
SRX3823532,0.372833137894351
SRX3823533,-0.15003435125005904
SRX3823534,-0.21682396160537645
SRX3823536,0.11878525413832185
SRX3823537,-0.14925124418815905
SRX3823538,-0.0281158946505542
SRX3823539,-0.029822976278941482
SRX5653264,-0.19206541160125568
SRX5653265,-0.1320492069406871
SRX5653266,-0.043861940162388535
SRX5653267,-0.11000417111865524
SRX5653268,0.1629746968925998
SRX5653269,-0.052970525773945454
