,PSPTOB0043
SRX1828913,0.1380383699
SRX1828914,0.6184880997000001
SRX1828915,0.1859181973
SRX1828916,0.4435818925
SRX1828917,-0.32395656710000004
SRX1828918,-0.11268849110000001
SRX3983989,2.3298268835
SRX3983990,0.5120146284
SRX3983993,1.8926311376
SRX3983994,2.1009052692
SRX3983995,1.446009291
SRX3983996,2.0398979457
SRX3983997,2.1447681595
SRX3983998,1.0258640884
SRX3983999,1.4725339449
SRX3984000,1.7993120876000002
SRX3984001,2.1495514458000002
SRX3984002,2.0925831559
SRX3984003,2.2282075303
SRX3984004,0.940953302
SRX3984005,1.6020482919
SRX3984006,2.7548181304
SRX3984007,1.7743824388
SRX3984008,1.1073270258
SRX3984009,0.519433947
SRX3984010,4.2146892155
SRX3984011,1.1145407432
SRX3984012,0.8876070054
SRX3984013,0.7394864568
SRX3984014,0.7197466315000001
SRX3984015,2.0974832309
SRX3984016,1.0845163826
SRX3984017,4.4310533764
SRX3984019,0.6563505424
SRX3984020,3.3772822069
SRX3984021,4.0533027456
SRX3984022,4.2191673377
SRX3984023,0.009499229000000001
SRX3984024,1.2161369885
SRX3984025,1.9963801550000002
SRX3984026,2.1325018672000002
SRX3984027,1.6444239756
SRX3984028,1.5767826711000001
SRX3984029,1.7339667749
SRX3984031,2.659339041
SRX3984032,2.8539002665
SRX3984034,0.10216989380000001
SRX3984035,0.9982134212
SRX3984036,4.0892198533
SRX3984037,3.5678679177
SRX3984038,3.9885120116
SRX3984039,4.2702364619
SRX3984040,1.6934249055000001
SRX3984041,4.1924592701
SRX3984042,1.851059076
SRX3984043,1.1694419796
SRX3984045,0.6969915966
SRX3984046,0.0390464224
SRX3984047,3.2476201831
SRX3984048,2.6336489677
SRX3984049,1.9839353171
SRX3984050,1.8034404917
SRX3984051,3.2850984453
SRX3984052,1.1738801503
SRX3984056,2.9809741695
SRX3984057,3.1394312806
SRX3984058,2.9897412018000002
SRX3984059,0.6615340901
SRX3984061,0.6835879977
SRX3984062,1.2872280045
SRX3984063,1.3591114766
SRX3984064,1.3701383023
SRX3984065,1.1837288184
SRX3984066,0.9584475767
SRX3984067,1.2720207543
SRX3984068,1.1068238023
SRX3984069,2.0927081998
SRX3984070,2.6219948404
SRX3984071,2.3666922836
SRX3984073,1.4012229947
SRX3984074,1.9541350558000001
SRX3984077,0.659774323
SRX3984078,0.7084086435
SRX3984079,2.5980785677
SRX3984080,-0.1507155452
SRX3984082,1.3805856345
SRX3984084,2.5153748827999998
SRX6997963,0.9364152489
SRX6997964,-0.3224075574
SRX6997965,-0.3056076599
SRX6997967,-0.4734569437
SRX6997968,-0.14264646250000002
SRX6997969,0.10847243470000001
SRX6997971,-0.46295830520000003
SRX6997972,-0.27879655600000003
SRX6997973,0.3462282734
SRX3159100,-0.1072240415
SRX3159101,0.1927453493
SRX3159102,-0.008624683000000001
SRX3159103,-0.07689662480000001
SRX3159000,-0.3887466217
SRX3159001,-0.1378147385
SRX3159002,-0.5144988518
SRX3159003,0.2292664663
SRX3159004,0.6189268428
SRX3159005,0.43581081250000003
SRX3159006,0.2316512521
SRX3159007,-0.48773857460000003
SRX3159008,-0.19110086710000002
SRX3159009,-0.8041729456000001
SRX3159010,0.6917581140000001
SRX3159012,-0.4400118818
SRX3159013,-0.0863209394
SRX3159014,-1.1602443432
SRX3159015,-1.1076217825
SRX3159016,-0.2236962042
SRX3159017,0.6593189445000001
SRX3159018,0.3687169817
SRX3159019,-0.09103269700000001
SRX3159020,-0.7117935447
SRX3159021,0.8005010331
SRX3159022,0.40734614760000004
SRX3159023,-0.44546310850000004
SRX3159024,-1.1566695465
SRX3159025,0.0436168339
SRX3159026,-1.0598571207
SRX3159027,0.24048584620000002
SRX3159028,-0.21408062930000002
SRX3159029,-0.31305066470000004
SRX3159030,-0.0499830952
SRX3159034,0.0492063484
SRX3159036,0.44677145960000003
SRX3159037,-0.21770782160000002
SRX3159041,0.1366028647
SRX3159042,0.2212955224
SRX3159043,0.22641979680000002
SRX3159045,0.3307990193
SRX3159047,0.6081057714
SRX3159048,0.1286690275
SRX3159049,0.2940186845
SRX3159050,0.0677218831
SRX3159051,0.33017653900000005
SRX3159052,-0.2079151132
SRX3159053,0.2525108126
SRX3159054,-0.45607459510000004
SRX3159055,-0.0858668395
SRX3159056,0.9039993128
SRX3159057,-0.3403376607
SRX3159058,0.6478784919
SRX3159060,0.4409399249
SRX3159061,0.8894885738
SRX3159062,-0.0346167463
SRX3159063,-0.1010424137
SRX3159066,0.6139644309
SRX3159069,0.7840764011
SRX3159070,0.4932997598
SRX3159071,-0.432580228
SRX3159073,0.5560871970000001
SRX3159074,0.09553725140000001
SRX3159075,-0.060463499999999996
SRX3159076,-0.1287968043
SRX3159080,0.06703219490000001
SRX3159082,-0.2657241671
SRX3159083,0.0149966035
SRX3159086,-0.7282743770000001
SRX3159087,-0.1625868637
SRX3159088,-0.2287468182
SRX3159089,-0.5655100482000001
SRX3159090,0.12463614860000001
SRX3159091,0.2675449822
SRX3159092,0.4189921573
SRX3159093,0.4155357796
SRX3159094,0.5578616372
SRX3159095,1.3805594443
SRX3159096,0.35261475410000004
SRX3159097,0.6219385491
SRX3159098,-0.5161715701
SRX3159099,0.0268308456
SRX3158988,-0.5837679410000001
SRX3158989,-2.4117032219
SRX3158990,-0.272130751
SRX3158991,-0.7868891864
SRX3158992,0.5295324472
SRX3158996,0.0542354938
SRX3644656,0.2145688915
SRX3644657,-0.2526875663
SRX3644658,0.0381186747
SRX3644659,0.1110153885
SRX3644660,-0.3915990736
SRX3644661,0.2795059283
SRX3644662,-0.1783727869
SRX3644663,-0.30037187
SRX3644664,1.0928272887000001
SRX3644665,0.0039258728
SRX3644666,0.2716821215
SRX3644667,0.6994489388
SRX3644668,0.6160876725000001
