,-0.16225069636628872,-0.13520891363857393,-0.10816713091085914,-0.08112534818314435,-0.054083565455429555,-0.027041782727714764,2.7755575615628914e-17,0.02704178272771482,0.05408356545542961,0.0811253481831444,0.1081671309108592,0.13520891363857399,0.16225069636628878,0.18929247909400357,0.21633426182171836,0.24337604454943315,0.2704178272771479,0.29745961000486276,0.3245013927325775,0.35154317546029235
thresh,-0.06760445681928696,0.06760445681928696,1,,,,,,,,,,,,,,,,,
unreg,1,0,0,4,16,336,1623,241,47,15,5,2,4,1,0,1,0,0,0,0
unreg_genes,['Saci_1753'],[],[],['SACI_RS11705' 'Saci_1933' 'abfR2' 'stp'],[],[],[],[],[],"['fadD' 'Saci_0680' 'glpK_3' 'thpS' 'gbsA' 'Saci_2104' 'Saci_2009'
 'Saci_2103' 'Saci_2175' 'mmgC_3' 'acsA_5' 'ydjE_3' 'Saci_2188'
 'Saci_1723' 'Saci_1692']",['ydjE_1' 'Saci_1054' 'soxE_1' 'csbC_2' 'lipM_4'],['Saci_2211' 'Saci_1052'],['Saci_1855' 'Saci_2212' 'Saci_2125' 'Saci_2124'],['mctP_2'],[],['Saci_1744'],[],[],[],[]
