,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-10.986184644114983,0.496671673237962,2.0,0.0,-11.337384552284815,1.0,-10.634984735945151,,
1,Chrom__sac_sta,13.748232445778221,0.06536126497546978,2.0,2.0,13.702015052087136,3.0,13.794449839469307,,
2,Chrom__sac_MW001,-5.329070518200751e-15,2.973116417766558,2.0,4.0,-2.1023107802597947,5.0,2.102310780259784,,
3,Chrom__sac_fadR,-2.6922746785007177,1.9660712998786198,2.0,6.0,-4.08249702694114,7.0,-1.3020523300602955,,
4,FadR__wt_p,-9.769962616701378e-15,2.1778750292290217,2.0,8.0,-1.5399902017447014,9.0,1.5399902017446818,,
5,FadR__ko_p,0.4880071922808308,2.8752464438078125,2.0,10.0,-1.5450990657181791,11.0,2.5211134502798407,,
6,GDGT__75_2.4_log,4.366877230192283e-15,1.3778664725893637,3.0,12.0,-1.520269637099559,27.0,0.3538083621496063,50.0,1.1664612749499657
7,GDGT__80_3.5_stat,31.294236707782414,2.1418286242337827,3.0,13.0,32.665146285388666,20.0,32.391444268698876,42.0,28.8261195692597
8,GDGT__80_2.4_log,-0.8413872467672436,0.8200926466484058,3.0,14.0,-1.7685730888510471,37.0,-0.5445179286323636,41.0,-0.21107072281832034
9,GDGT__75_3.5_stat,22.4417139104273,5.6182879239311845,3.0,15.0,19.174800229337624,24.0,28.929098587932927,28.0,19.22124291401136
10,GDGT__80_1.6_stat,13.738008936529775,1.2550514584158023,3.0,16.0,13.31971905368707,17.0,12.745517766765547,33.0,15.148789989136711
11,GDGT__75_2.4_stat,21.848850018120817,3.2880096111167063,3.0,18.0,22.805770642810984,26.0,24.552249915044488,31.0,18.188529496506987
12,GDGT__80_2.4_stat,24.494048527063754,1.625883609206641,3.0,19.0,23.20951092912193,29.0,23.95058131819304,30.0,26.322053333876294
13,GDGT__80_1.6_log,-5.88518489037051,3.5906977336557646,2.0,21.0,-3.346178173711352,39.0,-8.42419160702967,,
14,GDGT__65_3.5_stat,13.211984483757627,1.1006742985732414,3.0,22.0,14.318699390800907,23.0,13.199802138159328,34.0,12.11745192231265
15,GDGT__75_1.6_stat,15.199334391791615,1.595103725329236,3.0,25.0,16.993909381645018,32.0,13.942907162355215,38.0,14.661186631374605
16,GDGT__75_1.6_log,-14.0836373711021,0.7373776026729254,2.0,35.0,-13.562232667956994,36.0,-14.605042074247205,,
17,GDGT__65_2.4_stat,1.348330451883944,2.333970468910446,3.0,40.0,0.422365646413112,46.0,-0.3805721866220984,49.0,4.0031978958608185
18,GDGT__65_2.4_log,-5.660083894027095,1.947235439992195,3.0,43.0,-3.7366508597363297,44.0,-7.630279404860924,47.0,-5.6133214174840305
19,GDGT__80_3.5_log,2.6956366998123307,3.7487415459066513,3.0,45.0,-1.6145734024946452,51.0,4.504866291465207,52.0,5.196617210466429
20,GDGT__65_1.6_log,-13.002218099348783,1.7162335479233513,3.0,48.0,-12.3794640424595,53.0,-11.684303677656734,54.0,-14.94288657793012
21,NutLim__t0,1.9984014443252818e-15,3.0786565431760775,2.0,55.0,2.176938918624141,56.0,-2.176938918624137,,
22,NutLim__t05,13.863444858195939,2.2270098878901607,3.0,57.0,15.18565751407041,58.0,11.292263057863808,59.0,15.112414002653596
23,NutLim__t1,22.11814667662763,2.1341850915870504,3.0,60.0,24.01340893983117,61.0,19.80642913998772,62.0,22.534601950064
24,NutLim__t15,26.23941373615283,0.8751532467699285,3.0,63.0,27.160618659998804,64.0,25.41904840574089,65.0,26.138574142718802
25,NutLim__t2,28.376990005316618,1.019387790145249,3.0,66.0,27.597967012822828,67.0,28.00230659869401,68.0,29.530696404433016
26,NutLim__t4,25.439181372729962,1.9439248692297237,2.0,69.0,24.06461891558045,70.0,26.81374382987947,,
27,UV_irr__wt0,3.2890357104520263e-15,0.1311061637398102,3.0,71.0,-0.06065836375124481,72.0,0.1504509881842068,73.0,-0.08979262443295212
28,UV_irr__wt1,4.5150606083624245,0.6436435419690468,3.0,74.0,4.9866921772177815,75.0,4.776688043370627,76.0,3.7818016044988623
29,UV_irr__wt2,6.346567280227792,0.29166328314526824,3.0,77.0,6.654948458318643,78.0,6.309608331470096,79.0,6.075145050894639
30,UV_irr__mut0,-0.4926971971892626,0.2928008039249114,3.0,80.0,-0.7672694253141681,81.0,-0.18456062384745034,82.0,-0.5262615424061693
31,UV_irr__mut1,5.011822310098723,0.5806633205402012,3.0,83.0,4.356971422220929,84.0,5.463937881172936,85.0,5.2145576269023035
32,UV_irr__mut2,5.93661668368911,0.6000693464416881,3.0,86.0,6.092268958416074,87.0,5.2740577034236775,88.0,6.443523389227576
33,YtrA__overexpr,-1.3461425882907285,0.6632703401650193,3.0,89.0,-1.359697970761222,90.0,-2.0025313413567445,91.0,-0.6761984527542196
34,YtrA__wt,-4.921988742504861e-15,0.5805738830644196,3.0,92.0,-0.5833451359228102,93.0,0.005582769134349003,94.0,0.5777623667884465
