,Value,list
TF,cra,
reg_genes,135,"['hypF' 'crp' 'nrdI' 'cyoA' 'nrdF' 'nuoB' 'pdhR' 'prpE' 'ssuD' 'nikB'
 'hisF' 'mtlA' 'nikA' 'ptsH' 'betA' 'eno' 'prpD' 'manY' 'csgG' 'nrdE'
 'raiA' 'setA' 'nuoJ' 'nirC' 'mdtB' 'acnB' 'metE' 'rssB' 'csgD' 'hisB'
 'marA' 'nikD' 'mdtC' 'yibQ' 'envC' 'ssuC' 'yhfX' 'nuoL' 'nuoH' 'iceT'
 'poxB' 'nuoI' 'nirD' 'hisC' 'msrB' 'hisD' 'ychE' 'baeR' 'treC' 'aroP'
 'gapA' 'cyoC' 'acnA' 'ssuA' 'treB' 'cydA' 'glk' 'yeeX' 'ssuE' 'nuoG'
 'php' 'nuoE' 'csgF' 'cydB' 'nikC' 'nuoN' 'tpiA' 'aceE' 'icd' 'mpl' 'aceK'
 'yhfT' 'nrdH' 'manZ' 'eda' 'csgE' 'hisI' 'cyoB' 'pck' 'cysG' 'cyoD'
 'fbaB' 'nuoK' 'yhfW' 'hisH' 'nikE' 'betT' 'glcC' 'yhfS' 'edd' 'betB'
 'ptsI' 'prpB' 'mtlR' 'marR' 'nuoM' 'nikR' 'cyoE' 'aceF' 'pykF' 'ppc'
 'nuoC' 'aceA' 'ppsR' 'mdtA' 'sgrT' 'crr' 'betI' 'manX' 'ydhZ' 'mtlD'
 'prpC' 'lpd' 'pfkA' 'baeS' 'ssuB' 'aceB' 'hisA' 'hisG' 'yahA' 'zwf'
 'nuoA' 'nuoF']"
comp_genes,15,['psuG' 'cra' 'psuK']
both_genes,12,"['adhE' 'fruK' 'fbaA' 'epd' 'ppsA' 'nirB' 'fruA' 'fruB' 'pgk' 'gpmM'
 'yeaD' 'fbp']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,57,
comp_ops,10,
both_ops,8,
