,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,-9.25185853854297e-18,0.29486572235507247,3.0,0.0,0.3355769863,6.0,-0.1179200771,12.0,-0.2176569092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.044182134799999995,0.40601972141994236,3.0,1.0,-0.484143227,7.0,0.31607560900000004,13.0,0.035521213600000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.33730862856666666,0.12839282381193098,3.0,2.0,-0.1894061075,8.0,-0.4024083128,14.0,-0.4201114654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.3426111530666667,0.2518023364295446,3.0,3.0,-0.3373864534,9.0,-0.5969851829,15.0,-0.0934618229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.31934507306666665,0.2808013451978313,3.0,4.0,-0.4189338467,10.0,-0.5367789643,16.0,-0.0023224082000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.20768987353333337,0.4512664314599091,3.0,5.0,-0.7281958725000001,11.0,0.0314320838,17.0,0.0736941681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,1.59352154265,0.2567031483496871,2.0,18.0,1.7750380796,71.0,1.4120050057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.48937149669999996,0.5552681255125347,3.0,19.0,0.3762053212,70.0,-0.0005961943,205.0,1.0925053632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.40845295952500005,0.22158527872552286,8.0,20.0,0.6897612991000001,32.0,0.23042161390000002,55.0,0.3797192821,67.0,0.3142506438,126.0,0.178846526,147.0,0.2532369425,203.0,0.4310311397,210.0,0.7903562291,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.3119684698333334,0.21413604571350225,3.0,21.0,0.3813987528,34.0,0.07173247070000001,61.0,0.48277418600000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.8207911979375,0.38118663732373353,8.0,22.0,0.7820153134000001,104.0,1.2878803849,111.0,0.1544694534,133.0,0.46323249050000004,165.0,0.9460827850000001,238.0,1.0723393116,265.0,0.6824467177,270.0,1.177863127,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-0.7673900008,0.3425506172295624,7.0,23.0,-0.8783200849,56.0,-0.6653605770000001,82.0,-0.8076867455000001,118.0,-0.149139833,134.0,-0.9135590906000001,137.0,-1.28435783,227.0,-0.6733058446,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.95101741455,0.2557619399896546,4.0,24.0,0.6764469507,101.0,1.2951496035,139.0,0.9181325942,149.0,0.9143405098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,0.698549695225,0.06458088495209785,4.0,25.0,0.7156618791,123.0,0.6349490802000001,155.0,0.6622388106,191.0,0.7813490110000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.8744196684,0.12822776862393312,3.0,26.0,1.0198875119,59.0,0.7777756959000001,159.0,0.8255957974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-0.48709231622000004,0.2934534054810974,5.0,27.0,-0.7739770476000001,76.0,-0.7869461710000001,146.0,-0.2656943963,162.0,-0.1363587788,262.0,-0.4724851874,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.460952046675,0.20539600578600545,4.0,28.0,0.6951612078,94.0,0.5431080145,186.0,0.2164109969,231.0,0.3891279675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.1159582267,0.3391792558259505,3.0,29.0,1.3476650696,49.0,0.7266518444000001,260.0,1.2735577661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.65738098114,0.32207039536803517,5.0,30.0,0.5443908509000001,77.0,0.3876395213,172.0,0.8182488757,259.0,0.3948828459,280.0,1.1417428119,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.5374668192750001,0.12973797075601098,4.0,31.0,0.4286766305,40.0,0.6345252627,138.0,0.42256150410000004,192.0,0.6641038798000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,0.5704755579571429,0.6418533247670895,7.0,33.0,0.2240938483,39.0,0.3093705892,58.0,0.3281755911,122.0,1.5647174927,170.0,1.4255039392,244.0,0.0163535143,261.0,0.1251139309,,,,,,,,,,,,,,,,,,,,,,
