,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,8.989033333333333,0.49475352786345383,3.0,0.0,8.6525,1.0,9.5571,2.0,8.7575,,,,,,,,,,
1,LB__LBtran,8.815733333333334,0.4467654903115654,3.0,3.0,9.3291,4.0,8.515,5.0,8.6031,,,,,,,,,,
2,LB__LBstat,8.990966666666667,0.35787428425821977,3.0,6.0,9.386,7.0,8.8985,8.0,8.6884,,,,,,,,,,
3,LB__LBGexp,8.810466666666665,0.2880188593362125,3.0,9.0,8.9065,10.0,9.0382,11.0,8.4867,,,,,,,,,,
4,LB__LBGtran,8.3438,0.29613631996092676,2.0,12.0,8.1344,13.0,8.5532,,,,,,,,,,,,
5,LB__LBGstat,7.540433333333333,0.2814414740817946,3.0,14.0,7.4094,15.0,7.3484,16.0,7.8635,,,,,,,,,,
6,Life Cycle__S0,9.265,0.12465003008423192,3.0,17.0,9.3699,18.0,9.1272,19.0,9.2979,,,,,,,,,,
7,Life Cycle__S1,11.2066,0.107910935497752,3.0,20.0,11.1635,21.0,11.3294,22.0,11.1269,,,,,,,,,,
8,Life Cycle__S2,10.348833333333333,0.38378319834684393,3.0,23.0,10.7594,24.0,10.288,25.0,9.9991,,,,,,,,,,
9,Life Cycle__S3,11.039200000000001,0.02630437226013981,2.0,26.0,11.0578,27.0,11.0206,,,,,,,,,,,,
10,Life Cycle__S4,11.2901,0.3167596723069402,3.0,28.0,11.5921,29.0,11.3178,30.0,10.9604,,,,,,,,,,
11,Life Cycle__S5,11.515433333333334,0.23117093963847019,3.0,31.0,11.2887,32.0,11.5068,33.0,11.7508,,,,,,,,,,
12,Life Cycle__S6,10.2969875,1.3845215341022534,8.0,34.0,11.2674,35.0,8.193,36.0,11.4154,37.0,11.1726,38.0,8.013,39.0,10.4841,40.0,10.8249,41.0,11.0055
13,Life Cycle__S7,11.3859,0.2390712864398401,3.0,42.0,11.1121,43.0,11.4923,44.0,11.5533,,,,,,,,,,
14,Life Cycle__S8,11.09015,0.13258252147247765,2.0,45.0,11.1839,46.0,10.9964,,,,,,,,,,,,
15,Life Cycle__G135,7.991149999999999,0.4084955874914679,2.0,47.0,8.28,48.0,7.7023,,,,,,,,,,,,
16,Life Cycle__G150,8.086366666666667,0.30188846174263384,3.0,49.0,7.9483,50.0,7.8782,51.0,8.4326,,,,,,,,,,
17,Life Cycle__G180,7.7224,0.12171096910303561,3.0,52.0,7.847,53.0,7.7164,54.0,7.6038,,,,,,,,,,
18,Stress Time Course__C30,11.3116,0.0504874241767199,2.0,55.0,11.2759,56.0,11.3473,,,,,,,,,,,,
19,Stress Time Course__C90,10.832699999999999,0.1250164789137804,2.0,57.0,10.9211,58.0,10.7443,,,,,,,,,,,,
20,Biofilm__BI,10.07925,0.36281648942681854,2.0,59.0,10.3358,60.0,9.8227,,,,,,,,,,,,
21,Biofilm__BC,11.416,0.3144905615965817,4.0,61.0,11.4945,62.0,11.2688,63.0,11.8154,64.0,11.0853,,,,,,,,
22,Biofilm__Sw,11.11935,0.11306637431172796,2.0,65.0,11.0394,66.0,11.1993,,,,,,,,,,,,
23,Life Cycle__BT,10.283850000000001,0.34641161210328997,2.0,67.0,10.5288,68.0,10.0389,,,,,,,,,,,,
