,A,Rok
SRX5577062,-0.2351325998223033,-0.034291598909170766
SRX5577063,0.5385331056596822,-0.265934312410403
SRX5577064,-3.9989783707928743,-0.5920635138516497
SRX5577065,0.4128457233968873,0.12340035163350295
SRX5577066,-8.152925912227326,-0.30917160293226154
SRX5577067,-8.548815739680812,-0.22237907316073446
SRX5577068,-6.817135917952976,-0.038480084155709804
SRX533166,-5.9133228305383705,-0.21341254597830608
SRX533171,5.913322830538376,0.21341254597830608
SRX533786,-7.9692202307320885,-0.2031422956499398
SRX533787,6.435128871953911,0.222606671164348
SRX533789,-8.144164993600889,-0.4420589586922397
SRX533791,4.830569717358157,0.1482527907711404
SRX533792,-8.312665646751062,-0.4808456134027974
SRX533793,3.046788584594465,0.006010348587626169
SRX533794,1.914720447821792,0.15598482817804182
SRX533795,3.025165146492756,-0.023572179723135637
SRX4703435,4.8120680271738845,-0.21463667857658475
SRX4703436,-0.4402780632176088,0.4528204847433512
SRX4703437,-4.371789963956274,-0.2381838061667647
SRX4703438,-20.748923362729837,-1.3896725932691742
SRX4703439,-9.740335646325152,-0.7713243280255178
SRX4703440,-2.8440373881245717,-0.580600242199858
SRX6902408,1.401718594759521,-0.09982821968666043
SRX6902409,0.9980629547310024,0.06841356664184595
SRX6902410,0.6957559869410145,0.08370143676907027
SRX6902411,4.301460035914571,0.4849807876769692
SRX6902412,8.218138390352559,0.4631437940988032
SRX6902413,3.4619306751604477,0.2530169913653939
SRX6902414,1.0896419672511888,-0.002123649487035806
SRX6902415,-1.089641967251188,0.0021236494870340294
SRX5278698,-2.0443937537477868,0.1963683777839833
SRX5278699,-1.0738936508027577,0.2686660415730531
SRX5278700,3.118287404550567,-0.4650344193570373
SRX5278701,-2.585483436612085,0.8429105483635535
SRX5278702,0.5770876263939593,0.8205734039016797
SRX5278703,-1.6983930552607929,0.4090527118473784
SRX5278704,0.5418047402212293,0.34289800096926104
SRX5278705,0.9726277147977928,0.2904277565200859
SRX5278707,-4.384712231431083,1.0993467929094491
SRX5278708,-2.7802733552066425,1.5399570407324532
SRX5278709,-5.703551093902552,0.9625358749807004
SRX5278710,5.767584655607438,-0.08820715545513913
SRX5278711,6.609602416673423,-0.1985361934830845
SRX5278713,8.900662550285837,0.1957643332206871
SRX5278714,5.688424470786318,0.1803427268875497
SRX5278715,0.15922011286055324,-1.1544543341419766
SRX5278716,3.3029547258472087,-0.4483454956524202
SRX5278717,-1.7255649213683577,0.3778714922502555
SRX5278718,5.181392059558308,-0.3208753582621604
SRX5278719,-0.583734463902907,1.0056482123158936
SRX5278720,-3.949161701124512,1.4426270215278567
SRX5278721,-2.6417702373562784,1.1068936820898614
SRX1254783,8.157021857373936,-0.7529711443943183
SRX1254784,5.699933063411333,-0.3898897472101828
SRX1254785,7.526536109305703,0.26817759558305104
SRX1254786,6.811910725849567,-0.3113596286483693
SRX1473807,0.2513674484423141,0.031461567663463086
SRX1473808,-0.15227509906961134,-0.14322113243865786
SRX1473809,-0.0990923493727624,0.11175956477519301
SRX7520944,-0.24404067817746014,0.12949143602895494
SRX7520945,-0.34180378537579426,0.12391483998236907
SRX7520946,0.2459866337335568,-0.11577054481884375
SRX7520947,0.3398578298197012,-0.13763573119248207
SRX7520948,-1.9684604159724388,0.08744427532235655
SRX7520949,-1.916783663024781,0.06039759902412989
SRX7520950,-5.406047429132023,-0.03492010738510487
SRX7520951,-5.455020602955684,-0.03304332708655622
SRX959206,2.1754465388513906,-0.5990416139211899
SRX959207,-5.573613373996327,-0.5666586814221724
SRX959208,-0.38913561571915495,-0.5416503708103361
SRX959209,-3.028882827873724,-0.22069205934058456
SRX959210,7.674023577404197,-0.5499982109013093
SRX959211,3.0717520663240268,-0.5561300923253976
SRX959212,1.1693259757541792,-0.055269416338912684
SRX959213,0.1926824806437734,0.17068726802991918
SRX959214,4.75899271211714,-0.12693829278481414
SRX959215,-9.431616437349774,0.04252996778011742
SRX959216,4.5614537919695906,-0.058036986978432736
SRX959217,-1.2508385231349195,0.02702746029211767
SRX3269802,-4.163745337136176,-0.051703235341737035
SRX3269803,4.163745337136164,0.05170323534173882
SRX3269804,15.793057958608381,-0.7294669234806364
SRX3269805,11.661964500061476,0.3321875538219459
SRX3269806,10.622385972405192,0.4596364252711904
SRX3269807,-1.978735815798482,-1.641817025334941
SRX3269808,-0.3813827385643637,-2.878546016775527
SRX3269809,6.968379568118697,-1.96897881683467
SRX3269810,9.498437082035556,-1.5510761107465187
SRX3269811,15.94202695783884,-2.13530379619841
SRX2529102,-4.930428113615004,0.02773200306737511
SRX2529103,4.93042811361501,-0.02773200306737511
SRX2529104,2.269756749394747,1.2137630301558673
SRX2529105,4.822976708467492,0.9522530877859676
ERX1981712,-32.38879657933098,0.6579058877184822
ERX1981713,-11.482397959860275,1.079343285304808
ERX1981714,0.02927322554227318,0.9004475916671995
ERX1981715,0.7932875435824308,-0.12549805860777052
ERX1981716,3.1847241338286585,0.12405765645242273
ERX1981717,-3.978011677411093,0.0014404021553477975
ERX2274784,6.503683713738591,0.08682982834082331
ERX2274785,-1.5744417990105561,-0.2929162063870212
ERX2274786,8.782708371011575,0.23233870242259336
ERX2274787,2.3090136983518144,1.4430419087490467
ERX2274788,-6.101026981425506,1.4072453820265007
ERX2274789,1.6193833680438714,1.3903019293987973
ERX2274790,-0.30314958748967097,-0.15926964188915704
ERX2274791,0.17088507672763165,-0.42794983166511535
ERX2274792,9.397094982713751,0.34212424036317834
ERX2274793,-2.055327277729504,1.3343497355500666
ERX2274794,-3.700783157275744,1.6786146122458927
ERX2274795,-7.950044992543424,1.6567784417087807
ERX2274796,3.5759311672014293,-0.3052322184604819
ERX2274797,4.061445988302605,0.3993110603946253
ERX2274798,-7.637377155504031,-0.09407884193414162
ERX2274799,5.426273685984318,1.1442184486933105
ERX2274800,-2.7051563763051223,1.8170786976423337
ERX2274801,-3.0426072124068098,0.7423345387127114
ERX1819430,8.208113520694113,-0.23979879782252844
ERX1819431,8.536156161581253,-0.31010939520704106
ERX1819432,9.044808782613293,-0.07583574717457431
ERX1819433,8.823189040392421,-0.033621204172609616
ERX1819434,-2.4342898080077138,0.2431538280259904
ERX1819435,-3.2419098715556367,-0.3928832352680693
ERX1819436,-4.660085664121004,0.11260188743364807
ERX1819437,-2.491583019273238,-0.12964453169958826
ERX1819438,2.031015343587117,0.18587083028758225
ERX1819439,-0.7170392384895865,-0.4317939675696323
ERX1819440,1.8194827801547235,0.1996254191893918
ERX1819441,-0.698653553200319,-0.39726506211952106
ERX1819442,0.4032744644205912,-0.4290246583135726
ERX1819443,-0.04909434120751225,-0.3012725144861061
ERX1819444,1.1675324628974186,-0.4856953925339021
ERX1819445,-1.9973251248969743,-0.30602135496999416
ERX3440914,-1.358998224383418,0.057086043171636014
ERX3440915,9.539750196127684,0.13902337388526753
ERX3440916,10.34307885499698,0.25730840275965505
ERX3440917,-4.779975015202103,0.13676618185538558
ERX3440918,1.3545812066371594,1.8969794849268489
ERX3440919,6.195835426149732,2.060010208356946
ERX3440920,2.097327895031199,2.0638537503741734
ERX3440921,-15.505836110188014,1.3573290142577257
ERX3440922,-15.825811229845565,1.342531357620702
ERX3440923,-12.573705337139904,1.00145404515603
ERX3440924,-20.508066880262252,1.0555102661714155
ERX3440925,-2.794177038894313,-0.05459591348341153
ERX3440926,-13.749277555145195,0.9862833219153266
ERX3440927,-18.11439370711056,1.1544991123993462
ERX3440928,-16.890969537701782,-0.5758436815640451
ERX3440929,-11.469392549439462,-1.3700757295815995
ERX3440930,-11.388738735560839,-0.8884347567021615
ERX3440931,-22.405475752817804,1.968845809893919
ERX3440932,-25.04104036450289,1.3107217028940656
ERX3440933,-17.971343430173608,2.0503499304383896
ERX3440934,-17.90665200320895,1.1424946502290574
ERX3440935,-18.146362705040325,1.2948252899678927
ERX3440936,4.153175263277729,-0.002490129688223597
ERX3440937,-18.00744658451851,1.1763385274503388
ERX3440938,9.48745117721547,0.33804234010627265
ERX3440939,-0.5086520675499553,0.21227567835402092
ERX3440940,0.2623132937916534,0.5541653624024212
ERX3440941,-1.1454027660700443,0.11986040357174944
ERX3440942,2.2910935573018443,0.3614481664375209
ERX3440943,1.4723685908168946,0.284017253709048
SRX5347612,1.5580068645174958,0.4414602221306403
SRX5347613,0.9575857618482244,-0.1405787023710552
SRX5347614,-2.5155926263657133,-0.3008815197595851
SRX5347615,-1.491408355497548,0.3638902363861938
SRX5347616,-2.419333537260884,0.3837858266226313
SRX5347617,-4.280221283646323,-0.014418525501612931
SRX5347618,0.2270666371026081,0.2378472024899061
SRX5347619,-2.5273799066058804,0.2820734940423435
SRX5347620,-3.251227462245838,0.12410520196900697
SRX5347621,-0.008047848149008807,0.12521243187726586
SRX5347622,0.008914469184008952,0.24905929928161366
SRX5347623,-2.532320301623153,0.1296433711873206
SRX8170783,0.28924512419137144,-0.18918607906500107
SRX8170784,-0.7901342167556356,-0.02616941199371503
SRX8170785,0.5008890925642506,0.21535549105871965
SRX8170786,3.284692731077312,0.4566700331168061
SRX8170787,1.1226779045095694,0.7251023137936325
SRX8170788,1.5689273591052657,0.4941290975574901
SRX5177009,-12.831776042190867,0.22719916661716424
SRX5177010,-11.702094791792565,0.602101338288918
SRX5177011,-12.479069749006598,0.19119498009040206
SRX5177012,-19.52769582810996,-0.1507307550411605
SRX7354731,-1.6409612427794618,-0.16838793784724615
SRX7354732,1.6409612427794429,0.16838793784724615
SRX7354733,-18.773500167160467,-0.12927602058699514
SRX7354734,-26.391915114784158,-0.2969438327596352
SRX7354735,-11.335266067130126,0.5035533630034426
SRX7354736,-14.257116915264172,0.5572055848666029
SRX7354737,-15.948545829353545,0.5452100115285177
SRX7354738,-11.735260770760036,0.5575656547022678
SRX2508581,0.8247129359963716,-0.008150617338602117
SRX2508582,1.3707404396871856,0.04143271170806706
SRX2508583,4.763103355733257,-0.5990667553948725
SRX2508584,4.097914735294154,-0.2725379420013168
SRX2508585,-0.21431922129869246,-0.02803561688308065
SRX2508586,1.2133458440306368,0.12099864569894693
SRX2508587,3.969881952540313,-0.6766472612102428
SRX2508588,3.7705079480631634,-0.4329637413311911
SRX2508589,-0.6103937146976819,0.03618623422168277
SRX2508590,2.44657514889413,0.01665521465450936
SRX2508591,1.9906288203309563,-0.7536516361841068
SRX2508592,1.9443189636380012,-0.3845088514806223
SRX1736086,-0.266244866962439,0.1257509122047118
SRX1736087,0.36677582574402495,-0.013141602842733136
SRX1736088,-0.10053095878159046,-0.11260930936197865
SRX1736089,-1.8758382756314649,-2.08640907310076
SRX1736090,-3.220054340730328,-2.2883481353153083
SRX1736091,-0.5884785719610232,-2.1401458117815144
SRX1736092,0.4997194350152291,0.21298296853877474
SRX1736093,-0.05327433952000502,0.1600918625350758
SRX1736094,-2.4284142653604266,0.19842768435141697
SRX1736095,-0.2534561511931376,-1.3204537839248849
SRX1736096,-3.277742555432737,-1.9851550381725869
SRX1736097,-4.5490845593017974,-1.5751727390802
SRX7176371,0.10730216871109156,-0.01145767796713848
SRX7176372,-0.10430637945316626,0.19853671022084285
SRX7176373,-0.002995789257920961,-0.1870790322537044
SRX7176374,-0.10889192606218176,-0.2042049705396476
SRX7176375,-1.1372398516822255,-0.14327247351002725
SRX7176376,-0.2834995765169953,-0.4348298288149124
