,3
AB0057_PGcoculture__PGAB__1.0,-6.0977105906
AB0057_PGcoculture__PGAB__2.0,-6.2049959095
AB0057_PGcoculture__PGAB__3.0,-4.5341221805
AB0057_PGcoculture__AB __1.0,0.0916817889
AB0057_PGcoculture__AB __2.0,0.1317393437
AB0057_PGcoculture__AB __3.0,-0.2098856311
AB0057_PGcoculture__AB __4.0,-0.0135355015
AB0057_PGcoculture__ABPG__1.0,1.2281490919
AB0057_PGcoculture__ABPG__2.0,1.0562168644
AB0057_PGcoculture__ABPG__3.0,0.5100368373
AB0057_PGcoculture__ABPG__4.0,0.5353597043
AB5075_AZI__AZI_000__1.0,-0.5110498816
AB5075_AZI__preculture__1.0,-4.6530198604
AB5075_AZI__preculture__2.0,-4.8785103601
AB5075_AZI__AZI_040__1.0,-3.9492392361
AB5075_AZI__AZI_028__1.0,-2.6369701986000003
AB5075_AZI__AZI_003__1.0,1.0261504646
AB5075_AZI__AZI_000__2.0,0.5110498816
AB5075_AZI__AZI_040__2.0,-3.9838503478
AB5075_AZI__AZI_028__2.0,-3.4860211222
AB5075_AZI__AZI_003__2.0,0.2567694804
AB5075_VIR-O_AV-T__AV-T/vector__1.0,0.0735227376
AB5075_VIR-O_AV-T__VIR-O/vector__1.0,2.0638693322
AB5075_VIR-O_AV-T__VIR-O/vector__2.0,-0.6067685421
AB5075_VIR-O_AV-T__VIR-O/vector__3.0,-1.4571007901000002
AB5075_VIR-O_AV-T__VIR-O/1645__1.0,1.1927791567
AB5075_VIR-O_AV-T__VIR-O/1645__2.0,-1.2481086433
AB5075_VIR-O_AV-T__VIR-O/1645__3.0,-0.8543054764
AB5075_VIR-O_AV-T__AV-T/vector__2.0,1.3410365066
AB5075_VIR-O_AV-T__AV-T/vector__3.0,2.7329659541
AB5075_VIR-O_LSO__VIR-O__1.0,-0.5893576252
AB5075_VIR-O_LSO__LSO__1.0,-0.6684160677000001
AB5075_VIR-O_LSO__VIR-O__2.0,0.5984598138
AB5075_VIR-O_LSO__LSO__2.0,0.4768120024
AB5075_VIR-O_LSO__VIR-O__3.0,-0.0091021886
AB5075_VIR-O_LSO__LSO__3.0,-1.1212048757
AB5075_Zinc__Control__1.0,-1.3438244336
AB5075_Zinc__Control__2.0,2.5438075124
AB5075_Zinc__Control__3.0,-1.1999830787
AB5075_Zinc__Zinc__1.0,8.8893646504
AB5075_Zinc__Zinc__2.0,11.2748561292
AB5075_biofilm+abx__planktonic__1.0,2.855790673
AB5075_biofilm+abx__planktonic__2.0,-1.9293076972
AB5075_biofilm+abx__biofilm__1.0,9.3214783287
AB5075_biofilm+abx__planktonic__3.0,-0.9264829758
AB5075_biofilm+abx__biofilm__2.0,-0.5706509841
AB5075_biofilm+abx__biofilm__3.0,-1.9680902507
AB5075_biofilm+abx__cip_biofilm__1.0,-8.0139040296
AB5075_biofilm+abx__cip_biofilm__2.0,2.0537159241
AB5075_biofilm+abx__tet_biofilm__1.0,14.5832433996
AB5075_biofilm+abx__cip_biofilm__3.0,-6.058042508
AB5075_biofilm+abx__tet_biofilm__2.0,11.7913196245
AB5075_biofilm+abx__tet_biofilm__3.0,30.7952239096
AB5075_gigAB__kan_gigB__1.0,8.4604790754
AB5075_gigAB__kan_gigB__2.0,8.304596368
AB5075_gigAB__kan_gigB__3.0,8.2911443519
AB5075_gigAB__gigB__1.0,3.5762160559
AB5075_gigAB__gigB__2.0,2.2931639021
AB5075_gigAB__gigB__3.0,2.3739880270000002
AB5075_gigAB__kan_gigA__1.0,7.4901300177
AB5075_gigAB__kan_gigA__2.0,5.0733100023
AB5075_gigAB__kan_gigA__3.0,7.9648798745
AB5075_gigAB__gigA__1.0,2.4481546844
AB5075_gigAB__gigA__2.0,0.3477342338
AB5075_gigAB__gigA__3.0,2.1780234277
AB5075_gigAB__kan_WT__1.0,8.0145166963
AB5075_gigAB__kan_WT__2.0,7.1484192316
AB5075_gigAB__kan_WT__3.0,6.3826236471
AB5075_gigAB__WT__1.0,0.7385432699000001
AB5075_gigAB__WT__2.0,1.3950578211
AB5075_gigAB__WT__3.0,-2.133601091
AB5075_med__CA-MHB__1.0,-2.5707238275
AB5075_med__CA-MHB__2.0,-0.5592059109
AB5075_med__CA-MHB_pH6__1.0,-1.2808309328
AB5075_med__CA-MHB_pH6__2.0,-1.9208707954
AB5075_med__RPMI+_pH7__1.0,-2.2292682152
AB5075_med__RPMI+_pH7__2.0,-0.45560571710000003
AB5075_med__RPMI+_pH6__1.0,0.0197832631
AB5075_med__RPMI+_pH6__2.0,-3.9068487207
AB5075_med__RPMI+_-HCO3__1.0,-1.7169208519999999
AB5075_med__RPMI+_-HCO3__2.0,-2.9758028474
AB5075_med__LB__1.0,0.5897699075
AB5075_med__LB__2.0,-0.5897699075
AB5075_med__M9+AA__1.0,-2.1323666899
AB5075_med__M9+AA__2.0,-1.7335307275
AB5075_med__M9-AA__1.0,-2.5954317475
AB5075_med__M9-AA__2.0,-1.8455898514
AYE_adeB__WT__1.0,-0.3599628693
AYE_adeB__WT__2.0,0.5325573965
AYE_adeB__WT__3.0,-0.17259452720000001
AYE_adeB__adeB__1.0,-0.1767470697
AYE_adeB__adeB__2.0,1.0639312354000001
AYE_adeB__adeB__3.0,1.4002282137
COL__0ug/ml__1.0,1.3241894958
COL__0ug/ml__2.0,-1.3241894958
COL__0.25ug/ml__1.0,-0.347159046
COL__0.25ug/ml__2.0,1.8143527059000002
COL__1ug/ml__1.0,0.1402521539
COL__1ug/ml__2.0,1.5236216922999999
H2O2__0ug/ml__1.0,0.48844414750000004
H2O2__0ug/ml__2.0,-0.48844414750000004
H2O2__1.25ug/ml__1.0,4.2929607327
H2O2__1.25ug/ml__2.0,2.7152413831
H2O2__2.5ug/ml__1.0,9.1731013427
H2O2__2.5ug/ml__2.0,9.1287507508
H2O2__5ug/ml__1.0,5.9220783836
H2O2__5ug/ml__2.0,4.4323611555
MRP__0ug/ml__1.0,-0.09996641960000001
MRP__0ug/ml__2.0,0.09996641960000001
MRP__25ug/ml__1.0,0.9741186668
MRP__25ug/ml__2.0,-0.1903972722
MRP__100ug/ml__1.0,-0.0799047204
MRP__100ug/ml__2.0,0.25465324440000003
MRP__200ug/ml__1.0,-0.5177363991
MRP__200ug/ml__2.0,-0.531988757
growth__2h__1.0,0.6355940408
growth__2h__2.0,-0.6355940408
growth__4h__1.0,5.0204140751
growth__4h__2.0,2.8064532788000003
growth__6h__1.0,6.0819196675
growth__6h__2.0,5.0224276795
growth__8h__1.0,4.3046156083
growth__8h__2.0,5.4473754847
growth__10h__1.0,6.1514264975
growth__10h__2.0,2.1489448489
mutants__WT__1.0,-0.39651032680000003
mutants__WT__2.0,0.39651032680000003
mutants__R7__1.0,0.4278612839
mutants__R7__2.0,0.2833448187
mutants__gacA__1.0,0.37458667290000003
mutants__gacA__2.0,0.21072639310000002
vacJ_LL-37__WT__1.0,-0.15699256820000002
vacJ_LL-37__WT__2.0,0.15699256820000002
vacJ_LL-37__WT+LL-37__1.0,-2.7741787392
vacJ_LL-37__WT+LL-37__2.0,-3.0126728197
vacJ_LL-37__vacJ__1.0,-3.9825466059
vacJ_LL-37__vacJ__2.0,-4.0935542878
vacJ_LL-37__vacJ+LL-37__1.0,-5.1667839838
vacJ_LL-37__vacJ+LL-37__2.0,-4.804516169
