,TF,gene_id,effect
844,SigA,BSU07390,sigma factor
845,SigA,BSU12350,sigma factor
846,SigA,BSU37250,sigma factor
847,SigA,BSU02280,sigma factor
848,SigA,BSU29670,sigma factor
849,SigA,BSU02670,sigma factor
850,SigA,BSU12000,sigma factor
851,SigA,BSU34720,sigma factor
852,SigA,BSU08860,sigma factor
853,SigA,BSU04470,sigma factor
854,SigA,BSU19890,sigma factor
855,SigA,BSU05820,sigma factor
856,SigA,BSU03220,sigma factor
857,SigA,BSU32570,sigma factor
858,SigA,BSU33130,sigma factor
859,SigA,BSU37650,sigma factor
860,SigA,BSU09280,sigma factor
861,SigA,BSU00800,sigma factor
862,SigA,BSU31460,sigma factor
863,SigA,BSU00780,sigma factor
864,SigA,BSU40050,sigma factor
865,SigA,BSU23260,sigma factor
866,SigA,BSU35600,sigma factor
867,SigA,BSU06030,sigma factor
868,SigA,BSU29390,sigma factor
869,SigA,BSU28750,sigma factor
870,SigA,BSU13900,sigma factor
871,SigA,BSU37270,sigma factor
872,SigA,BSU28130,sigma factor
873,SigA,BSU36290,sigma factor
874,SigA,BSU23130,sigma factor
875,SigA,BSU01250,sigma factor
876,SigA,BSU34740,sigma factor
877,SigA,BSU34360,sigma factor
878,SigA,BSU15720,sigma factor
879,SigA,BSU16230,sigma factor
880,SigA,BSU32490,sigma factor
881,SigA,BSU18000,sigma factor
882,SigA,BSU28540,sigma factor
883,SigA,BSU22480,sigma factor
884,SigA,BSU03359,sigma factor
885,SigA,BSU04690,sigma factor
886,SigA,BSU01935,sigma factor
887,SigA,BSU23110,sigma factor
888,SigA,BSU23270,sigma factor
889,SigA,BSU12340,sigma factor
890,SigA,BSU07820,sigma factor
891,SigA,BSU10270,sigma factor
892,SigA,BSU13600,sigma factor
893,SigA,BSU06510,sigma factor
894,SigA,BSU29360,sigma factor
895,SigA,BSU10110,sigma factor
896,SigA,BSU16330,sigma factor
897,SigA,BSU31190,sigma factor
898,SigA,BSU11500,sigma factor
899,SigA,BSU03280,sigma factor
900,SigA,BSU19180,sigma factor
901,SigA,BSU31490,sigma factor
902,SigA,BSU29350,sigma factor
903,SigA,BSU40180,sigma factor
904,SigA,BSU28000,sigma factor
905,SigA,BSU32600,sigma factor
906,SigA,BSU36380,sigma factor
907,SigA,BSU39470,sigma factor
908,SigA,BSU16430,sigma factor
909,SigA,BSU39690,sigma factor
910,SigA,BSU26310,sigma factor
911,SigA,BSU02620,sigma factor
912,SigA,BSU16160,sigma factor
913,SigA,BSU08190,sigma factor
914,SigA,BSU32430,sigma factor
915,SigA,BSU18840,sigma factor
916,SigA,BSU18440,sigma factor
917,SigA,new_2273724_2273988_c,sigma factor
918,SigA,BSU27890,sigma factor
919,SigA,BSU29679,sigma factor
920,SigA,BSU40310,sigma factor
921,SigA,BSU14150,sigma factor
922,SigA,BSU15560,sigma factor
923,SigA,BSU24600,sigma factor
924,SigA,BSU29380,sigma factor
925,SigA,BSU33500,sigma factor
926,SigA,BSU23120,sigma factor
927,SigA,BSU22470,sigma factor
928,SigA,BSU33440,sigma factor
929,SigA,BSU37740,sigma factor
930,SigA,BSU30290,sigma factor
931,SigA,BSU16270,sigma factor
932,SigA,BSU34730,sigma factor
933,SigA,BSU16300,sigma factor
934,SigA,BSU16460,sigma factor
935,SigA,BSU08660,sigma factor
936,SigA,BSU29400,sigma factor
937,SigA,BSU15490,sigma factor
938,SigA,BSU35900,sigma factor
939,SigA,BSU14600,sigma factor
940,SigA,BSU17580,sigma factor
941,SigA,BSU28520,sigma factor
942,SigA,BSU01960,sigma factor
943,SigA,BSU35180,sigma factor
944,SigA,BSU01360,sigma factor
945,SigA,BSU16410,sigma factor
946,SigA,BSU15940,sigma factor
947,SigA,BSU29730,sigma factor
948,SigA,BSU15920,sigma factor
949,SigA,BSU39720,sigma factor
950,SigA,BSU23490,sigma factor
951,SigA,BSU08630,sigma factor
952,SigA,BSU00770,sigma factor
953,SigA,BSU16320,sigma factor
954,SigA,BSU27240,sigma factor
955,SigA,BSU25480,sigma factor
956,SigA,BSU15120,sigma factor
957,SigA,BSU37280,sigma factor
958,SigA,BSU09840,sigma factor
959,SigA,BSU24620,sigma factor
960,SigA,BSU29680,sigma factor
961,SigA,BSU28280,sigma factor
962,SigA,BSU31740,sigma factor
963,SigA,BSU14490,sigma factor
964,SigA,BSU24950,sigma factor
965,SigA,BSU11340,sigma factor
966,SigA,BSU39900,sigma factor
967,SigA,BSU19880,sigma factor
968,SigA,BSU03130,sigma factor
969,SigA,BSU16299,sigma factor
970,SigA,BSU15100,sigma factor
971,SigA,BSU22090,sigma factor
972,SigA,BSU19570,sigma factor
973,SigA,BSU28260,sigma factor
974,SigA,BSU10010,sigma factor
975,SigA,BSU39890,sigma factor
976,SigA,BSU39230,sigma factor
977,SigA,BSU33720,sigma factor
978,SigA,BSU04680,sigma factor
979,SigA,BSU01150,sigma factor
980,SigA,BSU32700,sigma factor
981,SigA,BSU30070,sigma factor
982,SigA,BSU23250,sigma factor
983,SigA,BSU32990,sigma factor
984,SigA,BSU35300,sigma factor
985,SigA,BSU35650,sigma factor
986,SigA,BSU35239,sigma factor
987,SigA,BSU13560,sigma factor
988,SigA,BSU32840,sigma factor
989,SigA,BSU28760,sigma factor
990,SigA,BSU16040,sigma factor
991,SigA,BSU33040,sigma factor
992,SigA,BSU08110,sigma factor
993,SigA,BSU05830,sigma factor
994,SigA,BSU33120,sigma factor
995,SigA,BSU07680,sigma factor
996,SigA,BSU34350,sigma factor
997,SigA,BSU35680,sigma factor
998,SigA,BSU15280,sigma factor
999,SigA,BSU33930,sigma factor
1000,SigA,BSU16800,sigma factor
1001,SigA,BSU01970,sigma factor
1002,SigA,BSU16010,sigma factor
1003,SigA,BSU23150,sigma factor
1004,SigA,BSU16180,sigma factor
1005,SigA,BSU33700,sigma factor
1006,SigA,BSU39500,sigma factor
1007,SigA,BSU29290,sigma factor
1008,SigA,BSU27870,sigma factor
1009,SigA,BSU24670,sigma factor
1010,SigA,BSU38310,sigma factor
1011,SigA,BSU39270,sigma factor
1012,SigA,BSU25280,sigma factor
1013,SigA,BSU15530,sigma factor
1014,SigA,BSU27930,sigma factor
1015,SigA,BSU27860,sigma factor
1016,SigA,BSU08840,sigma factor
1017,SigA,BSU13330,sigma factor
1018,SigA,BSU13130,sigma factor
1019,SigA,BSU34710,sigma factor
1020,SigA,BSU28290,sigma factor
1021,SigA,BSU14850,sigma factor
1022,SigA,BSU38300,sigma factor
1023,SigA,BSU08870,sigma factor
1024,SigA,BSU03950,sigma factor
1025,SigA,BSU01080,sigma factor
1026,SigA,BSU36640,sigma factor
1027,SigA,BSU37310,sigma factor
1028,SigA,BSU26600,sigma factor
1029,SigA,BSU03300,sigma factor
1030,SigA,BSU22550,sigma factor
1031,SigA,BSU01390,sigma factor
1032,SigA,BSU39730,sigma factor
1033,SigA,BSU14170,sigma factor
1034,SigA,BSU01320,sigma factor
1035,SigA,BSU30820,sigma factor
1036,SigA,BSU26830,sigma factor
1037,SigA,BSU05740,sigma factor
1038,SigA,BSU40770,sigma factor
1039,SigA,BSU14590,sigma factor
1040,SigA,BSU01410,sigma factor
1041,SigA,BSU15590,sigma factor
1042,SigA,BSU28090,sigma factor
1043,SigA,BSU40920,sigma factor
1044,SigA,BSU33960,sigma factor
1045,SigA,BSU36250,sigma factor
1046,SigA,BSU35950,sigma factor
1047,SigA,BSU03290,sigma factor
1048,SigA,BSU00680,sigma factor
1049,SigA,BSU00070,sigma factor
1050,SigA,BSU17610,sigma factor
1051,SigA,BSU15620,sigma factor
1052,SigA,BSU18460,sigma factor
1053,SigA,BSU37400,sigma factor
1054,SigA,BSU16240,sigma factor
1055,SigA,BSU16340,sigma factor
1056,SigA,BSU39460,sigma factor
1057,SigA,BSU01330,sigma factor
1058,SigA,BSU00500,sigma factor
1059,SigA,BSU01440,sigma factor
1060,SigA,BSU11870,sigma factor
1061,SigA,BSU34240,sigma factor
1062,SigA,BSU14580,sigma factor
1063,SigA,BSU13450,sigma factor
1064,SigA,BSU28780,sigma factor
1065,SigA,BSU25290,sigma factor
1066,SigA,BSU31570,sigma factor
1067,SigA,BSU01610,sigma factor
1068,SigA,BSU39740,sigma factor
1069,SigA,BSU01200,sigma factor
1070,SigA,BSU37410,sigma factor
1071,SigA,BSU16260,sigma factor
1072,SigA,BSU28640,sigma factor
1073,SigA,BSU22490,sigma factor
1074,SigA,BSU35580,sigma factor
1075,SigA,BSU36230,sigma factor
1076,SigA,BSU00950,sigma factor
1077,SigA,BSU33940,sigma factor
1078,SigA,BSU28440,sigma factor
1079,SigA,BSU12330,sigma factor
1080,SigA,BSU16450,sigma factor
1081,SigA,BSU38580,sigma factor
1082,SigA,BSU22130,sigma factor
1083,SigA,BSU24710,sigma factor
1084,SigA,BSU10530,sigma factor
1085,SigA,BSU15740,sigma factor
1086,SigA,BSU16310,sigma factor
1087,SigA,BSU19970,sigma factor
1088,SigA,BSU39780,sigma factor
1089,SigA,BSU15330,sigma factor
1090,SigA,BSU33080,sigma factor
1091,SigA,BSU08650,sigma factor
1092,SigA,BSU01190,sigma factor
1093,SigA,BSU09320,sigma factor
1094,SigA,BSU37560,sigma factor
1095,SigA,BSU16280,sigma factor
1096,SigA,BSU28720,sigma factor
1097,SigA,BSU34160,sigma factor
1098,SigA,BSU34320,sigma factor
1099,SigA,BSU31220,sigma factor
1100,SigA,BSU32480,sigma factor
1101,SigA,BSU09440,sigma factor
1102,SigA,BSU14140,sigma factor
1103,SigA,BSU24630,sigma factor
1104,SigA,BSU22440,sigma factor
1105,SigA,BSU39250,sigma factor
1106,SigA,BSU22790,sigma factor
1107,SigA,BSU05840,sigma factor
1108,SigA,BSU27880,sigma factor
1109,SigA,BSU02540,sigma factor
1110,SigA,BSU03900,sigma factor
1111,SigA,BSU09510,sigma factor
1112,SigA,BSU35400,sigma factor
1113,SigA,BSU24640,sigma factor
1114,SigA,BSU37150,sigma factor
1115,SigA,BSU12870,sigma factor
1116,SigA,BSU00760,sigma factor
1117,SigA,BSU14530,sigma factor
1118,SigA,BSU01800,sigma factor
1119,SigA,BSU35710,sigma factor
1120,SigA,BSU35000,sigma factor
1121,SigA,BSU16470,sigma factor
1122,SigA,BSU37430,sigma factor
1123,SigA,BSU16210,sigma factor
1124,SigA,BSU39410,sigma factor
1125,SigA,BSU32580,sigma factor
1126,SigA,BSU00370,sigma factor
1127,SigA,BSU09520,sigma factor
1128,SigA,BSU35290,sigma factor
1129,SigA,BSU33430,sigma factor
1130,SigA,BSU03990,sigma factor
1131,SigA,BSU36690,sigma factor
1132,SigA,BSU19820,sigma factor
1133,SigA,BSU26320,sigma factor
1134,SigA,BSU28430,sigma factor
1135,SigA,BSU25590,sigma factor
1136,SigA,BSU00990,sigma factor
1137,SigA,BSU36130,sigma factor
1138,SigA,BSU16150,sigma factor
1139,SigA,BSU06420,sigma factor
1140,SigA,BSU32670,sigma factor
1141,SigA,BSU26050,sigma factor
1142,SigA,BSU17460,sigma factor
1143,SigA,BSU33950,sigma factor
1144,SigA,BSU02640,sigma factor
1145,SigA,BSU37490,sigma factor
1146,SigA,BSU03510,sigma factor
1147,SigA,new_148755_148930,sigma factor
1148,SigA,BSU00810,sigma factor
1149,SigA,BSU03780,sigma factor
1150,SigA,BSU32590,sigma factor
1151,SigA,BSU30460,sigma factor
1152,SigA,BSU28560,sigma factor
1153,SigA,BSU19470,sigma factor
1154,SigA,BSU16780,sigma factor
1155,SigA,BSU39910,sigma factor
1156,SigA,BSU06160,sigma factor
1157,SigA,BSU34970,sigma factor
1158,SigA,BSU30260,sigma factor
1159,SigA,BSU29710,sigma factor
1160,SigA,BSU23580,sigma factor
1161,SigA,BSU34120,sigma factor
1162,SigA,BSU37260,sigma factor
1163,SigA,BSU35010,sigma factor
1164,SigA,BSU12440,sigma factor
1165,SigA,BSU02630,sigma factor
1166,SigA,BSU27500,sigma factor
1167,SigA,BSU16380,sigma factor
1168,SigA,BSU14500,sigma factor
1169,SigA,BSU34780,sigma factor
1170,SigA,BSU25430,sigma factor
1171,SigA,BSU11200,sigma factor
1172,SigA,BSU27520,sigma factor
1173,SigA,BSU10630,sigma factor
1174,SigA,BSU03360,sigma factor
1175,SigA,BSU15910,sigma factor
1176,SigA,BSU04740,sigma factor
1177,SigA,BSU40080,sigma factor
1178,SigA,BSU39260,sigma factor
1179,SigA,BSU00670,sigma factor
1180,SigA,BSU38860,sigma factor
1181,SigA,BSU12370,sigma factor
1182,SigA,BSU12320,sigma factor
1183,SigA,BSU31875,sigma factor
1184,SigA,BSU33010,sigma factor
1185,SigA,BSU01780,sigma factor
1186,SigA,BSU35460,sigma factor
1187,SigA,BSU37690,sigma factor
1188,SigA,BSU16290,sigma factor
1189,SigA,BSU05870,sigma factor
1190,SigA,BSU12360,sigma factor
1191,SigA,BSU22780,sigma factor
1192,SigA,BSU37730,sigma factor
1193,SigA,BSU34800,sigma factor
1194,SigA,BSU38100,sigma factor
1195,SigA,BSU15540,sigma factor
1196,SigA,BSU34750,sigma factor
1197,SigA,BSUCDS3119273,sigma factor
1198,SigA,BSU39360,sigma factor
1199,SigA,BSU38600,sigma factor
1200,SigA,BSU00840,sigma factor
1201,SigA,BSU35670,sigma factor
1202,SigA,BSU29660,sigma factor
1203,SigA,BSU12030,sigma factor
1204,SigA,BSU01270,sigma factor
1205,SigA,BSU39930,sigma factor
1206,SigA,BSU25500,sigma factor
1207,SigA,BSU03210,sigma factor
1208,SigA,BSU01430,sigma factor
1209,SigA,BSU41030,sigma factor
1210,SigA,BSU01920,sigma factor
1211,SigA,BSU12020,sigma factor
1212,SigA,BSU00970,sigma factor
1213,SigA,BSU01620,sigma factor
1214,SigA,BSU37130,sigma factor
1215,SigA,BSU34130,sigma factor
1216,SigA,BSU19370,sigma factor
1217,SigA,BSU08200,sigma factor
1218,SigA,BSU06450,sigma factor
1219,SigA,BSU29100,sigma factor
1220,SigA,BSU06150,sigma factor
1221,SigA,BSU40900,sigma factor
1222,SigA,BSU09270,sigma factor
1223,SigA,BSU16600,sigma factor
1224,SigA,BSU29130,sigma factor
1225,SigA,BSU28730,sigma factor
1226,SigA,BSU33110,sigma factor
1227,SigA,BSU17370,sigma factor
1228,SigA,BSU15610,sigma factor
1229,SigA,BSU24190,sigma factor
1230,SigA,BSU33730,sigma factor
1231,SigA,BSU00690,sigma factor
1232,SigA,BSU15970,sigma factor
1233,SigA,BSU38260,sigma factor
1234,SigA,BSU19860,sigma factor
1235,SigA,BSU04260,sigma factor
1236,SigA,BSU26290,sigma factor
1237,SigA,BSU28810,sigma factor
1238,SigA,BSU16760,sigma factor
1239,SigA,BSU05490,sigma factor
1240,SigA,BSU22030,sigma factor
1241,SigA,BSU28120,sigma factor
1242,SigA,BSU01300,sigma factor
1243,SigA,BSU30790,sigma factor
1244,SigA,BSU16370,sigma factor
1245,SigA,BSU31959,sigma factor
1246,SigA,BSU30630,sigma factor
1247,SigA,BSU18100,sigma factor
1248,SigA,BSU09500,sigma factor
1249,SigA,BSU27990,sigma factor
1250,SigA,BSU29830,sigma factor
1251,SigA,BSU35220,sigma factor
1252,SigA,BSU26260,sigma factor
1253,SigA,BSU29690,sigma factor
1254,SigA,BSU02230,sigma factor
1255,SigA,BSU24990,sigma factor
1256,SigA,BSU31450,sigma factor
1257,SigA,BSU03520,sigma factor
1258,SigA,BSU37370,sigma factor
1259,SigA,BSU19870,sigma factor
1260,SigA,BSU34810,sigma factor
1261,SigA,BSU28800,sigma factor
1262,SigA,BSU35880,sigma factor
1263,SigA,BSU15730,sigma factor
1264,SigA,BSU16620,sigma factor
1265,SigA,BSU33100,sigma factor
1266,SigA,BSU28220,sigma factor
1267,SigA,BSU39490,sigma factor
1268,SigA,BSU37320,sigma factor
1269,SigA,BSU26300,sigma factor
1270,SigA,BSU01950,sigma factor
1271,SigA,BSU30780,sigma factor
1272,SigA,BSU00920,sigma factor
1273,SigA,BSU13580,sigma factor
1274,SigA,BSU34250,sigma factor
1275,SigA,BSU05810,sigma factor
1276,SigA,BSU15320,sigma factor
1277,SigA,BSU12920,sigma factor
1278,SigA,BSU30410,sigma factor
1279,SigA,BSU25450,sigma factor
1280,SigA,BSU35570,sigma factor
1281,SigA,BSU31710,sigma factor
1282,SigA,BSU01310,sigma factor
1283,SigA,BSU02990,sigma factor
1284,SigA,BSU14870,sigma factor
1285,SigA,BSU18480,sigma factor
1286,SigA,BSU01630,sigma factor
1287,SigA,BSU15950,sigma factor
1288,SigA,BSU35740,sigma factor
1289,SigA,BSU34990,sigma factor
1290,SigA,BSU23280,sigma factor
1291,SigA,BSU00730,sigma factor
1292,SigA,BSU30440,sigma factor
1293,SigA,BSU30270,sigma factor
1294,SigA,BSU17940,sigma factor
1295,SigA,BSU19930,sigma factor
1296,SigA,BSU28170,sigma factor
1297,SigA,BSU01210,sigma factor
1298,SigA,BSU29120,sigma factor
1299,SigA,BSU00010,sigma factor
1300,SigA,BSU22310,sigma factor
1301,SigA,BSU03981,sigma factor
1302,SigA,BSU31850,sigma factor
1303,SigA,BSU23140,sigma factor
1304,SigA,BSU25200,sigma factor
1305,SigA,BSU01600,sigma factor
1306,SigA,BSU29320,sigma factor
1307,SigA,BSU32510,sigma factor
1308,SigA,BSU10550,sigma factor
1309,SigA,BSU39520,sigma factor
1310,SigA,BSU02870,sigma factor
1311,SigA,BSU15900,sigma factor
1312,SigA,BSU06170,sigma factor
1313,SigA,BSU17570,sigma factor
1314,SigA,BSU33970,sigma factor
1315,SigA,BSU40300,sigma factor
1316,SigA,BSU01750,sigma factor
1317,SigA,BSU01070,sigma factor
1318,SigA,BSU01000,sigma factor
1319,SigA,BSU01180,sigma factor
1320,SigA,BSU09260,sigma factor
1321,SigA,BSU06530,sigma factor
1322,SigA,BSU39920,sigma factor
1323,SigA,BSU31670,sigma factor
1324,SigA,BSU11300,sigma factor
1325,SigA,BSU16350,sigma factor
1326,SigA,BSU36510,sigma factor
1327,SigA,BSU39340,sigma factor
1328,SigA,BSU17600,sigma factor
1329,SigA,BSU09340,sigma factor
1330,SigA,BSU39080,sigma factor
1331,SigA,BSU39220,sigma factor
1332,SigA,BSU14710,sigma factor
1333,SigA,BSU40140,sigma factor
1334,SigA,BSU35720,sigma factor
1335,SigA,BSU09450,sigma factor
1336,SigA,BSU06020,sigma factor
1337,SigA,BSU30830,sigma factor
1338,SigA,BSU03910,sigma factor
1339,SigA,BSU13140,sigma factor
1340,SigA,BSU09300,sigma factor
1341,SigA,BSU14740,sigma factor
1342,SigA,BSU13170,sigma factor
1343,SigA,BSU40780,sigma factor
1344,SigA,BSU15990,sigma factor
1345,SigA,BSU15110,sigma factor
1346,SigA,BSU15260,sigma factor
1347,SigA,BSU31540,sigma factor
1348,SigA,BSU24680,sigma factor
1349,SigA,BSU32000,sigma factor
1350,SigA,BSU10650,sigma factor
1351,SigA,BSU02680,sigma factor
1352,SigA,BSU10540,sigma factor
1353,SigA,BSU38570,sigma factor
1354,SigA,BSU00960,sigma factor
1355,SigA,BSU25510,sigma factor
1356,SigA,BSU26250,sigma factor
1357,SigA,BSU13610,sigma factor
1358,SigA,BSU13890,sigma factor
1359,SigA,BSU08180,sigma factor
1360,SigA,BSU12310,sigma factor
1361,SigA,BSU15480,sigma factor
1362,SigA,BSU16810,sigma factor
1363,SigA,BSU35960,sigma factor
1364,SigA,BSU24970,sigma factor
1365,SigA,BSU12010,sigma factor
1366,SigA,BSU22020,sigma factor
1367,SigA,BSU28310,sigma factor
1368,SigA,BSU03040,sigma factor
1369,SigA,BSU30060,sigma factor
1370,SigA,BSU01820,sigma factor
1371,SigA,BSU11220,sigma factor
1372,SigA,BSU21690,sigma factor
1373,SigA,BSU35410,sigma factor
1374,SigA,BSU06830,sigma factor
1375,SigA,BSU35420,sigma factor
1376,SigA,BSU28020,sigma factor
1377,SigA,BSU36600,sigma factor
1378,SigA,BSU35750,sigma factor
1379,SigA,BSU25790,sigma factor
1380,SigA,BSU15750,sigma factor
1381,SigA,BSU34820,sigma factor
1382,SigA,BSU04720,sigma factor
1383,SigA,BSU22770,sigma factor
1384,SigA,BSU16390,sigma factor
1385,SigA,BSU05610,sigma factor
1386,SigA,BSU35640,sigma factor
1387,SigA,BSU16140,sigma factor
1388,SigA,BSU37360,sigma factor
1389,SigA,BSU22060,sigma factor
1390,SigA,BSU01350,sigma factor
1391,SigA,BSU30810,sigma factor
1392,SigA,BSU31980,sigma factor
1393,SigA,BSU31210,sigma factor
1394,SigA,BSU35920,sigma factor
1395,SigA,BSU06440,sigma factor
1396,SigA,BSU02430,sigma factor
1397,SigA,BSU04670,sigma factor
1398,SigA,BSU27850,sigma factor
1399,SigA,BSU24020,sigma factor
1400,SigA,BSU00830,sigma factor
1401,SigA,BSU12960,sigma factor
1402,SigA,BSU16200,sigma factor
1403,SigA,BSU27250,sigma factor
1404,SigA,BSU15240,sigma factor
1405,SigA,BSU28510,sigma factor
1406,SigA,BSU36660,sigma factor
1407,SigA,BSU36010,sigma factor
1408,SigA,BSU16250,sigma factor
1409,SigA,BSU40910,sigma factor
1410,SigA,BSU37180,sigma factor
1411,SigA,BSU01770,sigma factor
1412,SigA,BSU06520,sigma factor
1413,SigA,BSU03970,sigma factor
1414,SigA,BSU41060,sigma factor
1415,SigA,BSU24730,sigma factor
1416,SigA,BSU35540,sigma factor
1417,SigA,BSU04160,sigma factor
1418,SigA,BSU06839,sigma factor
1419,SigA,BSU37420,sigma factor
1420,SigA,BSU35730,sigma factor
1421,SigA,BSU26280,sigma factor
1422,SigA,BSU36770,sigma factor
1423,SigA,BSU28550,sigma factor
1424,SigA,BSU34460,sigma factor
1425,SigA,BSU03060,sigma factor
1426,SigA,BSU18130,sigma factor
1427,SigA,BSU00060,sigma factor
1428,SigA,BSU29600,sigma factor
1429,SigA,BSU16360,sigma factor
1430,SigA,BSU34290,sigma factor
1431,SigA,BSU31060,sigma factor
1432,SigA,BSU14730,sigma factor
1433,SigA,BSU25580,sigma factor
1434,SigA,BSU24720,sigma factor
1435,SigA,BSU34230,sigma factor
1436,SigA,BSU34980,sigma factor
1437,SigA,BSU22540,sigma factor
1438,SigA,BSU19900,sigma factor
1439,SigA,BSU03960,sigma factor
1440,SigA,BSU39330,sigma factor
1441,SigA,BSU17380,sigma factor
1442,SigA,BSU02270,sigma factor
1443,SigA,BSU40890,sigma factor
1444,SigA,BSU19830,sigma factor
1445,SigA,BSU15930,sigma factor
1446,SigA,BSU01160,sigma factor
1447,SigA,BSU03010,sigma factor
1448,SigA,BSU00850,sigma factor
1449,SigA,BSU34300,sigma factor
1450,SigA,BSU33540,sigma factor
1451,SigA,BSU06320,sigma factor
1452,SigA,BSU39380,sigma factor
1453,SigA,BSU08830,sigma factor
1454,SigA,BSU12390,sigma factor
1455,SigA,BSU27910,sigma factor
1456,SigA,BSU37700,sigma factor
1457,SigA,BSU32410,sigma factor
1458,SigA,BSU35470,sigma factor
1459,SigA,BSU35590,sigma factor
1460,SigA,BSU13120,sigma factor
1461,SigA,BSU19460,sigma factor
1462,SigA,BSU15890,sigma factor
1463,SigA,BSU03490,sigma factor
1464,SigA,BSU40170,sigma factor
1465,SigA,BSU25800,sigma factor
1466,SigA,BSU15880,sigma factor
