,-0.07772950414528425,-0.06477458678773687,-0.051819669430189494,-0.03886475207264212,-0.02590983471509474,-0.012954917357547363,1.3877787807814457e-17,0.01295491735754739,0.025909834715094768,0.038864752072642145,0.05181966943018952,0.06477458678773688,0.07772950414528428,0.09068442150283167,0.10363933886037903,0.11659425621792639,0.1295491735754738,0.1425040909330212,0.15545900829056852,0.16841392564811591
thresh,-0.08420696282405793,0.08420696282405793,2,,,,,,,,,,,,,,,,,
unreg,1,0,4,28,160,932,1558,666,145,23,11,4,1,0,0,0,0,0,0,0
arcA,0,0,0,1,19,77,116,81,24,4,5,2,5,4,4,2,4,5,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
arcA_genes,[],[],[],['ndk'],"['yeaD' 'rhaT' 'cirA' 'STM3134' 'STM1790' 'argR' 'STM1586' 'avtA' 'yijC'
 'STM3137' 'dppA' 'yfcZ' 'hypO' 'trxA' 'feoA' 'yhbC' 'hpaC' 'ndh' 'oppA']","['yhjE' 'dsbB' 'ugpA' 'dnaG' 'leuA' 'yjiJ' 'rstB' 'mutM' 'yqcB' 'dpiA'
 'citE' 'ycdC' 'yliB' 'STM3129' 'gapA' 'yghW' 'STM2574' 'glpA' 'potF'
 'nusA' 'yrfE' 'ugpE' 'rpsO' 'STM1789' 'ygjU' 'aceB' 'caiE' 'thrA' 'hybA'
 'aceK' 'yliA' 'pflB' 'glpB' 'oppC' 'pldA' 'ompC' 'arcA' 'argG' 'yafH'
 'STM1786' 'STM3261' 'fnr' 'dppC' 'mglA' 'rpmB' 'kgtP' 'hybC' 'ydgC'
 'STM1158' 'lldP' 'cadB' 'dppD' 'yfiF' 'yncD' 'rpsT' 'gcvA' 'nrfD' 'yliC'
 'feoB' 'oppD' 'caiT' 'oppF' 'potH' 'caiC' 'yigI' 'ybiU' 'glpG' 'ssb'
 'yhhJ' 'astA' 'nrfA' 'STM1793' 'rpmG' 'STM3253' 'STM3128' 'pncB' 'putP']","['yfcY' 'rhlB' 'yijD' 'ybjX' 'xthA' 'yceD' 'yliD' 'dppB' 'slpA' 'ugpB'
 'oppB' 'manA' 'pepQ' 'ymfB' 'citC' 'rpoS' 'rpoD' 'cycA' 'glpC' 'thiE'
 'yhcC' 'ugpC' 'hybE' 'rpmH' 'moeA' 'ubiC' 'nupC' 'rpmA' 'caiA' 'dnaA'
 'rplU' 'dcuC' 'yigZ' 'nlpI' 'suhB' 'fabD' 'STM1792' 'potG' 'STM4161'
 'uvrA' 'citF' 'trkH' 'hybB' 'gabT' 'citX' 'rplW' 'yhiH' 'aer' 'rstA'
 'yqcC' 'ybfA' 'infB' 'plsX' 'nrfB' 'aceA' 'cspA' 'ribF' 'STM1788' 'hybD'
 'mglC' 'moeB' 'hisP' 'hpaH' 'STM2789' 'carA' 'citG' 'yeiG' 'nrfC' 'hisJ'
 'udhA' 'hemK' 'STM2545' 'dpiB' 'guaB' 'dppF' 'treC' 'lldR' 'ymfC' 'yceI'
 'yieE' 'folE' 'phnO' 'STM1787' 'pflF' 'rplY' 'yliH' 'cadA' 'yiaG' 'thiF'
 'rpsU' 'hemG' 'ycjG' 'STM2963' 'ybhK' 'astB' 'yliG' 'ileS' 'nrfG' 'yeiB'
 'rpsC' 'fabH' 'rbfA' 'fadD' 'gabP' 'cydD' 'yrfF' 'STM1934' 'ubiA' 'hisM'
 'ptsG' 'rplB' 'rplV' 'fadH' 'thiC' 'hisQ' 'tpx']","['pdgL' 'dcuB' 'pckA' 'potI' 'flhD' 'ybiK' 'ompW' 'yojN' 'argT' 'thiG'
 'xylR' 'STM1791' 'glpE' 'dnaN' 'rpsJ' 'yfcX' 'astC' 'yhgE' 'yecG' 'yfiD'
 'yjcH' 'truB' 'yhiI' 'hemA' 'caiD' 'rplC' 'ygaF' 'pepN' 'moaB' 'gabD'
 'hybF' 'yljA' 'gltB' 'yigF' 'hybG' 'rplP' 'pnp' 'astE' 'ybjY' 'prfA'
 'fabG' 'rpsS' 'recF' 'flhC' 'ugpQ' 'thrC' 'yccA' 'rnpA' 'yejG' 'citD'
 'ybdN' 'dcuA' 'sdhC' 'moaE' 'acpP' 'focA' 'yjcG' 'rplD' 'kdpC' 'lytB'
 'cyoA' 'rho' 'xseA' 'fadA' 'thrB' 'moaC' 'fumB' 'acs' 'rcsB' 'clpA'
 'astD' 'cydC' 'ackA' 'kdpA' 'rpsQ' 'pntA' 'dctA' 'glpD' 'fabF' 'ydeA'
 'pflE']","['mglB' 'lspA' 'mntH' 'fumC' 'leuD' 'yhgG' 'thiH' 'guaA' 'gltA' 'yeaA'
 'carB' 'mdh' 'kdpB' 'moaD' 'osmY' 'leuB' 'icdA' 'fadB' 'pntB' 'fadL'
 'sdhD' 'cydA' 'gltD' 'moaA']",['leuC' 'cydB' 'lldD' 'acnA'],['sodA' 'lpdA' 'acnB' 'aceE' 'fdhE'],['cyoB' 'nuoA'],['fumA' 'sdhA' 'sdhB' 'nuoB' 'sucA'],['aceF' 'sucB' 'sucD' 'nuoC'],['sucC' 'cyoC' 'cyoD' 'cyoE'],['nuoE' 'nuoF'],['nuoG' 'fdoI' 'nuoN' 'nuoM'],['nuoI' 'nuoL' 'nuoH' 'nuoJ' 'fdoH'],[],[]
