,A,BirA
nac_ntrc__bw_delnac_nh4__2,0.0990820992642726,-0.07837663200000032
misc__wt_no_te__1,2.06250063352726,0.13280687199999974
misc__wt_no_te__2,1.7511466113339165,0.1417923839999995
misc__bw_delcbl__1,0.792139133022636,0.05785050999999975
misc__bw_delcbl__2,0.7120074554378403,0.13261320699999946
misc__bw_delfabr__1,1.0891804415637374,0.0007743110000006936
misc__bw_delfabr__2,1.0981020046504275,0.056156520000000036
misc__bw_delfadr__1,0.3133927637820485,-0.025325963999999423
misc__bw_delfadr__2,0.4577047331902978,-0.03877325599999981
misc__nitr_031__1,1.6977370007258334,-0.03622133600000055
omics__wt_glu__1,-0.3328749338882059,-0.4194102930000003
omics__wt_glu__2,0.1921880608864556,-0.02224686699999978
omics__wt_gly__1,0.5916887122193552,-0.033685568000001
omics__wt_gly__2,0.7152350788847183,0.09378195799999922
omics__wt_thr__1,-1.4218677297293127,-0.945275145
omics__wt_thr__2,-1.102399757281952,-0.9175879150000004
omics__bw_ac__1,2.173343745676666,0.12867730799999946
omics__bw_ac__2,1.5608503938395213,0.01436029199999922
omics__bw_fum__1,1.917008182404536,0.17658931899999966
omics__bw_fum__2,1.9017201848918213,-0.05765868700000176
omics__bw_glc__1,1.3034853945079456,0.23783130799999966
omics__bw_glc__2,1.2065213629842826,0.23011978999999985
omics__bw_pyr__1,1.4079799655393066,0.415980791
omics__bw_pyr__2,1.1752027363489812,0.3339167449999998
ompr__wt_nacl__1,3.362190882338916,-1.0070891150000003
ompr__wt_nacl__2,3.800432535859271,-1.0571193330000002
ompr__bw_delompr_nacl__1,-1.5198687711527927,-1.3526554869999998
ompr__bw_delompr_nacl__2,-1.6677184538391794,-1.3147728279999995
minspan__wt_ade__1,2.382074439034929,0.4684863400000001
minspan__wt_glc__2,0.0958429565958759,0.20113037899999944
minspan__wt_glc__3,0.2500271075846031,0.19387604199999944
minspan__wt_glc__4,0.8188533726194486,0.1628873989999997
minspan__wt_glc_anaero__1,-3.631055332614159,-0.15287305700000076
minspan__wt_glc_anaero__2,-3.3697405279433097,0.43517875399999983
minspan__wt_trp__1,-6.520482494564074,0.14236935600000056
minspan__bw_delcra_glc__2,-1.3705286016465532,-0.07915477899999956
minspan__bw_delcra_trp__1,-6.670697736595506,0.2962232130000002
minspan__bw_delmntr__1,-3.2299281614222908,-0.1241733749999998
minspan__bw_delnac_ade__1,2.3287404188462637,0.450077866
minspan__bw_delnac_glc__1,-3.552935781907706,0.25036614100000065
cra_crp__wt_ac__1,0.3228727431385447,-0.3257758129999999
cra_crp__wt_ac__2,0.7122408845876855,-0.6481367470000006
cra_crp__wt_fru__1,-0.3125405381696375,-0.4482312270000008
cra_crp__wt_fru__2,-0.6063598996789722,-0.377587975
cra_crp__delcra_ac__1,1.5398590426615046,0.19089161699999924
cra_crp__delcra_ac__2,1.8054877157415536,0.3137458339999997
cra_crp__delcra_fru__1,1.9657991366618257,0.3713786710000005
cra_crp__delcra_fru__2,1.755169049303531,0.1773356779999995
cra_crp__delcra_glc__1,-0.3046012781521576,0.05137894799999998
cra_crp__delcra_glc__2,0.1231736893592947,0.24423667100000035
rpoB__wt_031__1,0.3243637261465659,-0.25001500399999976
rpoB__wt_044__1,0.6052120715860992,-0.16354045200000036
rpoB__wt_lb__1,-7.68690537538941,-0.41877191799999997
rpoB__wt_lb__2,-8.323556160269778,-0.3768767010000005
rpoB__rpoBE546V_031__1,0.5232499190948086,-0.3321358760000006
rpoB__rpoBE546V_044__1,0.5809612844758588,-0.3656687999999999
rpoB__rpoBE546V_lb__1,-8.239077243052247,0.023452141999999117
rpoB__rpoBE546V_lb__2,-8.383521003143596,0.12476269400000015
rpoB__rpoBE546V_glc__1,-0.6605891930636512,0.339654691999999
rpoB__rpoBE672K_glc__1,2.8751507462183543,0.18244132100000066
rpoB__rpoBE672K_glc__2,2.9612226753436754,0.1286991819999992
rpoB__rpoBE672K_lb__1,-7.334832934951875,0.136964914
rpoB__rpoBE672K_lb__2,-7.003558712332994,0.01773652999999964
crp__wt_fru__1,-0.3641569130586187,0.2202767879999996
crp__wt_glyc__1,0.1643065640329674,-0.09607731799999986
crp__wt_glyc__2,-0.2402453605434418,-0.08110887700000012
crp__delar1_glyc__1,-1.2339834717877105,-0.5199877630000005
crp__delar1_glyc__2,-3.2590513410585715,-0.12205914700000076
crp__delar1ar2_glyc__1,0.5396984894349657,0.2641392629999997
crp__delar1ar2_glyc__2,0.6065864256891603,0.2918023249999999
crp__delar1ar2_glyc__3,0.083917548318054,0.27152809000000033
crp__delar2_glyc__1,-2.996089273329775,-0.20874738499999967
crp__delar2_glyc__2,-2.99618078158403,-0.2652926080000002
crp__delar2_glyc__3,-2.673899983306184,-0.2659723010000006
crp__delcrp_fru__1,0.134755210010172,0.26692740600000064
crp__delcrp_fru__2,1.1660825814782456,0.1177248500000001
crp__delcrp_fru__3,0.4811059922172307,0.21726191499999992
crp__delcrp_glc__1,0.5503789913893289,0.010021866000000657
crp__delcrp_glc__2,0.5980955086122481,0.18675656200000024
crp__delcrp_glc__3,0.4567057676770569,0.16821134799999982
crp__delcrp_glyc__1,5.609951438574135,0.16645879699999974
crp__delcrp_glyc__2,5.589796486795361,0.01018523699999907
crp__delcrp_glyc__3,5.543774534148267,-0.08061744200000033
glu__glu_ale3__1,-1.5926893689177533,-0.6909824440000003
glu__glu_ale4__1,1.7604267491009236,-0.5316428360000005
glu__glu_ale5__1,2.345997213325396,-0.38876868100000017
glu__glu_ale6__1,-0.5373357133108981,-0.4824207889999999
glu__glu_ale8__1,-5.018736909231528,-0.5523788380000001
glu__glu_ale9__1,-0.8510018732660002,-0.4941570430000004
glu__glu_ale10__1,-0.4938784676213644,-0.5865749889999998
42c__wt_42c__1,1.917979725291508,0.3909771590000002
42c__42c_ale1__1,-7.070070308375296,0.18860794400000014
42c__42c_ale2__1,2.282238842159636,-0.45812156600000004
42c__42c_ale3__1,0.9596604393977504,-0.0209806170000002
42c__42c_ale4__1,2.0740899917078317,-1.01397328
42c__42c_ale5__1,-0.2556497720181529,-0.3315837799999999
42c__42c_ale6__1,-3.710202021381828,-0.36074040600000057
42c__42c_ale8__1,0.7139599525044786,-1.1348636140000004
42c__42c_ale9__1,0.8758466811044923,-0.2026116189999998
42c__42c_ale10__1,-0.2079791253835789,-0.9733549149999998
ssw__wt_ac__1,1.5029522476128476,0.00022821800000016879
ssw__wt_glc__1,-4.345323134211509,-0.2791029030000001
ssw__wt_glyc__1,-9.048021221596086,0.5968113079999995
ssw__wt_xyl__1,3.654567313509369,0.24355853399999994
ssw__glc_ale1__1,-1.5497441394394955,0.12659856299999994
ssw__glc_ale2__1,-6.446890105184861,-0.03955401700000039
ssw__glc_ale3__1,-9.807303119078025,0.5303015569999996
ssw__glyc_ale1__1,-2.07229186719207,0.4725093029999998
ssw__glyc_ale2__1,-9.870183011028145,0.5338987619999997
ssw__xyl_ale1__1,-5.388391553268541,0.2956172179999994
ssw__xyl_ale2__1,-1.830020538927394,0.5054792869999991
ssw__xyl_ale3__1,-2.7976373170849893,0.5410677369999997
ssw__glc_ac_ac2__1,-9.970485570839056,0.4203413219999996
ssw__glc_ac_glc1__1,-2.3683645002625524,0.01193863000000128
ssw__glc_glyc_glc__1,-5.840566559725069,0.14468835999999996
ssw__glc_glyc_glyc__1,-1.3674247837182096,-0.04082791700000055
ssw__glc_xyl_glc__1,-8.132401476504459,0.1899794110000004
ssw__glc_xyl_xyl__1,-0.9779087901168828,0.15921869499999985
ica__wt_glc__1,-1.2514414251969312,0.28002272600000033
ica__wt_glc__2,-1.708274353095917,0.14224995799999984
ica__wt_glc__3,1.1282587451874877,0.08271623699999964
ica__wt_glc__4,-0.1103000261334197,0.30530789500000033
ica__arg_sbt__1,-0.628429755490618,0.055642837999999806
ica__arg_sbt__2,-0.9160180986777126,-0.13000360399999966
ica__cytd_rib__1,-6.375427027698662,-0.6255751050000002
ica__cytd_rib__2,-6.931244710170655,-0.578977278
ica__gth__1,1.7376624052085343,-0.804181765
ica__gth__2,2.390738378832947,-0.7093469949999998
ica__leu_glcr__1,-1.0382850499164626,0.17817974999999994
ica__leu_glcr__2,-1.1845939697312309,0.245384359
ica__met_glc__1,-2.287452791402821,-0.038098048999999364
ica__met_glc__2,-1.5324615055489712,0.15390403700000022
ica__no3_anaero__1,2.508898986070941,0.30338198199999944
ica__no3_anaero__2,2.450916649932088,0.447508289
ica__phe_acgam__1,-0.2904079957764902,-0.025456807000000303
ica__phe_acgam__2,0.062412426919055,0.09029366399999984
ica__thm_gal__1,-0.8340014892111101,0.21142523299999996
ica__thm_gal__2,-0.3250560467705361,0.27119225100000044
ica__tyr_glcn__1,-1.951864199765281,0.04764950499999987
ica__tyr_glcn__2,-2.1610493100266206,0.19011640199999924
ica__ura_pyr__1,-0.0743833587839465,0.16867745899999953
ica__ura_pyr__2,-1.1863894894571585,0.2391549919999996
ica__wt_glc__5,-3.7788023921891183,0.15039265799999946
ica__wt_glc__6,-4.726648346905588,0.3330224099999999
ica__bw_delpurR_cytd__1,-2.5960535987066806,-0.027172687000000195
ica__bw_delpurR_cytd__2,-1.270996832847341,0.3583122079999992
ica__ade_glc__1,-1.9658721802479149,0.23786142299999824
ica__ade_glc__2,-2.97767555393282,-0.012554232000000276
ytf__wt_glc__1,-2.12130714032421,0.4462572800000002
ytf__wt_glc__2,-2.9373694587002337,0.2482277100000001
ytf__delyafC__1,-8.797897592372927,0.2614944499999998
ytf__delyafC__2,-7.7980337580150945,0.3813867689999997
ytf__delyeiE__1,-5.581585566093628,0.6843030580000002
ytf__delyeiE__2,-8.454278319263533,0.5817635769999994
ytf__delyiaJ__1,-8.459854363662435,0.250415971999999
ytf__delyiaJ__2,-4.598197883695365,0.33762534799999955
ytf__delyieP__1,-4.638861658298518,0.11350585499999966
ytf__delyieP__2,-4.921276024963948,0.22672428300000025
ytf__wt_ph5__1,-0.5218119160109432,0.36281373500000136
ytf__wt_ph5__2,-0.6542974996087011,0.28438839000000016
ytf__wt_ph8__1,-1.423865826609079,0.3534955489999998
ytf__wt_ph8__2,-1.225245196015935,0.4066037360000001
ytf__delybaO__1,-7.125060557094042,0.11005973199999897
ytf__delybaO__2,-6.808953139559812,0.08378892699999962
ytf__delybaQ__1,-1.2535340575468945,0.28207584899999993
ytf__delybaQ__2,-1.2011311160919025,0.4077716550000003
ytf__delybiH__1,-2.240716499300637,-0.015170958000000569
ytf__delybiH__2,-3.854406852561941,0.2685495569999992
ytf__delydcI_ph5__1,-0.7080961005643196,0.26503703000000023
ytf__delydcI_ph5__2,-0.8871246176008382,0.2877042769999996
ytf__delydcI_ph8__1,0.1695930682223147,0.3494993649999998
ytf__delydcI_ph8__2,-1.545880073792158,0.3059428190000002
ytf__delyddM__1,-5.089300225284707,0.4606728469999997
ytf__delyddM__2,-4.124319514799971,0.5546474969999995
ytf__delyheO__1,-7.438390301669588,0.09989565199999896
ytf__delyheO__2,-7.0840063814250245,0.10402208299999938
fps__bw_glc__1,-0.4127485188911858,0.241540616
fps__bw_glc__2,-0.2577062426262678,0.3046740290000001
fps__fps_thrA_ale1__1,-1.0089080277549238,0.29785857500000024
fps__fps_thrA_ale1__2,-1.0989828140797,0.06254013000000036
fps__fps_thrA_ale2__1,-1.437840904463166,0.11948143199999972
fps__fps_thrA_ale2__2,-0.6059768755220871,0.15492223299999974
fps__fps_serB_ale1__1,-1.9994025179510229,0.4192427189999997
fps__fps_serB_ale1__2,-1.778386043921723,0.3179581729999992
fps__fps_serB_ale4__1,-0.7841175491123465,0.10216164599999987
fps__fps_serB_ale4__2,-1.6372719401335962,0.3637782549999997
fps__fps_ptsI_ale1__1,-0.1408394998708562,-0.29207992600000043
fps__fps_ptsI_ale1__2,-0.5011823302012615,-0.20558044599999992
fps__fps_ptsI_ale3__1,-1.536481567233422,-0.05917582100000018
fps__fps_ptsI_ale3__2,-1.0461507189364505,-0.06705790499999864
pal__lyx_ale2_f6__1,0.42254951882968,0.1030233960000002
pal__lyx_ale2__1,-0.0559119960068333,0.027748422000000158
pal__lyx_ale2__2,-0.5737057948856534,0.21757774299999968
pal__lyx_ale4__1,-0.1721062404191345,0.0009172030000001996
pal__lyx_ale4__2,0.5058886710523511,-0.2488021759999999
pal__5drib_ale10_f18__1,0.9336054427271994,0.07089772100000058
pal__5drib_ale10_f18__2,1.2921002848667498,-0.0437763130000004
pal__5drib_ale10__1,1.7021368966245842,0.1925849510000006
pal__arab_ale14_f9__1,-0.0343502010475741,0.18228077199999948
pal__arab_ale14_f9__2,0.2427664372076837,0.42675006400000015
pal__arab_ale14__1,-1.5078712199081945,0.09781688699999956
pal__arab_ale14__2,-1.565610569875024,-0.015187283000000384
pal__arab_ale16__1,0.594266379561623,0.4136639830000002
pal__arab_ale16__2,1.900212045338819,0.5215004749999999
pal__tartr_ale26_f10__1,0.7474110415696322,-0.13631922700000046
pal__tartr_ale26_f10__2,0.2048120210934387,-0.18820406000000034
pal__tartr_ale26__1,0.4497977632682419,-0.11534607800000085
pal__tartr_ale26__2,1.4593361751666096,0.3006275819999997
pal__tartr_ale28_f10__1,0.9375715515643976,-0.4791877670000009
pal__tartr_ale28_f10__2,0.8361512941340419,-0.180834312
pal__tartr_ale28__1,-0.5863727262818967,0.09819193899999944
pal__tartr_ale28__2,-0.9513132117404044,0.212933091
efeU__delmenFentC_citr__1,-1.8098580198724583,0.18975804399999951
efeU__delmenFentC_citr__2,-1.7257067240780006,0.1353308560000004
efeU__delmenFentC__1,3.230254113024728,0.3035473179999997
efeU__delmenFentC__2,3.166794262390991,0.4623324540000002
efeU__menFentC_ale39__1,-3.455108270967101,-0.24828633400000036
efeU__menFentC_ale39__2,-4.363107647225046,-0.1193774369999998
efeU__menFentC_ale29__1,-5.185368069519982,-0.4369939379999997
efeU__menFentC_ale29__2,-5.110676868956862,-0.4794989659999986
efeU__menFentC_ale30__1,-2.736386577452887,0.08673114199999965
efeU__menFentC_ale30__2,-1.2434278033577226,-0.05546252500000026
efeU__menFentCubiC_ale36__1,2.9177781843678186,0.3015317399999997
efeU__menFentCubiC_ale36__2,2.0411132165671027,0.5086906419999995
efeU__menFentCubiC_ale37__1,2.591824201891269,0.4956777060000004
efeU__menFentCubiC_ale37__2,2.0714622738154977,0.36268330199999976
efeU__menFentCubiC_ale38__1,-1.993707056435371,0.3841964349999998
efeU__menFentCubiC_ale38__2,-1.2875345632243091,0.4012676060000002
misc2__salc_glc__1,5.621820970000472,0.2806937629999995
misc2__salc_glc__2,6.566143286492816,0.0642143199999996
misc2__dbcn_glc__1,0.6978107239642416,-0.3670147610000001
misc2__dbcn_glc__2,1.0833797180097453,-0.199046815
misc2__tyr_glc__1,0.851372527530209,0.292965111
misc2__tyr_glc__2,1.0695555942887018,0.2858281510000005
misc2__arg_cytd__1,-2.236005507777345,0.14254329799999965
misc2__arg_cytd__2,-2.0108420604912176,0.23620375199999974
misc2__delyheO_pyr__1,-2.495087771466784,0.28386158600000044
misc2__delyheO_pyr__2,-1.772870355420148,0.31662617199999943
misc2__dellon_glc__1,4.494741671478589,0.2534167079999996
misc2__dellon_glc__2,3.809009719905501,0.291915811
nquinone__delubiC__1,-1.0611876952886676,0.266176046
nquinone__delubiC__2,1.1244996441529476,0.3460007090000001
nquinone__ubiC_ale1__1,-1.0711458751111542,0.2746323049999999
nquinone__ubiC_ale1__2,-1.999360119159297,0.31902192100000004
nquinone__ubiC_ale2__1,-2.91568985919394,0.32151335000000003
nquinone__ubiC_ale2__2,-1.9093490362814596,0.12204932299999972
nquinone__ubiC_ale3__1,0.1011290827612953,-0.2539104889999999
nquinone__ubiC_ale3__2,0.5831761893969993,-0.24865777000000036
nquinone__ubiC_ale4__1,-2.871027984361314,0.1405849950000002
nquinone__ubiC_ale4__2,-2.521976023241556,0.4442079260000007
nquinone__delpdhR__1,-3.0457881059541045,-0.0882018639999993
nquinone__delpdhR__2,-3.08025131321116,-0.1197470530000011
quinone__glu_ale4__1,-4.07528594419428,0.16710776900000024
quinone__glu_ale4__2,-5.150083216105743,0.3068313800000002
quinone__delmenF__1,-1.6058801026096323,0.12574773299999986
quinone__delmenF__2,-2.296644473383492,0.214862449
quinone__menF_ale5__1,-3.176145130966029,-0.5086197090000004
quinone__menF_ale5__2,-3.035854182664324,-0.5119164440000006
quinone__menF_ale6__1,-4.510477361575918,-0.2712370460000004
quinone__menF_ale6__2,-4.591029435583306,-0.2875956999999998
quinone__menF_ale7__1,-6.264752166160314,-0.06197826399999951
quinone__menF_ale7__2,-5.83244038068919,-0.2855856870000002
quinone__menF_ale8__1,-8.102881792864952,0.2305628860000004
quinone__menF_ale8__2,-4.450093700383492,0.1982571179999999
quinone__delmenFubiC__1,2.3638785754448484,0.2526190399999999
quinone__delmenFubiC__2,2.0295958996709293,0.25097813399999946
quinone__menFubiC_ale1__1,-4.907477519233259,-0.21809979699999985
quinone__menFubiC_ale1__2,-4.901002052166557,-0.009876015999999764
quinone__menFubiC_ale2__1,-5.547115985338601,0.06849377999999984
quinone__menFubiC_ale2__2,-5.704043383179608,-0.06737462800000049
quinone__menFubiC_ale3__1,-1.020720252725149,0.0008305540000002054
quinone__menFubiC_ale3__2,-0.7587546364510551,-0.08478679700000047
quinone__menFubiC_ale4__1,-2.411484604600453,0.008595936999999054
quinone__menFubiC_ale4__2,-3.724359072707798,0.06654296899999945
oxyR__wt_glc__1,-3.0675444194200945,0.3724874679999992
oxyR__wt_glc__2,-3.650669830445184,0.4272400010000004
oxyR__wt_h2o2__1,-2.8176581063056494,0.4287780750000003
oxyR__wt_h2o2__2,-5.113651591909565,0.5342210839999995
oxyR__glu_ale4__1,-8.478862111190184,0.8063258739999997
oxyR__glu_ale4__2,-10.01514925549991,0.7755246029999991
oxyR__glu_ale4_h2o2__1,-8.07598039781701,0.7214063089999998
oxyR__glu_ale4_h2o2__2,-8.067957647930722,0.6390220569999991
oxyR__oxyR_ale17__1,-2.6075296112003383,0.714353279
oxyR__oxyR_ale17__2,-1.901022708606351,0.5484239360000007
oxyR__oxyR_ale17_h2o2__1,-4.894577684880636,0.7070287190000002
oxyR__oxyR_ale17_h2o2__2,-6.908613324030672,0.6929400989999994
oxyR__oxyR_ale18__1,-2.923793435924372,0.3376536779999997
oxyR__oxyR_ale18__2,-4.112814040226058,0.2836927029999998
oxyR__oxyR_ale18_h2o2__1,-7.596526785111282,0.3086827000000003
oxyR__oxyR_ale18_h2o2__2,-9.028146883997202,0.4715540750000002
oxyR__oxyR_ale19__1,-3.19194535941058,0.32839304999999985
oxyR__oxyR_ale19__2,-4.686332746690311,0.4788484620000002
oxyR__oxyR_ale19_h2o2__1,-3.125494995900365,0.3690010560000001
oxyR__oxyR_ale19_h2o2__2,-2.929049168195556,0.2979425539999996
oxyR__oxyR_ale20__1,-3.04483782085958,0.3198585229999997
oxyR__oxyR_ale20__2,-2.1888944556398515,0.2796980580000001
oxyR__oxyR_ale20_h2o2__1,-2.904713068143561,0.30738665699999945
oxyR__oxyR_ale20_h2o2__2,-3.179069481110535,0.3181244829999992
svns_pgi__BmePgi24_15__1,-2.591321382620676,0.7059101029999999
svns_pgi__BmePgi24_15__2,-2.2264088748995,0.5401546430000002
svns_pgi__BmePgi24_26__1,-2.6277972410819395,0.687196438
svns_pgi__BmePgi24_26__2,-1.7586356266353596,0.7032971730000002
svns_pgi__BmePgi24_41__1,-6.127874276456054,0.6816327050000002
svns_pgi__BmePgi24_41__2,-0.7173796640883693,0.6587011250000003
svns_pgi__BmePgi24_52__1,-3.1596001765275474,0.7146409269999996
svns_pgi__BmePgi24_52__2,-1.196358403498925,0.6891816219999995
svns_pgi__PaePgi2_34__1,-2.4996772196511063,0.8686149389999995
svns_pgi__PaePgi2_34__2,-2.528535730842396,0.8196733589999994
svns_pgi__PaePgi2_63__1,-2.4404732344335205,0.9149205579999996
svns_pgi__PaePgi2_63__2,-2.565193395188782,0.8200334769999991
svns_pgi__PaePgi24_54__1,-2.3064904980917458,0.8131312729999998
svns_pgi__PaePgi24_54__2,-2.8188243487553266,0.7482757700000002
svns_pgi__PaePgi24_90__1,-2.377410991701129,0.7242659549999999
svns_pgi__PaePgi24_90__2,-2.316271852427751,0.8578947129999994
abx_media__m9_ctrl__1,-0.0925883513452782,0.34831691900000017
abx_media__m9_ctrl__2,-0.0429060209009794,0.11817014600000066
abx_media__rpmi_ctrl__1,-11.062910235361146,0.7725380179999997
abx_media__rpmi_ctrl__2,-11.090103683614975,1.1086392470000002
abx_media__camhb_ctrl__1,-3.8606382210763286,0.3486392020000002
abx_media__camhb_ctrl__2,-3.710624880103037,0.33454528800000016
abx_media__m9_mero__1,-1.0119075861451936,-0.5434731580000003
abx_media__m9_mero__2,0.402698452525172,-0.24211269300000016
abx_media__rpmi_mero__1,-10.065384122864344,0.4998435060000004
abx_media__rpmi_mero__2,-11.33955918055504,0.6741234179999998
abx_media__camhb_mero__1,-6.3122172433856045,0.016255512999999944
abx_media__camhb_mero__2,-5.924734698851036,0.15030665399999954
abx_media__m9_trisulf__1,-0.4344057324858469,0.5543276969999997
abx_media__m9_trisulf__2,-0.636344889156666,0.20425008000000133
abx_media__rpmi_trisulf__1,-8.244953831784482,0.8578080159999999
abx_media__rpmi_trisulf__2,-8.407991600337649,0.7860063469999989
abx_media__camhb_trisulf__1,-5.874084901059552,1.201594406999999
abx_media__camhb_trisulf__2,-5.6934159047949215,1.013437605
abx_media__m9_cef__1,1.0308714914563455,0.09186294100000048
abx_media__m9_cef__2,0.5932503795037346,0.235848356
abx_media__rpmi_cef__1,-9.173743167300044,0.7092053250000001
abx_media__rpmi_cef__2,-9.373519180205845,0.8325780919999994
abx_media__camhb_cef__1,-5.346851570700461,0.5126773369999995
abx_media__camhb_cef__2,-5.809307718819053,0.5837685639999997
abx_media__m9_cipro__1,0.6278358988988473,0.6342029569999994
abx_media__m9_cipro__2,0.5474342119307175,0.5196096350000001
abx_media__rpmi_cipro__1,-8.863253479626389,1.136554855
abx_media__rpmi_cipro__2,-8.19394309464521,1.100110184
abx_media__camhb_cipro__1,-3.1429855927530634,0.8394714779999992
abx_media__camhb_cipro__2,-2.609935318445508,0.9153045590000001
hot_tale__42c_ale3_30c__1,-1.0086798109896504,0.4685634350000001
hot_tale__42c_ale3_30c__2,-0.8875040452603793,0.20800884100000072
hot_tale__42c_ale3_37c__1,-2.007861289748752,0.4232544960000002
hot_tale__42c_ale3_37c__2,-2.270449420571984,0.3615087939999997
hot_tale__42c_ale3_44c__1,2.0158045280652983,0.5992018589999999
hot_tale__42c_ale3_44c__2,2.8713638349380126,0.6246719980000002
hot_tale__hot_ale3_mid_30c__1,-4.477125021549599,0.5375770600000003
hot_tale__hot_ale3_mid_30c__2,-0.6506934789665341,0.3161905840000001
hot_tale__hot_ale3_mid_37c__1,-1.6070454323443957,0.1609004479999996
hot_tale__hot_ale3_mid_37c__2,-1.9827630162513312,0.3873104979999997
hot_tale__hot_ale3_mid_44c__1,-4.753261622844816,1.026857626
hot_tale__hot_ale3_mid_44c__2,-3.161730841192026,0.5789858589999994
hot_tale__hot_ale3_30c__1,-0.9360762273176144,0.3784831569999989
hot_tale__hot_ale3_30c__2,-0.7092007472632942,0.25578542100000057
hot_tale__hot_ale3_37c__1,-2.4096991636542464,0.1404810689999998
hot_tale__hot_ale3_37c__2,-1.9650000685785045,0.24871242399999985
hot_tale__hot_ale3_44c__1,-2.446103398346228,0.6083274010000004
hot_tale__hot_ale3_44c__2,-2.297622291011092,0.3749856100000013
hot_tale__hot_ale4_30c__1,2.1199496813539045,0.3489241810000001
hot_tale__hot_ale4_30c__2,2.209595120291102,0.2223350560000004
hot_tale__hot_ale4_37c__1,0.3429260109696828,0.4105906939999997
hot_tale__hot_ale4_37c__2,0.5090529620510538,0.3163997890000001
hot_tale__hot_ale4_44c__1,-1.245339872753816,0.7542026660000003
hot_tale__hot_ale4_44c__2,-1.8807743790322533,0.7148537450000001
hot_tale__hot_ale8_30c__1,0.7196715486076279,0.20700158399999946
hot_tale__hot_ale8_30c__2,1.0060111300545644,0.35133649699999925
hot_tale__hot_ale8_37c__1,-0.7330590577455014,0.30695238000000025
hot_tale__hot_ale8_37c__2,-0.4540870507085874,0.4846410739999998
hot_tale__hot_ale8_44c__1,0.0845629923156471,0.685692413
hot_tale__hot_ale8_44c__2,-0.3449386802746149,0.72031315
hot_tale__hot_ale9_mid_30c__1,-1.5550330816625808,0.5562056569999996
hot_tale__hot_ale9_mid_30c__2,-1.016416184492617,0.503642406
hot_tale__hot_ale9_30c__1,-0.478454139791127,0.25313022100000016
hot_tale__hot_ale9_30c__2,-0.5930038386645478,0.4673050219999997
hot_tale__hot_ale9_mid_37c__1,-1.4032004452587707,0.2712502350000001
hot_tale__hot_ale9_mid_37c__2,-1.7382034092587262,0.377460986
hot_tale__hot_ale9_37c__1,-2.071349454188056,0.38524676000000013
hot_tale__hot_ale9_37c__2,-2.5780689023191923,0.2581793610000007
hot_tale__hot_ale9_mid_44c__1,0.4934940057626805,0.7937122669999992
hot_tale__hot_ale9_mid_44c__2,0.6001479346195496,0.7292359050000004
