,A,YonO
R2,,0.321788402223971
xmin,,-5.825792816827482
xmid,,3.0100225574125172
xmax,,5.3067394571075885
ystart,,-0.5147324711532555
yend,,-12.500383383438331
SRX8138083,-0.21521526073894992,0.5448348569227872
SRX8138084,-0.2400894956848931,-0.3879491123077188
SRX8138085,0.4553047564238504,-0.156885744615068
SRX8138086,0.461882277734091,-0.2369730177839211
SRX8138087,-0.4038491212953276,0.018658971153157292
SRX8138088,0.5491651140257414,-0.4396665346802373
ERX4111143,-0.15367055250954118,-0.09298420069390056
ERX4111144,1.189990814711137,-0.32754947988686656
ERX4111145,1.5972232396208064,-0.4365631939557155
ERX4111146,-0.372767764946746,-0.5753288410766799
ERX4111148,-0.3150549785172429,-0.06115836484236814
ERX4111149,0.9642394561288824,-0.021501237681089247
ERX4111150,-0.5598396029929391,0.278293579085922
ERX4111151,0.15367055250953454,0.0929842006939008
ERX4111152,-0.8510289028119615,0.2005922219747167
ERX4111153,-0.6661339756895274,0.3921576442810393
ERX4111154,-0.5395648465311228,0.13408328829031624
ERX4111156,2.714251065809345,-0.37515458305930616
ERX4111157,0.98330928715829,-0.2673705520602767
ERX4111158,1.037227350501438,-0.14932950470491724
SRX5577041,0.4996196717848482,-0.08736328546135219
SRX5577042,-0.15279179744408794,-0.0304641972626416
SRX5577043,-0.4133888846139973,0.3177040778837141
SRX5577044,0.06656101027324123,-0.1998765951597201
SRX5577045,-0.1037886607383615,-0.12387404091369647
SRX5577046,-0.5665162319263356,-0.3496114483793993
SRX5577047,-0.6899801235455877,-0.1830600120548853
SRX5577048,-1.2923979298253083,-0.24058742082841844
SRX5577049,-1.7287002472783217,0.0836052823111677
SRX5577050,-0.9352170080496376,-0.5194844041948699
SRX5577051,-2.5831045682429905,1.066043607866078
SRX5577052,-2.3012873199348967,1.4522007459135735
SRX5577053,-3.365787983212829,2.4679468901356616
SRX5577054,-1.4686070762956018,-0.004140356006147704
SRX5577055,-3.5998730263793184,2.9354291345804056
SRX5577056,-1.6975436797272967,0.4324247160631507
SRX5577057,-2.59421405779596,1.2134978956171687
SRX5577058,-1.2670404339792571,-0.09131324092705673
SRX5577059,-1.7508230118048276,0.2134702407047908
SRX5577060,-1.0118482035693197,0.052291359507978814
SRX5577061,-4.208005218338259,3.801476400321621
SRX5577062,0.01176038749057317,0.30262968135016344
SRX5577063,0.5717620140296414,0.4766981573896243
SRX5577064,-3.0507187000624416,2.3769111707339707
SRX5577065,-0.6883148173023282,0.4294449743897904
SRX5577066,-2.4012804634089266,2.4858046415823303
SRX5577067,-3.6370421957739856,3.5623288376266204
SRX5577068,-2.6757984664997267,2.2536186967298844
SRX533166,0.5156784396105576,-0.20008202120631768
SRX533171,-0.5156784396105701,0.20008202120631768
