k,name,in_iM,gene_weight,regulator,function,category
7,Zinc - Steady,False,-0.014166277013719081,,,
6,Iron,False,-0.013044182360172272,,,
12,Zinc - Intermediate,False,0.01286404877227832,,,
3,Cadmium,False,-0.008421289790421725,,,
10,Copper,False,-0.006742543834261597,,,
11,Chromium,False,0.005151214180514218,,,
14,UC-7,False,-0.004333943277597428,,,
8,Zinc - Fast,False,0.003961371877230704,,,
5,Lead,False,-0.0036573282745666798,,,
0,UC-1,False,-0.0027587253856472672,,,
2,UC-3,False,0.0018427179392892868,,,
13,UC-6,False,0.0009861573518719522,,,
1,UC-2,False,0.0006756556330992679,,,
9,UC-5,False,-0.0006311852313123687,,,
4,UC-4,False,0.00018194099262473171,,,
