,PSPTOA0065
SRX1828913,0.1189105057
SRX1828914,-8.7995399766
SRX1828915,0.011122078300000001
SRX1828916,-8.7877980038
SRX1828917,-0.130032584
SRX1828918,-8.7138259078
SRX3983989,1.3075587164
SRX3983990,-0.2390180392
SRX3983993,-0.8148144263
SRX3983994,-1.0052898417
SRX3983995,0.5576269729000001
SRX3983996,-1.6287180992999999
SRX3983997,-0.48388399400000004
SRX3983998,0.3994015958
SRX3983999,0.736985808
SRX3984000,1.2420506533
SRX3984001,-0.33237526440000004
SRX3984002,-0.1285921769
SRX3984003,-0.486348938
SRX3984004,0.2853041846
SRX3984005,1.2145278207
SRX3984006,-0.3227400314
SRX3984007,-1.1879579257
SRX3984008,0.7912637504000001
SRX3984009,0.35921871600000005
SRX3984010,0.3470718393
SRX3984011,0.6350023047000001
SRX3984012,0.2976766416
SRX3984013,0.5158974816
SRX3984014,0.4447809619
SRX3984015,-0.7116448754
SRX3984016,0.47800387510000003
SRX3984017,0.3278588353
SRX3984019,-0.0207733921
SRX3984020,0.10214572370000001
SRX3984021,-0.1027145102
SRX3984022,0.1815714619
SRX3984023,-0.0108148004
SRX3984024,0.7818261818000001
SRX3984025,0.8730358088
SRX3984026,1.2119453275
SRX3984027,0.9612702226000001
SRX3984028,0.6897701649
SRX3984029,0.8840670993
SRX3984031,-0.0522778272
SRX3984032,0.0184220059
SRX3984034,0.0542730446
SRX3984035,-2.0026671581
SRX3984036,0.3738118968
SRX3984037,0.0291044389
SRX3984038,0.8393026349
SRX3984039,0.23648592000000002
SRX3984040,1.0199863665
SRX3984041,0.3368489046
SRX3984042,-1.6184241409
SRX3984043,-2.1470968286
SRX3984045,0.4670563656
SRX3984046,0.0081504812
SRX3984047,-0.1465798884
SRX3984048,-0.6807762039
SRX3984049,-0.9374548144
SRX3984050,-0.9408639543
SRX3984051,0.0852143001
SRX3984052,0.4579220328
SRX3984056,-0.1057463502
SRX3984057,-0.059945663100000005
SRX3984058,0.0540837678
SRX3984059,0.42188602540000003
SRX3984061,0.048895527700000004
SRX3984062,0.3237312436
SRX3984063,0.3045956045
SRX3984064,0.23862146420000002
SRX3984065,0.6172604871
SRX3984066,0.41521399000000003
SRX3984067,0.4572023858
SRX3984068,0.6236845528
SRX3984069,-0.7871564237
SRX3984070,-0.3472027333
SRX3984071,-0.4804606863
SRX3984073,0.8419911682000001
SRX3984074,0.9937788813
SRX3984077,-0.1752080504
SRX3984078,-0.1143632824
SRX3984079,-1.2521404569
SRX3984080,-0.051608725300000005
SRX3984082,0.40245269580000004
SRX3984084,-0.0207848505
SRX6997963,-0.39526954210000004
SRX6997964,-0.9945484754
SRX6997965,-1.7425328518
SRX6997967,0.8951013608
SRX6997968,-1.9995246869
SRX6997969,-1.094281392
SRX6997971,-0.49983181870000004
SRX6997972,2.6583837837
SRX6997973,-1.5314034769
SRX3159100,0.2641586637
SRX3159101,0.6339105918
SRX3159102,0.6567656272
SRX3159103,-1.5548348827
SRX3159000,-1.0431634543
SRX3159001,-1.0431634543
SRX3159002,-1.0431634543
SRX3159003,-1.0431634543
SRX3159004,-1.0431634543
SRX3159005,-1.0431634543
SRX3159006,-1.0431634543
SRX3159007,0.5245369241
SRX3159008,-1.0431634543
SRX3159009,0.1274886438
SRX3159010,-0.4819477909
SRX3159012,-0.4305991382
SRX3159013,0.5499422502
SRX3159014,-1.0431634543
SRX3159015,0.4564941578
SRX3159016,-1.0431634543
SRX3159017,-1.0431634543
SRX3159018,0.4785650795
SRX3159019,-1.0431634543
SRX3159020,0.1656002074
SRX3159021,0.5134287399
SRX3159022,-1.0431634543
SRX3159023,-1.0431634543
SRX3159024,-1.0431634543
SRX3159025,-1.0431634543
SRX3159026,2.3892493624
SRX3159027,0.1397696408
SRX3159028,-1.0431634543
SRX3159029,-1.0431634543
SRX3159030,-1.0431634543
SRX3159034,-0.095954511
SRX3159036,-0.31632255060000003
SRX3159037,0.0854544376
SRX3159041,1.6472869309
SRX3159042,0.0874682516
SRX3159043,-1.0431634543
SRX3159045,0.9091767715
SRX3159047,0.41066229460000003
SRX3159048,0.2116868664
SRX3159049,-1.0431634543
SRX3159050,-1.0431634543
SRX3159051,-1.0431634543
SRX3159052,-1.0431634543
SRX3159053,0.7374214568
SRX3159054,0.22594549860000002
SRX3159055,0.4844942272
SRX3159056,0.9972675565
SRX3159057,-1.0431634543
SRX3159058,-1.0431634543
SRX3159060,-1.0431634543
SRX3159061,-1.0431634543
SRX3159062,-1.0431634543
SRX3159063,-1.0431634543
SRX3159066,-1.0431634543
SRX3159069,-1.0431634543
SRX3159070,1.1041994516
SRX3159071,-1.0431634543
SRX3159073,-1.0431634543
SRX3159074,-1.0431634543
