,0
name,AmrZ
TF,AmrZ/AlgR
regulator,"<a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=AmrZ&e1=1&assembly=complete"" target=""_blank"">AmrZ</a> or <a href=""https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=AlgR&e1=1&assembly=complete"" target=""_blank"">AlgR</a>"
function,Exopolysaccharide biosynthesis
category,Structural Components
has_venn,True
scatter,2
exp_var,0.0049224374158761686
precision,0.21153846
recall,0.64705882
