,Value,list
TF,AbaM,
reg_genes,70,"['ABUW_1488' 'ABUW_4046' 'ABUW_1761' 'ABUW_1651' 'ABUW_4069' 'ABUW_4031'
 'ABUW_2433' 'ABUW_0118' 'ABUW_1466' 'ABUW_4035' 'hup' 'ABUW_4029'
 'ABUW_4033' 'ABUW_0563' 'ABUW_0401' 'ABUW_1487' 'nuoK' 'ABUW_5002'
 'ABUW_2074' 'ABUW_1792' 'ABUW_2702' 'ABUW_3773' 'dsbA' 'ABUW_0565'
 'ABUW_0781' 'ABUW_2442' 'ABUW_1489' 'ABUW_1994' 'ABUW_3147' 'ABUW_2866'
 'phaD' 'ABUW_2511' 'ABUW_1491' 'cepI' 'ABUW_2440' 'ABUW_1486' 'ABUW_1492'
 'ABUW_1490' 'phaE' 'agcS' 'ihfA' 'ABUW_2439' 'ABUW_3772' 'strA'
 'ABUW_3037' 'phaC' 'ABUW_3045' 'atpE' 'aadA1' 'ABUW_3770' 'ecnB'
 'ABUW_3769' 'ABUW_4028' 'sucC' 'ABUW_2679' 'ABUW_3583' 'abaM' 'ABUW_2708'
 'ABUW_0259' 'ABUW_2461']"
comp_genes,59,"['trwC' 'ABUW_4064' 'ABUW_4014' 'ABUW_4040' 'ABUW_4006' 'qacEdelta1'
 'ABUW_4089' 'traN' 'ABUW_4045' 'traF' 'ABUW_4121' 'ABUW_4097' 'ABUW_4073'
 'ABUW_4015' 'ABUW_4016' 'ABUW_4050' 'ABUW_4068' 'ABUW_4009' 'ABUW_4013'
 'ABUW_4005' 'ABUW_4004' 'ABUW_4011' 'ABUW_4052' 'ABUW_4067' 'ABUW_4066'
 'traL' 'ABUW_4071' 'ABUW_4037' 'ABUW_4117' 'ABUW_4122' 'ABUW_4039'
 'ABUW_4070' 'ABUW_4047' 'sul1' 'ABUW_4118' 'ABUW_4084' 'ABUW_4041'
 'ABUW_4120' 'res' 'ABUW_4077' 'cmlA' 'ABUW_4086' 'ABUW_4010' 'ABUW_4038'
 'ABUW_4078' 'ABUW_4116' 'ABUW_4020' 'ABUW_4087' 'aadB']"
both_genes,10,"['ABUW_4017' 'ABUW_4012' 'ABUW_4023' 'ABUW_4019' 'ABUW_4007' 'ABUW_4008'
 'ABUW_4025' 'ABUW_4042' 'ABUW_4024' 'ABUW_4026']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
