,-0.049875,-0.035625000000000004,-0.021375000000000005,-0.007125000000000006,0.0071249999999999925,0.02137499999999999,0.03562499999999999,0.04987499999999999,0.06412499999999999,0.07837499999999997,0.09262499999999999,0.106875,0.12112499999999998,0.13537499999999997,0.14962499999999998,0.163875,0.17812499999999998,0.19237499999999996,0.20662499999999995,0.220875
thresh,-0.057,0.057,2,,,,,,,,,,,,,,,,,
unreg,4,14,182,2143,1326,83,17,7,8,7,10,7,5,3,6,2,1,0,0,0
AbaM,0,1,5,25,19,3,4,3,1,3,1,2,1,2,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],"['ABUW_4071' 'traL' 'ABUW_4097' 'ABUW_4040' 'traN' 'ABUW_4116' 'sul1'
 'ABUW_4068']","['ABUW_4078' 'cmlA' 'ABUW_4009' 'ABUW_4011' 'ABUW_4041' 'ABUW_4066'
 'ABUW_4084']","['ABUW_4039' 'traF' 'ABUW_4073' 'ABUW_4047' 'trwC' 'ABUW_4118' 'ABUW_4045'
 'ABUW_4015' 'ABUW_4064' 'ABUW_4004']","['qacEdelta1' 'ABUW_4016' 'ABUW_4070' 'ABUW_4120' 'ABUW_4067' 'ABUW_4010'
 'ABUW_4117']",['ABUW_4014' 'ABUW_4089' 'ABUW_4086' 'ABUW_4005' 'res'],['ABUW_4013' 'ABUW_4121' 'ABUW_4050'],['ABUW_4052' 'ABUW_4006' 'ABUW_4037' 'ABUW_4038' 'ABUW_4020' 'ABUW_4087'],['ABUW_4077' 'ABUW_4122'],['aadB'],[],[],[]
AbaM_genes,[],['ABUW_0565'],['ABUW_2433' 'ABUW_0118' 'ABUW_2511' 'ABUW_4046' 'ABUW_1651'],"['ABUW_1486' 'ABUW_2439' 'phaC' 'ABUW_1489' 'ABUW_3773' 'ABUW_0259'
 'ABUW_2679' 'ABUW_1761' 'phaD' 'atpE' 'cepI' 'agcS' 'ABUW_2461'
 'ABUW_1491' 'ABUW_1994' 'ecnB' 'ABUW_2702' 'phaE' 'ABUW_3045' 'ABUW_3770'
 'ABUW_5002' 'ABUW_3772' 'abaM' 'ABUW_3037' 'ihfA']","['ABUW_3583' 'ABUW_0563' 'ABUW_2440' 'ABUW_0401' 'ABUW_2866' 'ABUW_1487'
 'sucC' 'ABUW_1466' 'ABUW_1492' 'dsbA' 'nuoK' 'ABUW_3147' 'hup'
 'ABUW_1490' 'ABUW_1488' 'ABUW_3769' 'ABUW_2442' 'ABUW_2708' 'ABUW_2074']",['ABUW_1792' 'strA' 'ABUW_0781'],['ABUW_4031' 'ABUW_4035' 'aadA1' 'ABUW_4028'],['ABUW_4029' 'ABUW_4033' 'ABUW_4069'],['ABUW_4008'],['ABUW_4026' 'ABUW_4025' 'ABUW_4007'],['ABUW_4017'],['ABUW_4019' 'ABUW_4012'],['ABUW_4042'],['ABUW_4023' 'ABUW_4024'],[],[],[],[],[],[]
