,A,FrmR
SRX254751,0.9000199613000001,-0.5346149888
SRX254752,0.6765351625,-0.8032605009
SRX254753,1.2533917291,-0.6708235949
SRX254754,1.7265140573000002,0.4960625932
SRX254755,5.5341415975,2.2932612227
SRX254756,4.7634245932,2.1403969711
SRX254757,3.7576904766,0.0383613003
SRX254758,6.378703377,1.6747455597
SRX254759,6.5925409103,1.8328375525
SRX254760,1.4361540647,-1.1326671209
SRX254761,1.0495524783,-0.3156576065
SRX254762,1.3656880054,-0.7398489486000001
SRX254763,2.0180914345,1.2065683539
SRX254764,6.0461394836,2.3788939813
SRX254765,7.1379773248,2.3217118997
SRX254766,4.3677103248,0.4624859559
SRX254767,5.8322514426000005,1.8640624491
SRX254768,6.8169326457,1.8318836558
SRX254772,0.8055403365,1.1716258675
SRX254773,-2.3656233158,-2.4016684944
SRX254774,-3.1789115454,-2.5137719534
SRX254775,-2.0753363287,-0.3677536336
SRX254776,-0.8547278660000001,-0.039660189900000004
SRX254777,-2.0230157647,-0.013889963000000002
SRX254778,-3.6754203872,-1.5398498905
SRX254779,-3.3067449972,-1.9931247936
SRX254780,-3.3128346172,-2.4183820743
SRX254781,-1.6955516056,-0.5088800792
SRX254782,-2.2330826656,-1.4704898714999999
SRX254783,-1.623413097,-0.1728850158
SRX254784,-1.7463768882,0.2710323548
SRX254785,-2.3969434945,-0.6172951691
SRX254786,-2.3684467028,-1.2386104935
SRX7136401,-0.5335510842,-0.0062393746
SRX7136403,-0.2983857645,-0.1774021039
SRX7136405,0.26020641310000003,-1.3385203484
SRX7136407,0.7927902011,-1.063126224
SRX7136409,0.1314434404,-1.6294026587000001
SRX7136411,0.8319368487000001,0.1836414785
SRX3754949,-0.626581687,-0.0402270525
SRX3754950,-0.4928038648,0.029522916000000003
SRX3754951,1.1193855518,0.010704136500000001
SRX3754952,-0.3506582171,0.30285301940000003
SRX3754953,-0.6028235139,0.07245405120000001
SRX3754954,1.0553092421,0.0175254159
SRX3754955,2.5324713719,-0.3795038744
SRX3754956,2.5893965218,-0.3322446358
SRX3754957,2.6924151723,-0.2304217462
SRX3754966,-0.544993586,-0.1363378544
SRX3754967,-0.5944272553000001,-0.2316826247
SRX3754969,-0.4099761887,-0.2810122591
SRX1424798,-0.4765643517,-0.1059702128
SRX1424799,0.4765643517,0.1059702128
SRX1424800,0.5846718065000001,0.25013960890000003
SRX1424801,0.6048902723,-0.061635010100000005
SRX1424802,0.849169544,1.1978374533
SRX1424803,0.8334334169000001,0.864188146
SRX1424804,0.6940151142000001,0.837739953
SRX1424805,1.4154464429,1.3122063672
SRX1424806,1.1896247536,1.213481689
SRX1424807,1.1649348449,1.4372409025000001
SRX1424808,-1.0111083034,-0.3483652091
SRX1424809,-1.0509248048,-0.250772816
SRX1424816,-1.7720208416,0.3335767027
SRX1424817,-1.623969569,0.6446339249
SRX1424818,-0.8149420922,-1.5099385936
SRX1424819,-1.0328362705,-1.8817681428
SRX1424824,-0.3308177437,-0.4344620152
SRX1424825,0.49590711660000003,0.110918346
SRX1424826,-2.8509411712,-1.4594061514
SRX1424827,-2.9501811755,-1.4097378915
SRX1424828,-0.5754293671,-1.9340197289
SRX1424829,-0.0407916355,-0.9073709104000001
SRX1424830,0.046016656,-0.8424766395000001
SRX1424831,0.3227522047,-0.8727208743
SRX1424834,1.1613430088,-0.5158280641
SRX1424835,1.3756037856,-0.1269692593
SRX1424840,1.5642766125,-1.335955057
SRX1424841,1.9328197007,-0.4648368613
SRX1424842,1.0533227902,-0.6019565214
SRX1424843,1.1236412107,-0.8275689089
SRX1424844,2.437892624,1.0853191789
SRX1424845,1.9095884185,0.5134679743
SRX1424846,-0.5596698299,0.2015873317
SRX1424847,0.051842468100000004,0.4494474821
SRX5060277,-0.9563732175,0.1974285665
SRX5060279,-0.44381555780000004,-0.542046758
SRX5060281,0.9563732175,-0.1974285665
SRX5060283,-0.4512578333,-0.8659740458
SRX5936089,0.26881749990000003,0.1446790819
SRX5936090,0.2151837949,-0.1410464609
SRX5936091,0.1617452928,0.2351874216
SRX5936092,-0.6457465876,-0.2388200426
SRX5936093,0.8802928282,-0.6911516541
SRX5936094,1.8353408538,-0.7380401794
SRX5936095,3.1872927902,-0.1421767924
SRX5936096,2.8526099658,-0.33902522230000004
SRX5936097,1.4147048470999999,-0.0575651784
SRX5936098,1.8727225091,-0.4613994112
SRX5936099,0.9677917965,-0.48573076400000004
SRX5936100,1.1426856334,-0.5348245528000001
SRX5936101,0.8978698162000001,-0.7037893648
SRX5936102,0.8375913567000001,-1.0140606852
SRX5936103,0.5974750535000001,-0.9232091432
SRX5936104,0.9821037880000001,-0.9389858631
SRX5936105,0.1986235084,-1.0758907199
SRX5936106,0.21287345030000002,-0.8921984368
SRX5936107,0.4002357482,-1.2314833603
SRX5936108,0.0100438517,-1.6537836819
SRX5936109,0.5395268836,-1.427863049
SRX5936110,0.0402574922,-1.3339555904
SRX5936111,-0.30042609530000003,-1.6456949656000002
SRX5936112,0.38157263610000003,-1.7326099421
SRX5936113,0.6243593632000001,-1.2899666490000001
SRX5936114,0.4210377562,-0.8410624609
SRX5936115,-0.0242721828,-0.9818449642
SRX5936116,-0.0965432667,-1.1931932332
SRX5936118,0.6593096234,-0.9663650663000001
SRX5936119,0.6882764812000001,-0.8548260264
SRX5936121,0.4809683769,-1.2300773645
SRX5936122,0.6605760353,-0.8038228105
SRX5936123,0.9851251332000001,-0.8419263956
SRX5936124,1.1972278683,-1.1105204758
SRX5936125,1.1269515003,-1.0146792112
SRX5936126,0.7059673026000001,-0.5608540463
SRX5936128,-3.9532453434,-1.1406261180000001
SRX5936129,-3.9395055278,-1.6276778047
SRX5936130,-3.006685974,-1.6139304794
SRX5936131,-2.4167615646,-1.0926191743
SRX5936132,-1.6500559675000002,-0.6388133041
SRX5936133,-1.9916698405000002,-1.560023588
SRX5936134,-1.4505193868,0.2783028722
SRX5936135,-1.6515575546,0.052077269200000005
SRX5936137,-0.0241574962,0.2184498134
SRX5936138,0.3177770699,0.4284764465
SRX5936139,0.4504632173,0.0349320204
SRX5936140,0.5843591628,-0.2478484179
SRX5936141,-0.107611758,-0.36066532840000004
SRX5936142,-0.2475192531,-0.49392126620000004
SRX5936143,-0.1308994446,-0.2525429999
SRX5936144,0.0761863448,-0.38193997620000003
SRX8557650,-0.0746848281,0.1378544261
SRX8557651,0.0293681503,0.1464521171
SRX8557652,0.0453166778,-0.2843065432
SRX8557653,1.5435307893,-0.3542629356
SRX8557654,1.672671844,-0.1285998263
SRX8557655,1.5920690141,-0.3088321095
SRX8557656,0.464906609,-0.2811351134
SRX8557657,0.6616883468,-1.1632125352
SRX8557658,0.9447948336,-0.24204833920000002
SRX8557659,2.5254191856,1.1995664574
SRX8557660,2.8370990388,1.2806876529
SRX8557661,3.4215274163,1.0580877439
SRX8557662,-0.45481049910000004,0.4749235661
SRX8557663,-0.5286307685,0.30613027800000003
SRX8557664,0.4869870517,0.2873712197
SRX8557665,1.1478027207000001,0.5023380245
SRX8557666,0.3381292788,0.8084897875
SRX8557667,1.4642124649000001,0.4236954396
SRX3405147,-0.1433879037,-0.2492497733
SRX3405148,-0.1367262467,-0.12347950690000001
SRX3405149,0.2801141505,0.3727292802
SRX3405150,2.3520119518,0.7817631301
SRX3405151,4.4232940297,1.7856201259
SRX3405152,3.0404437433,1.290396452
SRX3405153,1.7398816122,0.6525413155
SRX3405154,3.4144138957,1.1465706116
SRX3405155,3.3484097134,1.0545608814
SRX3405156,4.5080536506,1.9754269187000002
SRX3405157,4.6740792235,2.0877433732
SRX312063,0.1179841132,-0.2189725939
SRX312064,0.1388363373,0.0020674814
SRX312065,-0.8334339421,-0.0240997779
SRX312066,-0.09900231620000001,-0.8292100732000001
SRX312067,-0.231667754,-0.7765565811
SRX312068,-1.4267233065,-0.6826125503
SRX312069,-1.5232061264999999,-0.6952072986000001
SRX312070,-0.15533088250000002,-0.06933015740000001
SRX312071,0.15533088250000002,0.06933015740000001
SRX312072,-2.8966273177,-2.4238603155
SRX312073,-2.8772156347999998,-2.4915767015
SRX312074,-2.7620770563,-1.5390801299999999
SRX312075,-3.2684466244,-1.4082420304
SRX312076,-5.2132354743,-1.5843614921
ecoli_00001,-0.3140974964,0.0063385195000000005
ecoli_00002,0.3140974964,-0.0063385195000000005
ecoli_00003,-1.3024279940999999,-0.24238982450000002
ecoli_00004,-1.3144365699,-0.09245723950000001
ecoli_00005,-1.1034273442,-0.43398053350000004
ecoli_00006,-0.9081596489,-0.2510784525
ecoli_00007,-2.0330071905,-0.34852832850000004
ecoli_00008,-1.8982842871,-0.1237312715
ecoli_00009,-1.2357097117,-0.1827691375
ecoli_00010,-1.0143377253,0.1220627435
ecoli_00011,-1.9998568289,-0.2573835635
ecoli_00012,-1.9848625304,-0.2661380035
ecoli_00014,-2.3067175373,-0.33211610750000004
ecoli_00015,-1.4304235406,-0.1168188825
ecoli_00016,-1.6154627673,-0.0495505745
ecoli_00017,-1.8423153137,-0.44634151050000004
ecoli_00018,-1.8359848307000002,-0.1625749975
ecoli_00019,-0.9099606117000001,1.1704862215
ecoli_00020,-1.0060991659,1.0459400725
ecoli_00021,-1.8759580597,1.0681430514999999
ecoli_00022,-1.7953951335,1.0759496295
ecoli_00023,-2.8046626785,0.2143436215
ecoli_00024,-2.9284443017,0.2993473875
ecoli_00025,-2.3293781351,0.6622800325
ecoli_00026,-1.6329897771000002,0.9542151915
ecoli_00027,-1.4214748633,-0.39811753050000004
ecoli_00028,-1.4855662259,-0.1997015885
ecoli_00029,-0.8270403152,-0.0749465585
ecoli_00030,-1.0243282223,0.0425853095
ecoli_00031,-0.3848232064,0.1278508575
ecoli_00032,-0.0810364611,0.1126389755
ecoli_00033,-2.8726024083,-0.7408465885000001
ecoli_00034,-2.1975311545,-0.5893686875
ecoli_00035,-2.441819679,-0.3128159965
ecoli_00036,-2.6439010663999998,-0.6693982835000001
ecoli_00037,-2.2011680142,-0.3171676215
ecoli_00038,-2.303157246,-0.34407319550000004
ecoli_00039,-0.20729286830000002,-0.15974177750000002
ecoli_00040,-0.6553476541000001,-0.07542784050000001
ecoli_00041,-0.8836601016000001,0.4760107605
ecoli_00042,-0.2626578993,0.6478067275
ecoli_00043,-1.0924694075999999,0.11517263850000001
ecoli_00044,-1.3152392301,0.0376613165
ecoli_00045,-0.48459335800000003,-0.053886273500000005
ecoli_00046,-1.0621808919,-0.08457352950000001
ecoli_00047,-1.1303109978,0.4402754715
ecoli_00048,-1.4958401107000001,0.0833781665
ecoli_00049,-1.4104563455,0.12264478250000001
ecoli_00050,1.8199265314000002,-0.38980025150000003
ecoli_00051,1.6496296234,-0.24154681050000001
ecoli_00052,2.9009930987,0.4231607345
ecoli_00053,3.0420518692,0.0850481585
ecoli_00054,1.4457100759000001,-0.2077173635
ecoli_00055,2.1791245881,-0.2150366485
ecoli_00056,-0.5421766212,0.2903004315
ecoli_00057,-0.8930211311,-0.0685947915
ecoli_00058,-1.6214836631,0.20494581450000002
ecoli_00059,-2.3071036586,-0.0647251675
ecoli_00060,-1.8532066537,-0.0676399235
ecoli_00061,-1.4972361218,-0.1010831875
ecoli_00062,-2.4557797145,0.0087279265
ecoli_00063,-2.0578702833999998,0.1220749545
ecoli_00064,2.0266764655,1.1092675715
ecoli_00065,1.9984904036,0.6078160405
ecoli_00066,5.7077704852,1.9015686875000002
ecoli_00067,5.8882027524,1.7954781625
ecoli_00068,-1.3098904938,-0.5031488365
ecoli_00070,-0.3146504229,-0.4965395125
ecoli_00071,-0.1647069269,-0.2180137305
ecoli_00072,-0.0066953628,-0.6471466815
ecoli_00073,-3.3295045511,-1.1679815115
ecoli_00074,-1.6958568499000002,-0.2422512165
ecoli_00075,-1.2192624842,-0.5271068505000001
ecoli_00077,-0.6468805838,-0.1215903435
ecoli_00078,-2.0553502185,-0.36881811950000004
ecoli_00079,-1.2416715659,-0.8816983145
ecoli_00080,-2.3552352068999998,-1.1356251195
ecoli_00081,-2.3930933652,-0.1763148695
ecoli_00082,0.9634472601,-0.6162396175
ecoli_00083,1.0776847805,-0.6151750935
ecoli_00084,1.8929433175,-0.4806282805
ecoli_00085,1.1448455039,-0.9114462645
ecoli_00086,-2.4215316701000003,0.2634331415
ecoli_00087,-2.691384019,-0.1134098665
ecoli_00088,-2.8738881288,-0.6326985325000001
ecoli_00089,-2.3716316459,-0.7948565755
ecoli_00090,-1.0244243702,0.1754868115
ecoli_00091,-1.0775480088,0.13558095850000002
ecoli_00092,0.2709783588,0.0744269935
ecoli_00093,0.49909383090000004,0.4190699095
ecoli_00094,1.4146779688,-0.0379433185
ecoli_00095,1.5402742291,0.0050611495
ecoli_00096,-0.4515984684,0.07185082050000001
ecoli_00097,-0.42921041520000003,0.2200711165
ecoli_00098,1.7020600519,0.10543453550000001
ecoli_00099,1.6258643839,0.2404414705
ecoli_00100,-0.7630150108,-0.3437476815
ecoli_00101,-1.2776320882,-1.2178328445
ecoli_00102,-1.06831231,-0.7807419315
ecoli_00103,1.3470581841,0.1746265515
ecoli_00104,2.0504427187,-0.0700190305
ecoli_00105,-1.6375620385,-0.8294653825
ecoli_00106,-2.377053365,-1.5886325395
ecoli_00107,-2.529066509,-1.9127747925
ecoli_00108,-1.5627374460999999,0.1334375835
ecoli_00109,-2.120458553,0.31306292550000003
ecoli_00110,-1.8141293850000002,-0.0687426275
ecoli_00111,-1.3943065184,0.0374668145
ecoli_00112,-1.6347399633,0.0301147165
ecoli_00113,-0.4139426141,0.018385982500000002
ecoli_00114,-0.2276394616,0.14551163050000002
ecoli_00115,-0.2620652009,0.33249309650000003
ecoli_00116,-1.9775518268,-0.1314395295
ecoli_00117,-1.7335331294,-0.5956292275
ecoli_00118,-2.0897327089,-0.4935020355
ecoli_00119,-1.6129067906999999,-0.15861880550000002
ecoli_00120,-1.5056287502,0.0368722225
ecoli_00121,-1.5325786601,-0.1722520105
ecoli_00122,-1.0382666603,0.13196141150000001
ecoli_00123,-1.2656684065000001,-0.14898537550000002
ecoli_00124,-1.0812821228,-0.1487600735
ecoli_00125,-1.1720966,-0.3436468895
ecoli_00126,0.9336083274,-0.2519048235
ecoli_00127,0.7712690815000001,-0.0864258985
ecoli_00128,1.4530132169,-0.3890010445
ecoli_00129,-0.0237162291,0.4083879105
ecoli_00130,0.1611847928,-0.3270583915
ecoli_00131,-0.6096098334,-0.3635563765
ecoli_00132,-1.03758296,-0.6929745375
ecoli_00133,0.06738231,-0.2867537115
ecoli_00134,1.5254405996,0.6433651575
ecoli_00135,-0.8175135061000001,0.2798811795
ecoli_00136,0.2374076357,0.3784718215
ecoli_00137,-0.765529686,0.1395157185
ecoli_00138,-0.48074728780000003,-0.4325972295
ecoli_00139,0.6143624814,0.2717324385
ecoli_00140,0.0039148551000000005,0.4128107895
ecoli_00141,0.1410940857,0.1425454445
ecoli_00142,-2.0174607155,-0.8028941765000001
ecoli_00143,-2.4463951412,-0.5075144185
ecoli_00144,-5.1076776328,-3.2857956795
ecoli_00145,-5.8040048295,-2.3285367055
ecoli_00146,-3.3150712141,-2.3115376945
ecoli_00147,-1.7621850125,0.2511755175
ecoli_00148,-1.7998847525000001,-0.45271110750000004
ecoli_00149,-3.6438540862,-2.2262722705
ecoli_00150,-3.019061683,-0.6031733915
ecoli_00151,-1.6895699385,-1.4663159575
ecoli_00152,-2.6515206392,-1.2566067895
ecoli_00153,-1.7698536989,-1.1498230915
ecoli_00154,-2.4673795013,-0.5329526285
ecoli_00155,-2.8983099985000003,-1.1682275355
ecoli_00157,-0.27323906600000003,0.26059622450000003
ecoli_00158,0.1281338711,-0.9489910645
ecoli_00159,-0.5071729781000001,-0.40307510950000003
ecoli_00160,-1.8047905314000001,-1.5396854635000001
ecoli_00169,-0.3035734674,-0.3840628735
ecoli_00170,-0.2792701628,-0.46959684150000003
ecoli_00171,-0.33583968270000003,0.0854279485
ecoli_00172,-0.7642543935,-0.1982420075
ecoli_00173,0.3714249063,-0.40790104850000003
ecoli_00174,-0.5751404058,-1.0409369195
ecoli_00175,1.0636526559,0.2293578155
ecoli_00176,1.1547938847,0.4098657355
ecoli_00177,-1.7335408046,0.3504215445
ecoli_00178,-1.2973759927000001,0.4783137535
ecoli_00179,-0.9196461015,-0.8700303085000001
ecoli_00180,-1.3585826035,-0.7238991875
ecoli_00181,0.5251774823,-0.3065774455
ecoli_00182,0.16005687,-0.4588893685
ecoli_00183,-2.8865898743000002,-0.3487292305
ecoli_00184,-2.9212324984,-0.25227797750000003
ecoli_00185,-0.7014835236,-0.1379750305
ecoli_00186,-1.2350107303,-0.3663211635
ecoli_00187,-1.495267825,-0.3711623805
ecoli_00188,-1.5723572997000002,-0.4779470095
ecoli_00189,-0.4004670301,-0.0781791555
ecoli_00190,-0.3993421017,-0.1825262105
ecoli_00191,-1.600852728,-0.5436995125
ecoli_00192,-2.6243601864,-0.6351263365
ecoli_00193,-0.8791223045000001,-0.12471836650000001
ecoli_00194,-0.9952271653,0.0062976535
ecoli_00195,-0.8105385693,-0.1113562575
ecoli_00196,-2.5903190127,-0.8971523535
ecoli_00197,-2.2222524383,-0.9120324145
ecoli_00198,-0.932392387,-0.5737347535
ecoli_00199,0.4989577992,0.3504436315
ecoli_00200,0.439324508,0.4920205635
ecoli_00201,-0.9529341446,0.1670925885
ecoli_00202,-0.7072121467,0.2812014035
ecoli_00203,-0.6921821380000001,-0.0358964845
ecoli_00204,-1.1065298209,-0.2629369775
ecoli_00205,-0.7016313062,0.30506739450000003
ecoli_00206,-0.9951522408000001,0.44506861550000004
ecoli_00207,-1.5143803707,-0.1058547225
ecoli_00208,-1.0435311316,-0.0266729965
ecoli_00209,-1.5342033572,-0.5084048055
ecoli_00210,-1.6615081096000002,-0.1531927655
ecoli_00211,-0.6720245207000001,0.1720758395
ecoli_00212,-0.2344021775,0.2653313385
ecoli_00213,-1.406553517,-0.0848632435
ecoli_00214,-0.5805343054000001,0.3251476775
ecoli_00215,-0.2749064369,-0.1311022145
ecoli_00216,-0.6969835811,-0.0560613235
ecoli_00217,0.6471831767,0.0922959955
ecoli_00218,0.1322210252,0.4458555845
ecoli_00219,-1.1835621144,0.007641498500000001
ecoli_00220,-1.2924459509,-0.11751489050000001
ecoli_00221,-0.48556510950000004,0.2447322255
ecoli_00222,-0.6778661721,0.1649101375
ecoli_00223,-1.6851563164,0.1426376455
ecoli_00224,-1.7652353556,0.1642702115
ecoli_00225,-1.5466609679,-0.0258010085
ecoli_00226,-1.3460876921,-0.2938363585
ecoli_00227,-1.7594381169000002,-0.6299856375
ecoli_00228,-2.2496570414,-0.7769000305
ecoli_00229,-3.1337549082,-0.6385787725000001
ecoli_00230,-2.5373683278,-0.8662349765
ecoli_00231,-2.9724970218999998,-0.7413478705000001
ecoli_00232,-2.862444484,-0.6642857315
ecoli_00233,-2.9608310641,-0.7767149055
ecoli_00234,-2.4931488736,-0.5819588705000001
ecoli_00235,-4.0679491875,-1.2003974205
ecoli_00236,-3.6177095425,-0.6056500305
ecoli_00237,-2.2469247908,-1.2526553544999999
ecoli_00238,-1.9205178970999999,-0.9183478685
ecoli_00239,-1.7179885815,-0.7389898225
ecoli_00240,-1.7617532579000001,-0.6859468255000001
ecoli_00241,-0.4482089427,-0.5227355395000001
ecoli_00242,0.17919491340000002,-0.2913516355
ecoli_00243,-0.3412035999,-0.1127769145
ecoli_00244,0.22954458230000002,-0.44897519550000003
ecoli_00245,0.6309316547,-0.4797501695
ecoli_00246,4.1673059288,1.4230244065
ecoli_00247,4.1750151135,1.7270434255
ecoli_00248,9.0220650666,4.4154784825
ecoli_00249,1.2732085846,1.0523641835
ecoli_00250,1.9225935665,1.1335266465
ecoli_00251,0.3897690185,0.5449560765
ecoli_00252,0.4919919178,0.3817086585
ecoli_00253,-0.48101105920000004,0.5037225765
ecoli_00254,0.2345983488,0.1582932735
ecoli_00255,-2.4692460633,-0.8780419365000001
ecoli_00256,-2.0650067427,-0.9615172025000001
ecoli_00257,-1.1965043261,-0.5251365725
ecoli_00258,-1.6199102969,-0.2242136405
ecoli_00259,-0.2371263565,-0.4200624135
ecoli_00260,-0.6865003083,-0.5318302385
ecoli_00261,-1.398957238,-0.3144201995
ecoli_00262,-2.9783023936,-0.7541844685
ecoli_00263,-0.6093199522,-0.44687456550000004
ecoli_00264,-0.3648799351,-0.3140799385
ecoli_00265,-2.1865645145,-0.4222017215
ecoli_00266,-2.0101909663,-0.3422380795
ecoli_00267,0.5871296942,-0.37188827350000003
ecoli_00268,0.6765741618000001,-0.1141780255
ecoli_00269,-0.6002221092000001,-0.4600082345
ecoli_00270,-0.4572490072,-0.4584293075
ecoli_00271,-0.1048262833,-0.3198802005
ecoli_00272,-0.2912055411,-0.5332834995
ecoli_00273,-2.1495375296,-0.6564546175
ecoli_00274,-2.0088542028,-0.4587035595
ecoli_00275,-3.3293719407,-0.5688328255
ecoli_00276,-3.4474062081,-0.6748980175
ecoli_00277,-1.8850869441,0.0240717605
ecoli_00278,-1.9832626817999999,-0.2771991675
ecoli_00279,-2.8941874164,0.052249593500000004
ecoli_00280,-2.7833515127,-0.0202927255
ecoli_00281,-0.8869011382,-0.2448511655
ecoli_00282,-0.3063496885,0.3639067815
ecoli_00283,-1.3562744045000001,-0.20686877050000002
ecoli_00284,-1.8286925286,-0.23761935050000002
ecoli_00285,-1.0904413008,-0.23934910750000002
ecoli_00286,-1.0894614189,-0.2480997285
ecoli_00287,-2.283225487,-0.21849698250000002
ecoli_00288,-2.1663665142,-0.3453806405
ecoli_00289,-1.1910497702,-0.2536774665
ecoli_00290,-1.4492775610000002,-0.4504027595
ecoli_00291,-1.8544323416,-0.32642579250000003
ecoli_00292,-1.7510424867,-0.4401824485
ecoli_00293,-1.8973647834,-0.5192412035
ecoli_00294,-1.6034564891,-0.43116135850000004
ecoli_00295,0.2637029631,-0.3693326525
ecoli_00296,0.306035785,-0.4531334555
ecoli_00297,-1.3676536472,-0.22998524550000002
ecoli_00298,-1.3626846037,0.0124860265
ecoli_00299,-1.3021419533,-0.6817701525000001
ecoli_00300,-1.0322944348,-0.6729169075
ecoli_00301,1.0963781974,-0.33583900450000004
ecoli_00302,1.1633273768,0.20765210050000002
ecoli_00303,-1.197405616,-0.35522567450000003
ecoli_00304,-1.0609237493,-0.1088198205
ecoli_00305,-0.539173937,0.0892970995
ecoli_00306,0.3893926747,-0.0428861585
ecoli_00307,0.0875296574,-0.2126984205
ecoli_00308,-0.20541571120000002,-0.3128813165
ecoli_00309,0.0845539543,-0.2504092945
ecoli_00310,-0.2470644827,0.0713895125
ecoli_00311,0.4821525907,-0.2556456045
ecoli_00312,0.041285031,-0.1492006645
ecoli_00313,-1.6520036139,-0.2451177625
ecoli_00314,-1.4673365045,-0.3537727825
ecoli_00315,-0.9795547919,-0.6178410915
ecoli_00316,-0.6089934053,-0.5848478685
ecoli_00317,-0.5154050301,-0.16013119550000002
ecoli_00318,-0.8628488936,-0.3463443925
ecoli_00319,-0.3952751339,-0.4263691815
ecoli_00320,-0.39332199090000003,-0.2741076005
ecoli_00321,-1.0534372367,-0.14645325550000002
ecoli_00322,-1.0401414532,-0.0036915975
ecoli_00323,-0.4824327597,-0.056835526500000004
ecoli_00324,-0.2862613362,0.0672449775
ecoli_00325,-0.7838784594,-0.11160545150000001
ecoli_00326,-0.5662643676,0.2359463205
ecoli_00327,-0.1575200022,0.36465997450000004
ecoli_00328,0.14345755100000002,0.3031715895
ecoli_00329,-0.5051191648,0.3031012265
ecoli_00330,-1.2400401216,0.025883239500000002
ecoli_00331,-2.8486046616,-0.44195349650000004
ecoli_00332,-2.5569169348000003,-0.2740784525
ecoli_00333,-2.1778896966,-0.2105072185
ecoli_00334,-1.6464713243,-0.3295071285
ecoli_00335,-0.16130436280000002,-0.1845668085
ecoli_00336,-0.37367719380000003,-0.1674947565
ecoli_00337,-1.7558013505,-0.2481882835
ecoli_00338,-1.7227619601000002,-0.21035680550000002
ecoli_00339,-0.43393025360000004,-0.42442569750000003
ecoli_00340,-0.6014447283000001,0.0353618255
ecoli_00341,-0.5321665761000001,0.023808620500000002
ecoli_00342,-0.2852657817,-0.1731425735
ecoli_00343,-3.2556300801,-0.9017305125
ecoli_00344,-3.1447230898,-0.8146481295
ecoli_00345,-2.3992451551,-0.4194921675
ecoli_00346,-2.6531821048,-0.3354207965
ecoli_00347,-1.2682324843,-0.1368706795
ecoli_00348,-1.4576986091,-0.2910906695
ecoli_00349,-1.5345938165000002,-0.2322176695
ecoli_00350,-1.4098676231,-0.3652833525
ecoli_00351,-0.21607801470000002,0.5333470575
ecoli_00352,-0.8129632664,0.11301749250000001
ecoli_00353,-1.055007506,0.0664008655
ecoli_00354,-0.8174901964,-0.1471585895
ecoli_00355,-2.2716347148000002,-0.3953265025
ecoli_00356,-2.3077279653,-0.28754447250000004
ecoli_00357,-1.8007294459,-0.2351183875
ecoli_00358,-2.2561823608,-0.5214315745
ecoli_00359,-3.0601739035,0.0013697685000000001
ecoli_00360,-3.0640593883,-0.1548589615
ecoli_00361,-2.1813923038,-0.1381843815
ecoli_00362,-2.9372689602,-0.4719773305
ecoli_00363,1.2441700587,0.1123639005
ecoli_00364,2.4313687432,0.6219331315000001
ecoli_00365,2.1776349439000002,0.1957345995
ecoli_00366,3.1699256714,0.0492485825
ecoli_00367,1.3753854956,-0.5053827175
ecoli_00368,1.8329050421000002,-0.2571234095
ecoli_00369,0.4918063285,-0.5436708405
ecoli_00370,1.3391462938,0.0340575645
ecoli_00371,2.2438073479,-0.19539733850000002
ecoli_00372,2.2178781664000002,0.0739589985
ecoli_00373,1.7799801732,-0.8332576035
ecoli_00374,2.0068340126,-0.8303881365
ecoli_00375,-0.09872298530000001,-0.5057469645
ecoli_00376,-0.1055049609,-0.3836546725
ecoli_00377,2.4709150734,0.13564344050000002
ecoli_00378,2.3983163984,-0.0021548505
ecoli_00379,2.8614559356,0.6855310335
ecoli_00380,2.8054308444,0.5393014625
ecoli_00381,1.8057060779,0.1521639185
ecoli_00382,2.5620895774,0.3256424955
ecoli_00383,2.6835010436,1.4565946515000001
ecoli_00384,2.2722077614,1.5311064735
ecoli_00385,3.7770027926000003,0.6576563195
ecoli_00386,3.9536478703,0.9659620825
ecoli_00387,3.7940287299,1.3172409595
ecoli_00388,3.9573939343,1.2873068375
ecoli_00389,1.5461666397,0.1401749175
ecoli_00390,1.3308040782,0.2770541495
ecoli_00391,2.6438949437,-0.7629554875
ecoli_00392,2.2161210124,-0.6436555375
ecoli_00393,-1.1544949230000001,-0.3670106155
ecoli_00394,-0.2408025281,-0.4829628255
ecoli_00395,-0.5201183132,-0.4906257305
ecoli_00396,-0.2159208292,-0.5681263035
ecoli_00397,-3.0645337425,0.1630627785
ecoli_00398,-3.2268212734,0.0284951695
ecoli_00399,-1.0569044612,0.1526161405
ecoli_00400,-0.6485825313,0.0144617285
ecoli_00401,-0.1061942374,-0.3603210335
ecoli_00402,-1.4789745843,-0.33914121550000004
ecoli_00403,-2.9868293436,0.016286269500000002
ecoli_00404,-2.3665143156,-0.0719424125
ecoli_00405,-0.4596265487,0.1277704725
ecoli_00406,-1.6124122121000002,-0.1790752925
ecoli_00407,-1.1761319021,-0.5178336125
ecoli_00408,-1.2941864919000001,-0.3015974295
ecoli_00409,-2.0340679504,-0.0753689545
ecoli_00410,-1.3302400601,0.2797002605
ecoli_00411,-1.2870864428,-0.4696107685
ecoli_00412,-0.8905004693,-0.2564039905
ecoli_00413,-1.2277498436,-0.39736918050000003
ecoli_00414,-0.669728371,-0.2778295175
ecoli_00415,-1.1340284414,-0.0060801745
ecoli_00416,-1.4956535802,0.15146935350000001
ecoli_00417,1.0355585473,-0.2878717335
ecoli_00418,-1.1831065718,-0.5971517345
ecoli_00419,-0.30990192850000003,-0.4760217625
