,-0.10662567088267316,-0.07996925316200487,-0.05331283544133658,-0.02665641772066829,0.0,0.02665641772066829,0.05331283544133658,0.07996925316200487,0.10662567088267316,0.13328208860334145,0.15993850632400974,0.18659492404467803,0.21325134176534633,0.23990775948601462,0.2665641772066829,0.2932205949273512,0.3198770126480195,0.3465334303686878,0.37318984808935607,0.39984626581002436
thresh,-0.11995387974300731,0.11995387974300731,11,,,,,,,,,,,,,,,,,
unreg,0,1,21,417,3032,373,14,1,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,22,115,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN,0,0,0,4,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NsrR,0,0,0,5,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ModE,0,0,0,4,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and RpoN,0,0,0,2,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and NsrR,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and ModE,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN and FhlA,0,0,0,0,9,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"IHF, RpoN, FhlA, and NsrR",0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IHF, RpoN, FhlA, NsrR, and ModE",0,0,0,0,0,1,1,0,1,2,2,0,0,0,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF_genes,[],[],[],"['glcE' 'nuoN' 'osmY' 'yjbE' 'sodA' 'hemF' 'aceA' 'glcD' 'gcd' 'cysG'
 'nirC' 'aceK' 'csgD' 'yjbG' 'uspA' 'mtr' 'paaC' 'ulaE' 'fimA' 'ubiA'
 'acs' 'ilvG']","['nuoM' 'yjcH' 'ssuE' 'csgE' 'dppB' 'aceB' 'yiaN' 'yadV' 'ulaC' 'focA'
 'cysH' 'sucC' 'hipA' 'fimC' 'narI' 'paaD' 'uspB' 'narH' 'csgG' 'yiaL'
 'dps' 'paaB' 'paaF' 'ihfB' 'sgbU' 'ssuC' 'ulaG' 'ulaD' 'nuoB' 'dppC'
 'ulaF' 'fimD' 'glpT' 'fimI' 'fimB' 'sucB' 'fnr' 'folA' 'sucD' 'narG'
 'nuoF' 'proW' 'ulaA' 'csgF' 'sucA' 'hemA' 'ubiC' 'yiaO' 'sra' 'nuoH'
 'nuoJ' 'dppD' 'ilvM' 'nirB' 'cysI' 'ssuD' 'sgbH' 'envZ' 'sgbE' 'nuoG'
 'yjbH' 'yiaM' 'amiA' 'nuoL' 'hipB' 'nuoK' 'dppA' 'paaG' 'nuoI' 'tdcA'
 'ilvE' 'tdcB' 'lyxK' 'tdcC' 'pstC' 'paaE' 'glcG' 'paaK' 'glcF' 'narK'
 'yjbF' 'narJ' 'pstS' 'plaR' 'nuoE' 'ulaB' 'prfA' 'ilvD' 'gltF' 'hpt'
 'fimF' 'proX' 'proV' 'prmC' 'gltB' 'yiaK' 'pstA' 'htrE' 'paaH' 'nuoA'
 'dppF' 'carA' 'paaA' 'nuoC' 'glcA' 'pflB' 'tdcD' 'ssuA' 'tdcE' 'tdcG'
 'paaZ' 'glcB' 'ompR' 'adiA' 'ompC']","['fimG' 'dusB' 'paaJ' 'gltD' 'paaI' 'carB' 'phoU' 'ilvA' 'tdcF' 'tyrP'
 'gltA' 'fimH' 'ompF' 'pstB' 'cysJ' 'yeiL' 'nirD' 'fis' 'ssuB' 'osmE']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN_genes,[],[],[],['yhjC' 'emrD' 'nikR' 'prpC'],"['rutE' 'potI' 'amtB' 'chaC' 'potF' 'yhdX' 'htpG' 'yeaG' 'potG' 'ygfK'
 'yeaH' 'yhdW' 'aslB' 'ddpD' 'hisJ' 'nikD' 'yhdZ' 'astC' 'ddpX' 'xdhC'
 'rutD' 'gltI' 'potH' 'argT' 'zraP' 'puuP' 'relA' 'glnK' 'ddpF' 'rutG'
 'gltJ' 'xdhB' 'prpD' 'gltL' 'xapB' 'gnsA' 'ntrC' 'prpB' 'yhdY' 'nikA'
 'astA' 'astE' 'rtcR' 'prpE' 'nikE' 'astB' 'xdhA' 'rutA' 'ymjE' 'gltK'
 'rutB' 'astD' 'radD' 'zraS' 'glnL' 'ddpA' 'ddpC' 'nac' 'yahE' 'acrD'
 'hisM' 'rhaD' 'rutF' 'yaaU']",['ddpB' 'hisQ' 'ssnA' 'nikC' 'rutC' 'hisP' 'glnA' 'nikB' 'zraR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NsrR_genes,[],[],[],['yoaG' 'dkgB' 'waaH' 'bdcA' 'wzyE'],"['aceF' 'rffT' 'rffM' 'rffG' 'wecE' 'wzxE' 'pheS' 'feaR' 'rffH' 'bamE'
 'rfe' 'rplT' 'aceE' 'dsdC' 'wecC' 'ygbA' 'tsgA' 'feaB' 'tehA' 'cdd'
 'poxB' 'pheT' 'rffC' 'mepH' 'thrS' 'ytfE' 'pgpC' 'wecB' 'infC' 'wzzE'
 'lrp' 'ydbD' 'tehB' 'norR' 'grxD' 'hcr' 'tadA' 'mhpT']",['rpmI' 'hmp' 'yeaR' 'yeaE' 'hcp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ModE_genes,[],[],[],['moaA' 'napB' 'napG' 'napD'],"['deoC' 'ccmG' 'deoD' 'ccmH' 'deoB' 'moaB' 'moaD' 'deoA' 'narX' 'moaC'
 'narL' 'ccmE' 'napF' 'oppB' 'ccmF' 'modC' 'ccmA' 'ccmC' 'napA' 'napC'
 'oppA' 'oppC' 'moaE' 'napH' 'ccmB' 'oppF' 'modB' 'modA' 'oppD']",['ccmD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and RpoN_genes,[],[],[],['patA' 'pspB'],"['actP' 'atoA' 'dcuD' 'rpoH' 'pspD' 'glpQ' 'rseB' 'norV' 'atoD' 'atoE'
 'rseD' 'atoB' 'rtcB' 'rseC' 'rpoE' 'pspC' 'rseA' 'pspA' 'ibpB' 'pspG'
 'norW' 'rtcA']",['glnH' 'pspE' 'glnP' 'glnQ' 'flhD' 'flhC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and NsrR_genes,[],[],[],[],"['sufS' 'sufD' 'tcyJ' 'fliZ' 'nrfB' 'sufB' 'sufC' 'sufE' 'ndh' 'sufA'
 'nrfE' 'sodB' 'nrfC' 'nrfA' 'nrfG' 'nrfF' 'nrfD']",['fliA' 'ihfA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF and ModE_genes,[],[],[],['dmsC' 'dmsA'],['dmsB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
