,Value,list
TF,RpoN+NsrR+ModE+IHF+FhlA,
reg_genes,9,['hycI' 'hycH' 'hycG']
comp_genes,7,['hydN']
both_genes,6,['hycE' 'hycF' 'hycD' 'hycC' 'hycB' 'hycA']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
