,A,NsrR,RpoN,FhlA,ModE,ihfB
R2,,0.0668646149069273,0.03171208822988847,0.02480724692567393,0.019302804363271475,0.01732473472796303
xmin,,-0.8970826360000004,-2.3873792415000006,-4.159212656,-2.0703322897647167,-2.3858350260000005
xmid,,0.40631833782654053,-0.3972819812564242,-0.31720826239319333,-0.28772000797775255,
xmax,,5.797296702,1.3623595312507586,2.2001823799999998,0.9330008310000012,1.6466498449999991
ystart,,0.9373724057694373,1.0253393569386486,1.1495926955216478,1.213318103139049,2.506535993323733
yend,,3.436859003983758,3.1382521051480032,2.9130630569622076,3.0837082437863694,0.6782817384883586
control__wt_glc__1,-0.4547287667131048,0.020173296999999483,-0.0046102245000003705,-0.09218421100000017,-0.08443098800000026,0.08337238499999877
control__wt_glc__2,0.4547287667130814,-0.020173297000000368,0.004610224499998594,0.09218421100000017,0.08443098800000115,-0.08337238500000055
fur__wt_dpd__1,0.671006371779922,0.02132923399999953,0.7030172054999984,1.368479405000001,0.20473306800000124,0.7158603249999995
fur__wt_dpd__2,1.0878090754279754,-0.0926817420000008,0.8161369584999996,1.4118933360000003,0.37840711700000096,0.8566654449999991
fur__wt_fe__1,-0.0600128607465068,-0.16230739300000074,-0.09844324150000183,-0.3250955900000001,-0.29148096799999834,-0.0769950650000002
fur__wt_fe__2,0.1485077716611225,0.13387232699999976,-0.014624519500001654,-0.2881795260000004,-0.2607217699999982,-0.08671744500000145
fur__delfur_dpd__1,0.8571651052488278,0.13012690299999985,0.5910067834999992,1.2236074389999994,0.0674656570000014,0.6898034449999989
fur__delfur_dpd__2,0.2071626127276814,0.014325488999999969,0.7714851734999986,1.1514198679999996,0.08649283300000121,0.621869414999999
fur__delfur_fe2__1,-1.1525073766463176,0.056326930999999185,0.15829583549999882,-0.22310406400000016,-0.06595967399999836,0.3658187149999996
fur__delfur_fe2__2,-0.6427969216420328,0.10458706799999984,0.09519432949999818,-0.34399649200000004,0.01086965000000184,0.33581042499999825
acid__wt_ph5__1,1.310124465098767,0.06713789499999923,0.15184900549999902,0.6558972770000002,-0.11608423799999912,0.2842574349999989
acid__wt_ph5__2,1.167829703655029,0.18047799799999972,0.2254091014999986,0.6092010370000001,0.06044007200000135,0.3016573449999989
acid__delgadx_ph5__2,1.029067943734858,-0.1433996440000005,0.21891853049999987,0.6522881329999999,-0.28316338999999857,0.03620512499999862
acid__delgadw_ph5__1,0.8889927200561916,0.3132534259999993,0.18450770449999965,0.6238564069999999,-0.07260715599999834,0.19517709499999825
acid__delgadw_ph5__2,1.5721741244561154,0.06219739199999896,0.14576261749999908,0.6287262560000002,-0.01767099099999836,0.1831834249999993
acid__delgade_ph5__1,0.7250522100247165,0.08034080999999915,0.1606162704999985,0.6060884739999999,-0.19220251699999835,0.3321859449999991
acid__delgade_ph5__2,0.5386268743017062,0.2892667349999991,0.23216701249999794,0.6578952180000002,-0.13483341399999915,0.2395609849999989
oxidative__wt_pq__1,0.0229315942448394,1.942484969999998,0.4468107434999986,0.4561813099999998,0.8591787540000011,0.9466146249999988
oxidative__wt_pq__2,0.965818406866955,0.7757423549999984,0.3896680744999994,0.7326450900000001,0.7426317380000009,0.948808184999999
oxidative__deloxyr_pq__1,-0.1270926054106425,1.3521159439999997,0.3630092974999979,0.4403248709999996,0.7022437640000012,0.8749087249999992
oxidative__deloxyr_pq__2,-0.0860437590320263,1.0272337349999985,0.36022816349999864,0.7651884080000002,0.7146530300000018,0.9672342149999996
oxidative__delsoxr_pq__1,0.1600548800239641,0.3514178730000008,0.4533836634999986,0.3744307119999997,0.28117128800000124,1.0713253449999982
oxidative__delsoxr_pq__2,-0.2647687686039808,0.5156249030000009,0.4385974174999987,0.3607621649999997,0.30486315000000186,1.1682316949999991
oxidative__delsoxs_pq__1,0.2175994109347082,0.9125774829999996,0.6504048324999978,0.7647736639999998,0.4645783810000017,1.1351437949999994
oxidative__delsoxs_pq__2,0.2017588957573853,0.8972209399999986,0.6203968144999994,0.7001152809999995,0.19350064000000167,1.020138574999999
nac_ntrc__wt_csn__1,2.574931530479645,0.4691148399999987,0.3878049414999989,0.904171314,0.09817187300000096,0.17254414499999982
nac_ntrc__wt_csn__2,2.031536660543169,0.4731475499999984,0.3861706294999987,0.7447251819999998,0.06612028000000159,0.2130251749999985
nac_ntrc__wt_cytd__1,4.160126673525194,-0.2829568170000005,0.17801387349999942,0.6609426229999995,0.19263363500000172,0.4575306549999994
nac_ntrc__wt_cytd__2,4.120104793307384,-0.10220717900000054,0.14013047449999938,0.7732091279999995,0.16191768700000164,0.5979945149999981
nac_ntrc__wt_gln__1,4.75980693591119,0.2731468699999997,0.3875584074999985,1.3080100129999996,0.2299357190000011,1.0409726349999993
nac_ntrc__wt_gln__2,4.764947074437368,0.13873976999999904,0.311200883499998,1.113610972,0.056000068000001235,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,5.16793870632136,0.9049030649999992,0.6216542454999985,1.6252617930000002,0.19834748200000085,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,3.4262564458159246,0.8081028409999993,0.8497727804999986,1.6273941419999989,0.13250912500000211,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,3.467498994523977,0.5986212049999997,0.16361194549999958,1.009646536,0.11993911200000085,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,3.8524649300749942,0.8011400349999986,0.20669714449999965,0.9967417639999994,0.18387183200000126,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,3.893468268985054,0.820466560999999,0.3080251984999993,1.4650726169999997,-0.15673684399999832,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,4.825409435859751,0.4735425289999995,0.29679560549999984,1.4828087449999998,0.07964574500000142,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,-0.2647848806591946,-0.06351694100000049,-0.20403797450000027,-0.01968606700000031,-0.06341936199999854,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,0.7383680595167753,0.10809149499999916,-0.2513449025000014,0.054113767999999667,-0.4877092139999988,-0.19284083500000013
misc__wt_no_te__1,0.6667812812750958,0.5150649899999991,0.4210455764999992,0.3924542309999994,-0.07985452399999904,0.8689442749999987
misc__wt_no_te__2,0.4256379776102993,0.14068449099999913,0.34090928549999866,0.20699142700000014,-0.2845766259999989,0.5093796549999983
misc__bw_delcbl__1,0.8558978791849817,0.5520957099999997,0.2606270084999984,-0.16834973300000033,-0.27332959199999873,-0.3394036750000016
misc__bw_delcbl__2,0.1919151597761768,0.5220822149999993,0.32841042449999946,-0.12255601599999988,-0.5500988789999983,-0.29720346500000083
misc__bw_delfabr__1,0.4201971426107521,0.0128728959999993,0.12483548650000033,-0.8377184340000001,-0.5308892919999986,-0.6204796650000013
misc__bw_delfabr__2,0.2349272078573964,0.18995862999999868,0.10311443849999867,-0.6871477349999999,-0.3215384449999981,-0.5922961330000014
misc__bw_delfadr__1,0.3276217421364695,0.3490431069999991,0.2262561374999983,-0.2579094700000004,-0.29171863399999953,-0.2622498450000013
misc__bw_delfadr__2,0.5055752717777634,0.743662539999999,0.2539545304999997,-0.1425347480000001,-0.14798193399999882,-0.13650693500000166
misc__nitr_031__1,3.1812348436496847,0.7958288699999985,0.3646965854999991,1.0590704080000002,-0.2793852019999985,0.036167394999999665
omics__wt_glu__1,-0.6026707321273101,-0.3741063890000005,0.2962516994999991,0.4931436389999994,-0.3875180949999981,-0.13827825500000124
omics__wt_glu__2,-0.7912793550358385,-0.5305232790000005,0.4666522204999986,0.5856014219999999,-0.34426009199999896,-0.2514746050000003
omics__wt_gly__1,0.4850937738818004,-0.5405871990000009,0.08866842549999987,0.1859382089999997,-0.5999359459999987,-0.872324217000001
omics__wt_gly__2,0.5494783150676816,-0.7345762330000003,0.056832367499998426,0.1922432839999999,-0.9015534399999988,-0.8714248070000004
omics__wt_thr__1,6.6258022206935445,-0.8970826360000004,0.7135937784999982,0.9121993190000001,-0.2628233569999985,-0.1857289950000016
omics__wt_thr__2,4.768124003271273,-0.6399405780000009,0.7710917564999988,1.0111265790000001,-0.2031801619999989,-0.3407635650000014
omics__bw_ac__1,-1.1041232147393107,0.5708816009999991,0.2626952734999985,0.1978650850000001,-0.2682750219999983,0.6479085849999997
omics__bw_ac__2,-1.4432456033206291,0.6523841449999992,0.2125339714999992,0.26435983299999943,-0.09541382399999954,0.6054734249999996
omics__bw_fum__1,1.3921137666709509,0.05078986199999935,-0.07199432850000065,-0.5501924360000001,-0.4502536649999982,0.018456404999998455
omics__bw_fum__2,0.7393220730446137,0.4193140129999993,-0.13216740750000078,-0.563895815,-0.5355300509999985,-0.006356255000001809
omics__bw_glc__1,1.8727522466387376,0.3673096449999997,0.08772091650000036,-0.006920968000000194,-0.04464789299999872,0.16412660499999987
omics__bw_glc__2,1.132983645562301,0.4482287490000001,0.08663182049999918,-0.1286253000000004,-0.14801848999999834,0.15512309499999866
omics__bw_pyr__1,-3.682427909879721,1.1053329009999997,0.13049388650000004,-0.7155411640000002,-0.6052820559999983,0.6449217049999998
omics__bw_pyr__2,-1.3397541924152478,1.0749164799999995,0.07503947049999837,-0.6401918060000003,-0.31344387599999823,0.6594726449999992
ompr__wt_nacl__1,2.867687078368964,0.2813562049999989,0.8458476444999992,1.35883457,-0.3053495689999988,0.27755200499999866
ompr__wt_nacl__2,3.31767396252265,0.2831858779999994,0.7361582904999988,1.442945940000001,-0.12464020299999935,0.08413458499999926
ompr__bw_delompr_nacl__1,1.0100309199981767,0.5819860509999994,0.3376980424999978,1.4957330089999994,-0.6917266549999983,0.00949221499999986
ompr__bw_delompr_nacl__2,1.4244193726296857,0.3109488389999999,0.3812324994999994,1.5004306939999994,-0.7287698569999987,-0.1324689250000013
minspan__wt_ade__1,-0.5776653152255006,0.9553744259999996,-0.2312180505000008,-0.025212483000000674,-0.1733531339999983,0.32309054499999945
minspan__wt_glc__2,0.0571869502359282,0.5731445049999992,-0.2809332425000015,0.0025195949999998746,-0.4831967329999989,-0.005051925000001845
minspan__wt_glc__3,0.0444147092164983,0.4905827029999994,-0.29022478250000106,-0.0901832210000002,-0.433251229999998,0.045105534999999364
minspan__wt_glc__4,-0.7158602003545854,0.6365419259999987,-0.20542882750000224,0.18960958500000125,-0.15202462899999958,-0.07972467500000135
minspan__wt_glc_anaero__1,14.06922341158371,0.5712062569999992,0.03892021449999916,0.6593110289999995,0.35208367400000284,-0.1724310150000008
minspan__wt_glc_anaero__2,15.75173502746202,1.2292187819999991,0.060990017499998224,0.412065513,0.34779872300000125,-0.1700636650000007
minspan__wt_trp__1,1.0926030288912287,1.240223179,0.1072953324999979,1.2351973229999995,0.1380048020000011,0.6313251449999981
minspan__bw_delcra_glc__2,3.420263160115888,1.136693300999999,0.0527145324999978,0.3992766769999996,0.03766807100000058,0.5065485749999983
minspan__bw_delcra_trp__1,6.598960755930907,1.5087092139999996,0.10897918549999908,1.2709411499999996,0.009520435000001548,0.9061306849999989
minspan__bw_delmntr__1,2.570829715933924,1.0121574940000002,0.2383428174999977,0.2881003979999992,0.35273223200000103,0.004072414999999553
minspan__bw_delnac_ade__1,0.9525809962655996,1.7110115519999995,0.0018527365000000628,-0.08995399800000038,-0.07681856199999881,0.07351886499999871
minspan__bw_delnac_glc__1,1.5893742095134322,0.6794163439999998,-0.33567946050000064,-0.2403246720000003,-0.06850540499999802,0.1234782249999995
cra_crp__wt_ac__1,-0.4648474555567567,-0.449933628000001,0.19179876049999933,0.5523830779999992,-0.5318485849999988,-0.30622956500000065
cra_crp__wt_ac__2,-0.5428398415017106,-0.7300639840000009,0.15321709349999854,0.5720357709999995,-0.5163338539999982,-0.35281656500000125
cra_crp__wt_fru__1,-0.726508891929527,-0.13179641600000025,0.26576759049999943,0.4756456399999998,-0.440990584999998,-0.2631118050000012
cra_crp__wt_fru__2,-1.035691752810801,-0.4265240830000003,0.3237425104999989,0.3897597269999995,-0.5300145319999992,-0.08839022500000128
cra_crp__delcra_ac__1,-0.1283923224391643,0.04454823999999924,-0.023381640500000245,-0.08594571300000009,0.3903553570000007,0.0891974049999984
cra_crp__delcra_ac__2,0.8426650845654958,0.3628087889999998,-0.1429831305000011,-0.11112896200000044,0.225882395000002,0.021087684999999468
cra_crp__delcra_fru__1,0.8792159780383532,0.2380474339999994,0.1073611114999995,0.24849087199999964,-0.0942770039999994,0.27963663499999925
cra_crp__delcra_fru__2,0.3958866426474292,0.19114756799999988,0.12499276149999973,0.17611197999999995,-0.3127780449999982,0.3256943649999986
cra_crp__delcra_glc__1,0.7826248420939984,0.0035918479999992314,-0.026159681500001145,-0.015097674999999809,-0.4246955209999985,-0.027273645000001068
cra_crp__delcra_glc__2,1.1684931520323063,-0.07267866800000089,-0.10072994250000099,-0.05620819399999988,-0.29497265199999845,-0.1367845850000009
rpoB__wt_031__1,0.5023436587469379,0.2837355749999997,-0.05696854050000155,0.06847328899999994,-0.06287326399999937,-0.01898600500000036
rpoB__wt_044__1,0.5251099673044035,0.14852913799999978,0.2237648204999996,0.4337022179999997,-0.3247311849999983,-0.16863898500000118
rpoB__wt_lb__1,-0.3185407670016288,-0.24054387700000035,-0.028158271500000612,0.6285199449999999,-0.5184392029999989,0.3773911149999982
rpoB__wt_lb__2,-0.4228014499852188,-0.18441849500000096,0.010328368499997964,0.6484686279999998,-0.4110077249999984,0.2931017149999988
rpoB__rpoBE546V_031__1,1.9035631408365008,0.3769193389999996,-0.1267133255000008,0.2410438879999992,-0.6770552569999984,0.3454237649999996
rpoB__rpoBE546V_044__1,0.8310942292883631,-0.1909251670000005,0.023719754499998302,0.18908670699999952,-0.8303129989999984,0.4336448049999984
rpoB__rpoBE546V_lb__1,0.0916427970992058,0.4069097289999997,-0.01329458850000087,0.5654762230000001,0.1536161120000017,0.15481106499999875
rpoB__rpoBE546V_lb__2,0.77444606867662,0.09353381999999844,-0.016251761500001294,0.17134726299999947,-0.17484302899999893,0.1844319049999985
rpoB__rpoBE546V_glc__1,-0.316487664506129,0.5197042209999987,-0.514114525500001,-0.2024848490000002,-0.005019654999998124,-0.2513758650000017
rpoB__rpoBE672K_glc__1,1.6386654997708785,0.6174610139999999,-0.20276037750000064,-0.9488911299999998,-0.4474294299999979,-0.8686284180000001
rpoB__rpoBE672K_glc__2,1.3024381938542762,0.7298292459999978,-0.2285063375000007,-0.5909782099999998,-0.6025728279999987,-0.8417491950000002
rpoB__rpoBE672K_lb__1,1.019470143595033,-0.025700230000000882,-0.6724268015000012,-1.190094315,-0.3840616819999987,-0.7302826730000014
rpoB__rpoBE672K_lb__2,1.9498549498077544,0.2436778819999992,-0.5883223085000004,-0.935080219,-0.5279868769999991,-0.7081113300000013
crp__wt_fru__1,-0.3100205930399796,0.6194610899999997,-0.26149362750000194,-0.4702169620000003,-0.37435514899999933,-0.12088642500000013
crp__wt_glyc__1,0.6583753815884859,0.13711623699999895,-0.4111413085000004,-0.789194808,-0.2801633129999983,-0.23519522500000176
crp__wt_glyc__2,0.1446517044862773,0.30496300799999965,-0.3161550525000019,-0.6803612440000002,-0.2011624449999978,-0.2269791750000003
crp__delar1_glyc__1,1.658807142635209,1.5093482130000009,0.6530569714999999,0.25136748200000003,0.5644143620000017,0.8177116649999991
