,A,NsrR,RpoN,FhlA,ModE,ihfB
ytf__wt_ph8__1,-0.1584527729718161,0.7675328749999997,-0.28805662350000105,-0.5642115410000001,-0.34770857899999896,0.17264195499999954
ytf__wt_ph8__2,-0.3671788829897757,0.3653161459999987,-0.35179708450000113,-0.5407400720000002,-0.4962854629999986,0.20743109499999868
ytf__delybaO__1,1.3535770272941952,1.0319277089999996,0.0868237454999985,0.8983751120000001,-0.04178561199999909,0.785503584999999
ytf__delybaO__2,0.8968661951873338,1.2737837179999998,0.1171547664999988,1.091627829,0.1927134670000017,0.6704792449999992
ytf__delybaQ__1,0.1510054683067838,0.4898036779999994,-0.3664812775000019,-0.25688467100000034,-0.4224019259999992,-0.10467602500000163
ytf__delybaQ__2,0.2131135544501892,0.5922798889999994,-0.4210866755000007,-0.02174489900000065,-0.3417259839999991,-0.13997920500000127
ytf__delybiH__1,-1.1130699912680024,1.4261138889999998,-0.08041245350000104,-0.7968718260000003,-0.35295081399999884,0.18352660499999907
ytf__delybiH__2,0.2887459483577508,1.9360192909999991,0.1485691504999984,-0.2234460300000003,0.058348867000001185,0.5048975449999986
ytf__delydcI_ph5__1,0.6477843478658746,0.3627631580000008,-0.2860461955000009,-0.07442864200000088,-0.2854801289999989,-0.1335313650000014
ytf__delydcI_ph5__2,0.6168897889051881,0.4232585740000001,-0.2915660545000005,0.0020381679999994518,-0.25641669899999897,-0.0947178250000018
ytf__delydcI_ph8__1,-0.3906368003164731,0.7392154869999992,-0.19775634250000174,-0.6967587499999999,-0.47647129799999893,0.2929409749999987
ytf__delydcI_ph8__2,-0.2463835758589406,0.42227530400000013,-0.43030544550000105,-1.0479409510000002,-0.5419492599999991,-0.07397079500000102
ytf__delyddM__1,0.7560318326792289,1.0763063749999997,0.04367951749999932,0.054573762999999616,-0.045628667999999095,0.5608763049999991
ytf__delyddM__2,0.1522068949690013,1.2025057289999994,0.05102436849999848,-0.15110039500000028,0.029298273000001093,0.4931839349999994
ytf__delyheO__1,1.5192268200179546,1.1019748709999997,0.009473350499998643,0.8229417679999997,-0.008602803999998798,0.7981991849999996
ytf__delyheO__2,0.8115097374983498,1.2451348859999989,0.024496082499998902,0.8010121479999999,0.10337607700000097,0.7979975949999982
fps__bw_glc__1,-0.3172110679766684,0.3837428779999996,-0.5196136545000014,-0.6319432420000002,-0.6189149509999979,-0.5939824160000011
fps__bw_glc__2,0.3675041890054126,0.6239512419999995,-0.6788874785000001,-0.9333703590000004,-0.7920561929999987,-0.4638760710000014
fps__fps_thrA_ale1__1,0.8104118189486799,0.9482318449999988,-0.32055944650000257,-0.514937132,-0.6888673199999991,0.2506921749999993
fps__fps_thrA_ale1__2,0.9035781541168068,0.7532472069999994,-0.4281293025000013,-0.6754181160000003,-0.4145245719999986,0.1171958749999984
fps__fps_thrA_ale2__1,0.8822401031839844,0.6558649519999991,-0.4658414105000013,-0.759328333,-0.4732379289999989,-0.05670448500000092
fps__fps_thrA_ale2__2,0.7353935882827362,0.8510546259999989,-0.40762423550000093,-0.4558934170000004,-0.3746129249999983,-0.07788523500000187
fps__fps_serB_ale1__1,0.8101032794146147,0.7704313389999999,-0.3878105415000013,-0.2849005800000004,-0.4872123129999988,-0.0532821650000006
fps__fps_serB_ale1__2,0.4070974824412705,0.7678160779999992,-0.3348743525000017,-0.2408936660000003,-0.3821588109999992,-0.17460455500000016
fps__fps_serB_ale4__1,0.9239992895900032,1.3827214889999997,-0.19072830050000175,0.19968707399999985,-0.3954726579999983,0.3308044149999993
fps__fps_serB_ale4__2,1.0041487245230016,1.227636980999999,0.1012634694999992,0.37585697699999976,-0.2413530449999985,0.34874165499999954
fps__fps_ptsI_ale1__1,0.3689265534550837,0.8525659599999997,-0.8559759545000007,-0.6368853849999998,-0.7612810759999986,0.1815387649999991
fps__fps_ptsI_ale1__2,0.348311050604877,0.4779639669999991,-0.7988730515000011,-0.2891682040000001,-0.6368236149999991,0.07463568499999873
fps__fps_ptsI_ale3__1,0.4111735827847473,0.4569357999999992,-0.8056928055000014,-0.8897487640000001,-0.7307099219999991,-0.04807274500000069
fps__fps_ptsI_ale3__2,0.3853797502286319,0.3619749119999991,-0.8484199965000014,-0.8412349160000003,-0.8108292979999989,-0.08459257500000028
pal__lyx_ale2_f6__1,0.3753479671333636,0.973787119999999,-0.3722573105000011,0.6356548709999998,-0.2884778329999991,0.16817323499999934
pal__lyx_ale2__1,0.90085739426968,0.9541000459999998,-0.5214724065000009,0.1758107639999995,-0.1621920649999984,0.40226726499999893
pal__lyx_ale2__2,1.154174306849865,1.0779461440000002,-0.4881702405000006,0.3402294159999997,-0.3271906509999987,0.31857179499999866
pal__lyx_ale4__1,0.0974895857928538,0.13104989099999909,-1.0848582725000018,-1.1204198930000002,-0.501285005999998,-0.18964956500000166
pal__lyx_ale4__2,-0.2565022319531757,0.5229957129999994,-1.003826912500002,-0.74836547,-0.6080288069999984,-0.25435758500000105
pal__5drib_ale10_f18__1,1.999928047197824,1.020777140999999,0.6129173254999998,0.3570535850000001,-0.15521653399999913,-0.2652826550000018
pal__5drib_ale10_f18__2,2.206476237100087,0.9885125249999992,0.6364002815000003,0.3650114430000002,-0.06207451299999889,-0.279414645000001
pal__5drib_ale10__1,2.971766987244383,0.810592379,0.013956801499999116,0.6403125000000003,0.22017011600000114,-0.027787695000000667
pal__arab_ale14_f9__1,0.8749973986535851,0.9903396949999984,-0.35927174050000144,0.3710280529999999,-0.3919617499999983,0.35386881499999845
pal__arab_ale14_f9__2,1.0968437603429315,0.9810496609999992,-0.23632465250000226,0.3491125049999999,-0.26824074099999873,0.4197409349999983
pal__arab_ale14__1,-0.6432847184857259,0.6588774409999987,-0.6221584905000013,-0.7693325710000001,-0.42070693999999786,-0.07372504500000154
pal__arab_ale14__2,-0.4405152236443084,0.6791661209999997,-0.6037325335000014,-1.1557664840000004,-0.3920401999999985,-0.2081712850000006
pal__arab_ale16__1,2.0497929615607613,0.8344356879999992,-0.34194277950000096,0.3950855979999997,0.2794897580000013,-0.6507081960000018
pal__arab_ale16__2,2.858231049972756,1.1570406309999992,-0.20152948750000196,0.6699905450000001,0.10600578200000133,-0.4782767980000013
pal__tartr_ale26_f10__1,1.4883918679770174,0.7292089579999992,-0.3747926055000006,0.6076918869999997,0.050943315000001384,0.1868565149999988
pal__tartr_ale26_f10__2,1.452430079509751,1.2321619769999996,-0.3527489215000008,0.9323641579999996,0.10246811200000128,0.2504594549999997
pal__tartr_ale26__1,0.5493752415613609,0.3664584799999986,-0.4501007115000011,0.21820554099999967,0.005439753000000991,0.13564000499999904
pal__tartr_ale26__2,0.3684416309088664,0.5161123819999993,-0.30575810850000096,0.007555181999999937,-0.17414277799999933,-0.011190665000000877
pal__tartr_ale28_f10__1,0.0134194105801274,0.5776595299999991,-0.4779141955000013,1.1499875709999996,0.01626646800000131,0.4280308849999983
pal__tartr_ale28_f10__2,-0.0072327858572863,1.0266042659999988,-0.4824835405000014,1.292255958,0.06067283900000131,0.20570409499999973
pal__tartr_ale28__1,0.3235271244101729,0.8247927739999996,-0.5465418105000008,-0.5043469980000004,-0.10176211999999828,-0.16646052500000152
pal__tartr_ale28__2,1.1941650209008303,1.045127481999999,-0.6007871505000013,-0.3813125290000001,-0.35002623399999955,-0.06146080500000117
efeU__delmenFentC_citr__1,0.521275336039936,0.9254686449999988,-0.3912163105000008,-0.2302219410000004,-0.5509177429999985,-0.14562678500000106
efeU__delmenFentC_citr__2,-0.2041542541078721,0.9538688669999996,-0.5284220465000011,-0.6936633190000001,-0.5989314259999983,-0.11630271500000156
efeU__delmenFentC__1,-1.0989842409692994,0.6780740709999993,0.08356590649999872,0.30782696799999965,-0.19168760599999854,0.5495783949999993
efeU__delmenFentC__2,-1.3027759472880134,0.8927429969999991,0.053814073499998116,0.2017903849999998,-0.04108277099999835,0.4305821349999999
efeU__menFentC_ale39__1,2.692596183097984,0.8312531009999997,-0.3340089294999995,-0.4414979530000003,-0.4022766899999981,0.19065538499999946
efeU__menFentC_ale39__2,1.9988952508933595,0.7180260959999991,-0.2956222475000008,-0.09014701400000023,-0.3707036939999995,0.2521241949999986
efeU__menFentC_ale29__1,2.4962545592598597,1.1894491829999998,-0.037837395500000426,-1.54927912,0.253727190000002,0.5006850849999989
efeU__menFentC_ale29__2,3.849274640788965,1.393560714999999,-0.04123273150000095,-1.2762960950000002,0.18322966600000168,0.5216775849999991
efeU__menFentC_ale30__1,3.6608305677217774,0.4322908699999992,-0.7487878285000003,-1.1619251490000004,-0.5780173579999985,-0.1897157650000008
efeU__menFentC_ale30__2,2.575689788605906,0.1022080799999987,-0.7009630315000024,-1.6451634050000004,-0.4488004719999985,-0.22000278500000012
efeU__menFentCubiC_ale36__1,-1.2397600857768938,0.12539018999999918,-0.18203062050000085,-0.2723158880000001,-0.14942153799999858,0.2871915549999997
efeU__menFentCubiC_ale36__2,-1.2787109705773272,0.5444516509999993,-0.21511456450000035,-0.2535324680000004,-0.2625331049999984,0.25688472499999904
efeU__menFentCubiC_ale37__1,-0.9310010778045558,0.9490910389999998,-0.07373560450000127,-0.7297917580000002,0.0025088780000013244,0.3463923049999984
efeU__menFentCubiC_ale37__2,-0.5675335570949699,0.6864461859999995,-0.043030666500001764,-0.5303490370000001,-0.04458066699999908,0.4903697649999987
efeU__menFentCubiC_ale38__1,2.368036805543692,0.694884684999999,-0.07680217150000067,-1.107868684,-0.09451562199999852,-0.3222252850000018
efeU__menFentCubiC_ale38__2,2.9772753119285498,0.5159291779999995,-0.23556970550000145,-0.9876585170000004,-0.1889002049999986,-0.26249254500000063
misc2__salc_glc__1,0.8090626458547735,1.0223177339999996,0.1359028114999994,1.2660369210000004,-0.05076124599999865,-0.24330995500000085
misc2__salc_glc__2,0.972823485972297,1.065135005999999,0.4439292154999989,1.3362114619999996,-0.167986932999999,-0.07304562500000067
misc2__dbcn_glc__1,-1.2380477953495297,0.4585679729999992,-0.6235655355000009,-1.818352689,-0.7923662029999994,-1.2718927590000018
misc2__dbcn_glc__2,-1.0588525706460756,0.4724119919999996,-0.4320346105000006,-1.370355769,-0.8969475119999988,-0.6345241590000015
misc2__tyr_glc__1,0.4925879594442375,0.5318479829999996,-0.2007496575000012,-0.8243443300000002,-0.4611236359999982,0.2544356249999993
misc2__tyr_glc__2,0.6861887375121509,0.5009706319999996,-0.10417547050000132,-0.7190501520000003,-0.2698142869999991,0.4108888149999999
misc2__arg_cytd__1,1.8071262739511595,0.2682039929999993,-0.621898400500001,-0.9632700180000002,-0.2719027509999972,-0.4898077300000008
misc2__arg_cytd__2,1.674946342287464,0.18469075699999934,-0.5839646795000011,-1.0470048920000004,-0.2405946809999984,-0.5114058730000011
misc2__delyheO_pyr__1,0.8354502100403617,0.1895649439999998,-0.4530000325000012,-0.4178957360000002,-0.38957984799999856,0.11592525499999873
misc2__delyheO_pyr__2,0.4059623483227204,0.3783584939999996,-0.5385766335000008,-0.7490836590000001,-0.5943655539999986,0.0593419949999987
misc2__dellon_glc__1,-2.1136804441814045,2.225838241999999,-0.04236340650000159,-1.0565101520000004,-0.04210630299999885,0.25172330499999873
misc2__dellon_glc__2,-0.9480976568056424,3.500315446,-0.6271038335000014,-0.9829553670000002,-0.3263260039999993,0.6127397649999988
nquinone__delubiC__1,-0.0207827837610059,0.7096505439999996,-0.3668799975000017,-0.9630661060000004,-0.36797682899999895,-0.3165028550000013
nquinone__delubiC__2,-0.2058153593500781,0.6113584569999997,-0.31556793350000056,-1.012400104,-0.14368520199999854,-0.02727430500000061
nquinone__ubiC_ale1__1,0.8126773915614219,0.607924410999999,-0.10093417950000116,-0.01855363600000004,-0.009784790999998629,0.21852216499999955
nquinone__ubiC_ale1__2,0.2932977492300155,0.7817316529999996,-0.2546691535000001,0.0022685620000002515,-0.032976363999999585,0.08954444499999957
nquinone__ubiC_ale2__1,1.1719994832041905,1.0920068869999993,-0.40340550750000137,0.18930521500000008,-0.18814855799999908,0.2511572449999981
nquinone__ubiC_ale2__2,1.042236416387708,0.8122065180000009,-0.3678198875000014,0.04176110399999988,-0.2561608779999993,0.2315929149999985
nquinone__ubiC_ale3__1,0.1485523437578148,0.8032937649999985,-0.8875475355000013,-1.5754416709999999,-0.7486069009999987,-0.3982712850000016
nquinone__ubiC_ale3__2,-0.039088331126506,0.5358112729999993,-0.7537812915000011,-1.5998075719999998,-0.30472143699999865,-0.3618970550000018
nquinone__ubiC_ale4__1,0.6444951951205219,0.6249553459999992,-0.3293262404999995,-0.2345152730000004,-0.02434361799999873,0.2344778549999997
nquinone__ubiC_ale4__2,1.2339141369593998,0.9237847819999994,-0.15806085850000073,0.08624987299999988,0.07919953700000093,0.15228342499999847
nquinone__delpdhR__1,0.9903451926024176,0.2828084399999993,-0.6353274335000014,-1.2527758800000002,-0.5913293019999983,-0.06809953500000178
nquinone__delpdhR__2,0.9843543740790496,0.6269040289999994,-0.7252746255000009,-1.2770564000000002,-0.7295170519999985,-0.036035855000001504
quinone__glu_ale4__1,2.274112885264465,0.7563268029999994,-0.597905356500001,-0.9186164260000004,-0.2977951749999983,-0.18176504500000054
quinone__glu_ale4__2,3.172854593658126,1.057514570999999,-0.36403217250000175,-0.052657017000000465,-0.3244980939999991,0.2692058249999985
quinone__delmenF__1,-0.4873812899501001,0.4006887169999995,-0.19251025850000048,-0.16750239400000044,-0.30800842199999856,0.14804228499999894
quinone__delmenF__2,0.1883615464552734,0.7107427549999992,-0.42126134050000097,-0.37452273000000025,-0.4215947009999983,-0.2509082750000005
quinone__menF_ale5__1,0.5916367671070336,1.249882411999999,0.09052756549999864,-0.4897955240000002,0.2532438850000016,0.4851317649999984
quinone__menF_ale5__2,1.5720179353959616,1.2979410289999995,-0.02834352250000194,-0.5487451410000004,0.09713865800000132,0.2662817649999987
quinone__menF_ale6__1,3.268376732972412,1.1660236879999992,-0.08863334950000024,-0.09120607100000022,0.1758095560000017,0.3820239249999986
quinone__menF_ale6__2,2.3301417241644216,1.0982733639999998,0.030614707499998062,-0.12106273000000024,0.26056044700000136,0.4210743349999984
quinone__menF_ale7__1,4.030116274448873,0.9036241159999988,-0.005972197500001997,0.8014400859999995,0.07973253600000163,0.6367400649999997
quinone__menF_ale7__2,4.242189278218723,1.0796807330000011,0.07429400549999876,0.5904757680000001,0.08223605500000186,0.6910517749999983
quinone__menF_ale8__1,2.6202919236624598,1.4447846180000008,-0.15550237950000145,1.1008852669999998,0.14485848200000095,0.695164694999999
quinone__menF_ale8__2,2.6763418950515283,1.1949712749999986,0.07827911449999903,0.17520384399999944,0.14787737100000165,0.9719048149999984
quinone__delmenFubiC__1,-0.4403466978178725,0.4288304099999989,-0.21550509150000074,-0.2986089080000003,-0.3823787779999988,0.04541585499999812
quinone__delmenFubiC__2,-0.3369195224688887,0.2556268149999985,-0.20429675849999995,-0.2644744080000003,-0.28302691199999863,0.1522571149999994
quinone__menFubiC_ale1__1,4.63582862988801,0.6318579549999992,-0.14987097550000072,1.3150102469999991,0.054599474000001536,0.5501011249999994
quinone__menFubiC_ale1__2,4.182929175975956,0.5813307529999996,-0.13929405850000087,1.4220657169999995,-0.044668065999997175,0.5323446749999992
quinone__menFubiC_ale2__1,3.8935280035475626,0.7085571569999995,0.011536433499998113,1.4833186289999991,-0.0394954659999982,0.6266830349999992
quinone__menFubiC_ale2__2,4.739467029650357,0.5716413169999992,0.039857293499999,1.4809338610000005,-0.11313102999999812,0.5967368449999988
quinone__menFubiC_ale3__1,1.5072781148947691,0.1148737329999996,-0.5764822375000014,-0.5603962400000002,-0.615800179999999,-0.15358316500000058
quinone__menFubiC_ale3__2,1.6636209678963991,0.14485184399999973,-0.4922614065000008,-0.7117617329999999,-0.4675706549999985,-0.03658966500000105
quinone__menFubiC_ale4__1,1.922163085817094,1.298927374999999,-0.3211718735000009,-0.9163011930000002,0.1849478160000011,0.7750295049999991
quinone__menFubiC_ale4__2,2.5517944756052646,1.4601218639999995,-0.28231552849999986,-0.8236762620000002,0.3267536090000016,0.8413603549999991
oxyR__wt_glc__1,1.0039802723902445,1.0698169329999994,-0.6475323565000011,-1.2658230990000003,-0.5545355319999983,-0.4855698300000011
oxyR__wt_glc__2,0.5782965607920194,1.1093583999999987,-0.5660511595000006,-1.1020079870000004,-0.5354291559999984,-0.46299467600000105
oxyR__wt_h2o2__1,1.428426053923896,0.9672555999999988,-0.6317375725000014,-1.1556753090000005,-0.7095126809999988,-0.5230424000000014
oxyR__wt_h2o2__2,1.509735073004522,1.3387963869999997,-0.2562616105000011,-0.4861160930000002,-0.3803315479999991,0.050135134999999664
oxyR__glu_ale4__1,2.6511649540062048,1.6650979109999993,-0.2800959135000003,0.3421254339999997,-0.3764657559999982,0.5308955750000006
oxyR__glu_ale4__2,2.880842325885693,1.5328887979999992,-0.2097963835000005,0.07497923099999948,-0.4389927419999991,0.2399631049999993
oxyR__glu_ale4_h2o2__1,5.078144022845555,1.650103800999999,-0.11132726950000027,0.4034778389999998,-0.456625977999999,0.32139321499999873
oxyR__glu_ale4_h2o2__2,10.02139285787132,1.5857830059999998,-0.11688141449999988,0.2717882249999999,-0.2047902439999989,0.1753315449999988
oxyR__oxyR_ale17__1,1.802301489850647,1.389217606999999,-0.3211070615000011,-1.531526608,-0.3778177999999981,-0.012998075000000496
oxyR__oxyR_ale17__2,2.582457434559315,0.8921685490000001,-0.4334807255000008,-1.6044350500000002,-0.3653987049999978,-0.17918820500000088
oxyR__oxyR_ale17_h2o2__1,1.830055553827756,1.4971279079999995,-0.3285468585000002,-1.388870873,-0.22108810699999906,0.11520936499999836
oxyR__oxyR_ale17_h2o2__2,1.3215817010865811,1.2504635219999995,-0.4067040685000008,-1.65441194,-0.3976625599999979,-0.10849309500000183
oxyR__oxyR_ale18__1,2.13133088715644,0.6331102079999997,-0.7690475815000024,-1.8516667140000005,-0.7221438679999991,-0.7126828950000004
oxyR__oxyR_ale18__2,1.149250544775049,0.9837090519999993,-0.7896709075000024,-1.931891905,-0.5230342269999984,-0.4551578200000002
oxyR__oxyR_ale18_h2o2__1,2.7828689408257405,1.269005631999999,-0.5079082875000012,-1.506374274,-0.2505906509999987,-0.19995716500000071
oxyR__oxyR_ale18_h2o2__2,2.7754513373124468,1.095039450999999,-0.5136062095000007,-1.6524221490000004,-0.2158162959999972,-0.057134725000000934
oxyR__oxyR_ale19__1,1.8220601705436763,1.0374603219999994,-1.0488298425000018,-2.66501451,-0.8406815399999985,-0.6934130190000012
oxyR__oxyR_ale19__2,1.666663922445497,1.1890939929999993,-0.7677674225000013,-1.695559035,-0.4860831199999982,-0.6157795100000012
oxyR__oxyR_ale19_h2o2__1,1.2023866200734568,0.9516501959999992,-1.0040422965000024,-2.306046504,-0.6858033919999986,-0.8395102720000018
oxyR__oxyR_ale19_h2o2__2,1.1321304131337708,0.9330988389999996,-0.9743311685000008,-2.245362002,-0.6508577609999984,-0.7059307200000013
oxyR__oxyR_ale20__1,2.073359825647411,1.0033720409999978,-0.7348181785000003,-1.9108471600000003,-0.20426765499999802,-0.6174351720000004
oxyR__oxyR_ale20__2,2.37277780295001,0.9364004769999994,-0.7374540895000008,-2.280330343,-0.18874736499999845,-0.7454431260000014
oxyR__oxyR_ale20_h2o2__1,1.572385425309595,1.115316646999999,-0.5476945355000007,-2.263840129,-0.15878212499999833,-0.5537788040000002
oxyR__oxyR_ale20_h2o2__2,1.6650307598178316,1.188677149,-0.5966921155000007,-2.1307704120000004,-0.14046143699999902,-0.3934294450000007
svns_pgi__BmePgi24_15__1,-0.6112875627228287,1.375701735999999,-0.5030088485000004,-0.64537186,-0.6065606719999987,-0.24206837500000056
svns_pgi__BmePgi24_15__2,-0.8373143504256952,1.328777560999999,-0.4705063905000007,-0.4137979449999993,-0.6755168859999987,-0.145811075000001
svns_pgi__BmePgi24_26__1,-0.185075258112177,1.3715734509999995,-0.6809120685000014,-1.255439817,-1.0367998309999988,-0.22252184500000105
svns_pgi__BmePgi24_26__2,0.2866444124639583,1.4477145589999996,-0.7789388944999995,-1.10767002,-0.8942346529999989,-0.29012591500000084
svns_pgi__BmePgi24_41__1,0.7714333961191033,2.020700837999999,-0.5732511435000003,-0.29808376400000025,-0.2794616429999985,0.8187271749999994
svns_pgi__BmePgi24_41__2,0.5984461942203548,1.461726915999999,-0.7276872855000011,-0.8363728210000003,-0.9145852949999984,-0.4369876700000006
svns_pgi__BmePgi24_52__1,-0.1353958720400815,1.410342856999999,-0.5727720955000013,-0.7001896530000002,-0.6443319339999984,-0.2328075750000007
svns_pgi__BmePgi24_52__2,0.0881967646967678,1.2736366909999992,-0.6420311575000017,-1.0036914980000002,-0.7305830129999986,-0.44035611500000016
svns_pgi__PaePgi2_34__1,0.6619365873085675,1.6699106219999995,-0.25399794850000035,-0.3765767190000005,0.0232917590000028,0.4863356349999997
svns_pgi__PaePgi2_34__2,0.5523229237573289,1.7210100759999991,-0.2463934045000009,-0.4608749680000002,-0.12322966999999795,0.4692240849999987
svns_pgi__PaePgi2_63__1,0.7686455063228841,2.143185695999998,-0.27737804150000045,-0.5411704490000004,-0.38133045499999785,0.3104227549999994
svns_pgi__PaePgi2_63__2,0.7167527203126517,2.0439353349999987,-0.2895602155000017,-0.3849202880000005,-0.2434331799999985,0.4064369049999996
svns_pgi__PaePgi24_54__1,1.5031005518322875,1.279695624999999,-0.15440206550000113,-0.9595982760000004,-0.15823378899999962,0.1076003649999997
svns_pgi__PaePgi24_54__2,1.1146276816656984,1.4895405299999984,-0.12856305150000047,-0.9613800840000004,-0.2997750029999988,0.14424013499999866
svns_pgi__PaePgi24_90__1,1.4523383452183194,1.508249824,-0.3563040015000025,-0.5536832540000001,-0.3972900759999982,0.21443858499999813
svns_pgi__PaePgi24_90__2,1.7212202319649936,1.4267052569999992,-0.29402680750000165,-0.5207946540000004,-0.41745366999999867,0.2561814749999982
abx_media__m9_ctrl__1,4.132903709345764,3.0573247399999985,-0.19254825350000004,0.14120211699999974,-0.759920554999999,-0.7748466310000008
abx_media__m9_ctrl__2,3.0414309312770573,2.079257369,-0.0069729905000013295,0.06624787899999962,-0.5358663079999983,-0.6426665800000002
abx_media__rpmi_ctrl__1,2.4127022184676266,2.5789269179999987,-1.4277807655000014,-2.1523018940000003,-1.204076806999999,-1.9395773050000005
abx_media__rpmi_ctrl__2,2.7869451639903238,2.256750844,-0.7138445255000008,-1.162488013,-1.2297455289999988,-2.2417902950000013
abx_media__camhb_ctrl__1,3.234333576350829,3.28376151,-1.6206768645000011,-2.0363333540000004,-1.2251160259999985,-1.209246395000001
abx_media__camhb_ctrl__2,2.979947927146892,3.2046312699999984,-1.5540019985000004,-1.7749610690000002,-1.1839912639999983,-1.4088831260000008
abx_media__m9_mero__1,3.916721987345984,2.691435619,-0.604201626500001,-1.477706861,-0.6587846969999989,-0.6924105510000018
abx_media__m9_mero__2,2.927946200917576,2.828403497,-0.32353194750000114,-0.214420826,-0.6978280579999989,-0.7606332670000011
abx_media__rpmi_mero__1,2.612443784240523,2.7643384069999986,-1.178776815500001,-1.9239886900000005,-1.5310541199999983,-2.122024952000002
abx_media__rpmi_mero__2,2.943027401761717,2.059896681999998,-1.2187590125000014,-1.6881703110000004,-1.285212229999999,-1.9855761210000007
abx_media__camhb_mero__1,2.937159050150311,2.4005642399999987,-1.8631709255000013,-2.447664594,-1.696641077999999,-1.8093093730000012
abx_media__camhb_mero__2,2.745849943145781,2.678641752999999,-1.6599600125000018,-2.2461890130000004,-1.655076120999999,-1.769452582000001
abx_media__m9_trisulf__1,2.155797771883654,3.0781306819999994,0.2735606664999999,-0.4233637510000001,-0.4308295899999983,-0.6541391340000011
abx_media__m9_trisulf__2,4.058044198873185,2.4538335479999995,0.25725040150000034,-0.3660454040000003,-0.3255814799999985,-0.6735024630000002
abx_media__rpmi_trisulf__1,3.732701689252875,3.240827583,-0.5835285005000008,-1.826927383,-0.6267509979999986,-1.4955450310000007
abx_media__rpmi_trisulf__2,4.113680141260158,3.2399052869999987,-0.5953394565000014,-1.544583196,-0.5568623139999982,-1.372559379
abx_media__camhb_trisulf__1,2.0081418338972528,3.7764482659999983,-0.5203182055000006,-1.444099714,-0.7910804329999985,-1.6427038780000007
abx_media__camhb_trisulf__2,2.1596852351322764,3.537329627,-0.5073662345000011,-1.492216286,-0.891346766999999,-1.6088839750000012
abx_media__m9_cef__1,4.429425097679096,2.3357252059999998,0.08526335449999856,0.1645992569999999,-0.7232688799999991,-0.7174840370000002
abx_media__m9_cef__2,5.832544179828075,1.7999493739999997,0.14571378449999986,-0.016030902999999874,-0.6281075449999989,-0.7950130220000009
abx_media__rpmi_cef__1,2.631911112098568,4.775369351999999,-0.2890664925000017,-1.6828226760000002,-1.2708886569999986,-2.3858350260000005
abx_media__rpmi_cef__2,3.1008206879837745,4.6418658719999994,-0.1824112925000012,-1.6889856760000002,-1.1009626459999984,-2.3775118020000012
abx_media__camhb_cef__1,1.8699236502775605,3.134836878,-0.5600824835000004,-1.44926524,-1.2405380349999984,-1.4990258550000009
abx_media__camhb_cef__2,1.7169732686249584,3.309202114,-0.6767745725000012,-1.590031954,-1.0462157229999989,-1.4296273730000006
abx_media__m9_cipro__1,3.1475334311239767,3.0449542480000003,0.4342818614999988,0.3300950980000001,-0.7520748539999982,-0.7975387430000005
abx_media__m9_cipro__2,3.176324051391882,3.2087628640000005,0.4325959224999991,0.22228599399999996,-0.6947156449999987,-0.7153731150000002
abx_media__rpmi_cipro__1,2.9685813798815963,4.499397371999999,-0.533112290500001,-1.42946815,-1.3189403859999986,-1.9697559320000015
abx_media__rpmi_cipro__2,2.605445110232952,4.514474781999999,-0.672308536500001,-1.9179392820000003,-1.144270581999999,-1.8929784500000009
abx_media__camhb_cipro__1,2.0127060424996657,2.8858509089999997,-0.8066460445000008,-1.4501818390000003,-0.9922550559999984,-1.2859188550000002
abx_media__camhb_cipro__2,1.933566799215117,3.318283563,-0.7385115715000009,-1.5611738990000004,-0.981148715999998,-1.3209167520000005
hot_tale__42c_ale3_30c__1,-0.1243331338017883,0.6525715289999994,-0.4863226565000014,-1.7045013709999999,-0.282673544999998,-0.31172612500000163
hot_tale__42c_ale3_30c__2,-0.0199388772648119,0.4491581179999997,-0.5547234925000017,-1.500921468,-0.4165242619999985,-0.3136982150000005
hot_tale__42c_ale3_37c__1,0.7735032038207497,0.6134343379999994,-0.4694425855000013,-1.4044334120000004,-0.181983301999999,-0.3565505050000013
hot_tale__42c_ale3_37c__2,0.6246022677577092,0.2719719789999999,-0.4479674445000006,-1.697526619,-0.4571756839999983,-0.28684450500000125
hot_tale__42c_ale3_44c__1,2.043524216691284,0.6733031509999989,-0.02952997950000125,-0.05232460700000008,-0.6217751269999985,0.8838351349999982
hot_tale__42c_ale3_44c__2,1.911425396225313,0.8815117879999992,0.006311418499999277,-0.04821635999999874,-0.6964478479999991,0.9156934849999984
hot_tale__hot_ale3_mid_30c__1,0.9012313120052434,0.5203864209999978,-0.08664356550000107,-0.998990048,-0.1825755229999988,0.005993264999998971
hot_tale__hot_ale3_mid_30c__2,-0.2284664798614357,0.6603471179999998,-0.1008850945000006,-1.6102109330000005,-0.09928042499999812,-0.007385775000001259
hot_tale__hot_ale3_mid_37c__1,-0.1249655809495238,0.5441918999999986,-0.5291750435000004,-1.413258609,0.2308218640000028,-0.5016858060000011
hot_tale__hot_ale3_mid_37c__2,0.0063518009990278,0.26383498499999897,-0.8200618455000006,-1.4820819210000002,-0.4185711179999991,-0.5289926170000019
hot_tale__hot_ale3_mid_44c__1,1.040892866020036,1.8303364979999996,-0.5761194285000002,-0.02745419800000004,-0.08128351999999861,0.11469567499999833
hot_tale__hot_ale3_mid_44c__2,2.841721945745371,1.2813195789999998,-0.4985162905000014,-0.2653570470000002,-0.6309717039999985,0.2311697149999983
