,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-0.09035431189999994,2.1085463131826856,3.0,0.0,-0.1954854454,1.0,-2.1443684703,2.0,2.06879098,,,,,,,,,,
1,LB__LBtran,4.684954760633333,0.988319223225777,3.0,3.0,5.4836426712,4.0,3.579673058,5.0,4.9915485527,,,,,,,,,,
2,LB__LBstat,8.453315236,3.556261025570968,3.0,6.0,4.5993915392,7.0,9.1524959205,8.0,11.6080582483,,,,,,,,,,
3,LB__LBGexp,1.9527846572666665,0.41927532090723163,3.0,9.0,1.5637633095,10.0,2.3968721489,11.0,1.8977185134,,,,,,,,,,
4,LB__LBGtran,7.82431133355,3.5459650120205954,2.0,12.0,10.3316872394,13.0,5.3169354277,,,,,,,,,,,,
5,LB__LBGstat,13.507589563466667,1.8784826726269976,3.0,14.0,11.3408952515,15.0,14.5027665985,16.0,14.6791068404,,,,,,,,,,
6,Life Cycle__S0,2.2785075260666665,2.0062745225885217,3.0,17.0,0.288932532,18.0,2.2455153934,19.0,4.3010746528,,,,,,,,,,
7,Life Cycle__S1,-3.798810508833333,1.7406640797909163,3.0,20.0,-3.4119113195,21.0,-2.2841490996,22.0,-5.7003711074,,,,,,,,,,
8,Life Cycle__S2,3.652403450433333,2.4643897435208837,3.0,23.0,6.3469528545,24.0,1.5128097219,25.0,3.0974477749,,,,,,,,,,
9,Life Cycle__S3,17.7488428669,1.6861495531117727,2.0,26.0,16.5565550838,27.0,18.94113065,,,,,,,,,,,,
10,Life Cycle__S4,68.54161708913334,3.173280318580643,3.0,28.0,64.9938135134,29.0,71.1089451945,30.0,69.5220925595,,,,,,,,,,
11,Life Cycle__S5,87.02493164466667,0.43549212481386895,3.0,31.0,86.6009288897,32.0,87.0027970817,33.0,87.4710689626,,,,,,,,,,
12,Life Cycle__S6,85.20044490308749,3.8739090539195247,8.0,34.0,87.1698069813,35.0,92.3794770664,36.0,84.1801848279,37.0,84.2330665458,38.0,87.042287661,39.0,78.9825058638,40.0,82.8796100993,41.0,84.7366201792
13,Life Cycle__S7,75.60879233866667,2.1403007068571434,3.0,42.0,76.8048722164,43.0,76.883699759,44.0,73.1378050406,,,,,,,,,,
14,Life Cycle__S8,77.2000305299,6.201168299987193,2.0,45.0,72.8151423737,46.0,81.5849186861,,,,,,,,,,,,
15,Life Cycle__G135,15.0270426176,8.96065404586809,2.0,47.0,8.6909033779,48.0,21.3631818573,,,,,,,,,,,,
16,Life Cycle__G150,5.9718159086333324,3.2936837343892478,3.0,49.0,8.2952023886,50.0,2.2024879184,51.0,7.4177574189,,,,,,,,,,
17,Life Cycle__G180,7.943884720499999,3.4502519943979504,3.0,52.0,8.7222204439,53.0,4.1709491435,54.0,10.9384845741,,,,,,,,,,
18,Stress Time Course__C30,18.5616963506,1.2727911378388606,2.0,55.0,19.4616955952,56.0,17.661697106,,,,,,,,,,,,
19,Stress Time Course__C90,5.3433243207,6.248765408932358,2.0,57.0,9.7618687154,58.0,0.924779926,,,,,,,,,,,,
20,Biofilm__BI,11.585770075300001,0.278482883970604,2.0,59.0,11.3888529396,60.0,11.782687211,,,,,,,,,,,,
21,Biofilm__BC,18.41255127645,3.021744405673469,4.0,61.0,17.038952303,62.0,17.904610322,63.0,22.7795395169,64.0,15.9271029639,,,,,,,,
22,Biofilm__Sw,6.4588092906,2.8369279845313464,2.0,65.0,8.4648203062,66.0,4.452798275,,,,,,,,,,,,
23,Life Cycle__BT,51.47387614475,1.4368682170535643,2.0,67.0,50.4578568848,68.0,52.4898954047,,,,,,,,,,,,
24,Life Cycle__B36,29.35410314635,1.787611553560432,2.0,69.0,28.0900708947,70.0,30.618135398,,,,,,,,,,,,
25,Life Cycle__B60,21.164576448250003,2.363716942503842,2.0,71.0,22.8359767271,72.0,19.4931761694,,,,,,,,,,,,
26,M9__M9exp,4.625929269271486e-17,1.588503090555372,3.0,73.0,-1.6873507126,74.0,1.4665539546000002,75.0,0.220796758,,,,,,,,,,
27,M9__M9tran,2.569545381333333,2.24810502945893,3.0,76.0,3.6605189802,77.0,4.0639871783,78.0,-0.0158700145,,,,,,,,,,
28,M9__M9stat,23.2574084587,2.330180183007241,3.0,79.0,25.9069421539,80.0,22.3384963681,81.0,21.5267868541,,,,,,,,,,
29,Supplement__M+G,6.0678813476,6.448188283473836,3.0,82.0,13.5021886496,83.0,1.9937426217,84.0,2.7077127715,,,,,,,,,,
30,Supplement__Glu,-0.057396862566666686,1.0495431989458257,3.0,85.0,0.9045895824,86.0,0.0999495473,87.0,-1.1767297174,,,,,,,,,,
31,Supplement__Fru,1.4892829451,2.120104346870896,3.0,88.0,-0.15439383040000002,89.0,0.7399474294,90.0,3.8822952363,,,,,,,,,,
32,Supplement__Mal,4.333025005200001,2.1445220429694256,3.0,91.0,4.7147470106,92.0,6.2610531043,93.0,2.0232749007,,,,,,,,,,
33,Supplement__G+S,39.26123571615,2.462583153605213,2.0,94.0,37.519926469,95.0,41.0025449633,,,,,,,,,,,,
34,Supplement__Pyr,39.7340309675,2.5968462906265337,3.0,96.0,36.790835665,97.0,41.7024301039,98.0,40.7088271336,,,,,,,,,,
35,Supplement__Gly,15.853427505433336,6.5032544841183135,3.0,99.0,15.3244498933,100.0,9.6308171216,101.0,22.6050155014,,,,,,,,,,
36,Supplement__Glucon,18.307026118566665,2.5027055066867927,3.0,102.0,19.8127960677,103.0,15.4180167332,104.0,19.6902655548,,,,,,,,,,
37,Stressors__aero,5.154943638633334,1.4153022643536253,3.0,105.0,5.0219144571,106.0,6.6320637473,107.0,3.8108527115,,,,,,,,,,
