,Value,list
TF,SigG,
reg_genes,181,"['sspL' 'ymfJ' 'spoIIAB' 'S888' 'pbpF' 'ykvU' 'S1316' 'spoIVB' 'lysA'
 'ypzF' 'fin' 'sspA' 'yqjB' 'S297' 'stoA' 'S30' 'yfkT' 'S749' 'S1284'
 'spoIIAA' 'S34' 'tlp' 'yndF' 'aag' 'sspN' 'pbpG' 'bofC' 'S276' 'ctpB'
 'S1199' 'S565' 'yfhF' 'csbX' 'sspE' 'csfG' 'chaA' 'yrdR' 'spoIIP' 'ydfS'
 'lnrL' 'yisY' 'gpr' 'spoVT' 'yfhE' 'yndE' 'S563' 'dacF' 'ccpB' 'gerKB'
 'yrzQ' 'yrzO' 'S393' 'S1280' 'azoR2' 'htrC' 'exoA' 'sigE' 'lnrM' 'S60'
 'yxzF' 'sigG' 'cdaS' 'cotQ' 'S327' 'yrzR' 'lnrN' 'ytzL' 'sigF' 'yitU'
 'mutY' 'phoA' 'rsfA' 'S1050' 'yqjC' 'S889' 'spoIIGA' 'S35' 'S298' 'S564'
 'fabL' 'yfhD' 'cwlD' 'S318' 'S546' 'S832' 'yndD']"
comp_genes,153,"['S139' 'hmp' 'yezF' 'S1042' 'S656' 'nrnB' 'S1078' 'yuzL' 'ycgI' 'yycE'
 'S233' 'ycgH' 'S29' 'S1241' 'yrrI' 'S325' 'S420' 'ydzR' 'ywjE' 'yflN'
 'bpsA' 'S849' 'yjzC' 'yetO' 'ythA' 'S289' 'S1147' 'yozT' 'ytzH' 'ythB'
 'yfhS' 'S109' 'S144' 'S678' 'yqgE' 'yhdC' 'S700' 'S466' 'ykjA' 'ymfD'
 'yugF' 'ywsA' 'yngL' 'ywjD' 'S1265' 'yqgO' 'yrbG' 'S193' 'cotY' 'yhbJ'
 'lytH' 'S1260' 'S275' 'yozF' 'yhcA' 'yndM' 'S334' 'yurZ']"
both_genes,95,"['ydfR' 'yveA' 'yitG' 'adhB' 'gerD' 'yraD' 'sspM' 'spoVAA' 'ykoT' 'ylzJ'
 'tepA' 'yfkR' 'spoVAC' 'pdaA' 'S650' 'yoaR' 'ybaK' 'sleB' 'yfkD' 'ytzC'
 'yraG' 'sspJ' 'glcU' 'gerKD' 'sspD' 'yteA' 'S478' 'splA' 'yusN' 'yhcV'
 'yhcM' 'ybxH' 'yhcN' 'yutC' 'S865' 'yizC' 'S701' 'S194' 'yuzM' 'ligD'
 'gerBA' 'ypzI' 'sspF' 'ypeB' 'gerKA' 'sspP' 'S483' 'yckD' 'spoVAF' 'yhdB'
 'yraE' 'yxeD' 'spoVAEB' 'yitF' 'gerAB' 'yqfX' 'yoyE' 'ykzE' 'gerAC'
 'yfkQ' 'spoVAD' 'gerBC' 'S397' 'gerAA' 'ykzD' 'csgA' 'sspB' 'sspC' 'S693'
 'sspK' 'spoVAB' 'yhcQ' 'yfkS' 'ykoV' 'ykoS' 'splB' 'gerKC' 'yvdQ' 'ylyA'
 'yraF' 'S692' 'sspO' 'sspH' 'yozQ' 'yrrD' 'yuzA' 'sspI' 'S342' 'gdh'
 'gerBB' 'ypzA' 'ylaJ' 'ypzG' 'ykzP' 'spoVAEA']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,101,
comp_ops,87,
both_ops,58,
