,-0.045857643541666666,-0.03880262145833333,-0.031747599375,-0.024692577291666663,-0.01763755520833333,-0.010582533124999995,-0.0035275110416666602,0.003527511041666674,0.010582533125000008,0.017637555208333343,0.024692577291666677,0.03174759937500001,0.038802621458333346,0.04585764354166668,0.052912665625000015,0.05996768770833335,0.06702270979166669,0.07407773187500002,0.08113275395833336,0.0881877760416667
thresh,-0.0423301325,0.0423301325,2,,,,,,,,,,,,,,,,,
unreg,3,1,5,25,202,1014,2385,1441,356,115,43,30,19,15,11,16,7,3,3,0
SigG,0,0,0,0,4,4,15,15,10,7,13,8,10,17,18,17,13,19,10,1
unreg_genes,['S420' 'cotY' 'S144'],[],[],[],[],[],[],[],[],[],[],[],[],"['yozT' 'yycE' 'hmp' 'S325' 'S1078' 'S289' 'S334' 'yugF' 'yqgO' 'S1042'
 'bpsA' 'ycgI' 'yhbJ' 'yhcA' 'ythB']","['yetO' 'S275' 'ywsA' 'yrrI' 'S700' 'yozF' 'yhdC' 'ythA' 'ykjA' 'S139'
 'ywjE']","['nrnB' 'yngL' 'S193' 'ywjD' 'yflN' 'yrbG' 'yjzC' 'S1147' 'ytzH' 'yqgE'
 'ydzR' 'S1260' 'ymfD' 'S1241' 'yurZ' 'S656']",['S29' 'S1265' 'S678' 'S849' 'S109' 'ycgH' 'S466'],['yuzL' 'yezF' 'S233'],['lytH' 'yndM' 'yfhS'],[]
SigG_genes,[],[],[],[],['S298' 'S327' 'csfG' 'ykvU'],['S1199' 'mutY' 'exoA' 'S563'],"['yxzF' 'fabL' 'spoIIGA' 'S564' 'aag' 'ccpB' 'rsfA' 'S297' 'lnrN' 'fin'
 'csbX' 'sigE' 'S1050' 'yitU' 'S546']","['yrdR' 'stoA' 'yrzO' 'lnrM' 'S34' 'yfhF' 'lnrL' 'sigF' 'sspE' 'bofC'
 'lysA' 'pbpG' 'cwlD' 'spoIIAB' 'S1316']","['spoIIAA' 'S888' 'yisY' 'S276' 'S393' 'cotQ' 'S1280' 'spoIIP' 'dacF'
 'htrC']",['chaA' 'yfhE' 'S565' 'ypzF' 'pbpF' 'S889' 'S1284'],"['spoVT' 'S749' 'gpr' 'sspN' 'yndF' 'ymfJ' 'yrzR' 'yrzQ' 'azoR2' 'S832'
 'S35' 'cdaS' 'S60']",['yqjB' 'tlp' 'yndE' 'yfhD' 'yqjC' 'sigG' 'yndD' 'sspL'],['sspA' 'S318' 'S30' 'yfkT' 'ytzL' 'spoIVB' 'phoA' 'gerKB' 'ctpB' 'ydfS'],"['yfkS' 'gerAC' 'gerAB' 'sspF' 'gerBB' 'yfkR' 'gerKC' 'yizC' 'gerAA'
 'gerBC' 'yfkQ' 'ylaJ' 'S650' 'ytzC' 'ypzI' 'S397' 'gerBA']","['gerKD' 'gerKA' 'sspC' 'yckD' 'gerD' 'yhcM' 'tepA' 'ylzJ' 'yutC' 'yhcV'
 'splA' 'ypzA' 'yfkD' 'ykoS' 'S865' 'ykoT' 'pdaA' 'ybaK']","['yhdB' 'yoyE' 'S701' 'sspJ' 'ligD' 'ydfR' 'S693' 'sspH' 'S478' 'S692'
 'sspI' 'yoaR' 'yozQ' 'S194' 'ykoV' 'splB' 'ypzG']","['ybxH' 'S342' 'yveA' 'yitG' 'yqfX' 'yitF' 'yraD' 'spoVAF' 'ylyA' 'csgA'
 'yteA' 'sspO' 'yhcQ']","['sspP' 'yuzM' 'sspB' 'yvdQ' 'yrrD' 'sspK' 'ykzD' 'yhcN' 'ypeB' 'spoVAEA'
 'glcU' 'gdh' 'yraF' 'yusN' 'ykzP' 'yraG' 'adhB' 'sleB' 'sspD']","['spoVAEB' 'yuzA' 'ykzE' 'spoVAD' 'sspM' 'yraE' 'S483' 'spoVAB' 'spoVAC'
 'spoVAA']",['yxeD']
