,Value,list
TF,zur,
reg_genes,21,['Rv1882c' 'PE_PGRS4' 'PPE20' 'Rv2060' 'rpmB1' 'Rv0987' 'PPE11']
comp_genes,20,['eccA3' 'Rv2059' 'rpmB2' 'Rv0106' 'Rv2990c' 'PPE3']
both_genes,14,"['eccC3' 'rpmG1' 'esxG' 'esxH' 'rpsR2' 'Rv0281' 'PPE4' 'eccB3' 'eccD3'
 'rpsN2' 'PE5' 'mycP3' 'eccE3' 'espG3']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
