,-0.07767486565296684,-0.02589162188432228,0.025891621884322286,0.07767486565296684,0.1294581094216114,0.18124135319025597,0.23302459695890054,0.2848078407275451,0.3365910844961897,0.38837432826483426,0.44015757203347877,0.4919408158021234,0.5437240595707679,0.5955073033394125,0.647290547108057,0.6990737908767016,0.7508570346453461,0.8026402784139907,0.8544235221826353,0.9062067659512798
thresh,-0.10356648753728913,0.10356648753728913,1,,,,,,,,,,,,,,,,,
unreg,4,2030,1838,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,[],[],[],[],['nhaR' 'nhaA' 'avrA' 'sprB' 'hilA' 'invH'],['iagB'],[],[],[],[],[],[],[],[],['hilC'],[],[],[],[],[]
