,-0.30723778252514455,-0.25603148543762044,-0.20482518835009633,-0.15361889126257222,-0.10241259417504811,-0.051206297087524,1.1102230246251565e-16,0.05120629708752422,0.10241259417504833,0.15361889126257244,0.20482518835009655,0.25603148543762067,0.3072377825251448,0.3584440796126689,0.409650376700193,0.4608566737877171,0.5120629708752412,0.5632692679627653,0.6144755650502894,0.6656818621378136
thresh,-0.3328409310689066,0.3328409310689066,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,89,4069,98,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yceO'],[]
